transaction_id,customer_id,transaction_amount,transaction_type,account_type,timestamp,branch_id,currency,transaction_status
TIDCUST419_1644,CUST31,4112.1,Credit,Savings,2025-02-05 04:22:26.670345,B003,GBP,Success
TIDCUST31_1645,CUST241,2771.11,Debit,Savings,2025-01-23 04:27:26.670345,B005,USD,Success
TIDCUST241_1646,CUST36,3540.39,Debit,Checking,2025-02-07 19:37:26.670345,B003,INR,Failure
TIDCUST36_1647,CUST219,1258.37,Debit,Savings,2025-01-24 10:06:26.670345,B004,EUR,Failure
TIDCUST219_1648,CUST189,3644.37,Debit,Checking,2025-02-02 13:39:26.670345,B001,INR,Success
TIDCUST189_1649,CUST142,4168.6,Debit,Savings,2025-01-27 00:44:26.670345,B003,INR,Success
TIDCUST142_1650,CUST136,4888.76,Credit,Checking,2025-01-27 02:50:26.670345,B005,GBP,Success
TIDCUST136_1651,CUST32,1086.17,Debit,Checking,2025-02-04 14:00:26.670345,B004,EUR,Failure
TIDCUST32_1652,CUST276,2873.52,Debit,Checking,2025-01-22 22:10:26.670345,B002,EUR,Failure
TIDCUST276_1653,CUST42,1167.04,Credit,Savings,2025-01-27 18:28:26.670345,B002,GBP,Success
TIDCUST42_1654,CUST436,2638.04,Debit,Checking,2025-02-10 09:42:26.670345,B002,USD,Failure
TIDCUST436_1655,CUST439,1029.06,Debit,Savings,2025-02-05 01:20:26.670345,B003,INR,Success
TIDCUST439_1656,CUST367,1698.93,Credit,Savings,2025-01-28 21:36:26.670345,B003,EUR,Failure
TIDCUST367_1657,CUST18,2149.07,Credit,Savings,2025-01-17 02:56:26.670345,B004,GBP,Failure
TIDCUST18_1658,CUST164,3953.53,Debit,Savings,2025-01-28 14:29:26.670345,B002,EUR,Success
TIDCUST164_1659,CUST422,1764.31,Debit,Checking,2025-01-26 15:07:26.670345,B002,USD,Success
TIDCUST422_1660,CUST450,2641.93,Credit,Checking,2025-01-19 09:23:26.670345,B002,INR,Failure
TIDCUST450_1661,CUST440,2618.07,Credit,Checking,2025-01-20 12:37:26.670345,B003,GBP,Success
TIDCUST440_1662,CUST154,753.31,Debit,Savings,2025-01-18 01:03:26.670345,B001,GBP,Success
TIDCUST154_1663,CUST106,1728.33,Debit,Checking,2025-02-06 04:50:26.670345,B004,USD,Failure
TIDCUST106_1664,CUST2,3072.9,Debit,Checking,2025-02-11 19:49:26.670345,B001,INR,Failure
TIDCUST2_1665,CUST400,1016.96,Debit,Checking,2025-01-17 00:26:26.670345,B001,EUR,Failure
TIDCUST400_1666,CUST188,2689.78,Debit,Savings,2025-01-29 04:32:26.670345,B003,EUR,Success
TIDCUST188_1667,CUST216,934.55,Credit,Checking,2025-01-26 02:08:26.670345,B005,GBP,Failure
TIDCUST216_1668,CUST315,2166.09,Credit,Savings,2025-01-31 05:12:26.670345,B004,GBP,Failure
TIDCUST315_1669,CUST68,2393.2,Credit,Savings,2025-02-01 05:42:26.670345,B001,GBP,Failure
TIDCUST68_1670,CUST80,4844.4,Credit,Savings,2025-02-07 15:32:26.670345,B001,INR,Failure
TIDCUST80_1671,CUST447,482.31,Credit,Savings,2025-01-28 00:09:26.670345,B003,EUR,Failure
TIDCUST447_1672,CUST127,212.12,Credit,Savings,2025-02-10 11:48:26.670345,B003,USD,Success
TIDCUST127_1673,CUST6,3708.7,Debit,Savings,2025-02-12 02:20:26.670345,B003,USD,Failure
TIDCUST6_1674,CUST103,3300.05,Credit,Checking,2025-01-23 20:23:26.670345,B001,INR,Failure
TIDCUST103_1675,CUST55,1813.09,Credit,Checking,2025-02-02 22:27:26.670345,B001,USD,Success
TIDCUST55_1676,CUST16,918.59,Debit,Savings,2025-02-12 01:17:26.670345,B005,INR,Failure
TIDCUST16_1677,CUST275,3328.46,Credit,Savings,2025-01-18 09:16:26.670345,B002,USD,Success
TIDCUST275_1678,CUST159,1922.2,Credit,Checking,2025-02-07 11:26:26.670345,B004,EUR,Failure
TIDCUST159_1679,CUST425,2612.59,Credit,Savings,2025-02-05 16:21:26.670345,B005,USD,Success
TIDCUST425_1680,CUST384,1928.78,Credit,Checking,2025-01-20 08:23:26.670345,B001,USD,Success
TIDCUST384_1681,CUST172,3152.7,Debit,Checking,2025-01-23 12:47:26.670345,B001,INR,Failure
TIDCUST172_1682,CUST262,3531.09,Credit,Savings,2025-01-26 15:44:26.670345,B004,EUR,Failure
TIDCUST262_1683,CUST168,557.83,Credit,Savings,2025-02-01 06:00:26.670345,B004,GBP,Success
TIDCUST168_1684,CUST413,4700.44,Credit,Savings,2025-02-02 14:46:26.670345,B003,USD,Failure
TIDCUST413_1685,CUST449,877.04,Debit,Savings,2025-01-21 22:07:26.670345,B004,GBP,Success
TIDCUST449_1686,CUST1,1026.02,Debit,Checking,2025-02-08 21:19:26.670345,B004,GBP,Failure
TIDCUST1_1687,CUST476,2059.61,Credit,Savings,2025-01-26 18:34:26.670345,B002,EUR,Failure
TIDCUST476_1688,CUST363,2681.78,Debit,Savings,2025-01-18 12:54:26.670345,B003,EUR,Success
TIDCUST363_1689,CUST37,2450.8,Credit,Savings,2025-01-29 02:03:26.670345,B003,GBP,Failure
TIDCUST37_1690,CUST287,666.73,Credit,Savings,2025-02-06 21:38:26.670345,B002,EUR,Failure
TIDCUST287_1691,CUST103,544.46,Debit,Checking,2025-02-05 07:37:26.670345,B002,EUR,Success
TIDCUST103_1692,CUST97,1840.25,Credit,Checking,2025-02-02 06:55:26.670345,B002,INR,Failure
TIDCUST97_1693,CUST254,4960.97,Debit,Checking,2025-01-18 04:51:26.670345,B003,USD,Success
TIDCUST254_1694,CUST360,173.13,Debit,Checking,2025-02-07 00:48:26.670345,B005,EUR,Success
TIDCUST360_1695,CUST374,3256.39,Debit,Savings,2025-02-05 05:47:26.670345,B003,USD,Failure
TIDCUST374_1696,CUST227,4416.62,Debit,Checking,2025-02-11 19:07:26.670345,B004,INR,Failure
TIDCUST227_1697,CUST59,3941.63,Credit,Checking,2025-02-08 02:15:26.670345,B004,USD,Failure
TIDCUST59_1698,CUST250,1484.4,Credit,Savings,2025-01-28 05:34:26.670345,B005,EUR,Failure
TIDCUST250_1699,CUST461,4253.86,Debit,Savings,2025-01-18 00:00:26.670345,B001,INR,Success
TIDCUST461_1700,CUST168,4747.75,Credit,Savings,2025-01-17 15:03:26.670345,B005,USD,Failure
TIDCUST168_1701,CUST272,740.24,Credit,Checking,2025-01-29 19:57:26.670345,B005,INR,Failure
TIDCUST272_1702,CUST389,1311.7,Credit,Checking,2025-01-23 01:05:26.670345,B003,INR,Success
TIDCUST389_1703,CUST131,1734.31,Credit,Checking,2025-02-09 03:37:26.670345,B005,GBP,Success
TIDCUST131_1704,CUST8,4942.96,Debit,Checking,2025-02-12 10:53:26.670345,B001,USD,Success
TIDCUST8_1705,CUST242,2973.57,Debit,Savings,2025-02-10 11:24:26.670345,B003,GBP,Failure
TIDCUST242_1706,CUST482,502.3,Debit,Savings,2025-01-30 16:59:26.670345,B002,INR,Failure
TIDCUST482_1707,CUST180,2183.64,Credit,Savings,2025-02-04 20:46:26.670345,B002,USD,Failure
TIDCUST180_1708,CUST129,2884.14,Credit,Savings,2025-01-20 23:31:26.670345,B003,INR,Failure
TIDCUST129_1709,CUST297,2406.66,Credit,Checking,2025-01-25 01:35:26.670345,B003,GBP,Success
TIDCUST297_1710,CUST310,2882.25,Credit,Savings,2025-02-10 20:08:26.670345,B001,USD,Failure
TIDCUST310_1711,CUST266,885.58,Credit,Checking,2025-01-23 16:44:26.670345,B001,INR,Success
TIDCUST266_1712,CUST206,1638.05,Credit,Savings,2025-01-30 14:51:26.670345,B001,INR,Failure
TIDCUST206_1713,CUST332,3022.87,Debit,Savings,2025-02-05 22:34:26.670345,B004,GBP,Failure
TIDCUST332_1714,CUST180,2601.41,Credit,Checking,2025-01-23 21:22:26.670345,B004,INR,Failure
TIDCUST180_1715,CUST233,2125.49,Credit,Savings,2025-02-07 08:50:26.670345,B002,USD,Failure
TIDCUST233_1716,CUST172,1977.64,Debit,Checking,2025-01-22 22:57:26.670345,B002,USD,Success
TIDCUST172_1717,CUST368,2926.87,Credit,Savings,2025-02-07 15:28:26.670345,B003,EUR,Success
TIDCUST368_1718,CUST22,2802.73,Credit,Savings,2025-01-25 09:32:26.670345,B001,INR,Success
TIDCUST22_1719,CUST311,1891.58,Credit,Savings,2025-01-26 22:00:26.670345,B003,USD,Success
TIDCUST311_1720,CUST48,4348.54,Credit,Checking,2025-01-18 03:41:26.670345,B004,GBP,Success
TIDCUST48_1721,CUST257,3510.84,Debit,Checking,2025-01-29 22:38:26.670345,B001,GBP,Success
TIDCUST257_1722,CUST397,1874.11,Debit,Savings,2025-02-05 11:57:26.670345,B005,USD,Success
TIDCUST397_1723,CUST127,385.37,Credit,Savings,2025-02-10 19:01:26.670345,B004,EUR,Failure
TIDCUST127_1724,CUST327,4649.14,Credit,Checking,2025-02-12 04:11:26.670345,B002,INR,Success
TIDCUST327_1725,CUST197,4809.56,Debit,Checking,2025-01-29 05:01:26.670345,B003,EUR,Failure
TIDCUST197_1726,CUST117,3193.48,Credit,Savings,2025-01-24 06:18:26.670345,B004,USD,Failure
TIDCUST117_1727,CUST221,2142.8,Debit,Checking,2025-01-15 15:22:26.670345,B003,USD,Success
TIDCUST221_1728,CUST104,1407.45,Debit,Checking,2025-02-12 17:40:26.670345,B002,EUR,Success
TIDCUST104_1729,CUST274,1735.77,Debit,Checking,2025-01-20 23:17:26.670345,B005,USD,Failure
TIDCUST274_1730,CUST403,1011.84,Debit,Checking,2025-01-22 10:37:26.670345,B003,EUR,Success
TIDCUST403_1731,CUST491,1182.4,Credit,Checking,2025-02-06 12:17:26.670345,B001,EUR,Failure
TIDCUST491_1732,CUST466,1570.66,Debit,Savings,2025-01-23 21:42:26.670345,B001,USD,Failure
TIDCUST466_1733,CUST117,2802.37,Debit,Savings,2025-01-14 12:33:26.670345,B002,EUR,Failure
TIDCUST117_1734,CUST49,2381.47,Debit,Checking,2025-02-08 09:12:26.670345,B002,USD,Success
TIDCUST49_1735,CUST252,2724.01,Credit,Checking,2025-02-07 18:44:26.670345,B002,EUR,Failure
TIDCUST252_1736,CUST372,2504.61,Debit,Checking,2025-02-05 10:12:26.670345,B002,EUR,Failure
TIDCUST372_1737,CUST53,3484.36,Debit,Checking,2025-02-03 20:50:26.670345,B003,GBP,Failure
TIDCUST53_1738,CUST133,2627.13,Debit,Savings,2025-01-18 06:01:26.670345,B004,USD,Failure
TIDCUST133_1739,CUST486,1019.37,Credit,Savings,2025-01-31 20:11:26.670345,B001,INR,Failure
TIDCUST486_1740,CUST45,3562.07,Credit,Savings,2025-01-18 01:48:26.670345,B004,INR,Failure
TIDCUST45_1741,CUST315,3812.39,Debit,Checking,2025-02-11 06:02:26.670345,B003,USD,Failure
TIDCUST315_1742,CUST50,912.85,Credit,Savings,2025-01-24 07:40:26.670345,B002,INR,Success
TIDCUST50_1743,CUST161,326.09,Debit,Checking,2025-01-29 01:40:26.670345,B001,EUR,Success
TIDCUST161_1744,CUST302,2529.75,Credit,Checking,2025-01-26 22:37:26.670345,B005,INR,Failure
TIDCUST302_1745,CUST156,77.16,Credit,Checking,2025-01-19 12:27:26.670345,B005,INR,Failure
TIDCUST156_1746,CUST33,1570.26,Credit,Savings,2025-01-19 14:53:26.670345,B002,USD,Success
TIDCUST33_1747,CUST28,2691.63,Credit,Checking,2025-02-03 15:42:26.670345,B002,EUR,Success
TIDCUST28_1748,CUST374,3692.6,Credit,Savings,2025-01-28 19:24:26.670345,B004,EUR,Success
TIDCUST374_1749,CUST496,3998.67,Debit,Checking,2025-02-10 22:12:26.670345,B003,GBP,Failure
TIDCUST496_1750,CUST379,3875.22,Credit,Checking,2025-02-05 23:19:26.670345,B001,USD,Failure
TIDCUST379_1751,CUST63,3251.66,Debit,Checking,2025-02-05 00:35:26.670345,B001,USD,Success
TIDCUST63_1752,CUST292,4586.3,Credit,Checking,2025-01-15 20:58:26.670345,B005,EUR,Failure
TIDCUST292_1753,CUST54,2731.42,Credit,Checking,2025-02-07 14:52:26.670345,B004,INR,Success
TIDCUST54_1754,CUST143,959.19,Credit,Checking,2025-02-08 15:17:26.670345,B005,INR,Failure
TIDCUST143_1755,CUST255,4425.02,Debit,Checking,2025-01-16 22:26:26.670345,B001,EUR,Success
TIDCUST255_1756,CUST19,3108.87,Debit,Checking,2025-01-23 01:41:26.670345,B005,EUR,Failure
TIDCUST19_1757,CUST90,1561.64,Debit,Checking,2025-01-22 14:41:26.670345,B005,INR,Success
TIDCUST90_1758,CUST233,2809.51,Debit,Checking,2025-02-03 13:02:26.670345,B003,INR,Failure
TIDCUST233_1759,CUST223,3224.51,Credit,Checking,2025-02-01 17:51:26.670345,B001,GBP,Success
TIDCUST223_1760,CUST160,2765.48,Debit,Checking,2025-01-23 21:08:26.670345,B003,USD,Success
TIDCUST160_1761,CUST363,4184.29,Debit,Checking,2025-02-10 13:24:26.670345,B001,GBP,Success
TIDCUST363_1762,CUST246,1580.66,Credit,Savings,2025-01-26 13:30:26.670345,B002,INR,Failure
TIDCUST246_1763,CUST450,1824.29,Credit,Checking,2025-02-09 19:20:26.670345,B004,GBP,Failure
TIDCUST450_1764,CUST331,677.74,Debit,Savings,2025-01-21 00:03:26.670345,B004,USD,Failure
TIDCUST331_1765,CUST6,439.21,Credit,Checking,2025-01-26 08:51:26.670345,B001,GBP,Success
TIDCUST6_1766,CUST240,4052.61,Credit,Savings,2025-01-26 00:50:26.670345,B005,USD,Success
TIDCUST240_1767,CUST133,4586.47,Credit,Checking,2025-01-31 03:02:26.670345,B002,GBP,Failure
TIDCUST133_1768,CUST155,1699.8,Credit,Checking,2025-01-30 00:20:26.670345,B005,EUR,Failure
TIDCUST155_1769,CUST406,1946.06,Credit,Checking,2025-02-12 09:05:26.670345,B001,USD,Failure
TIDCUST406_1770,CUST467,2986.7,Credit,Checking,2025-01-22 17:52:26.670345,B001,INR,Failure
TIDCUST467_1771,CUST440,1526.06,Debit,Checking,2025-01-31 03:40:26.670345,B001,USD,Failure
TIDCUST440_1772,CUST38,717.69,Debit,Savings,2025-02-07 07:34:26.670345,B005,INR,Failure
TIDCUST38_1773,CUST53,3501.5,Credit,Savings,2025-02-03 16:04:26.670345,B004,EUR,Failure
TIDCUST53_1774,CUST236,4767.55,Credit,Savings,2025-02-03 10:21:26.670345,B005,GBP,Success
TIDCUST236_1775,CUST133,2195.8,Debit,Checking,2025-01-26 21:09:26.670345,B002,INR,Success
TIDCUST133_1776,CUST212,2185.32,Credit,Checking,2025-02-01 14:07:26.670345,B004,USD,Success
TIDCUST212_1777,CUST278,2720.94,Debit,Savings,2025-01-30 11:42:26.670345,B003,EUR,Failure
TIDCUST278_1778,CUST486,3432.06,Credit,Savings,2025-02-11 22:11:26.670345,B004,GBP,Failure
TIDCUST486_1779,CUST288,4223.11,Debit,Savings,2025-01-23 09:42:26.670345,B004,EUR,Failure
TIDCUST288_1780,CUST344,3347.04,Credit,Savings,2025-01-16 05:17:26.670345,B005,GBP,Failure
TIDCUST344_1781,CUST309,3330.53,Credit,Savings,2025-01-28 15:29:26.670345,B003,USD,Failure
TIDCUST309_1782,CUST47,1759.19,Debit,Savings,2025-02-10 23:43:26.670345,B001,INR,Success
TIDCUST47_1783,CUST429,1511.54,Debit,Checking,2025-02-06 16:35:26.670345,B003,GBP,Failure
TIDCUST429_1784,CUST105,1087.81,Credit,Checking,2025-02-11 16:24:26.670345,B002,EUR,Success
TIDCUST105_1785,CUST276,630.0,Credit,Savings,2025-01-22 07:32:26.670345,B002,GBP,Success
TIDCUST276_1786,CUST454,1512.16,Debit,Checking,2025-01-27 08:33:26.670345,B005,USD,Failure
TIDCUST454_1787,CUST108,274.29,Credit,Savings,2025-02-04 03:38:26.670345,B002,INR,Failure
TIDCUST108_1788,CUST384,2530.25,Debit,Checking,2025-01-17 20:54:26.670345,B002,USD,Success
TIDCUST384_1789,CUST49,2158.4,Credit,Checking,2025-02-06 13:08:26.670345,B004,GBP,Failure
TIDCUST49_1790,CUST468,1238.9,Credit,Savings,2025-02-06 11:19:26.670345,B003,INR,Failure
TIDCUST468_1791,CUST223,2802.15,Debit,Checking,2025-02-12 16:35:26.670345,B005,INR,Failure
TIDCUST223_1792,CUST489,4851.36,Credit,Savings,2025-02-06 01:23:26.670345,B004,USD,Failure
TIDCUST489_1793,CUST449,3909.66,Credit,Savings,2025-01-28 06:26:26.670345,B003,EUR,Failure
TIDCUST449_1794,CUST259,1289.01,Credit,Checking,2025-01-26 22:08:26.670345,B002,INR,Success
TIDCUST259_1795,CUST169,282.94,Credit,Savings,2025-01-23 06:29:26.670345,B002,GBP,Success
TIDCUST169_1796,CUST275,909.23,Credit,Savings,2025-01-30 05:02:26.670345,B001,GBP,Success
TIDCUST275_1797,CUST272,1003.93,Credit,Checking,2025-02-05 17:10:26.670345,B005,INR,Success
TIDCUST272_1798,CUST473,4609.99,Debit,Savings,2025-01-30 02:52:26.670345,B001,GBP,Success
TIDCUST473_1799,CUST253,383.69,Credit,Checking,2025-01-16 00:19:26.670345,B003,EUR,Success
TIDCUST253_1800,CUST277,3860.84,Debit,Checking,2025-01-23 05:23:26.670345,B004,EUR,Failure
TIDCUST277_1801,CUST167,1629.85,Debit,Savings,2025-01-24 17:03:26.670345,B005,USD,Success
TIDCUST167_1802,CUST224,1680.62,Credit,Checking,2025-02-11 21:20:26.670345,B005,INR,Failure
TIDCUST224_1803,CUST449,2628.7,Debit,Checking,2025-01-28 22:25:26.670345,B002,EUR,Failure
TIDCUST449_1804,CUST196,452.35,Credit,Checking,2025-02-09 15:16:26.670345,B004,EUR,Failure
TIDCUST196_1805,CUST223,3351.3,Debit,Savings,2025-01-28 00:28:26.670345,B004,INR,Failure
TIDCUST223_1806,CUST96,2008.33,Credit,Savings,2025-02-12 06:34:26.670345,B002,USD,Success
TIDCUST96_1807,CUST97,2211.2,Credit,Checking,2025-02-03 15:37:26.670345,B005,INR,Failure
TIDCUST97_1808,CUST59,309.77,Credit,Checking,2025-01-29 07:27:26.670345,B004,EUR,Success
TIDCUST59_1809,CUST147,2619.24,Credit,Checking,2025-02-11 11:15:26.670345,B005,USD,Success
TIDCUST147_1810,CUST357,575.12,Debit,Checking,2025-02-09 13:13:26.670345,B001,INR,Success
TIDCUST357_1811,CUST125,2847.43,Debit,Savings,2025-02-06 10:56:26.670345,B004,GBP,Failure
TIDCUST125_1812,CUST105,2185.86,Credit,Savings,2025-02-06 19:32:26.670345,B005,GBP,Success
TIDCUST105_1813,CUST493,1789.66,Debit,Savings,2025-02-05 07:02:26.670345,B001,GBP,Success
TIDCUST493_1814,CUST454,4352.74,Credit,Checking,2025-02-05 05:55:26.670345,B004,EUR,Success
TIDCUST454_1815,CUST474,4824.31,Debit,Checking,2025-02-10 14:18:26.670345,B002,INR,Success
TIDCUST474_1816,CUST170,548.02,Debit,Checking,2025-01-23 18:43:26.670345,B003,GBP,Failure
TIDCUST170_1817,CUST211,811.56,Debit,Savings,2025-01-28 08:01:26.670345,B001,GBP,Success
TIDCUST211_1818,CUST488,3308.19,Debit,Checking,2025-01-18 02:24:26.670345,B004,GBP,Failure
TIDCUST488_1819,CUST439,4274.16,Credit,Savings,2025-01-29 19:01:26.670345,B003,EUR,Success
TIDCUST439_1820,CUST112,4798.06,Debit,Checking,2025-01-30 04:22:26.670345,B002,GBP,Failure
TIDCUST112_1821,CUST56,1718.19,Credit,Checking,2025-02-12 03:34:26.670345,B002,USD,Failure
TIDCUST56_1822,CUST233,1016.83,Debit,Savings,2025-01-21 13:46:26.670345,B001,GBP,Failure
TIDCUST233_1823,CUST467,4640.15,Credit,Checking,2025-02-04 02:53:26.670345,B005,INR,Failure
TIDCUST467_1824,CUST117,4021.68,Debit,Checking,2025-02-01 07:12:26.670345,B003,USD,Failure
TIDCUST117_1825,CUST160,975.52,Credit,Checking,2025-02-11 08:12:26.670345,B002,INR,Failure
TIDCUST160_1826,CUST233,1372.01,Debit,Savings,2025-01-14 10:50:26.670345,B002,GBP,Success
TIDCUST233_1827,CUST152,1310.48,Credit,Checking,2025-01-17 11:46:26.670345,B005,USD,Success
TIDCUST152_1828,CUST486,3607.83,Debit,Checking,2025-02-12 12:35:26.670345,B002,USD,Failure
TIDCUST486_1829,CUST142,2471.03,Credit,Savings,2025-01-26 22:04:26.670345,B004,EUR,Failure
TIDCUST142_1830,CUST327,4334.57,Credit,Checking,2025-02-06 02:11:26.670345,B004,GBP,Success
TIDCUST327_1831,CUST300,619.8,Debit,Savings,2025-02-12 23:10:26.670345,B005,EUR,Success
TIDCUST300_1832,CUST202,526.72,Debit,Checking,2025-01-24 05:12:26.670345,B005,GBP,Failure
TIDCUST202_1833,CUST475,2788.73,Credit,Checking,2025-01-15 23:04:26.670345,B001,USD,Success
TIDCUST475_1834,CUST161,1985.18,Credit,Savings,2025-02-10 20:01:26.670345,B003,INR,Failure
TIDCUST161_1835,CUST33,770.7,Debit,Savings,2025-02-12 17:48:26.670345,B004,GBP,Success
TIDCUST33_1836,CUST231,508.55,Debit,Checking,2025-01-26 23:08:26.670345,B003,GBP,Failure
TIDCUST231_1837,CUST499,2217.24,Debit,Savings,2025-02-10 09:49:26.670345,B002,EUR,Success
TIDCUST499_1838,CUST369,665.94,Debit,Savings,2025-02-08 07:34:26.670345,B002,INR,Success
TIDCUST369_1839,CUST453,4506.02,Debit,Checking,2025-02-08 12:37:26.670345,B005,INR,Failure
TIDCUST453_1840,CUST343,3091.58,Debit,Savings,2025-02-02 14:08:26.670345,B001,EUR,Failure
TIDCUST343_1841,CUST193,60.83,Debit,Savings,2025-01-14 04:10:26.670345,B001,USD,Failure
TIDCUST193_1842,CUST446,3863.27,Debit,Savings,2025-02-04 02:23:26.670345,B005,USD,Failure
TIDCUST446_1843,CUST412,3493.74,Debit,Savings,2025-01-29 10:24:26.670345,B003,USD,Failure
TIDCUST412_1844,CUST476,612.19,Debit,Savings,2025-01-14 21:28:26.670345,B002,EUR,Failure
TIDCUST476_1845,CUST495,2812.0,Credit,Savings,2025-01-26 09:53:26.670345,B001,USD,Failure
TIDCUST495_1846,CUST256,4691.9,Debit,Savings,2025-01-21 19:05:26.670345,B001,EUR,Failure
TIDCUST256_1847,CUST175,732.15,Debit,Checking,2025-02-07 02:06:26.670345,B001,USD,Success
TIDCUST175_1848,CUST291,2325.44,Debit,Checking,2025-02-06 00:01:26.670345,B005,GBP,Success
TIDCUST291_1849,CUST39,643.84,Debit,Checking,2025-01-22 23:02:26.670345,B004,USD,Success
TIDCUST39_1850,CUST163,2895.18,Credit,Savings,2025-02-06 20:14:26.670345,B005,EUR,Failure
TIDCUST163_1851,CUST7,3514.76,Debit,Checking,2025-02-13 00:03:26.670345,B002,GBP,Success
TIDCUST7_1852,CUST212,1306.23,Debit,Savings,2025-02-03 13:54:26.670345,B001,GBP,Failure
TIDCUST212_1853,CUST457,1627.28,Credit,Savings,2025-01-27 22:23:26.670345,B004,EUR,Success
TIDCUST457_1854,CUST324,151.5,Debit,Checking,2025-01-14 05:11:26.670345,B001,EUR,Failure
TIDCUST324_1855,CUST383,636.83,Debit,Savings,2025-01-18 04:47:26.670345,B005,EUR,Failure
TIDCUST383_1856,CUST390,1907.26,Debit,Checking,2025-01-27 20:38:26.670345,B004,EUR,Failure
TIDCUST390_1857,CUST184,279.77,Debit,Savings,2025-01-29 16:23:26.670345,B004,GBP,Failure
TIDCUST184_1858,CUST83,3679.6,Credit,Checking,2025-02-07 09:17:26.670345,B001,EUR,Success
TIDCUST83_1859,CUST279,2393.46,Debit,Checking,2025-02-03 15:24:26.670345,B004,EUR,Success
TIDCUST279_1860,CUST420,1287.05,Debit,Savings,2025-01-26 18:37:26.670345,B003,USD,Failure
TIDCUST420_1861,CUST344,1344.02,Debit,Checking,2025-01-23 21:37:26.670345,B004,GBP,Failure
TIDCUST344_1862,CUST443,495.35,Debit,Savings,2025-02-06 02:36:26.670345,B001,GBP,Success
TIDCUST443_1863,CUST331,82.5,Credit,Checking,2025-01-15 19:39:26.670345,B002,GBP,Failure
TIDCUST331_1864,CUST138,1019.87,Debit,Checking,2025-02-02 16:58:26.670345,B002,GBP,Failure
TIDCUST138_1865,CUST231,3564.7,Credit,Checking,2025-01-28 11:49:26.670345,B001,INR,Failure
TIDCUST231_1866,CUST286,2056.12,Debit,Checking,2025-01-20 18:23:26.670345,B003,USD,Success
TIDCUST286_1867,CUST33,977.4,Debit,Savings,2025-01-25 21:33:26.670345,B003,INR,Failure
TIDCUST33_1868,CUST179,1311.15,Debit,Savings,2025-01-28 07:47:26.670345,B001,EUR,Failure
TIDCUST179_1869,CUST419,2694.96,Debit,Savings,2025-02-03 14:40:26.670345,B002,EUR,Success
TIDCUST419_1870,CUST40,2017.63,Debit,Savings,2025-01-28 20:45:26.670345,B001,EUR,Failure
TIDCUST40_1871,CUST392,452.6,Debit,Checking,2025-02-02 14:44:26.670345,B002,INR,Success
TIDCUST392_1872,CUST297,207.8,Credit,Checking,2025-02-07 05:18:26.670345,B002,USD,Failure
TIDCUST297_1873,CUST135,4866.94,Credit,Savings,2025-02-02 18:00:26.670345,B002,INR,Success
TIDCUST135_1874,CUST58,1345.88,Credit,Savings,2025-01-16 10:47:26.670345,B003,EUR,Success
TIDCUST58_1875,CUST83,2738.95,Debit,Checking,2025-01-23 21:14:26.670345,B001,GBP,Failure
TIDCUST83_1876,CUST418,4187.87,Debit,Savings,2025-02-12 06:01:26.670345,B003,INR,Success
TIDCUST418_1877,CUST290,3579.71,Credit,Checking,2025-02-01 22:53:26.670345,B002,USD,Success
TIDCUST290_1878,CUST341,337.41,Debit,Savings,2025-01-29 06:23:26.670345,B001,INR,Success
TIDCUST341_1879,CUST468,3785.77,Debit,Checking,2025-01-21 15:58:26.670345,B003,GBP,Success
TIDCUST468_1880,CUST188,2007.09,Credit,Checking,2025-02-11 12:41:26.670345,B005,GBP,Success
TIDCUST188_1881,CUST46,33.23,Debit,Savings,2025-01-27 06:08:26.670345,B005,EUR,Success
TIDCUST46_1882,CUST416,3841.44,Credit,Savings,2025-01-27 00:45:26.670345,B002,INR,Success
TIDCUST416_1883,CUST359,419.99,Debit,Checking,2025-01-30 12:21:26.670345,B002,GBP,Failure
TIDCUST359_1884,CUST174,2678.03,Credit,Savings,2025-02-11 04:57:26.670345,B004,EUR,Failure
TIDCUST174_1885,CUST207,4370.86,Debit,Savings,2025-01-26 23:23:26.670345,B001,USD,Failure
TIDCUST207_1886,CUST274,860.15,Credit,Savings,2025-02-02 09:07:26.670345,B005,INR,Success
TIDCUST274_1887,CUST120,1774.94,Credit,Checking,2025-02-05 01:46:26.670345,B003,USD,Success
TIDCUST120_1888,CUST23,2516.35,Credit,Savings,2025-01-17 18:31:26.670345,B002,EUR,Failure
TIDCUST23_1889,CUST371,3842.29,Credit,Savings,2025-02-10 20:55:26.670345,B003,INR,Success
TIDCUST371_1890,CUST348,595.05,Debit,Checking,2025-02-09 06:11:26.670345,B003,EUR,Success
TIDCUST348_1891,CUST331,1702.8,Credit,Savings,2025-02-02 10:19:26.670345,B005,INR,Success
TIDCUST331_1892,CUST210,826.95,Debit,Savings,2025-01-30 03:44:26.670345,B004,USD,Failure
TIDCUST210_1893,CUST47,604.73,Credit,Checking,2025-02-10 20:27:26.670345,B003,EUR,Success
TIDCUST47_1894,CUST2,4670.55,Credit,Checking,2025-02-02 20:28:26.670345,B003,INR,Success
TIDCUST2_1895,CUST395,3977.0,Credit,Savings,2025-02-10 22:59:26.670345,B003,GBP,Failure
TIDCUST395_1896,CUST359,3321.58,Debit,Savings,2025-01-19 19:46:26.670345,B003,USD,Failure
TIDCUST359_1897,CUST404,17.77,Credit,Checking,2025-01-17 15:55:26.670345,B002,GBP,Failure
