transaction_id,account_id,transaction_type,amount,currency,channel,transaction_date,status,location,customer_age,customer_income,loan_amount,credit_score
TXN992005,ACC00037,Withdrawal,35648.74,INR,POS,2024-12-29,Success,Mumbai,53,109850.05,0,464
TXN955501,ACC00386,Loan Disbursement,42563.08,EUR,POS,2024-01-10,Pending,New York,29,135226.41,0,581
TXN249050,ACC00156,Payment,19599.08,USD,POS,2023-04-27,Success,Sydney,57,99251.3,0,486
TXN305173,ACC00117,Transfer,23570.36,INR,POS,2024-03-26,Success,New York,72,119345.97,0,649
TXN482896,ACC00151,Payment,1062.87,USD,Branch,2024-03-20,Pending,New York,58,115674.77,0,392
TXN903220,ACC00115,Deposit,20018.21,JPY,ATM,2023-03-11,Success,Sydney,63,107851.89,0,380
TXN429638,ACC00402,Loan Disbursement,44939.56,GBP,Mobile,2023-05-04,Success,London,65,38730.27,0,560
TXN195778,ACC00382,Bill Payment,12845.43,EUR,POS,2023-05-12,Success,London,53,156597.1,0,849
TXN303585,ACC00083,Bill Payment,25088.88,GBP,Online,2023-01-05,Success,Tokyo,52,82733.8,0,519
TXN963212,ACC00220,Transfer,4645.6,GBP,Branch,2024-09-14,Success,Toronto,40,92120.03,0,307
TXN297492,ACC00153,Transfer,22632.96,GBP,Mobile,2024-12-08,Success,Mumbai,37,197948.83,0,610
TXN867101,ACC00240,Transfer,16128.73,GBP,ATM,2023-04-13,Success,New York,66,154606.82,0,337
TXN672431,ACC00494,Loan Disbursement,17672.0,USD,ATM,2023-11-16,Pending,Tokyo,44,106574.79,0,510
TXN249642,ACC00199,Withdrawal,9264.92,INR,Mobile,2023-08-09,Failed,Toronto,51,121958.87,0,541
TXN532639,ACC00234,Transfer,20922.94,EUR,Mobile,2023-02-04,Failed,Tokyo,27,128576.29,0,319
TXN950241,ACC00215,Transfer,48314.27,USD,POS,2024-12-24,Pending,Mumbai,61,174778.18,0,644
TXN511516,ACC00049,Loan Disbursement,8269.7,JPY,Mobile,2024-12-06,Success,Tokyo,26,123962.67,0,434
TXN846723,ACC00004,Deposit,40376.87,INR,POS,2023-07-25,Success,New York,43,21711.8,0,695
TXN203629,ACC00330,Transfer,36922.02,GBP,ATM,2023-01-22,Success,Toronto,47,144440.85,0,671
TXN493757,ACC00316,Deposit,32904.05,INR,ATM,2023-12-09,Success,Mumbai,73,29126.56,0,541
TXN586274,ACC00472,Bill Payment,23849.38,JPY,Branch,2024-08-14,Success,London,55,45652.43,0,337
TXN778826,ACC00231,Deposit,40952.73,USD,ATM,2024-10-23,Success,Mumbai,68,30749.24,0,569
TXN222821,ACC00361,Loan Disbursement,30029.28,USD,ATM,2024-12-13,Success,Toronto,62,88243.17,0,360
TXN969782,ACC00367,Deposit,16084.69,USD,Branch,2023-08-30,Success,New York,50,42506.99,0,848
TXN220293,ACC00467,Payment,36541.23,GBP,ATM,2024-10-09,Success,Tokyo,43,131411.98,0,457
TXN849935,ACC00423,Loan Disbursement,8663.63,JPY,ATM,2024-01-07,Success,Sydney,58,67183.9,0,734
TXN524828,ACC00091,Transfer,27954.99,JPY,Mobile,2024-06-08,Success,New York,31,53945.6,0,723
TXN606604,ACC00440,Deposit,36006.11,EUR,POS,2023-08-12,Success,London,32,74900.76,0,631
TXN225187,ACC00186,Withdrawal,18880.15,USD,Branch,2024-06-28,Pending,London,70,106349.46,0,661
TXN397133,ACC00318,Withdrawal,14665.38,GBP,Mobile,2023-03-29,Success,Toronto,27,192347.46,0,745
TXN136408,ACC00162,Deposit,21259.33,USD,ATM,2024-07-25,Success,London,36,180555.52,0,368
TXN894909,ACC00101,Loan Disbursement,32552.83,JPY,Mobile,2023-05-05,Success,Mumbai,61,33881.0,0,849
TXN610647,ACC00178,Withdrawal,20125.12,JPY,Mobile,2023-09-05,Success,Sydney,48,155820.43,0,660
TXN422559,ACC00479,Loan Disbursement,31380.81,GBP,Mobile,2024-03-29,Success,Sydney,65,102500.94,0,804
TXN933425,ACC00169,Withdrawal,10783.93,INR,POS,2023-03-23,Pending,Tokyo,50,89195.86,0,318
TXN875572,ACC00231,Withdrawal,20994.74,INR,ATM,2023-02-21,Success,London,25,184984.38,0,642
TXN638513,ACC00281,Withdrawal,45788.49,JPY,POS,2023-01-19,Success,Toronto,59,107100.87,0,487
TXN538304,ACC00237,Bill Payment,47252.41,EUR,ATM,2024-08-27,Success,Tokyo,41,45529.73,0,523
TXN836985,ACC00357,Bill Payment,18032.55,EUR,POS,2023-11-04,Failed,Sydney,35,126408.21,0,594
TXN903843,ACC00330,Deposit,20721.89,EUR,Branch,2023-02-28,Pending,Toronto,52,121623.1,0,849
TXN854107,ACC00008,Loan Disbursement,7416.05,USD,Online,2023-06-22,Success,Mumbai,53,115074.55,0,604
TXN178414,ACC00496,Payment,14928.16,EUR,Online,2023-12-06,Success,New York,41,71418.06,0,624
TXN827616,ACC00019,Transfer,27829.94,INR,Mobile,2024-06-15,Success,Sydney,21,45288.65,0,340
TXN106887,ACC00493,Payment,35763.09,USD,Branch,2024-12-21,Success,Sydney,62,79385.71,0,655
TXN733428,ACC00081,Withdrawal,37840.53,INR,Online,2024-06-20,Success,Tokyo,18,77752.67,0,668
TXN755384,ACC00345,Payment,19585.65,GBP,Mobile,2023-01-25,Success,Toronto,59,69111.01,0,450
TXN538628,ACC00049,Payment,12595.01,JPY,Online,2024-09-01,Success,London,43,135295.25,0,832
TXN987524,ACC00295,Transfer,26435.24,JPY,Branch,2023-12-18,Success,London,63,128871.04,0,461
TXN675952,ACC00085,Payment,26766.88,JPY,Mobile,2023-04-18,Success,Sydney,50,23522.56,0,449
TXN312446,ACC00464,Transfer,10059.54,JPY,Mobile,2024-09-09,Success,Mumbai,23,195528.4,0,845
TXN802135,ACC00279,Loan Disbursement,40893.81,GBP,Mobile,2024-04-12,Success,Toronto,20,39517.26,0,688
TXN747187,ACC00209,Transfer,19556.49,JPY,Branch,2024-04-06,Success,Mumbai,34,52359.31,0,583
TXN341093,ACC00091,Payment,42468.79,GBP,Online,2024-08-28,Success,Mumbai,56,45477.8,0,765
TXN395931,ACC00464,Deposit,42648.17,JPY,POS,2023-07-25,Success,London,42,167056.95,0,612
TXN215772,ACC00150,Withdrawal,22546.12,USD,POS,2024-05-02,Success,Mumbai,32,40043.37,0,305
TXN924768,ACC00009,Bill Payment,19833.78,EUR,POS,2023-02-25,Success,Toronto,33,169873.63,0,305
TXN250027,ACC00034,Payment,39173.34,JPY,POS,2023-05-11,Success,Toronto,51,24307.01,0,655
TXN290342,ACC00221,Payment,10919.89,GBP,Mobile,2024-04-23,Pending,Mumbai,66,31731.77,0,419
TXN107158,ACC00032,Loan Disbursement,24189.41,INR,Online,2024-11-24,Success,Sydney,51,105767.52,0,717
TXN639124,ACC00059,Loan Disbursement,40949.15,USD,ATM,2023-12-28,Success,Toronto,62,124442.15,0,568
TXN142165,ACC00173,Bill Payment,31112.34,USD,Mobile,2024-08-24,Success,Sydney,54,69467.52,0,597
TXN654160,ACC00329,Bill Payment,5476.79,GBP,Branch,2024-07-26,Success,Mumbai,54,32691.1,0,528
TXN844024,ACC00028,Deposit,9048.42,USD,ATM,2023-08-08,Success,Toronto,37,65921.5,0,483
TXN117241,ACC00379,Bill Payment,23942.74,JPY,ATM,2023-08-21,Success,London,36,72284.93,0,461
TXN355742,ACC00168,Loan Disbursement,6232.51,JPY,POS,2024-07-29,Success,New York,18,152150.28,0,750
TXN741278,ACC00299,Deposit,17574.19,JPY,Online,2023-07-15,Success,Toronto,35,49408.71,0,719
TXN160784,ACC00175,Bill Payment,33408.36,EUR,Branch,2024-05-19,Success,London,48,113408.62,0,769
TXN728936,ACC00299,Deposit,4810.08,GBP,POS,2023-11-20,Success,Sydney,53,53594.64,0,805
TXN323471,ACC00399,Bill Payment,40084.68,INR,POS,2023-05-09,Success,London,40,157512.55,0,559
TXN539759,ACC00437,Withdrawal,46173.45,USD,Mobile,2024-06-08,Pending,Mumbai,34,107563.12,0,688
TXN545186,ACC00300,Deposit,25153.45,EUR,POS,2024-04-28,Success,Toronto,39,165765.8,0,765
TXN236119,ACC00167,Deposit,9055.5,JPY,ATM,2024-05-09,Success,London,18,33406.84,0,714
TXN751156,ACC00241,Transfer,22043.57,JPY,Mobile,2023-03-24,Failed,Sydney,41,48361.09,0,547
TXN167441,ACC00174,Deposit,17808.49,JPY,Online,2023-02-06,Success,New York,36,93263.16,0,494
TXN967922,ACC00287,Withdrawal,9357.83,JPY,ATM,2023-08-13,Success,Sydney,59,150145.88,0,316
TXN455943,ACC00430,Withdrawal,14402.21,USD,POS,2023-12-06,Success,London,75,126197.22,0,648
TXN949994,ACC00291,Bill Payment,14879.06,INR,ATM,2024-12-21,Success,Toronto,70,188827.71,0,523
TXN118221,ACC00461,Loan Disbursement,4251.06,GBP,Online,2024-10-20,Failed,Sydney,75,172270.92,0,653
TXN114372,ACC00342,Loan Disbursement,13881.18,INR,Mobile,2024-09-02,Success,New York,55,161281.81,0,689
TXN380423,ACC00031,Transfer,7436.0,GBP,ATM,2023-07-22,Pending,London,18,104064.1,0,322
TXN420262,ACC00480,Withdrawal,43931.84,INR,Online,2023-01-25,Success,Toronto,57,56038.41,0,440
TXN985115,ACC00283,Deposit,16546.95,GBP,Mobile,2024-03-02,Success,Mumbai,32,127916.15,0,831
TXN213622,ACC00072,Bill Payment,26897.51,EUR,Branch,2023-12-16,Pending,Tokyo,25,71898.97,0,303
TXN285489,ACC00116,Withdrawal,5722.43,INR,Mobile,2024-08-13,Success,Mumbai,48,190150.83,0,838
TXN664001,ACC00367,Payment,6261.46,EUR,POS,2024-04-12,Failed,London,43,91864.77,0,368
TXN249879,ACC00235,Loan Disbursement,5460.31,GBP,Mobile,2024-01-20,Success,Mumbai,49,178233.27,0,845
TXN999010,ACC00038,Bill Payment,6122.32,JPY,POS,2024-02-06,Success,Toronto,72,77530.38,0,486
TXN533830,ACC00471,Transfer,16191.03,USD,Branch,2023-07-07,Pending,Toronto,28,80625.61,0,702
TXN458008,ACC00416,Withdrawal,45956.91,JPY,ATM,2023-04-04,Pending,Sydney,68,84929.4,0,718
TXN470756,ACC00029,Deposit,33789.7,JPY,ATM,2024-08-20,Success,Sydney,26,39007.83,0,546
TXN973078,ACC00477,Bill Payment,36520.64,USD,Branch,2023-02-02,Success,Tokyo,46,165638.99,0,660
TXN527688,ACC00132,Transfer,8725.09,USD,Mobile,2024-05-03,Success,Mumbai,57,48839.22,0,755
TXN751916,ACC00336,Loan Disbursement,30894.08,JPY,Online,2023-05-09,Pending,London,24,186219.11,0,386
TXN824376,ACC00275,Bill Payment,27894.89,GBP,ATM,2023-09-08,Success,New York,47,32447.04,0,524
TXN980676,ACC00411,Bill Payment,22418.39,EUR,POS,2024-05-25,Success,Tokyo,50,156994.42,0,781
TXN406616,ACC00112,Deposit,16489.81,USD,Mobile,2024-05-27,Success,Mumbai,43,170732.93,0,343
TXN258363,ACC00378,Loan Disbursement,29716.83,GBP,Mobile,2023-02-14,Success,Tokyo,33,27202.65,0,782
TXN302309,ACC00256,Loan Disbursement,4284.46,GBP,Online,2023-08-30,Failed,Sydney,57,149952.19,0,534
TXN580091,ACC00302,Bill Payment,15400.54,GBP,Mobile,2024-11-08,Success,New York,38,169757.96,0,346
TXN587138,ACC00080,Transfer,7411.58,EUR,Online,2024-11-19,Success,Toronto,47,29770.65,0,455
TXN906519,ACC00242,Transfer,12594.39,EUR,Online,2023-12-31,Success,London,23,26260.37,0,300
TXN796045,ACC00220,Deposit,44701.39,USD,POS,2023-06-01,Failed,Mumbai,70,151708.75,0,830
TXN153406,ACC00190,Withdrawal,13738.38,INR,Mobile,2024-06-30,Success,Sydney,25,32809.41,0,812
TXN429571,ACC00139,Transfer,43055.34,GBP,Online,2024-03-04,Failed,Mumbai,75,174926.49,0,842
TXN222910,ACC00148,Withdrawal,20887.21,USD,Mobile,2024-03-27,Success,Toronto,19,41364.69,0,754
TXN158256,ACC00135,Bill Payment,44851.07,JPY,ATM,2023-10-18,Pending,New York,47,59519.15,0,618
TXN754019,ACC00457,Deposit,33277.52,GBP,Online,2023-03-02,Success,New York,69,136014.54,0,390
TXN517720,ACC00081,Payment,14076.58,INR,Online,2023-04-18,Success,Sydney,57,161249.99,0,720
TXN110710,ACC00274,Bill Payment,29055.5,USD,ATM,2023-01-12,Success,Toronto,40,192253.62,0,309
TXN563169,ACC00204,Bill Payment,28885.58,GBP,Branch,2023-09-27,Success,Sydney,70,60790.89,0,455
TXN451066,ACC00270,Transfer,33021.16,EUR,POS,2023-04-11,Success,Toronto,60,71351.64,0,825
TXN703842,ACC00350,Payment,22092.54,JPY,Mobile,2023-12-23,Failed,Toronto,51,151244.74,0,804
TXN867740,ACC00372,Bill Payment,31017.14,EUR,POS,2023-11-01,Failed,Tokyo,25,197725.8,0,540
TXN118696,ACC00096,Transfer,2007.17,USD,Online,2024-01-07,Pending,Toronto,50,187238.92,0,787
TXN148147,ACC00375,Loan Disbursement,35626.56,INR,Branch,2023-07-19,Success,Mumbai,74,99029.29,0,610
TXN863313,ACC00355,Deposit,15011.92,GBP,POS,2023-11-07,Success,Sydney,24,64920.79,0,542
TXN863484,ACC00040,Bill Payment,36340.33,INR,Online,2024-08-21,Success,Tokyo,19,143437.45,0,303
TXN336550,ACC00427,Bill Payment,1799.84,INR,POS,2024-08-21,Success,New York,20,154741.14,0,485
TXN761189,ACC00373,Transfer,40849.64,EUR,ATM,2024-08-11,Success,Sydney,64,138937.68,0,303
TXN733427,ACC00229,Loan Disbursement,7561.04,USD,Branch,2023-03-03,Pending,Mumbai,36,82701.32,0,805
TXN887360,ACC00110,Deposit,34819.58,JPY,POS,2023-11-03,Success,Toronto,53,133088.15,0,844
TXN707568,ACC00157,Withdrawal,38013.95,EUR,ATM,2023-07-09,Success,Tokyo,33,136238.78,0,841
TXN409495,ACC00026,Loan Disbursement,22855.01,JPY,Branch,2023-08-31,Success,Mumbai,49,67249.87,0,717
TXN538464,ACC00270,Payment,44006.43,INR,POS,2024-02-26,Success,Tokyo,33,164141.92,0,532
TXN909249,ACC00044,Loan Disbursement,215.76,USD,ATM,2023-01-11,Success,London,44,142677.5,0,596
TXN189699,ACC00033,Transfer,37965.9,GBP,POS,2024-06-22,Success,Mumbai,49,113419.26,0,598
TXN133079,ACC00065,Withdrawal,40069.97,INR,POS,2023-09-10,Success,New York,24,144439.11,0,502
TXN559873,ACC00291,Deposit,33599.45,JPY,ATM,2023-09-25,Failed,Mumbai,25,121401.98,0,731
TXN295025,ACC00062,Deposit,15267.02,GBP,Online,2023-02-01,Success,Tokyo,20,37542.35,0,798
TXN745526,ACC00066,Bill Payment,40725.38,JPY,Online,2024-06-10,Success,New York,45,173293.81,0,716
TXN443995,ACC00255,Bill Payment,8283.94,INR,POS,2023-05-25,Success,Tokyo,18,31608.23,0,408
TXN674395,ACC00324,Bill Payment,46368.82,USD,ATM,2024-01-26,Failed,New York,50,131876.55,0,308
TXN235871,ACC00099,Bill Payment,33285.58,GBP,Mobile,2023-03-16,Success,Toronto,30,162634.06,0,300
TXN130943,ACC00436,Transfer,24763.67,USD,Mobile,2024-02-27,Success,Tokyo,31,84921.49,0,618
TXN428912,ACC00002,Payment,36977.08,EUR,Online,2023-08-26,Pending,Sydney,42,79262.74,0,371
TXN299890,ACC00120,Transfer,47200.59,USD,Branch,2024-07-14,Success,Mumbai,19,26344.07,0,471
TXN799372,ACC00047,Deposit,33545.54,GBP,POS,2024-12-25,Success,Mumbai,58,43342.44,0,736
TXN505862,ACC00405,Withdrawal,21095.13,INR,POS,2024-12-05,Success,London,44,60763.65,0,672
TXN730704,ACC00467,Bill Payment,45271.57,EUR,ATM,2024-11-19,Success,New York,41,180940.02,0,368
TXN295818,ACC00115,Deposit,49032.06,GBP,Branch,2023-12-31,Failed,Mumbai,31,149835.62,0,687
TXN844916,ACC00474,Withdrawal,20412.11,USD,ATM,2024-07-01,Success,Toronto,52,58965.35,0,612
TXN214291,ACC00419,Loan Disbursement,36273.91,USD,POS,2024-08-21,Success,Tokyo,74,164794.17,0,453
TXN221614,ACC00485,Deposit,4807.62,GBP,Mobile,2023-08-24,Success,New York,18,90205.25,0,586
TXN162484,ACC00124,Payment,13123.96,JPY,Mobile,2023-09-27,Success,Tokyo,45,57059.46,0,774
TXN796518,ACC00157,Payment,14767.55,INR,ATM,2023-02-08,Success,Mumbai,67,159654.64,0,669
TXN851244,ACC00009,Transfer,11514.84,JPY,POS,2023-09-23,Success,London,38,85158.43,0,671
TXN560910,ACC00332,Transfer,28116.52,GBP,Branch,2023-04-23,Failed,Tokyo,40,156240.06,0,575
TXN901593,ACC00193,Withdrawal,697.66,INR,Mobile,2024-08-07,Success,Mumbai,48,28330.18,0,762
TXN141962,ACC00014,Loan Disbursement,14875.2,EUR,POS,2024-09-20,Success,Tokyo,54,77817.53,0,376
TXN776090,ACC00093,Withdrawal,27415.47,EUR,Online,2024-06-06,Success,Mumbai,59,91039.02,0,826
TXN929279,ACC00216,Payment,16353.23,GBP,Branch,2024-03-31,Success,Sydney,39,168116.08,0,358
TXN711415,ACC00494,Withdrawal,11153.49,GBP,Branch,2023-06-07,Success,London,29,154698.03,0,433
TXN910799,ACC00407,Deposit,22242.36,USD,POS,2023-01-10,Pending,London,53,175264.24,0,444
TXN838425,ACC00498,Transfer,37694.38,JPY,Branch,2023-10-18,Success,Sydney,22,87374.88,0,587
TXN288683,ACC00190,Bill Payment,9743.27,JPY,Mobile,2024-02-07,Success,Mumbai,75,135682.17,0,321
TXN638502,ACC00208,Transfer,41977.95,JPY,POS,2024-11-15,Success,New York,34,33946.32,0,696
TXN556673,ACC00038,Transfer,41014.75,JPY,Mobile,2023-12-21,Pending,Tokyo,75,81496.68,0,591
TXN824101,ACC00127,Loan Disbursement,1311.03,JPY,Online,2023-06-18,Success,Mumbai,70,171405.23,0,648
TXN689075,ACC00439,Bill Payment,18139.29,EUR,ATM,2023-03-10,Success,Mumbai,52,131580.1,0,430
TXN496166,ACC00238,Transfer,49925.2,GBP,Online,2024-09-17,Success,New York,47,95634.29,0,773
TXN986023,ACC00362,Transfer,26606.99,USD,Branch,2024-06-02,Success,London,49,185815.19,0,586
TXN208517,ACC00053,Payment,11461.71,EUR,Online,2024-06-03,Success,New York,75,169335.19,0,602
TXN115111,ACC00298,Bill Payment,46205.84,JPY,Online,2024-12-01,Pending,Sydney,44,169397.02,0,523
TXN215670,ACC00317,Payment,13611.31,JPY,Online,2024-08-29,Success,London,37,148636.02,0,465
TXN100622,ACC00056,Payment,30133.65,GBP,POS,2023-06-12,Success,New York,20,24556.89,0,845
TXN726252,ACC00358,Loan Disbursement,1749.32,INR,POS,2023-03-02,Pending,Toronto,34,108985.38,0,590
TXN346030,ACC00143,Bill Payment,42750.76,EUR,POS,2024-11-19,Success,London,53,41385.88,0,737
TXN166481,ACC00345,Loan Disbursement,5422.57,JPY,Mobile,2023-09-13,Success,Sydney,44,179214.12,0,769
TXN280009,ACC00188,Deposit,1910.29,GBP,ATM,2023-12-27,Pending,Sydney,19,183811.18,0,497
TXN650310,ACC00098,Loan Disbursement,9726.51,GBP,Branch,2024-09-24,Success,Toronto,45,178437.13,0,701
TXN147385,ACC00062,Deposit,15176.19,EUR,POS,2023-02-02,Success,Tokyo,62,92873.28,0,532
TXN452374,ACC00111,Loan Disbursement,9644.79,INR,POS,2024-10-10,Success,Toronto,60,197032.66,0,604
TXN800767,ACC00206,Withdrawal,18218.79,INR,POS,2024-02-14,Success,Sydney,35,113025.19,0,597
TXN992602,ACC00287,Bill Payment,43080.33,INR,ATM,2024-07-11,Success,Mumbai,64,190082.75,0,458
TXN583080,ACC00017,Transfer,1448.23,USD,Branch,2024-11-11,Pending,London,58,138254.04,0,395
TXN866321,ACC00331,Loan Disbursement,38389.46,INR,ATM,2024-03-20,Success,Mumbai,18,63237.28,0,715
TXN371557,ACC00246,Loan Disbursement,42541.25,JPY,Branch,2024-05-22,Success,London,67,59664.21,0,432
TXN708311,ACC00104,Withdrawal,18744.51,USD,Online,2023-09-18,Success,New York,53,53468.57,0,615
TXN115462,ACC00015,Bill Payment,25691.12,INR,Branch,2024-06-27,Success,London,25,105397.77,0,583
TXN659473,ACC00379,Transfer,2328.89,GBP,Online,2024-12-29,Success,Sydney,49,190815.29,0,712
TXN777084,ACC00443,Bill Payment,38775.59,INR,ATM,2024-07-11,Success,Sydney,22,96289.77,0,352
TXN756404,ACC00186,Loan Disbursement,38634.17,GBP,Branch,2023-06-18,Success,Tokyo,73,143993.0,0,638
TXN357797,ACC00005,Deposit,325.2,INR,ATM,2024-11-08,Success,Toronto,36,180278.48,0,684
TXN290098,ACC00023,Deposit,43149.31,GBP,Branch,2024-11-05,Pending,Toronto,30,52308.68,0,626
TXN245056,ACC00048,Bill Payment,36891.07,INR,Branch,2023-12-13,Success,New York,18,161239.54,0,664
TXN945903,ACC00200,Loan Disbursement,3272.16,EUR,POS,2024-03-04,Success,Toronto,43,137236.62,0,524
TXN612401,ACC00143,Loan Disbursement,41087.36,USD,ATM,2024-06-13,Success,Toronto,40,179950.77,0,790
TXN624753,ACC00173,Bill Payment,27548.47,INR,Online,2023-09-24,Success,Sydney,38,36325.55,0,356
TXN848838,ACC00205,Payment,28125.16,EUR,ATM,2024-08-06,Success,Mumbai,60,134269.71,0,362
TXN959966,ACC00399,Loan Disbursement,41324.15,USD,ATM,2024-06-18,Success,New York,35,68449.96,0,486
TXN532108,ACC00016,Loan Disbursement,10973.57,USD,Online,2023-03-10,Pending,Toronto,61,162943.93,0,352
TXN443087,ACC00205,Transfer,17019.49,EUR,ATM,2024-04-20,Success,Toronto,48,169684.75,0,409
TXN507334,ACC00361,Payment,34786.29,INR,ATM,2023-08-12,Success,Toronto,61,189220.17,0,684
TXN748438,ACC00141,Bill Payment,35478.16,GBP,Online,2023-12-31,Success,Tokyo,25,130638.69,0,789
TXN573656,ACC00419,Bill Payment,42925.6,INR,Mobile,2024-09-17,Success,London,58,120816.17,0,678
TXN706287,ACC00496,Bill Payment,34871.63,GBP,Mobile,2024-09-04,Success,London,54,196679.98,0,795
TXN537250,ACC00244,Deposit,11311.72,EUR,Mobile,2024-01-13,Success,Toronto,68,55948.27,0,826
TXN973250,ACC00414,Deposit,26043.16,GBP,Branch,2024-03-13,Failed,Tokyo,37,169930.31,0,364
TXN362432,ACC00132,Deposit,42710.66,GBP,Online,2023-07-12,Success,Sydney,67,105063.67,0,563
TXN167547,ACC00023,Payment,22876.19,INR,POS,2023-01-23,Success,Tokyo,53,71551.76,0,504
TXN737091,ACC00212,Payment,19743.83,JPY,ATM,2023-04-17,Success,Mumbai,38,75154.19,0,643
TXN144311,ACC00406,Deposit,28251.66,JPY,Online,2024-12-16,Success,Mumbai,18,96833.55,0,400
TXN797403,ACC00112,Bill Payment,27884.92,GBP,POS,2023-04-03,Success,Tokyo,67,191105.68,0,768
TXN850911,ACC00484,Transfer,5458.15,USD,Mobile,2024-07-22,Failed,Toronto,22,134061.11,0,764
TXN637816,ACC00393,Payment,39703.46,EUR,Branch,2024-04-24,Success,London,44,150744.66,0,476
TXN684686,ACC00015,Payment,48932.8,INR,ATM,2023-04-11,Failed,Toronto,54,88024.76,0,849
TXN723416,ACC00451,Withdrawal,45873.87,EUR,ATM,2024-01-03,Pending,Mumbai,57,45086.56,0,479
TXN466561,ACC00241,Deposit,17965.32,GBP,Branch,2023-01-23,Success,London,59,28556.25,0,719
TXN267064,ACC00434,Withdrawal,29766.17,USD,Online,2023-05-04,Success,Tokyo,48,57945.45,0,480
TXN590084,ACC00122,Transfer,5491.43,USD,Online,2023-02-02,Success,Mumbai,49,186010.5,0,510
TXN308341,ACC00300,Bill Payment,9974.85,GBP,ATM,2024-09-07,Success,London,61,57038.65,0,306
TXN857224,ACC00275,Payment,14594.94,EUR,Online,2023-12-09,Success,Mumbai,43,107507.57,0,604
TXN331903,ACC00218,Loan Disbursement,38761.19,USD,Online,2023-09-13,Success,Toronto,53,24184.3,0,783
TXN373404,ACC00005,Transfer,17008.67,JPY,POS,2024-07-12,Success,New York,60,181851.6,0,419
TXN988679,ACC00318,Transfer,25817.75,EUR,ATM,2023-09-30,Success,London,49,57617.39,0,479
TXN398359,ACC00169,Withdrawal,13680.97,EUR,Branch,2024-10-31,Failed,London,38,51092.09,0,498
TXN971488,ACC00276,Bill Payment,46102.63,EUR,POS,2023-09-01,Pending,London,27,84816.47,0,468
TXN511752,ACC00415,Transfer,26989.71,GBP,Mobile,2023-10-06,Success,New York,36,110292.59,0,537
TXN496461,ACC00222,Payment,213.16,USD,Branch,2023-08-17,Success,London,37,40784.12,0,473
TXN165604,ACC00480,Deposit,36308.56,EUR,Branch,2024-01-13,Success,Mumbai,50,120861.19,0,457
TXN612047,ACC00328,Transfer,36618.78,INR,Online,2023-07-10,Pending,London,63,180473.41,0,354
TXN839987,ACC00283,Loan Disbursement,38648.46,USD,Branch,2023-03-20,Pending,Tokyo,72,158528.55,0,744
TXN868236,ACC00481,Payment,11102.03,USD,Branch,2023-11-07,Pending,London,45,88932.74,0,407
TXN153494,ACC00268,Withdrawal,19853.53,GBP,Online,2023-03-10,Success,Toronto,52,67042.37,0,749
TXN828894,ACC00112,Bill Payment,1449.29,INR,Branch,2023-03-12,Success,Mumbai,36,138349.75,0,590
TXN285260,ACC00362,Loan Disbursement,49121.0,INR,POS,2024-09-07,Success,Tokyo,49,96741.87,0,405
TXN513657,ACC00364,Bill Payment,37255.65,USD,Branch,2023-12-30,Success,Mumbai,42,59672.79,0,538
TXN791571,ACC00433,Bill Payment,28127.32,GBP,Online,2023-03-12,Success,Mumbai,34,139985.01,0,370
TXN139593,ACC00117,Deposit,9393.14,JPY,POS,2023-07-13,Success,New York,23,96286.01,0,790
TXN128856,ACC00227,Withdrawal,14182.46,GBP,Online,2023-08-08,Success,Toronto,33,152282.81,0,649
TXN611054,ACC00384,Loan Disbursement,7647.46,GBP,POS,2023-05-24,Success,London,40,164611.31,0,530
TXN342968,ACC00308,Deposit,10748.23,INR,POS,2023-02-12,Success,London,44,66270.68,0,582
TXN433460,ACC00414,Withdrawal,20868.25,INR,POS,2024-06-03,Pending,Sydney,63,20672.09,0,463
TXN931580,ACC00306,Payment,9751.25,INR,POS,2023-01-01,Success,Sydney,74,53407.15,0,498
TXN586919,ACC00242,Withdrawal,43272.43,GBP,POS,2024-10-29,Success,London,34,115361.52,0,494
TXN356806,ACC00327,Bill Payment,24858.19,JPY,POS,2023-03-28,Success,New York,59,192546.91,0,516
TXN176248,ACC00011,Transfer,15193.98,INR,ATM,2023-11-04,Success,Sydney,30,165997.57,0,772
TXN899397,ACC00451,Withdrawal,17467.09,GBP,ATM,2024-07-31,Success,Tokyo,69,150578.97,0,842
TXN903668,ACC00126,Deposit,42281.54,GBP,POS,2024-03-29,Failed,London,50,84593.09,0,791
TXN398878,ACC00344,Bill Payment,5421.0,JPY,POS,2023-11-05,Success,Mumbai,31,36237.42,0,402
TXN310082,ACC00354,Transfer,41544.04,JPY,Branch,2023-09-06,Success,New York,20,129708.46,0,576
TXN125881,ACC00473,Deposit,11229.15,JPY,Online,2024-09-03,Success,Tokyo,46,176507.41,0,682
TXN424515,ACC00025,Deposit,49739.24,EUR,Online,2024-11-14,Success,Sydney,44,145846.65,0,832
TXN863878,ACC00305,Withdrawal,46140.99,JPY,Branch,2024-01-31,Success,Tokyo,37,79418.71,0,456
TXN551631,ACC00373,Bill Payment,26236.04,EUR,Branch,2023-04-21,Success,Tokyo,46,48519.12,0,569
TXN337395,ACC00117,Bill Payment,32694.39,EUR,POS,2023-04-04,Success,London,34,107939.95,0,579
TXN350347,ACC00080,Loan Disbursement,37020.42,INR,POS,2023-01-16,Success,Mumbai,44,77411.42,0,744
