order_id,warehouse,supplier,product,quantity,order_date,delivery_time
ORD_1992,WH_A,Supplier_5,Smartphone,68,2024-01-22,7
ORD_1993,WH_A,Supplier_2,Laptop,95,2024-01-26,5
ORD_1994,WH_C,Supplier_5,Headphones,21,2024-01-05,6
ORD_1995,WH_E,Supplier_5,Headphones,78,2024-01-13,3
ORD_1996,WH_B,Supplier_1,Laptop,55,2024-01-02,4
ORD_1997,WH_B,Supplier_4,Headphones,39,2024-01-28,4
ORD_1998,WH_B,Supplier_5,Smartphone,11,2024-01-29,7
ORD_1999,WH_A,Supplier_1,TV,18,2024-01-04,2
ORD_2000,WH_B,Supplier_1,Smartphone,67,2024-01-01,6
ORD_2001,WH_C,Supplier_2,Smartphone,99,2024-01-31,5
ORD_2002,WH_A,Supplier_4,Smartphone,19,2024-01-21,4
ORD_2003,WH_D,Supplier_3,TV,33,2024-01-21,5
ORD_2004,WH_C,Supplier_5,Headphones,28,2024-01-29,6
ORD_2005,WH_B,Supplier_4,TV,79,2024-01-28,4
ORD_2006,WH_B,Supplier_3,Smartphone,100,2024-01-31,7
ORD_2007,WH_A,Supplier_5,Tablet,48,2024-01-22,4
ORD_2008,WH_B,Supplier_3,Laptop,85,2024-01-24,4
ORD_2009,WH_D,Supplier_1,Laptop,69,2024-01-01,4
ORD_2010,WH_B,Supplier_5,Headphones,48,2024-01-05,5
ORD_2011,WH_B,Supplier_4,Laptop,96,2024-01-15,6
ORD_2012,WH_D,Supplier_2,Laptop,86,2024-01-23,1
ORD_2013,WH_E,Supplier_5,Laptop,65,2024-01-19,4
ORD_2014,WH_A,Supplier_3,Laptop,52,2024-01-05,6
ORD_2015,WH_D,Supplier_4,Tablet,23,2024-01-30,2
ORD_2016,WH_A,Supplier_4,Tablet,72,2024-01-27,1
ORD_2017,WH_D,Supplier_1,Smartphone,43,2024-01-11,1
ORD_2018,WH_B,Supplier_1,Headphones,8,2024-01-22,7
ORD_2019,WH_B,Supplier_1,Laptop,95,2024-01-20,4
ORD_2020,WH_B,Supplier_5,Smartphone,95,2024-01-13,7
ORD_2021,WH_E,Supplier_5,Smartphone,60,2024-01-16,2
ORD_2022,WH_E,Supplier_1,TV,23,2024-01-14,7
ORD_2023,WH_A,Supplier_3,Smartphone,73,2024-01-22,5
ORD_2024,WH_C,Supplier_4,Laptop,76,2024-01-03,6
ORD_2025,WH_A,Supplier_1,Headphones,14,2024-01-04,3
ORD_2026,WH_E,Supplier_4,Headphones,95,2024-01-07,7
ORD_2027,WH_D,Supplier_5,Smartphone,51,2024-01-11,5
ORD_2028,WH_C,Supplier_2,Laptop,50,2024-01-22,5
ORD_2029,WH_A,Supplier_4,TV,86,2024-01-15,5
ORD_2030,WH_B,Supplier_5,Laptop,93,2024-01-08,1
ORD_2031,WH_C,Supplier_2,TV,78,2024-01-08,2
ORD_2032,WH_B,Supplier_5,Tablet,69,2024-01-19,6
ORD_2033,WH_A,Supplier_2,Smartphone,9,2024-01-21,4
ORD_2034,WH_C,Supplier_5,Laptop,45,2024-01-11,5
ORD_2035,WH_B,Supplier_2,Headphones,20,2024-01-06,2
ORD_2036,WH_C,Supplier_5,Headphones,55,2024-01-31,5
ORD_2037,WH_C,Supplier_2,Smartphone,54,2024-01-18,6
ORD_2038,WH_B,Supplier_5,Laptop,93,2024-01-19,3
ORD_2039,WH_C,Supplier_3,Smartphone,75,2024-01-02,2
ORD_2040,WH_E,Supplier_5,Smartphone,46,2024-01-24,1
ORD_2041,WH_E,Supplier_4,Smartphone,8,2024-01-03,5
ORD_2042,WH_E,Supplier_1,Laptop,72,2024-01-05,1
ORD_2043,WH_A,Supplier_4,TV,52,2024-01-03,7
ORD_2044,WH_D,Supplier_3,TV,71,2024-01-31,5
ORD_2045,WH_A,Supplier_5,Laptop,28,2024-01-30,1
ORD_2046,WH_D,Supplier_4,Tablet,41,2024-01-30,3
ORD_2047,WH_C,Supplier_3,Tablet,30,2024-01-25,2
ORD_2048,WH_B,Supplier_4,Smartphone,1,2024-01-20,5
ORD_2049,WH_E,Supplier_2,Laptop,33,2024-01-22,5
ORD_2050,WH_B,Supplier_1,Tablet,43,2024-01-06,4
ORD_2051,WH_E,Supplier_3,TV,15,2024-01-08,4
ORD_2052,WH_E,Supplier_3,TV,23,2024-01-26,6
ORD_2053,WH_D,Supplier_4,TV,59,2024-01-17,3
ORD_2054,WH_C,Supplier_2,Laptop,93,2024-01-01,1
ORD_2055,WH_D,Supplier_2,Headphones,77,2024-01-16,7
ORD_2056,WH_D,Supplier_3,Headphones,57,2024-01-18,5
ORD_2057,WH_D,Supplier_2,Laptop,79,2024-01-26,6
ORD_2058,WH_A,Supplier_5,Laptop,64,2024-01-09,3
ORD_2059,WH_D,Supplier_1,Headphones,32,2024-01-17,3
ORD_2060,WH_B,Supplier_3,Laptop,25,2024-01-07,5
ORD_2061,WH_C,Supplier_1,Smartphone,34,2024-01-03,1
ORD_2062,WH_B,Supplier_5,Laptop,78,2024-01-23,5
ORD_2063,WH_E,Supplier_3,Tablet,95,2024-01-26,4
ORD_2064,WH_A,Supplier_2,Headphones,4,2024-01-22,1
ORD_2065,WH_B,Supplier_4,Laptop,30,2024-01-03,4
ORD_2066,WH_D,Supplier_5,Smartphone,45,2024-01-20,5
ORD_2067,WH_C,Supplier_1,Headphones,7,2024-01-05,6
ORD_2068,WH_B,Supplier_2,Laptop,4,2024-01-04,7
ORD_2069,WH_C,Supplier_3,Smartphone,23,2024-01-13,1
ORD_2070,WH_B,Supplier_2,Laptop,57,2024-01-15,7
ORD_2071,WH_C,Supplier_1,Smartphone,71,2024-01-29,2
ORD_2072,WH_E,Supplier_1,Laptop,81,2024-01-15,2
ORD_2073,WH_E,Supplier_4,Laptop,85,2024-01-08,1
ORD_2074,WH_D,Supplier_2,Headphones,91,2024-01-28,7
ORD_2075,WH_A,Supplier_3,Headphones,18,2024-01-22,7
ORD_2076,WH_B,Supplier_5,Laptop,5,2024-01-20,3
ORD_2077,WH_E,Supplier_5,Tablet,40,2024-01-24,5
ORD_2078,WH_B,Supplier_3,TV,13,2024-01-20,7
ORD_2079,WH_C,Supplier_1,Smartphone,95,2024-01-18,4
ORD_2080,WH_C,Supplier_1,Laptop,9,2024-01-13,1
ORD_2081,WH_B,Supplier_5,Tablet,50,2024-01-15,5
ORD_2082,WH_A,Supplier_3,TV,78,2024-01-01,6
ORD_2083,WH_B,Supplier_3,Headphones,84,2024-01-26,1
ORD_2084,WH_E,Supplier_1,TV,23,2024-01-31,4
ORD_2085,WH_B,Supplier_2,Tablet,96,2024-01-01,3
ORD_2086,WH_E,Supplier_2,Headphones,51,2024-01-10,5
ORD_2087,WH_B,Supplier_2,Tablet,66,2024-01-25,3
ORD_2088,WH_E,Supplier_2,Headphones,49,2024-01-09,4
ORD_2089,WH_D,Supplier_2,TV,42,2024-01-02,1
ORD_2090,WH_B,Supplier_4,Smartphone,8,2024-01-21,1
ORD_2091,WH_E,Supplier_3,TV,56,2024-01-06,1
ORD_2092,WH_D,Supplier_3,TV,77,2024-01-03,6
ORD_2093,WH_D,Supplier_4,Smartphone,45,2024-01-21,7
ORD_2094,WH_B,Supplier_5,Smartphone,70,2024-01-02,6
ORD_2095,WH_D,Supplier_5,Headphones,45,2024-01-08,3
ORD_2096,WH_C,Supplier_5,TV,50,2024-01-19,3
ORD_2097,WH_E,Supplier_1,TV,39,2024-01-10,5
ORD_2098,WH_B,Supplier_4,Tablet,40,2024-01-12,4
ORD_2099,WH_A,Supplier_1,Smartphone,56,2024-01-14,3
ORD_2100,WH_C,Supplier_5,TV,100,2024-01-22,7
ORD_2101,WH_D,Supplier_2,Smartphone,3,2024-01-13,4
ORD_2102,WH_B,Supplier_5,Headphones,30,2024-01-19,7
ORD_2103,WH_C,Supplier_1,Smartphone,68,2024-01-11,1
ORD_2104,WH_B,Supplier_3,Smartphone,1,2024-01-08,4
ORD_2105,WH_D,Supplier_5,TV,27,2024-01-09,4
ORD_2106,WH_B,Supplier_5,TV,96,2024-01-17,7
ORD_2107,WH_E,Supplier_1,Laptop,88,2024-01-21,3
ORD_2108,WH_A,Supplier_5,Laptop,17,2024-01-14,4
ORD_2109,WH_A,Supplier_4,Headphones,85,2024-01-19,5
ORD_2110,WH_B,Supplier_2,Smartphone,35,2024-01-04,2
ORD_2111,WH_B,Supplier_2,Headphones,14,2024-01-11,7
ORD_2112,WH_B,Supplier_1,Headphones,34,2024-01-11,6
ORD_2113,WH_D,Supplier_2,TV,53,2024-01-16,3
ORD_2114,WH_A,Supplier_3,Headphones,98,2024-01-19,3
ORD_2115,WH_D,Supplier_2,Laptop,88,2024-01-07,5
ORD_2116,WH_A,Supplier_4,Smartphone,62,2024-01-05,7
ORD_2117,WH_B,Supplier_4,TV,32,2024-01-27,3
ORD_2118,WH_A,Supplier_4,Smartphone,72,2024-01-17,5
ORD_2119,WH_E,Supplier_1,Tablet,36,2024-01-09,1
ORD_2120,WH_E,Supplier_2,Laptop,2,2024-01-16,7
ORD_2121,WH_C,Supplier_4,Smartphone,62,2024-01-27,1
ORD_2122,WH_C,Supplier_5,Laptop,73,2024-01-04,6
ORD_2123,WH_B,Supplier_1,Smartphone,94,2024-01-16,6
ORD_2124,WH_A,Supplier_1,Smartphone,1,2024-01-26,3
ORD_2125,WH_A,Supplier_4,Smartphone,78,2024-01-18,2
ORD_2126,WH_D,Supplier_2,Tablet,53,2024-01-02,7
ORD_2127,WH_C,Supplier_1,Headphones,71,2024-01-11,1
ORD_2128,WH_D,Supplier_3,Laptop,17,2024-01-18,5
ORD_2129,WH_B,Supplier_5,Tablet,57,2024-01-02,4
ORD_2130,WH_B,Supplier_4,Headphones,10,2024-01-01,2
ORD_2131,WH_B,Supplier_5,Headphones,25,2024-01-02,6
ORD_2132,WH_A,Supplier_2,TV,67,2024-01-06,6
ORD_2133,WH_C,Supplier_2,Smartphone,99,2024-01-17,3
ORD_2134,WH_A,Supplier_4,Smartphone,1,2024-01-24,3
ORD_2135,WH_C,Supplier_4,Smartphone,60,2024-01-19,5
ORD_2136,WH_A,Supplier_4,Smartphone,39,2024-01-19,2
ORD_2137,WH_B,Supplier_1,Laptop,13,2024-01-21,3
ORD_2138,WH_C,Supplier_3,TV,31,2024-01-15,5
ORD_2139,WH_E,Supplier_5,Tablet,16,2024-01-12,3
ORD_2140,WH_B,Supplier_5,TV,78,2024-01-07,6
ORD_2141,WH_D,Supplier_1,Tablet,91,2024-01-30,6
ORD_2142,WH_C,Supplier_1,TV,9,2024-01-28,1
ORD_2143,WH_D,Supplier_1,Laptop,15,2024-01-20,6
ORD_2144,WH_E,Supplier_5,Laptop,68,2024-01-30,2
ORD_2145,WH_A,Supplier_3,Tablet,100,2024-01-22,4
ORD_2146,WH_D,Supplier_4,TV,40,2024-01-03,6
ORD_2147,WH_E,Supplier_3,Headphones,62,2024-01-15,3
ORD_2148,WH_E,Supplier_2,Tablet,1,2024-01-01,5
ORD_2149,WH_A,Supplier_5,TV,30,2024-01-04,3
ORD_2150,WH_B,Supplier_3,Tablet,77,2024-01-08,6
ORD_2151,WH_A,Supplier_3,Tablet,90,2024-01-13,1
ORD_2152,WH_C,Supplier_4,TV,44,2024-01-27,3
ORD_2153,WH_B,Supplier_5,Headphones,65,2024-01-31,4
ORD_2154,WH_C,Supplier_1,Tablet,74,2024-01-27,7
ORD_2155,WH_B,Supplier_3,Tablet,65,2024-01-16,3
ORD_2156,WH_C,Supplier_5,Tablet,73,2024-01-29,4
ORD_2157,WH_E,Supplier_4,Tablet,90,2024-01-20,3
ORD_2158,WH_D,Supplier_5,Tablet,42,2024-01-22,6
ORD_2159,WH_E,Supplier_5,Smartphone,58,2024-01-04,6
ORD_2160,WH_B,Supplier_3,Laptop,27,2024-01-25,2
ORD_2161,WH_E,Supplier_5,Tablet,79,2024-01-26,6
ORD_2162,WH_B,Supplier_2,TV,48,2024-01-19,3
ORD_2163,WH_B,Supplier_1,Laptop,75,2024-01-19,7
ORD_2164,WH_A,Supplier_4,Headphones,51,2024-01-08,4
ORD_2165,WH_D,Supplier_3,Smartphone,59,2024-01-09,3
ORD_2166,WH_B,Supplier_3,Headphones,11,2024-01-16,4
ORD_2167,WH_D,Supplier_4,Tablet,34,2024-01-05,7
ORD_2168,WH_D,Supplier_5,Tablet,36,2024-01-08,1
ORD_2169,WH_B,Supplier_2,Tablet,49,2024-01-28,2
ORD_2170,WH_C,Supplier_4,TV,85,2024-01-31,1
ORD_2171,WH_A,Supplier_1,Headphones,15,2024-01-17,1
ORD_2172,WH_D,Supplier_4,TV,66,2024-01-31,1
ORD_2173,WH_E,Supplier_2,Tablet,25,2024-01-01,1
ORD_2174,WH_B,Supplier_2,Laptop,69,2024-01-17,4
ORD_2175,WH_A,Supplier_4,Tablet,85,2024-01-27,2
ORD_2176,WH_E,Supplier_4,Laptop,91,2024-01-11,6
ORD_2177,WH_A,Supplier_2,Headphones,21,2024-01-28,4
ORD_2178,WH_A,Supplier_2,Smartphone,39,2024-01-20,3
ORD_2179,WH_C,Supplier_3,Headphones,84,2024-01-17,5
ORD_2180,WH_A,Supplier_2,TV,4,2024-01-21,4
ORD_2181,WH_C,Supplier_4,Tablet,88,2024-01-16,3
ORD_2182,WH_D,Supplier_5,TV,51,2024-01-15,7
ORD_2183,WH_E,Supplier_5,Headphones,95,2024-01-05,5
ORD_2184,WH_C,Supplier_2,TV,33,2024-01-27,7
ORD_2185,WH_A,Supplier_2,Laptop,43,2024-01-02,6
ORD_2186,WH_D,Supplier_1,Smartphone,87,2024-01-09,1
ORD_2187,WH_E,Supplier_5,TV,22,2024-01-21,7
ORD_2188,WH_B,Supplier_3,Tablet,47,2024-01-28,6
ORD_2189,WH_E,Supplier_3,TV,17,2024-01-17,2
ORD_2190,WH_D,Supplier_1,Tablet,24,2024-01-26,4
ORD_2191,WH_E,Supplier_3,Smartphone,77,2024-01-07,3
ORD_2192,WH_D,Supplier_1,Tablet,26,2024-01-17,2
ORD_2193,WH_E,Supplier_5,TV,85,2024-01-13,1
ORD_2194,WH_E,Supplier_5,Laptop,60,2024-01-30,3
ORD_2195,WH_E,Supplier_1,Tablet,73,2024-01-29,6
ORD_2196,WH_D,Supplier_2,Headphones,62,2024-01-15,6
ORD_2197,WH_C,Supplier_2,Tablet,12,2024-01-20,2
ORD_2198,WH_B,Supplier_4,Laptop,59,2024-01-10,5
ORD_2199,WH_A,Supplier_1,Headphones,27,2024-01-08,1
ORD_2200,WH_C,Supplier_4,Smartphone,92,2024-01-15,7
ORD_2201,WH_E,Supplier_3,TV,13,2024-01-15,5
ORD_2202,WH_E,Supplier_4,Headphones,80,2024-01-21,7
ORD_2203,WH_B,Supplier_2,Headphones,27,2024-01-07,1
ORD_2204,WH_C,Supplier_3,Smartphone,6,2024-01-25,1
ORD_2205,WH_E,Supplier_2,Tablet,25,2024-01-31,6
ORD_2206,WH_D,Supplier_3,Headphones,4,2024-01-18,6
ORD_2207,WH_B,Supplier_3,Tablet,12,2024-01-01,4
ORD_2208,WH_E,Supplier_1,Tablet,15,2024-01-10,1
ORD_2209,WH_C,Supplier_1,TV,27,2024-01-17,3
ORD_2210,WH_C,Supplier_2,Laptop,84,2024-01-27,2
ORD_2211,WH_E,Supplier_1,Tablet,10,2024-01-29,3
ORD_2212,WH_E,Supplier_4,TV,56,2024-01-20,2
ORD_2213,WH_E,Supplier_2,Tablet,84,2024-01-07,2
ORD_2214,WH_C,Supplier_4,TV,14,2024-01-10,1
ORD_2215,WH_C,Supplier_4,Smartphone,42,2024-01-08,3
ORD_2216,WH_B,Supplier_2,Smartphone,43,2024-01-05,5
ORD_2217,WH_B,Supplier_2,Laptop,80,2024-01-17,2
ORD_2218,WH_C,Supplier_4,Tablet,55,2024-01-17,7
ORD_2219,WH_D,Supplier_3,Laptop,22,2024-01-17,4
ORD_2220,WH_A,Supplier_5,Smartphone,89,2024-01-10,5
ORD_2221,WH_A,Supplier_3,Laptop,87,2024-01-17,4
ORD_2222,WH_D,Supplier_2,TV,4,2024-01-02,3
ORD_2223,WH_A,Supplier_1,Tablet,46,2024-01-29,1
ORD_2224,WH_C,Supplier_1,Headphones,63,2024-01-24,5
ORD_2225,WH_A,Supplier_3,Headphones,56,2024-01-27,1
ORD_2226,WH_E,Supplier_3,Laptop,18,2024-01-15,2
ORD_2227,WH_B,Supplier_3,Smartphone,91,2024-01-13,5
ORD_2228,WH_D,Supplier_2,Tablet,66,2024-01-06,2
ORD_2229,WH_A,Supplier_4,Smartphone,17,2024-01-04,7
ORD_2230,WH_E,Supplier_5,Tablet,47,2024-01-01,1
ORD_2231,WH_B,Supplier_1,Smartphone,8,2024-01-09,1
ORD_2232,WH_B,Supplier_4,Laptop,30,2024-01-16,6
ORD_2233,WH_A,Supplier_3,Laptop,21,2024-01-20,6
ORD_2234,WH_A,Supplier_3,TV,46,2024-01-27,3
ORD_2235,WH_A,Supplier_5,Tablet,48,2024-01-11,3
ORD_2236,WH_B,Supplier_3,Headphones,27,2024-01-24,4
ORD_2237,WH_B,Supplier_2,Laptop,72,2024-01-05,6
ORD_2238,WH_B,Supplier_5,Headphones,37,2024-01-10,4
ORD_2239,WH_A,Supplier_5,TV,53,2024-01-10,6
ORD_2240,WH_B,Supplier_4,Tablet,50,2024-01-07,3
ORD_2241,WH_B,Supplier_1,Tablet,30,2024-01-04,7
ORD_2242,WH_B,Supplier_5,Tablet,62,2024-01-17,2
ORD_2243,WH_A,Supplier_5,Tablet,42,2024-01-15,2
ORD_2244,WH_A,Supplier_3,Smartphone,62,2024-01-01,5
ORD_2245,WH_D,Supplier_5,Laptop,94,2024-01-08,1
ORD_2246,WH_E,Supplier_2,Headphones,45,2024-01-20,5
ORD_2247,WH_C,Supplier_4,Headphones,76,2024-01-24,6
ORD_2248,WH_A,Supplier_5,TV,61,2024-01-01,2
ORD_2249,WH_E,Supplier_4,TV,35,2024-01-18,2
ORD_2250,WH_A,Supplier_2,Headphones,60,2024-01-27,6
ORD_2251,WH_A,Supplier_5,Tablet,25,2024-01-21,6
ORD_2252,WH_C,Supplier_5,Tablet,43,2024-01-09,1
ORD_2253,WH_C,Supplier_3,Headphones,90,2024-01-30,4
ORD_2254,WH_A,Supplier_2,TV,23,2024-01-27,7
ORD_2255,WH_D,Supplier_1,TV,30,2024-01-21,4
ORD_2256,WH_E,Supplier_5,Tablet,73,2024-01-23,7
ORD_2257,WH_D,Supplier_4,Tablet,90,2024-01-16,7
ORD_2258,WH_A,Supplier_4,Laptop,66,2024-01-30,4
ORD_2259,WH_B,Supplier_1,Tablet,1,2024-01-29,6
ORD_2260,WH_D,Supplier_1,Smartphone,25,2024-01-05,3
ORD_2261,WH_E,Supplier_4,Smartphone,79,2024-01-26,4
ORD_2262,WH_A,Supplier_3,Laptop,47,2024-01-30,3
ORD_2263,WH_C,Supplier_1,Tablet,23,2024-01-03,7
ORD_2264,WH_C,Supplier_5,TV,75,2024-01-06,4
ORD_2265,WH_B,Supplier_4,Tablet,35,2024-01-25,3
ORD_2266,WH_D,Supplier_5,TV,65,2024-01-13,6
ORD_2267,WH_C,Supplier_3,Tablet,68,2024-01-22,3
ORD_2268,WH_D,Supplier_5,TV,63,2024-01-24,6
ORD_2269,WH_B,Supplier_5,Headphones,71,2024-01-23,3
ORD_2270,WH_E,Supplier_4,Headphones,12,2024-01-14,7
ORD_2271,WH_E,Supplier_3,Headphones,79,2024-01-11,4
ORD_2272,WH_E,Supplier_5,Tablet,47,2024-01-09,4
ORD_2273,WH_C,Supplier_1,Smartphone,1,2024-01-20,2
ORD_2274,WH_C,Supplier_3,TV,36,2024-01-18,2
ORD_2275,WH_E,Supplier_5,Smartphone,73,2024-01-18,4
ORD_2276,WH_B,Supplier_2,Smartphone,43,2024-01-15,5
ORD_2277,WH_E,Supplier_3,TV,26,2024-01-22,3
ORD_2278,WH_D,Supplier_5,Smartphone,9,2024-01-30,7
ORD_2279,WH_B,Supplier_2,TV,44,2024-01-30,2
ORD_2280,WH_A,Supplier_4,Laptop,60,2024-01-11,3
ORD_2281,WH_C,Supplier_2,TV,69,2024-01-14,1
ORD_2282,WH_E,Supplier_3,Smartphone,78,2024-01-01,7
ORD_2283,WH_B,Supplier_4,Laptop,62,2024-01-04,3
ORD_2284,WH_D,Supplier_5,Headphones,13,2024-01-01,6
ORD_2285,WH_E,Supplier_3,Tablet,76,2024-01-07,1
ORD_2286,WH_A,Supplier_3,Laptop,58,2024-01-11,7
ORD_2287,WH_B,Supplier_1,TV,45,2024-01-29,4
ORD_2288,WH_E,Supplier_4,Smartphone,89,2024-01-29,4
ORD_2289,WH_A,Supplier_3,Smartphone,87,2024-01-21,5
ORD_2290,WH_C,Supplier_2,Smartphone,50,2024-01-11,7
ORD_2291,WH_E,Supplier_2,Tablet,38,2024-01-17,1
ORD_2292,WH_A,Supplier_2,Headphones,68,2024-01-14,6
ORD_2293,WH_A,Supplier_5,Tablet,3,2024-01-05,3
ORD_2294,WH_B,Supplier_1,Headphones,54,2024-01-03,1
ORD_2295,WH_D,Supplier_1,TV,82,2024-01-18,4
ORD_2296,WH_C,Supplier_2,TV,11,2024-01-21,2
ORD_2297,WH_E,Supplier_4,Laptop,51,2024-01-20,5
ORD_2298,WH_E,Supplier_5,Smartphone,21,2024-01-26,2
ORD_2299,WH_B,Supplier_2,TV,87,2024-01-01,6
ORD_2300,WH_D,Supplier_4,Laptop,38,2024-01-11,4
ORD_2301,WH_D,Supplier_2,Headphones,60,2024-01-10,5
ORD_2302,WH_C,Supplier_3,Tablet,25,2024-01-02,3
ORD_2303,WH_E,Supplier_5,Tablet,58,2024-01-21,5
ORD_2304,WH_D,Supplier_4,Laptop,57,2024-01-29,5
ORD_2305,WH_E,Supplier_2,Tablet,59,2024-01-10,7
ORD_2306,WH_E,Supplier_2,Tablet,71,2024-01-23,1
ORD_2307,WH_D,Supplier_3,Tablet,99,2024-01-21,6
ORD_2308,WH_E,Supplier_3,Headphones,5,2024-01-31,1
ORD_2309,WH_A,Supplier_3,Headphones,76,2024-01-13,7
ORD_2310,WH_B,Supplier_2,Smartphone,34,2024-01-07,6
ORD_2311,WH_A,Supplier_3,Headphones,10,2024-01-11,5
ORD_2312,WH_C,Supplier_4,TV,56,2024-01-18,2
ORD_2313,WH_B,Supplier_1,Laptop,86,2024-01-16,3
ORD_2314,WH_D,Supplier_4,Headphones,85,2024-01-12,5
ORD_2315,WH_C,Supplier_3,TV,100,2024-01-22,5
ORD_2316,WH_E,Supplier_3,Smartphone,75,2024-01-19,1
ORD_2317,WH_B,Supplier_3,Tablet,62,2024-01-30,7
ORD_2318,WH_A,Supplier_4,Smartphone,35,2024-01-15,3
ORD_2319,WH_D,Supplier_1,TV,69,2024-01-11,6
ORD_2320,WH_A,Supplier_2,TV,77,2024-01-24,6
ORD_2321,WH_A,Supplier_5,Headphones,83,2024-01-23,6
ORD_2322,WH_D,Supplier_4,TV,70,2024-01-21,4
ORD_2323,WH_A,Supplier_5,TV,91,2024-01-01,7
ORD_2324,WH_A,Supplier_2,Smartphone,13,2024-01-29,7
ORD_2325,WH_D,Supplier_4,Laptop,8,2024-01-30,3
ORD_2326,WH_A,Supplier_3,Tablet,69,2024-01-14,5
ORD_2327,WH_E,Supplier_1,Laptop,75,2024-01-07,7
ORD_2328,WH_E,Supplier_1,TV,29,2024-01-03,2
ORD_2329,WH_B,Supplier_4,TV,38,2024-01-03,5
ORD_2330,WH_B,Supplier_4,Headphones,18,2024-01-17,6
ORD_2331,WH_D,Supplier_5,Headphones,99,2024-01-17,5
ORD_2332,WH_A,Supplier_4,Smartphone,69,2024-01-02,7
ORD_2333,WH_D,Supplier_4,Headphones,67,2024-01-14,5
ORD_2334,WH_E,Supplier_3,Smartphone,32,2024-01-15,3
ORD_2335,WH_D,Supplier_4,Tablet,68,2024-01-12,2
ORD_2336,WH_C,Supplier_1,Headphones,8,2024-01-15,1
ORD_2337,WH_C,Supplier_2,Headphones,96,2024-01-15,4
ORD_2338,WH_D,Supplier_3,Tablet,40,2024-01-01,4
ORD_2339,WH_E,Supplier_4,Tablet,35,2024-01-04,6
ORD_2340,WH_D,Supplier_3,Smartphone,54,2024-01-14,1
ORD_2341,WH_B,Supplier_1,Tablet,92,2024-01-28,7
ORD_2342,WH_E,Supplier_4,Headphones,83,2024-01-03,1
ORD_2343,WH_C,Supplier_5,Tablet,31,2024-01-18,6
ORD_2344,WH_C,Supplier_2,Tablet,18,2024-01-12,1
ORD_2345,WH_C,Supplier_4,Headphones,55,2024-01-25,6
ORD_2346,WH_B,Supplier_1,Headphones,33,2024-01-02,2
ORD_2347,WH_D,Supplier_5,Laptop,24,2024-01-07,2
ORD_2348,WH_B,Supplier_2,Tablet,70,2024-01-11,4
ORD_2349,WH_A,Supplier_2,Smartphone,98,2024-01-04,5
ORD_2350,WH_D,Supplier_2,Laptop,72,2024-01-30,3
ORD_2351,WH_D,Supplier_4,Headphones,17,2024-01-12,6
ORD_2352,WH_C,Supplier_4,Laptop,35,2024-01-20,5
ORD_2353,WH_E,Supplier_1,TV,54,2024-01-04,4
ORD_2354,WH_A,Supplier_2,Smartphone,4,2024-01-03,4
ORD_2355,WH_D,Supplier_3,Smartphone,50,2024-01-02,5
ORD_2356,WH_D,Supplier_1,Headphones,89,2024-01-04,1
ORD_2357,WH_D,Supplier_2,Headphones,69,2024-01-06,7
ORD_2358,WH_D,Supplier_1,Tablet,89,2024-01-14,6
ORD_2359,WH_E,Supplier_3,Headphones,84,2024-01-29,1
ORD_2360,WH_D,Supplier_5,Smartphone,93,2024-01-16,4
ORD_2361,WH_D,Supplier_5,Laptop,19,2024-01-07,4
ORD_2362,WH_B,Supplier_1,TV,28,2024-01-25,4
ORD_2363,WH_B,Supplier_1,TV,95,2024-01-11,5
ORD_2364,WH_E,Supplier_2,Tablet,82,2024-01-22,3
ORD_2365,WH_E,Supplier_1,Smartphone,3,2024-01-14,1
ORD_2366,WH_A,Supplier_5,Laptop,32,2024-01-02,1
ORD_2367,WH_E,Supplier_3,Smartphone,64,2024-01-26,1
ORD_2368,WH_B,Supplier_4,Smartphone,40,2024-01-30,6
ORD_2369,WH_D,Supplier_5,Tablet,75,2024-01-29,1
ORD_2370,WH_B,Supplier_3,Tablet,29,2024-01-02,5
ORD_2371,WH_C,Supplier_1,Smartphone,97,2024-01-17,1
ORD_2372,WH_A,Supplier_2,Headphones,18,2024-01-22,6
ORD_2373,WH_A,Supplier_2,Smartphone,66,2024-01-18,2
ORD_2374,WH_E,Supplier_4,Tablet,31,2024-01-13,4
ORD_2375,WH_B,Supplier_5,Tablet,4,2024-01-29,5
ORD_2376,WH_D,Supplier_4,Laptop,98,2024-01-22,3
ORD_2377,WH_C,Supplier_5,Smartphone,14,2024-01-15,6
ORD_2378,WH_B,Supplier_2,Laptop,83,2024-01-01,2
ORD_2379,WH_C,Supplier_4,Tablet,74,2024-01-01,7
ORD_2380,WH_E,Supplier_5,Headphones,29,2024-01-01,3
ORD_2381,WH_A,Supplier_4,Smartphone,4,2024-01-12,5
ORD_2382,WH_C,Supplier_3,TV,9,2024-01-11,5
ORD_2383,WH_B,Supplier_4,Smartphone,16,2024-01-30,3
ORD_2384,WH_C,Supplier_4,Smartphone,84,2024-01-29,5
ORD_2385,WH_D,Supplier_5,Smartphone,59,2024-01-23,3
ORD_2386,WH_D,Supplier_3,Tablet,25,2024-01-09,6
ORD_2387,WH_D,Supplier_3,Laptop,37,2024-01-08,5
ORD_2388,WH_B,Supplier_4,Smartphone,88,2024-01-14,1
ORD_2389,WH_C,Supplier_3,Headphones,26,2024-01-21,4
ORD_2390,WH_E,Supplier_2,Smartphone,46,2024-01-20,1
ORD_2391,WH_C,Supplier_3,Laptop,51,2024-01-11,2
