customer_id,transaction_date,amount,transaction_type,region
beb54e12,2024-05-22,6807.89,Withdrawal,East
b8f166b6,2024-02-27,1742.92,Deposit,West
81b0db8e,2024-04-23,8745.85,Transfer,West
94565492,2024-04-22,2444.78,Transfer,North
dc236648,2024-11-13,600.97,Deposit,West
d02eac3f,2024-10-14,213.32,Withdrawal,North
40f71c53,2024-09-24,4506.38,Deposit,East
0ee30853,2024-06-27,8857.51,Transfer,West
d030e0e5,2024-08-13,4852.64,Withdrawal,North
7214c2c4,2024-10-17,8102.13,Deposit,South
0f50177d,2025-02-08,1582.48,Withdrawal,East
bb62fdc0,2024-03-03,8618.08,Withdrawal,North
ee858476,2024-06-14,5045.53,Deposit,North
5bd33eb7,2024-11-28,7809.14,Deposit,East
b36a352b,2024-06-26,1938.89,Withdrawal,North
9a457699,2024-03-05,5690.25,Transfer,West
c1889686,2024-04-22,712.08,Withdrawal,South
74f94534,2024-09-30,6515.71,Transfer,North
78d15abb,2024-03-29,1231.63,Withdrawal,West
9f9aa9f1,2024-09-08,2566.64,Withdrawal,North
ff22fcbf,2024-12-15,7820.84,Deposit,West
9e451a3a,2024-03-24,2750.84,Transfer,South
b5780c2e,2024-03-04,5692.01,Transfer,West
c8abd260,2024-11-08,8856.48,Transfer,North
21e3ea05,2024-11-23,7116.51,Deposit,North
9b71f5d3,2024-05-19,4997.56,Withdrawal,North
1135dbdc,2024-10-13,2309.91,Transfer,West
1974fd66,2024-11-25,2572.98,Deposit,West
3ba9ec7e,2024-11-02,9505.53,Deposit,North
b4ce91de,2024-11-15,1241.35,Transfer,East
ca595486,2024-06-19,1248.34,Deposit,East
c27f1b07,2024-11-12,6120.06,Withdrawal,West
e7ef2bcf,2024-12-08,5807.9,Withdrawal,West
e1f96d62,2024-02-29,9838.73,Withdrawal,East
fff6eefc,2024-02-20,5772.25,Transfer,South
854777c9,2024-02-19,1531.61,Transfer,North
4e84755f,2024-03-30,8265.15,Deposit,North
c0d552d6,2024-04-18,8797.01,Deposit,South
8d1eb2ac,2024-10-07,1753.16,Withdrawal,North
62fefc57,2024-03-29,3069.38,Transfer,West
534fa3d7,2024-05-12,152.95,Withdrawal,East
f5919f0f,2024-04-24,9679.36,Transfer,West
05d3ac7e,2024-08-23,5177.54,Withdrawal,West
49c0863d,2024-03-08,1423.76,Deposit,East
3564cce7,2024-06-29,4551.41,Transfer,West
b6ae69c7,2024-07-25,4958.07,Deposit,East
25b9f473,2024-10-12,2686.79,Deposit,West
81b0db8e,2024-08-30,4802.73,Withdrawal,West
105bf00f,2024-12-17,8356.31,Transfer,West
1a896c5e,2024-06-04,4474.48,Transfer,South
70ed8f15,2024-06-10,2483.84,Deposit,West
30c66151,2025-01-29,3329.09,Withdrawal,East
ee04126a,2024-04-16,3700.78,Withdrawal,North
f3c33c4e,2024-10-01,4457.85,Transfer,East
16e03234,2024-05-16,2324.25,Deposit,West
0eb30fa7,2025-01-10,5823.26,Transfer,North
4258b78c,2024-06-29,1056.35,Transfer,South
7dcf1b9e,2024-03-21,7871.32,Withdrawal,North
9eab2e46,2024-04-30,874.44,Deposit,West
7db31b48,2024-12-11,2404.35,Transfer,North
73585377,2024-07-02,5970.77,Transfer,West
88e54d90,2024-03-09,1173.63,Withdrawal,South
e38b3953,2024-06-25,4304.86,Deposit,East
12d5dcec,2024-06-21,8352.44,Transfer,North
72c8d4ba,2024-12-26,9514.95,Withdrawal,North
4c8ae337,2024-02-28,5077.49,Transfer,East
ccc53d59,2024-05-06,3242.92,Deposit,South
938f823a,2024-04-29,7299.97,Withdrawal,West
f724f4f3,2024-05-19,7920.86,Deposit,East
76b5cc3a,2024-10-01,4641.95,Transfer,East
156c5364,2024-07-25,3277.62,Deposit,South
2204321b,2024-05-10,7549.07,Withdrawal,South
2849cfc1,2024-09-19,9850.86,Deposit,South
bc06cd4e,2024-12-17,1989.35,Withdrawal,West
a727d101,2024-11-01,8557.25,Withdrawal,South
f0e78781,2024-05-01,601.86,Transfer,West
c124f34d,2025-02-02,7234.97,Withdrawal,West
4e5669ab,2024-12-21,1052.07,Withdrawal,East
f230f288,2024-05-25,6872.7,Withdrawal,North
05082fd1,2024-08-27,3082.17,Transfer,West
e0d5e707,2024-05-11,6770.37,Transfer,South
c065e9d9,2024-08-16,452.33,Transfer,North
8a85bec8,2024-11-14,4123.16,Transfer,East
0850f157,2024-03-25,150.61,Withdrawal,North
a9cff761,2024-11-30,7733.15,Deposit,North
4e087a57,2024-11-21,6795.71,Deposit,North
f81ef24f,2024-10-13,3688.41,Deposit,South
89b2e6d0,2024-03-09,817.49,Withdrawal,North
b0d40c97,2024-03-05,6174.38,Withdrawal,West
24818ffc,2025-01-02,2129.76,Deposit,East
5cf1a5de,2024-08-05,8813.78,Withdrawal,East
d13113ff,2024-07-04,8285.47,Transfer,East
e1515bca,2024-05-13,4676.77,Withdrawal,West
b6ae69c7,2024-12-31,9023.89,Withdrawal,South
a1dbe338,2024-10-20,3385.02,Deposit,West
70c3cbf4,2025-02-04,5171.22,Deposit,North
d182e5ed,2025-02-08,5053.1,Withdrawal,West
af74dfa6,2024-10-24,4727.75,Deposit,North
9d5203df,2024-03-27,8138.57,Transfer,North
e3d9beca,2024-05-06,2906.37,Transfer,North
b4800d7b,2024-09-23,4901.41,Transfer,East
4cafe7b5,2024-06-25,8262.25,Withdrawal,East
de279faf,2024-11-15,6786.11,Deposit,North
ab784e46,2024-03-25,4391.03,Deposit,East
c245ba57,2024-09-12,9519.66,Withdrawal,West
8fe5e0ea,2024-06-12,1597.2,Withdrawal,West
9297006b,2024-04-23,2533.1,Deposit,West
29cecfc9,2024-12-16,531.79,Transfer,South
f325a455,2024-07-18,6378.48,Deposit,East
713f5942,2024-05-05,2332.91,Deposit,North
925f3418,2024-07-09,9561.86,Transfer,East
6b3594f7,2024-04-19,8656.44,Withdrawal,North
89a7dca4,2024-11-29,5185.51,Withdrawal,East
86367e40,2024-06-17,4065.0,Transfer,East
85e1f2cf,2024-12-16,5363.34,Transfer,North
4908b6fe,2024-06-06,2887.72,Deposit,East
683e72bc,2024-08-28,9237.41,Withdrawal,West
b7b0ac5b,2024-10-26,1345.72,Transfer,West
9f60460e,2024-05-03,3386.35,Deposit,North
08cf5c95,2024-09-08,1701.91,Transfer,West
e1b3eb15,2024-04-17,1018.01,Deposit,East
f1cf5880,2024-07-20,3193.4,Transfer,West
25b9f473,2024-12-31,4705.3,Withdrawal,South
eb7dbca0,2024-06-05,9249.22,Withdrawal,North
0d5189e2,2024-11-24,7056.29,Deposit,East
e3d72cd5,2024-12-02,4462.46,Withdrawal,North
d3023011,2024-04-30,8733.88,Withdrawal,South
fd67aa81,2024-12-27,3979.19,Deposit,East
0745199f,2024-11-08,7564.34,Transfer,North
270924ee,2024-10-31,4855.32,Transfer,East
5c4254eb,2024-11-10,9596.6,Transfer,West
4e9469e7,2024-05-02,1631.2,Withdrawal,South
8fd3b574,2024-03-28,1273.68,Deposit,East
cd46991a,2024-10-23,7321.47,Withdrawal,South
1b881b39,2024-06-03,591.9,Transfer,South
38ba8dae,2024-12-11,4612.95,Deposit,West
2293a9ce,2024-05-10,5046.31,Transfer,South
ea4c8852,2024-11-07,840.39,Withdrawal,North
50a55d8e,2024-09-09,5826.85,Transfer,South
70d648c9,2024-03-08,9580.84,Withdrawal,West
6490bb23,2024-04-11,8054.64,Transfer,South
da29552e,2024-02-24,6821.24,Withdrawal,North
d3ff52a8,2024-05-22,4569.04,Withdrawal,West
79a60cb8,2024-07-02,4723.62,Withdrawal,East
281ae261,2024-08-11,5771.47,Transfer,East
85fba589,2024-04-16,2575.37,Transfer,North
87d8b980,2024-05-21,1968.24,Transfer,North
37af57eb,2024-09-21,3357.04,Withdrawal,North
8ef7d22f,2024-09-11,6542.46,Transfer,North
af966703,2024-05-17,5203.93,Withdrawal,West
1b810b57,2025-01-07,222.14,Transfer,North
67104e7c,2024-03-16,2222.39,Transfer,North
0baabc29,2024-02-13,8070.15,Transfer,South
142ca688,2024-08-05,1628.79,Deposit,East
cd8ddc28,2024-11-17,8257.89,Transfer,West
71d1c6cf,2024-05-30,445.12,Transfer,North
499767d6,2024-03-19,171.51,Deposit,North
4e1e9ff9,2024-08-19,735.12,Withdrawal,North
de59d90b,2024-08-05,1247.44,Deposit,East
97840334,2024-05-26,2753.21,Withdrawal,North
7037cca1,2024-06-17,5817.79,Withdrawal,East
c0d552d6,2024-05-28,6994.79,Transfer,South
2b4eff39,2024-06-15,6560.16,Transfer,West
e70dcc1b,2025-01-15,3761.83,Transfer,East
987c9baa,2024-03-15,4715.69,Deposit,South
c01ba676,2024-09-14,5180.6,Transfer,North
6ad6ff8e,2024-05-25,4509.11,Deposit,South
bbe84e2e,2024-05-12,6750.91,Withdrawal,North
73c9a5c3,2024-06-12,1427.54,Deposit,East
3d851fd9,2024-10-24,9229.4,Deposit,North
34670f7e,2025-01-20,5692.62,Transfer,North
fbc39d77,2024-05-03,3894.04,Deposit,North
938f823a,2024-07-21,7628.05,Withdrawal,North
3db0eed1,2024-08-26,5601.88,Deposit,East
02375ba2,2024-08-29,7640.69,Withdrawal,West
d135ec70,2024-09-03,7325.74,Deposit,West
e27cb18e,2024-09-25,5463.11,Withdrawal,East
e29fa66f,2024-06-16,6478.34,Transfer,East
1f915d58,2024-03-31,8932.13,Withdrawal,West
b817fca3,2024-05-29,8357.32,Deposit,South
93219482,2024-04-04,1310.09,Deposit,North
11df0a0d,2024-08-18,336.19,Withdrawal,North
3eb49fdb,2024-07-13,3494.32,Withdrawal,East
c0f482b3,2024-12-13,9671.66,Deposit,East
0850f157,2025-01-14,3785.04,Transfer,West
fa64a447,2024-08-05,1740.17,Deposit,East
3d1364d5,2024-04-06,6932.58,Deposit,South
90d2d4c1,2024-12-11,2135.14,Deposit,West
2f26ecaa,2024-07-08,3531.78,Deposit,North
80b5874d,2024-06-02,4560.68,Transfer,West
bdfbc016,2024-09-09,9273.26,Withdrawal,South
ae7f051f,2024-09-27,6261.99,Deposit,West
bab093cf,2024-03-03,595.86,Withdrawal,West
80251302,2025-01-31,8701.6,Deposit,East
fb931d5d,2024-11-28,1093.04,Transfer,West
0ddbf73d,2024-02-20,6191.7,Withdrawal,North
12afc51e,2024-07-03,9891.66,Deposit,East
fa0a54ae,2024-09-30,9859.82,Withdrawal,West
c4586fca,2024-03-31,738.16,Transfer,South
6deae2b5,2024-03-21,1546.7,Transfer,East
6d722e72,2024-11-28,6100.02,Withdrawal,West
b05eb85b,2025-01-01,7363.85,Transfer,North
5a4e8da6,2024-05-27,183.68,Withdrawal,West
974adf3d,2024-09-27,8811.54,Transfer,North
2a9fae28,2024-10-06,618.9,Withdrawal,North
cb18b86e,2024-12-27,9975.95,Deposit,North
6ca2b16f,2025-01-14,3143.77,Transfer,West
08a28216,2024-05-02,7295.3,Deposit,East
0781aac6,2024-04-19,389.97,Transfer,South
6c65003b,2024-11-17,4401.55,Transfer,South
cb9534c8,2024-04-05,7841.1,Transfer,South
4b4aa902,2024-07-30,6291.68,Transfer,North
f0578908,2024-12-13,3052.47,Withdrawal,West
01931edb,2024-05-11,4091.6,Transfer,West
bab94bb8,2024-11-06,7867.02,Deposit,North
45c9f55d,2025-02-07,7990.34,Withdrawal,North
03b5c5a3,2024-04-06,5876.79,Deposit,West
27745a7c,2024-09-22,8464.99,Withdrawal,West
2efe9fed,2024-02-14,8182.65,Transfer,West
e37963e5,2024-09-09,4764.66,Transfer,South
6dca35f9,2025-01-29,4698.35,Deposit,North
a00d9fca,2024-03-20,2276.05,Transfer,West
c6bb9450,2024-11-19,258.38,Transfer,South
121a9013,2024-09-13,6582.21,Deposit,West
047d627b,2024-04-13,8690.08,Transfer,North
6e5230b3,2024-09-13,9742.77,Deposit,West
9e5777e9,2024-05-10,6668.43,Transfer,South
e1037d69,2025-01-30,231.51,Transfer,North
98e0dee1,2025-01-29,3041.72,Withdrawal,West
1d031d92,2024-03-23,2761.27,Transfer,West
e38da894,2024-03-27,9894.35,Deposit,East
e121e5fa,2025-02-07,9146.06,Transfer,East
d6c71c10,2024-04-05,7359.19,Withdrawal,South
afae10fc,2024-04-27,6815.08,Withdrawal,North
a68c04b8,2024-03-20,1779.79,Withdrawal,West
41e4df21,2024-02-17,8995.1,Withdrawal,South
d92e9b40,2025-01-15,495.4,Transfer,South
1fad5552,2024-10-18,6100.99,Transfer,East
c19fdee7,2024-11-22,7296.54,Transfer,South
31d71ee2,2025-01-05,7080.54,Deposit,South
949a5600,2024-04-17,9114.89,Transfer,West
8597d1e6,2024-05-23,3454.82,Deposit,West
3fb8c0eb,2024-03-15,3805.23,Withdrawal,North
abb1aaec,2024-09-26,6528.17,Deposit,East
808dca78,2024-06-10,7205.97,Deposit,West
52767e11,2024-11-22,1667.44,Deposit,West
0ee3dbf0,2024-07-07,9170.94,Deposit,North
ca794ff3,2024-10-23,6508.03,Deposit,North
a2510b69,2024-07-05,3496.42,Deposit,North
5ec3934a,2024-11-22,3914.15,Transfer,West
fa13e446,2024-05-27,7859.61,Deposit,South
1b122694,2024-04-19,4213.02,Withdrawal,West
be810921,2024-08-03,7431.79,Deposit,South
7285fd51,2024-07-25,9108.76,Withdrawal,East
e7430a4b,2025-01-19,9964.47,Transfer,North
31b22836,2024-03-19,1978.72,Deposit,East
940da67b,2024-09-16,5171.45,Withdrawal,West
bd88cb50,2024-12-25,1553.21,Deposit,North
43ebac06,2024-03-04,7576.56,Withdrawal,East
6a14c808,2024-11-22,5965.99,Transfer,East
bf2d7021,2024-03-17,7551.67,Withdrawal,East
723e6d4e,2024-06-05,2484.3,Deposit,West
2a4dcacf,2024-03-29,3359.51,Deposit,East
357e66bc,2024-06-18,3474.71,Deposit,South
405389f6,2025-01-20,2301.41,Transfer,West
83067b8c,2025-01-07,363.13,Withdrawal,North
457d64ac,2025-01-30,2359.19,Withdrawal,West
90f08ce7,2024-04-04,2756.53,Deposit,East
fd1c42a7,2024-07-11,906.41,Transfer,South
7f55d321,2025-01-14,6103.48,Deposit,West
f7571462,2024-12-04,2219.12,Transfer,East
68ceb38e,2024-11-11,9790.68,Withdrawal,North
8a1e1d71,2024-12-14,4695.48,Transfer,East
c6270aab,2024-10-25,3301.48,Transfer,North
9cdcd675,2024-11-22,499.75,Deposit,West
85293881,2024-09-03,6115.33,Withdrawal,North
99d58f18,2024-03-07,5946.18,Transfer,North
a0cdd9bb,2024-05-12,7250.44,Transfer,East
e1dff8c7,2024-03-13,7393.11,Deposit,East
301c6e9a,2024-12-23,4266.44,Withdrawal,South
64e73098,2024-05-02,3639.86,Withdrawal,East
6ba57af2,2024-03-05,6513.98,Deposit,South
84767b8e,2024-07-31,6830.85,Transfer,East
575918b9,2024-09-27,9386.55,Deposit,South
6f4f4113,2024-03-16,3649.22,Withdrawal,North
ac8e452a,2024-06-05,2955.67,Transfer,South
31d5badd,2024-09-20,6730.31,Deposit,South
4ad262b7,2024-10-22,5218.35,Transfer,East
ca794ff3,2024-08-20,1638.92,Transfer,North
225c9636,2024-07-06,7474.49,Deposit,West
c23fd838,2024-07-26,5062.53,Withdrawal,South
17133eba,2024-08-26,8831.66,Deposit,South
a04d94b8,2024-12-28,6171.84,Transfer,South
8ebf0d97,2024-10-02,7929.08,Deposit,West
fea043c0,2024-05-07,8847.77,Deposit,South
25e450fd,2024-08-21,451.17,Withdrawal,West
947ccf9b,2024-12-02,9272.54,Withdrawal,East
0aa0cb6d,2024-05-31,9952.99,Withdrawal,South
1caec804,2024-11-25,3800.98,Withdrawal,East
482b2e6e,2024-09-17,9916.11,Deposit,East
6a18f372,2024-02-16,4675.11,Transfer,East
0a340539,2024-05-21,7657.52,Deposit,North
da9c7c09,2024-10-27,8576.21,Withdrawal,West
965987f2,2024-09-11,3196.28,Withdrawal,South
b19a7f35,2024-06-22,2725.06,Deposit,South
0668b9e3,2024-07-17,3233.8,Deposit,West
281ae261,2024-08-25,9006.69,Deposit,East
90182843,2024-10-23,4246.18,Withdrawal,East
c2c61406,2024-04-21,7600.3,Transfer,West
9590d927,2024-05-29,1481.12,Transfer,East
db899f93,2024-06-14,171.95,Transfer,North
a9d5eaba,2024-06-11,2075.04,Withdrawal,South
566fa563,2024-03-29,1977.61,Transfer,South
0a8366f7,2024-11-06,7001.58,Transfer,North
c5aa7458,2024-08-19,6199.96,Withdrawal,North
18de0c47,2025-01-14,120.26,Deposit,East
26fcabb1,2024-04-17,454.72,Transfer,North
4034bfbc,2024-03-21,7448.24,Withdrawal,South
428958ed,2025-01-18,5478.31,Withdrawal,West
f3cc2b99,2024-07-22,7603.56,Withdrawal,South
0342ca2c,2025-02-01,8979.15,Transfer,West
96656597,2024-12-26,3374.51,Deposit,East
2c9a9114,2024-05-08,6047.29,Withdrawal,North
18f0394d,2024-07-08,4620.87,Deposit,South
c784474e,2024-04-30,5611.79,Transfer,North
1db0f21d,2024-11-04,9721.15,Deposit,West
772964f8,2024-06-19,2158.71,Transfer,East
1ea1028b,2024-09-27,3570.59,Transfer,South
c19ea535,2024-06-20,1998.71,Withdrawal,West
935be5ac,2024-11-01,4531.58,Transfer,West
c83c71af,2024-12-12,9548.99,Transfer,North
f208c1f7,2024-08-08,9802.58,Withdrawal,South
1f5e690d,2024-12-25,1682.14,Transfer,East
02375ba2,2024-02-19,5933.09,Withdrawal,South
24e4ce9b,2024-07-30,7261.51,Transfer,North
2d83f4a6,2024-07-25,5901.66,Withdrawal,West
6600160d,2024-09-26,2951.79,Deposit,East
6fd766e5,2024-05-22,2073.35,Transfer,North
2b3d0e80,2024-05-18,7936.57,Transfer,South
bd188afc,2024-10-03,2300.46,Withdrawal,North
98116f6e,2024-09-07,8049.89,Transfer,North
8c16fcae,2024-02-14,5434.58,Withdrawal,South
bbcfbd0a,2024-04-13,6605.4,Deposit,East
a553b6e6,2024-04-19,1360.21,Transfer,East
36a98e08,2024-03-10,6509.16,Withdrawal,South
eadfdc08,2024-05-09,9827.56,Withdrawal,North
18e6fc8d,2024-08-21,1659.61,Transfer,West
663a4971,2024-03-01,4892.81,Transfer,West
38ca7356,2024-07-04,3348.86,Transfer,West
4bcf5fb5,2024-10-10,8969.71,Withdrawal,South
2217f214,2024-06-23,7921.41,Transfer,East
bc07d585,2024-05-10,6409.61,Withdrawal,West
d5627152,2024-09-24,4875.7,Withdrawal,South
c67c00cc,2025-01-12,6479.41,Deposit,South
0d542b70,2024-09-23,3848.95,Withdrawal,South
60355d5e,2024-09-15,6446.16,Transfer,North
614232fe,2025-01-17,4079.42,Deposit,West
10cb1eb3,2024-03-30,106.57,Withdrawal,South
82fc4cbb,2024-12-17,5074.04,Withdrawal,West
019a3346,2024-04-20,5043.32,Deposit,West
2d22c30c,2024-03-17,3766.68,Deposit,North
415a3df6,2024-09-06,2581.86,Withdrawal,West
f208c1f7,2024-09-29,674.44,Transfer,North
2df9fdab,2024-05-09,9317.17,Deposit,West
5357b742,2024-11-25,2143.68,Deposit,East
aa95d295,2024-02-20,2914.16,Transfer,South
e38f1f17,2024-11-05,6687.66,Transfer,West
fdb45928,2024-12-09,6476.31,Deposit,South
136112a4,2024-07-04,9782.09,Withdrawal,East
cf536c2a,2024-05-14,390.77,Deposit,South
9cdcd675,2024-11-18,8037.05,Withdrawal,East
0bd9897a,2024-06-16,400.27,Deposit,West
1a2e883c,2024-09-09,3949.74,Deposit,East
433e1d3f,2024-10-25,7569.54,Deposit,South
4749582d,2024-02-18,8063.23,Withdrawal,East
3f938f6b,2024-04-10,6208.12,Deposit,North
12bafa06,2024-07-30,4004.75,Deposit,West
43dd9965,2024-08-16,7699.94,Transfer,West
3ec66c99,2024-03-04,9314.92,Transfer,North
d2eb371e,2024-06-28,5893.17,Transfer,West
eef77591,2024-11-07,4526.07,Transfer,South
2c150bc1,2024-12-02,836.29,Deposit,West
fb807a08,2025-02-07,1681.54,Withdrawal,North
5caea4b9,2024-09-29,7931.37,Withdrawal,North
ba92e4c6,2024-12-09,8956.47,Deposit,North
a57d25be,2024-04-18,1736.54,Withdrawal,North
ea12a01e,2024-06-02,3314.79,Deposit,East
fc34951f,2024-05-12,5153.2,Deposit,West
dd942421,2024-06-04,7222.64,Deposit,West
376012be,2024-05-09,2998.17,Transfer,North
59e2cfaa,2024-09-07,559.96,Transfer,North
ded75315,2024-05-29,4865.3,Withdrawal,East
b9b90a48,2024-08-06,582.17,Withdrawal,South
9e152239,2024-04-22,680.5,Withdrawal,West
2459edb2,2024-11-18,1070.29,Withdrawal,South
5641510d,2024-07-05,2335.17,Withdrawal,East
d8ff6fd5,2024-06-20,325.67,Withdrawal,East
b551015f,2025-01-01,7358.47,Withdrawal,North
b863cbc0,2024-08-12,9773.97,Withdrawal,South
c99291fe,2024-02-25,3440.13,Deposit,South
7fe1f587,2024-12-31,7864.65,Transfer,North
ba4a8c5b,2025-01-20,2317.65,Withdrawal,East
4cfa6eb1,2024-05-05,3178.01,Deposit,South
f7548b07,2024-10-26,4214.78,Transfer,North
06659126,2024-12-28,8099.27,Withdrawal,North
49337120,2025-01-28,5409.33,Transfer,South
35502d2f,2024-12-01,6423.42,Deposit,South
d91af571,2024-08-31,5298.77,Withdrawal,South
4126695d,2025-02-04,8370.17,Deposit,West
f1b28fc7,2024-03-15,4944.77,Transfer,South
a05e9d50,2024-07-09,7152.56,Deposit,North
89f19ef8,2024-10-13,605.84,Transfer,South
315f3e0f,2024-03-30,8199.52,Withdrawal,West
b1f60092,2024-06-28,697.39,Deposit,West
c17a4ca9,2024-04-30,9713.08,Transfer,North
c613bf52,2024-09-05,7679.55,Withdrawal,East
2c5408bf,2024-12-12,1273.97,Deposit,East
f88cc49d,2025-01-09,9501.88,Withdrawal,North
a431733b,2025-01-28,7578.37,Deposit,East
7747c7e8,2024-12-23,9304.65,Withdrawal,West
7cd9be21,2024-04-01,373.04,Transfer,South
4a7b3e94,2024-02-17,4635.85,Withdrawal,East
c6260478,2024-04-02,9992.0,Withdrawal,East
008e6b63,2024-08-27,8645.85,Transfer,North
4215ad1b,2025-01-19,8550.83,Deposit,East
3f65d436,2024-12-12,4579.91,Transfer,North
489dd412,2025-02-08,8720.35,Transfer,South
518a6d29,2024-03-28,262.38,Transfer,West
952c2bae,2024-12-31,8157.82,Withdrawal,North
7b62323d,2024-02-23,5731.51,Transfer,East
b60944a9,2024-05-05,2225.7,Transfer,East
129c835c,2024-10-19,243.66,Withdrawal,North
98f34eac,2024-10-08,9525.66,Withdrawal,North
382ee67f,2024-03-08,1736.71,Transfer,West
afce0553,2024-02-25,7962.61,Deposit,South
c006fb14,2024-07-14,5226.27,Deposit,South
827a1a17,2024-03-28,9156.96,Deposit,North
b93ecd9a,2025-01-22,5568.38,Deposit,East
ffe814ed,2025-01-10,9368.86,Transfer,North
101a17f1,2024-03-03,6078.87,Deposit,West
84f55d8b,2024-07-08,744.61,Transfer,East
efbb2f08,2025-01-02,6835.88,Transfer,North
ea4c8852,2024-03-03,8921.23,Deposit,North
d81ca189,2025-01-18,8393.12,Deposit,East
37fd540a,2024-09-22,2490.7,Deposit,West
3a3d8a95,2025-01-19,1417.9,Withdrawal,South
9f588d79,2024-09-20,6481.65,Transfer,West
3c746e16,2024-06-08,2930.65,Deposit,West
25470a1d,2024-04-03,3467.05,Transfer,West
20ffa429,2024-02-23,9249.87,Withdrawal,North
7ebb2163,2024-07-22,1237.3,Deposit,West
1874c82f,2024-03-14,1288.7,Withdrawal,North
b2f16e2a,2025-01-12,5876.49,Deposit,East
b25d1ad1,2024-05-02,1046.31,Withdrawal,South
a544c27d,2024-03-30,4474.22,Deposit,South
068d8f95,2024-05-25,2255.1,Deposit,West
9e451a3a,2024-07-23,7208.45,Transfer,West
ddeaacb4,2024-02-10,3282.02,Transfer,South
18f0394d,2024-04-09,5699.13,Deposit,West
068ca0a8,2024-12-22,2683.94,Transfer,South
419f9177,2024-11-30,8002.07,Deposit,West
8ef7d22f,2024-12-10,9965.59,Transfer,West
f64af0f2,2024-09-03,2616.58,Deposit,North
1974fd66,2024-07-18,2914.81,Withdrawal,West
66283e48,2025-01-21,1969.92,Deposit,North
da311611,2024-05-27,7789.01,Deposit,West
64b86ec3,2024-10-03,5564.52,Deposit,East
a5045637,2024-02-14,8520.55,Deposit,South
16be681d,2024-11-02,8567.86,Deposit,North
babe010a,2024-03-28,4971.66,Deposit,East
812e17d5,2024-07-15,5339.08,Deposit,West
ad0d1354,2024-02-14,9233.88,Withdrawal,West
9260f8f1,2024-12-10,2949.56,Withdrawal,North
e7bf7c12,2024-03-18,2030.48,Withdrawal,North
77ed5440,2024-04-05,7952.97,Deposit,West
75f454bf,2024-09-26,6378.48,Transfer,North
f6264a50,2024-12-03,9996.01,Transfer,North
600ab139,2025-01-16,7369.02,Deposit,South
c825e414,2024-08-01,5557.77,Withdrawal,South
5cc8d74c,2024-09-10,1866.06,Withdrawal,East
f40a9b6a,2024-09-12,5810.9,Transfer,South
ade1527e,2024-02-16,6452.56,Deposit,East
5e7734e8,2024-06-11,4494.47,Deposit,North
c0e44044,2024-08-14,425.92,Withdrawal,East
43a7cb3f,2024-02-20,9629.93,Withdrawal,South
96e65732,2024-02-27,8055.82,Transfer,East
ae17580e,2024-10-14,362.48,Deposit,West
c6501eec,2025-02-05,8856.03,Withdrawal,South
7130b245,2024-05-25,4840.75,Withdrawal,East
2ed44632,2024-03-18,8393.82,Deposit,North
f6e70e0d,2024-03-13,4574.94,Withdrawal,North
c70965ae,2024-05-16,2873.86,Transfer,East
f7d21a3d,2024-10-19,6921.5,Transfer,North
67be5e34,2024-04-01,5148.52,Deposit,West
1d031d92,2024-08-22,4364.02,Withdrawal,West
6a45f721,2024-05-19,4061.49,Transfer,South
1713b604,2024-12-22,4753.52,Withdrawal,East
bfcbee9b,2024-03-21,7002.43,Transfer,North
084b1817,2024-10-10,5247.39,Deposit,North
b14ce09f,2024-08-22,977.9,Transfer,West
f6ff7791,2024-08-01,9998.43,Transfer,West
964a22c9,2024-08-12,166.57,Deposit,North
ee553612,2024-07-22,558.31,Transfer,North
fab05350,2024-10-19,6950.6,Deposit,West
f83bb488,2024-11-06,2371.88,Deposit,South
dd27a00d,2024-06-06,5985.83,Withdrawal,West
bc2586b0,2024-04-06,3265.9,Deposit,East
ba8a1f79,2024-12-02,5047.3,Deposit,West
93e6d5b8,2024-11-19,1439.19,Transfer,North
cf10a13f,2024-04-28,9448.49,Deposit,South
176b02db,2024-06-16,472.11,Transfer,East
ede108cb,2024-10-06,6694.54,Withdrawal,North
0ee3dbf0,2024-04-23,111.42,Withdrawal,North
bef8fd94,2024-05-19,9256.68,Withdrawal,South
68f972ca,2025-02-04,352.23,Deposit,West
3180f039,2024-11-10,1769.09,Withdrawal,West
598721c7,2024-04-25,4726.28,Transfer,South
fe6fb861,2024-02-29,1230.59,Withdrawal,South
8a31e342,2024-06-19,2094.95,Deposit,East
03c829f0,2024-02-24,9520.23,Transfer,East
2d0fc865,2024-05-15,1466.2,Deposit,East
0cc6a208,2024-04-25,5403.44,Deposit,West
8e183481,2024-05-25,9203.33,Withdrawal,West
f348f3c3,2024-07-01,4841.11,Deposit,East
d2c8d827,2024-12-08,8458.44,Deposit,North
2676e2e7,2024-05-15,4888.0,Withdrawal,West
d245ac52,2024-04-24,162.1,Transfer,North
b19b1d00,2024-10-12,9624.37,Withdrawal,West
d663a56f,2025-01-19,5516.0,Transfer,South
7562b048,2024-11-12,7105.06,Deposit,South
d384f3fd,2024-03-24,1298.94,Transfer,West
c1141b36,2024-06-01,8533.87,Deposit,West
d8fc55c1,2025-01-09,6642.63,Withdrawal,South
8305812a,2025-01-12,2222.31,Deposit,North
9485f568,2025-02-06,6530.01,Transfer,South
358ff021,2024-03-11,499.87,Deposit,West
e903e067,2024-03-24,1279.11,Withdrawal,West
