id,category,value,timestamp
26751,Electronics,130.26,2023-01-19 13:50:00
26752,Food,985.49,2023-01-19 13:51:00
26753,Furniture,582.41,2023-01-19 13:52:00
26754,Books,587.43,2023-01-19 13:53:00
26755,Books,613.81,2023-01-19 13:54:00
26756,Electronics,423.18,2023-01-19 13:55:00
26757,Books,388.96,2023-01-19 13:56:00
26758,Furniture,553.34,2023-01-19 13:57:00
26759,Electronics,173.35,2023-01-19 13:58:00
26760,Clothing,592.97,2023-01-19 13:59:00
26761,Electronics,502.84,2023-01-19 14:00:00
26762,Furniture,156.62,2023-01-19 14:01:00
26763,Furniture,781.68,2023-01-19 14:02:00
26764,Clothing,84.72,2023-01-19 14:03:00
26765,Electronics,247.81,2023-01-19 14:04:00
26766,Furniture,177.26,2023-01-19 14:05:00
26767,Furniture,463.2,2023-01-19 14:06:00
26768,Clothing,711.09,2023-01-19 14:07:00
26769,Food,249.79,2023-01-19 14:08:00
26770,Electronics,159.82,2023-01-19 14:09:00
26771,Furniture,569.95,2023-01-19 14:10:00
26772,Books,668.96,2023-01-19 14:11:00
26773,Clothing,951.46,2023-01-19 14:12:00
26774,Food,611.9,2023-01-19 14:13:00
26775,Food,572.27,2023-01-19 14:14:00
26776,Clothing,477.85,2023-01-19 14:15:00
26777,Food,286.73,2023-01-19 14:16:00
26778,Furniture,951.56,2023-01-19 14:17:00
26779,Food,713.69,2023-01-19 14:18:00
26780,Electronics,478.95,2023-01-19 14:19:00
26781,Books,536.85,2023-01-19 14:20:00
26782,Furniture,958.49,2023-01-19 14:21:00
26783,Clothing,490.6,2023-01-19 14:22:00
26784,Books,993.45,2023-01-19 14:23:00
26785,Furniture,575.56,2023-01-19 14:24:00
26786,Books,917.88,2023-01-19 14:25:00
26787,Food,726.61,2023-01-19 14:26:00
26788,Clothing,117.71,2023-01-19 14:27:00
26789,Clothing,619.18,2023-01-19 14:28:00
26790,Electronics,953.43,2023-01-19 14:29:00
26791,Food,340.27,2023-01-19 14:30:00
26792,Electronics,363.58,2023-01-19 14:31:00
26793,Electronics,124.53,2023-01-19 14:32:00
26794,Food,516.37,2023-01-19 14:33:00
26795,Furniture,305.63,2023-01-19 14:34:00
26796,Electronics,773.8,2023-01-19 14:35:00
26797,Books,213.94,2023-01-19 14:36:00
26798,Furniture,740.54,2023-01-19 14:37:00
26799,Food,415.43,2023-01-19 14:38:00
26800,Clothing,939.38,2023-01-19 14:39:00
26801,Furniture,577.82,2023-01-19 14:40:00
26802,Electronics,887.48,2023-01-19 14:41:00
26803,Books,264.63,2023-01-19 14:42:00
26804,Food,947.48,2023-01-19 14:43:00
26805,Clothing,224.68,2023-01-19 14:44:00
26806,Books,946.23,2023-01-19 14:45:00
26807,Clothing,876.91,2023-01-19 14:46:00
26808,Food,210.09,2023-01-19 14:47:00
26809,Furniture,660.18,2023-01-19 14:48:00
26810,Electronics,375.5,2023-01-19 14:49:00
26811,Food,407.54,2023-01-19 14:50:00
26812,Books,49.11,2023-01-19 14:51:00
26813,Furniture,830.12,2023-01-19 14:52:00
26814,Clothing,266.97,2023-01-19 14:53:00
26815,Furniture,771.09,2023-01-19 14:54:00
26816,Furniture,593.28,2023-01-19 14:55:00
26817,Books,971.07,2023-01-19 14:56:00
26818,Electronics,208.78,2023-01-19 14:57:00
26819,Furniture,327.3,2023-01-19 14:58:00
26820,Furniture,174.8,2023-01-19 14:59:00
26821,Electronics,833.96,2023-01-19 15:00:00
26822,Electronics,337.03,2023-01-19 15:01:00
26823,Clothing,203.18,2023-01-19 15:02:00
26824,Clothing,596.08,2023-01-19 15:03:00
26825,Electronics,383.8,2023-01-19 15:04:00
26826,Food,814.1,2023-01-19 15:05:00
26827,Electronics,766.09,2023-01-19 15:06:00
26828,Clothing,128.72,2023-01-19 15:07:00
26829,Books,857.32,2023-01-19 15:08:00
26830,Books,982.74,2023-01-19 15:09:00
26831,Furniture,753.42,2023-01-19 15:10:00
26832,Books,825.72,2023-01-19 15:11:00
26833,Clothing,918.27,2023-01-19 15:12:00
26834,Books,787.99,2023-01-19 15:13:00
26835,Food,588.89,2023-01-19 15:14:00
26836,Electronics,77.48,2023-01-19 15:15:00
26837,Electronics,489.6,2023-01-19 15:16:00
26838,Clothing,785.11,2023-01-19 15:17:00
26839,Furniture,263.66,2023-01-19 15:18:00
26840,Electronics,656.99,2023-01-19 15:19:00
26841,Books,322.01,2023-01-19 15:20:00
26842,Food,863.55,2023-01-19 15:21:00
26843,Furniture,369.62,2023-01-19 15:22:00
26844,Furniture,55.01,2023-01-19 15:23:00
26845,Furniture,586.52,2023-01-19 15:24:00
26846,Electronics,55.3,2023-01-19 15:25:00
26847,Furniture,223.52,2023-01-19 15:26:00
26848,Clothing,506.43,2023-01-19 15:27:00
26849,Books,795.34,2023-01-19 15:28:00
26850,Food,326.86,2023-01-19 15:29:00
26851,Books,296.45,2023-01-19 15:30:00
26852,Clothing,121.87,2023-01-19 15:31:00
26853,Clothing,589.81,2023-01-19 15:32:00
26854,Books,537.22,2023-01-19 15:33:00
26855,Electronics,18.78,2023-01-19 15:34:00
26856,Clothing,705.89,2023-01-19 15:35:00
26857,Furniture,465.78,2023-01-19 15:36:00
26858,Food,296.26,2023-01-19 15:37:00
26859,Food,713.68,2023-01-19 15:38:00
26860,Clothing,813.68,2023-01-19 15:39:00
26861,Furniture,601.17,2023-01-19 15:40:00
26862,Books,103.49,2023-01-19 15:41:00
26863,Food,906.74,2023-01-19 15:42:00
26864,Furniture,27.65,2023-01-19 15:43:00
26865,Furniture,217.24,2023-01-19 15:44:00
26866,Electronics,271.75,2023-01-19 15:45:00
26867,Clothing,376.29,2023-01-19 15:46:00
26868,Furniture,361.93,2023-01-19 15:47:00
26869,Books,899.96,2023-01-19 15:48:00
26870,Food,798.19,2023-01-19 15:49:00
26871,Electronics,209.41,2023-01-19 15:50:00
26872,Books,954.58,2023-01-19 15:51:00
26873,Food,368.66,2023-01-19 15:52:00
26874,Clothing,226.36,2023-01-19 15:53:00
26875,Books,946.27,2023-01-19 15:54:00
26876,Food,576.16,2023-01-19 15:55:00
26877,Electronics,593.8,2023-01-19 15:56:00
26878,Food,659.43,2023-01-19 15:57:00
26879,Furniture,628.98,2023-01-19 15:58:00
26880,Electronics,633.59,2023-01-19 15:59:00
26881,Books,11.94,2023-01-19 16:00:00
26882,Clothing,688.83,2023-01-19 16:01:00
26883,Electronics,744.72,2023-01-19 16:02:00
26884,Electronics,36.66,2023-01-19 16:03:00
26885,Electronics,628.23,2023-01-19 16:04:00
26886,Food,272.0,2023-01-19 16:05:00
26887,Furniture,631.99,2023-01-19 16:06:00
26888,Clothing,272.27,2023-01-19 16:07:00
26889,Clothing,104.96,2023-01-19 16:08:00
26890,Furniture,186.48,2023-01-19 16:09:00
26891,Food,918.6,2023-01-19 16:10:00
26892,Food,444.74,2023-01-19 16:11:00
26893,Furniture,917.17,2023-01-19 16:12:00
26894,Furniture,489.13,2023-01-19 16:13:00
26895,Books,899.37,2023-01-19 16:14:00
26896,Food,571.9,2023-01-19 16:15:00
26897,Electronics,357.52,2023-01-19 16:16:00
26898,Clothing,229.91,2023-01-19 16:17:00
26899,Food,377.5,2023-01-19 16:18:00
26900,Furniture,185.16,2023-01-19 16:19:00
26901,Electronics,981.63,2023-01-19 16:20:00
26902,Books,355.15,2023-01-19 16:21:00
26903,Books,561.36,2023-01-19 16:22:00
26904,Electronics,996.73,2023-01-19 16:23:00
26905,Electronics,523.72,2023-01-19 16:24:00
26906,Furniture,317.56,2023-01-19 16:25:00
26907,Furniture,617.87,2023-01-19 16:26:00
26908,Clothing,819.0,2023-01-19 16:27:00
26909,Clothing,620.28,2023-01-19 16:28:00
26910,Books,228.15,2023-01-19 16:29:00
26911,Electronics,200.54,2023-01-19 16:30:00
26912,Books,720.01,2023-01-19 16:31:00
26913,Furniture,850.38,2023-01-19 16:32:00
26914,Food,702.16,2023-01-19 16:33:00
26915,Furniture,102.32,2023-01-19 16:34:00
26916,Food,329.03,2023-01-19 16:35:00
26917,Electronics,688.65,2023-01-19 16:36:00
26918,Electronics,713.94,2023-01-19 16:37:00
26919,Electronics,469.52,2023-01-19 16:38:00
26920,Clothing,305.09,2023-01-19 16:39:00
26921,Clothing,101.29,2023-01-19 16:40:00
26922,Food,62.45,2023-01-19 16:41:00
26923,Books,123.0,2023-01-19 16:42:00
26924,Books,344.02,2023-01-19 16:43:00
26925,Food,613.88,2023-01-19 16:44:00
26926,Clothing,849.68,2023-01-19 16:45:00
26927,Furniture,258.26,2023-01-19 16:46:00
26928,Food,84.83,2023-01-19 16:47:00
26929,Books,966.2,2023-01-19 16:48:00
26930,Food,620.68,2023-01-19 16:49:00
26931,Food,150.72,2023-01-19 16:50:00
26932,Electronics,258.15,2023-01-19 16:51:00
26933,Clothing,424.5,2023-01-19 16:52:00
26934,Electronics,967.7,2023-01-19 16:53:00
26935,Clothing,126.11,2023-01-19 16:54:00
26936,Food,432.98,2023-01-19 16:55:00
26937,Clothing,442.83,2023-01-19 16:56:00
26938,Books,992.25,2023-01-19 16:57:00
26939,Electronics,200.81,2023-01-19 16:58:00
26940,Food,473.69,2023-01-19 16:59:00
26941,Books,986.99,2023-01-19 17:00:00
26942,Clothing,660.35,2023-01-19 17:01:00
26943,Clothing,173.42,2023-01-19 17:02:00
26944,Books,936.68,2023-01-19 17:03:00
26945,Clothing,547.35,2023-01-19 17:04:00
26946,Electronics,815.88,2023-01-19 17:05:00
26947,Furniture,807.95,2023-01-19 17:06:00
26948,Clothing,557.01,2023-01-19 17:07:00
26949,Food,818.03,2023-01-19 17:08:00
26950,Clothing,886.02,2023-01-19 17:09:00
26951,Food,814.51,2023-01-19 17:10:00
26952,Clothing,634.77,2023-01-19 17:11:00
26953,Clothing,591.74,2023-01-19 17:12:00
26954,Food,468.79,2023-01-19 17:13:00
26955,Electronics,90.28,2023-01-19 17:14:00
26956,Furniture,482.73,2023-01-19 17:15:00
26957,Furniture,633.14,2023-01-19 17:16:00
26958,Electronics,457.95,2023-01-19 17:17:00
26959,Clothing,424.37,2023-01-19 17:18:00
26960,Furniture,243.8,2023-01-19 17:19:00
26961,Electronics,372.37,2023-01-19 17:20:00
26962,Electronics,211.98,2023-01-19 17:21:00
26963,Furniture,87.13,2023-01-19 17:22:00
26964,Food,726.99,2023-01-19 17:23:00
26965,Books,702.74,2023-01-19 17:24:00
26966,Food,522.2,2023-01-19 17:25:00
26967,Clothing,88.31,2023-01-19 17:26:00
26968,Food,620.31,2023-01-19 17:27:00
26969,Books,286.27,2023-01-19 17:28:00
26970,Books,949.72,2023-01-19 17:29:00
26971,Electronics,57.83,2023-01-19 17:30:00
26972,Clothing,12.87,2023-01-19 17:31:00
26973,Electronics,834.2,2023-01-19 17:32:00
26974,Food,239.69,2023-01-19 17:33:00
26975,Food,673.32,2023-01-19 17:34:00
26976,Furniture,355.5,2023-01-19 17:35:00
26977,Electronics,825.25,2023-01-19 17:36:00
26978,Electronics,855.07,2023-01-19 17:37:00
26979,Electronics,942.45,2023-01-19 17:38:00
26980,Electronics,391.41,2023-01-19 17:39:00
26981,Books,15.91,2023-01-19 17:40:00
26982,Furniture,152.66,2023-01-19 17:41:00
26983,Clothing,314.92,2023-01-19 17:42:00
26984,Clothing,810.03,2023-01-19 17:43:00
26985,Clothing,911.32,2023-01-19 17:44:00
26986,Books,218.04,2023-01-19 17:45:00
26987,Furniture,396.49,2023-01-19 17:46:00
26988,Furniture,570.52,2023-01-19 17:47:00
26989,Books,284.28,2023-01-19 17:48:00
26990,Electronics,349.49,2023-01-19 17:49:00
26991,Food,788.94,2023-01-19 17:50:00
26992,Electronics,177.18,2023-01-19 17:51:00
26993,Clothing,543.64,2023-01-19 17:52:00
26994,Electronics,585.33,2023-01-19 17:53:00
26995,Books,150.39,2023-01-19 17:54:00
26996,Clothing,705.26,2023-01-19 17:55:00
26997,Food,207.77,2023-01-19 17:56:00
26998,Clothing,700.52,2023-01-19 17:57:00
26999,Electronics,405.28,2023-01-19 17:58:00
27000,Furniture,615.91,2023-01-19 17:59:00
27001,Furniture,586.91,2023-01-19 18:00:00
27002,Furniture,984.48,2023-01-19 18:01:00
27003,Clothing,72.97,2023-01-19 18:02:00
27004,Furniture,285.26,2023-01-19 18:03:00
27005,Books,593.92,2023-01-19 18:04:00
27006,Food,759.22,2023-01-19 18:05:00
27007,Furniture,894.89,2023-01-19 18:06:00
27008,Books,107.49,2023-01-19 18:07:00
27009,Books,286.62,2023-01-19 18:08:00
27010,Clothing,122.36,2023-01-19 18:09:00
27011,Clothing,82.45,2023-01-19 18:10:00
27012,Food,28.79,2023-01-19 18:11:00
27013,Food,806.05,2023-01-19 18:12:00
27014,Electronics,164.78,2023-01-19 18:13:00
27015,Food,393.91,2023-01-19 18:14:00
27016,Clothing,21.96,2023-01-19 18:15:00
27017,Books,831.47,2023-01-19 18:16:00
27018,Electronics,116.86,2023-01-19 18:17:00
27019,Food,449.95,2023-01-19 18:18:00
27020,Books,366.64,2023-01-19 18:19:00
27021,Clothing,261.33,2023-01-19 18:20:00
27022,Furniture,466.86,2023-01-19 18:21:00
27023,Electronics,48.94,2023-01-19 18:22:00
27024,Books,370.75,2023-01-19 18:23:00
27025,Clothing,542.89,2023-01-19 18:24:00
27026,Clothing,611.59,2023-01-19 18:25:00
27027,Electronics,552.55,2023-01-19 18:26:00
27028,Electronics,459.72,2023-01-19 18:27:00
27029,Food,588.63,2023-01-19 18:28:00
27030,Food,98.33,2023-01-19 18:29:00
27031,Electronics,316.53,2023-01-19 18:30:00
27032,Electronics,967.05,2023-01-19 18:31:00
27033,Books,957.3,2023-01-19 18:32:00
27034,Food,633.6,2023-01-19 18:33:00
27035,Clothing,504.32,2023-01-19 18:34:00
27036,Food,237.93,2023-01-19 18:35:00
27037,Food,366.58,2023-01-19 18:36:00
27038,Electronics,650.43,2023-01-19 18:37:00
27039,Electronics,814.18,2023-01-19 18:38:00
27040,Food,829.0,2023-01-19 18:39:00
27041,Furniture,147.11,2023-01-19 18:40:00
27042,Furniture,510.2,2023-01-19 18:41:00
27043,Food,717.07,2023-01-19 18:42:00
27044,Furniture,699.31,2023-01-19 18:43:00
27045,Food,973.8,2023-01-19 18:44:00
27046,Electronics,135.95,2023-01-19 18:45:00
27047,Electronics,467.07,2023-01-19 18:46:00
27048,Electronics,87.26,2023-01-19 18:47:00
27049,Clothing,574.95,2023-01-19 18:48:00
27050,Electronics,686.92,2023-01-19 18:49:00
27051,Electronics,84.13,2023-01-19 18:50:00
27052,Food,537.94,2023-01-19 18:51:00
27053,Furniture,972.66,2023-01-19 18:52:00
27054,Furniture,44.91,2023-01-19 18:53:00
27055,Electronics,186.33,2023-01-19 18:54:00
27056,Electronics,550.76,2023-01-19 18:55:00
27057,Electronics,715.52,2023-01-19 18:56:00
27058,Food,826.03,2023-01-19 18:57:00
27059,Food,304.91,2023-01-19 18:58:00
27060,Food,341.88,2023-01-19 18:59:00
27061,Furniture,791.02,2023-01-19 19:00:00
27062,Clothing,426.58,2023-01-19 19:01:00
27063,Furniture,877.07,2023-01-19 19:02:00
27064,Food,920.82,2023-01-19 19:03:00
27065,Books,852.62,2023-01-19 19:04:00
27066,Clothing,93.11,2023-01-19 19:05:00
27067,Electronics,544.39,2023-01-19 19:06:00
27068,Furniture,946.76,2023-01-19 19:07:00
27069,Clothing,964.08,2023-01-19 19:08:00
27070,Books,530.82,2023-01-19 19:09:00
27071,Clothing,438.37,2023-01-19 19:10:00
27072,Furniture,196.63,2023-01-19 19:11:00
27073,Food,997.2,2023-01-19 19:12:00
27074,Electronics,623.67,2023-01-19 19:13:00
27075,Food,89.07,2023-01-19 19:14:00
27076,Food,878.3,2023-01-19 19:15:00
27077,Furniture,660.11,2023-01-19 19:16:00
27078,Food,338.38,2023-01-19 19:17:00
27079,Food,193.37,2023-01-19 19:18:00
27080,Furniture,668.45,2023-01-19 19:19:00
27081,Furniture,19.39,2023-01-19 19:20:00
27082,Books,865.39,2023-01-19 19:21:00
27083,Food,633.41,2023-01-19 19:22:00
27084,Clothing,220.27,2023-01-19 19:23:00
27085,Electronics,698.2,2023-01-19 19:24:00
27086,Electronics,270.47,2023-01-19 19:25:00
27087,Furniture,885.79,2023-01-19 19:26:00
27088,Furniture,665.2,2023-01-19 19:27:00
27089,Books,887.45,2023-01-19 19:28:00
27090,Food,732.51,2023-01-19 19:29:00
27091,Furniture,400.3,2023-01-19 19:30:00
27092,Furniture,817.38,2023-01-19 19:31:00
27093,Electronics,818.1,2023-01-19 19:32:00
27094,Food,971.08,2023-01-19 19:33:00
27095,Books,622.74,2023-01-19 19:34:00
27096,Furniture,690.05,2023-01-19 19:35:00
27097,Furniture,487.05,2023-01-19 19:36:00
27098,Furniture,277.39,2023-01-19 19:37:00
27099,Electronics,91.48,2023-01-19 19:38:00
27100,Furniture,756.74,2023-01-19 19:39:00
27101,Furniture,474.88,2023-01-19 19:40:00
27102,Electronics,846.36,2023-01-19 19:41:00
27103,Furniture,437.87,2023-01-19 19:42:00
27104,Food,942.92,2023-01-19 19:43:00
27105,Food,377.92,2023-01-19 19:44:00
27106,Electronics,441.49,2023-01-19 19:45:00
27107,Food,660.79,2023-01-19 19:46:00
27108,Books,324.53,2023-01-19 19:47:00
27109,Furniture,631.38,2023-01-19 19:48:00
27110,Books,22.97,2023-01-19 19:49:00
27111,Food,252.2,2023-01-19 19:50:00
27112,Electronics,241.11,2023-01-19 19:51:00
27113,Electronics,119.87,2023-01-19 19:52:00
27114,Books,926.26,2023-01-19 19:53:00
27115,Food,984.13,2023-01-19 19:54:00
27116,Furniture,49.87,2023-01-19 19:55:00
27117,Food,449.94,2023-01-19 19:56:00
27118,Food,174.37,2023-01-19 19:57:00
27119,Electronics,831.24,2023-01-19 19:58:00
27120,Clothing,155.9,2023-01-19 19:59:00
27121,Furniture,192.04,2023-01-19 20:00:00
27122,Furniture,737.57,2023-01-19 20:01:00
27123,Electronics,98.29,2023-01-19 20:02:00
27124,Food,949.8,2023-01-19 20:03:00
27125,Electronics,735.83,2023-01-19 20:04:00
27126,Food,977.42,2023-01-19 20:05:00
27127,Clothing,452.63,2023-01-19 20:06:00
27128,Clothing,239.06,2023-01-19 20:07:00
27129,Books,936.54,2023-01-19 20:08:00
27130,Food,512.4,2023-01-19 20:09:00
27131,Electronics,950.51,2023-01-19 20:10:00
27132,Electronics,953.91,2023-01-19 20:11:00
27133,Electronics,801.28,2023-01-19 20:12:00
27134,Books,233.57,2023-01-19 20:13:00
27135,Furniture,241.73,2023-01-19 20:14:00
27136,Electronics,650.22,2023-01-19 20:15:00
27137,Clothing,482.37,2023-01-19 20:16:00
27138,Electronics,422.38,2023-01-19 20:17:00
27139,Electronics,211.92,2023-01-19 20:18:00
27140,Electronics,229.67,2023-01-19 20:19:00
27141,Furniture,371.25,2023-01-19 20:20:00
27142,Electronics,635.02,2023-01-19 20:21:00
27143,Furniture,51.62,2023-01-19 20:22:00
27144,Furniture,397.21,2023-01-19 20:23:00
27145,Books,750.11,2023-01-19 20:24:00
27146,Clothing,426.82,2023-01-19 20:25:00
27147,Electronics,600.95,2023-01-19 20:26:00
27148,Electronics,109.52,2023-01-19 20:27:00
27149,Electronics,939.47,2023-01-19 20:28:00
27150,Furniture,147.61,2023-01-19 20:29:00
27151,Food,652.61,2023-01-19 20:30:00
27152,Clothing,174.84,2023-01-19 20:31:00
27153,Electronics,984.39,2023-01-19 20:32:00
27154,Food,636.48,2023-01-19 20:33:00
27155,Food,525.28,2023-01-19 20:34:00
27156,Food,847.01,2023-01-19 20:35:00
27157,Clothing,179.12,2023-01-19 20:36:00
27158,Food,430.28,2023-01-19 20:37:00
27159,Electronics,977.54,2023-01-19 20:38:00
27160,Electronics,511.73,2023-01-19 20:39:00
27161,Books,632.72,2023-01-19 20:40:00
27162,Furniture,77.44,2023-01-19 20:41:00
27163,Food,81.25,2023-01-19 20:42:00
27164,Furniture,71.02,2023-01-19 20:43:00
27165,Furniture,495.55,2023-01-19 20:44:00
27166,Furniture,721.6,2023-01-19 20:45:00
27167,Furniture,331.45,2023-01-19 20:46:00
27168,Furniture,579.47,2023-01-19 20:47:00
27169,Electronics,581.28,2023-01-19 20:48:00
27170,Clothing,166.8,2023-01-19 20:49:00
27171,Food,753.39,2023-01-19 20:50:00
27172,Food,550.83,2023-01-19 20:51:00
27173,Electronics,128.85,2023-01-19 20:52:00
27174,Electronics,948.18,2023-01-19 20:53:00
27175,Furniture,254.06,2023-01-19 20:54:00
27176,Clothing,418.9,2023-01-19 20:55:00
27177,Food,945.05,2023-01-19 20:56:00
27178,Books,339.15,2023-01-19 20:57:00
27179,Electronics,193.23,2023-01-19 20:58:00
27180,Books,982.67,2023-01-19 20:59:00
27181,Food,995.72,2023-01-19 21:00:00
27182,Electronics,690.94,2023-01-19 21:01:00
27183,Food,895.19,2023-01-19 21:02:00
27184,Electronics,998.81,2023-01-19 21:03:00
27185,Food,154.88,2023-01-19 21:04:00
27186,Books,843.41,2023-01-19 21:05:00
27187,Clothing,55.87,2023-01-19 21:06:00
27188,Electronics,647.75,2023-01-19 21:07:00
27189,Books,627.87,2023-01-19 21:08:00
27190,Food,492.18,2023-01-19 21:09:00
27191,Books,579.83,2023-01-19 21:10:00
27192,Electronics,285.0,2023-01-19 21:11:00
27193,Books,17.25,2023-01-19 21:12:00
27194,Food,196.31,2023-01-19 21:13:00
27195,Furniture,934.71,2023-01-19 21:14:00
27196,Clothing,278.82,2023-01-19 21:15:00
27197,Clothing,715.7,2023-01-19 21:16:00
27198,Furniture,460.56,2023-01-19 21:17:00
27199,Electronics,981.37,2023-01-19 21:18:00
27200,Books,978.82,2023-01-19 21:19:00
27201,Books,533.9,2023-01-19 21:20:00
27202,Furniture,351.13,2023-01-19 21:21:00
27203,Furniture,409.6,2023-01-19 21:22:00
27204,Food,363.78,2023-01-19 21:23:00
27205,Food,67.98,2023-01-19 21:24:00
27206,Clothing,59.28,2023-01-19 21:25:00
27207,Electronics,565.65,2023-01-19 21:26:00
27208,Electronics,579.52,2023-01-19 21:27:00
27209,Furniture,82.01,2023-01-19 21:28:00
27210,Clothing,393.11,2023-01-19 21:29:00
27211,Clothing,920.85,2023-01-19 21:30:00
27212,Food,442.34,2023-01-19 21:31:00
27213,Books,362.65,2023-01-19 21:32:00
27214,Electronics,81.94,2023-01-19 21:33:00
27215,Clothing,828.76,2023-01-19 21:34:00
27216,Food,594.8,2023-01-19 21:35:00
27217,Food,176.74,2023-01-19 21:36:00
27218,Food,421.33,2023-01-19 21:37:00
27219,Books,731.97,2023-01-19 21:38:00
27220,Clothing,272.36,2023-01-19 21:39:00
27221,Furniture,491.73,2023-01-19 21:40:00
27222,Furniture,547.71,2023-01-19 21:41:00
27223,Food,716.98,2023-01-19 21:42:00
27224,Food,576.94,2023-01-19 21:43:00
27225,Books,461.81,2023-01-19 21:44:00
27226,Food,181.18,2023-01-19 21:45:00
27227,Clothing,316.97,2023-01-19 21:46:00
27228,Food,392.53,2023-01-19 21:47:00
27229,Food,914.9,2023-01-19 21:48:00
27230,Clothing,661.28,2023-01-19 21:49:00
27231,Electronics,545.7,2023-01-19 21:50:00
27232,Furniture,514.96,2023-01-19 21:51:00
27233,Food,659.09,2023-01-19 21:52:00
27234,Clothing,237.17,2023-01-19 21:53:00
27235,Furniture,433.88,2023-01-19 21:54:00
27236,Books,568.77,2023-01-19 21:55:00
27237,Electronics,374.04,2023-01-19 21:56:00
27238,Food,61.59,2023-01-19 21:57:00
27239,Electronics,434.28,2023-01-19 21:58:00
27240,Food,147.64,2023-01-19 21:59:00
27241,Food,786.16,2023-01-19 22:00:00
27242,Food,510.43,2023-01-19 22:01:00
27243,Electronics,966.77,2023-01-19 22:02:00
27244,Books,372.7,2023-01-19 22:03:00
27245,Clothing,272.72,2023-01-19 22:04:00
27246,Clothing,997.61,2023-01-19 22:05:00
27247,Books,329.98,2023-01-19 22:06:00
27248,Books,405.52,2023-01-19 22:07:00
27249,Food,19.67,2023-01-19 22:08:00
27250,Food,219.48,2023-01-19 22:09:00
27251,Clothing,777.89,2023-01-19 22:10:00
27252,Food,708.52,2023-01-19 22:11:00
27253,Food,406.96,2023-01-19 22:12:00
27254,Books,919.19,2023-01-19 22:13:00
27255,Electronics,547.86,2023-01-19 22:14:00
27256,Furniture,632.7,2023-01-19 22:15:00
27257,Furniture,805.48,2023-01-19 22:16:00
27258,Food,706.38,2023-01-19 22:17:00
27259,Food,157.82,2023-01-19 22:18:00
27260,Furniture,483.36,2023-01-19 22:19:00
27261,Books,607.47,2023-01-19 22:20:00
27262,Furniture,60.42,2023-01-19 22:21:00
27263,Furniture,253.05,2023-01-19 22:22:00
27264,Furniture,785.53,2023-01-19 22:23:00
27265,Food,955.56,2023-01-19 22:24:00
27266,Food,980.54,2023-01-19 22:25:00
27267,Furniture,720.91,2023-01-19 22:26:00
27268,Food,705.33,2023-01-19 22:27:00
27269,Furniture,709.16,2023-01-19 22:28:00
27270,Books,303.32,2023-01-19 22:29:00
27271,Food,416.89,2023-01-19 22:30:00
27272,Electronics,187.53,2023-01-19 22:31:00
27273,Food,475.48,2023-01-19 22:32:00
27274,Books,50.21,2023-01-19 22:33:00
27275,Books,830.62,2023-01-19 22:34:00
27276,Food,947.98,2023-01-19 22:35:00
27277,Clothing,146.77,2023-01-19 22:36:00
27278,Furniture,489.99,2023-01-19 22:37:00
27279,Furniture,445.13,2023-01-19 22:38:00
27280,Books,748.32,2023-01-19 22:39:00
27281,Food,519.25,2023-01-19 22:40:00
27282,Clothing,452.34,2023-01-19 22:41:00
27283,Electronics,148.32,2023-01-19 22:42:00
27284,Furniture,293.03,2023-01-19 22:43:00
27285,Clothing,591.89,2023-01-19 22:44:00
27286,Furniture,50.31,2023-01-19 22:45:00
27287,Food,340.32,2023-01-19 22:46:00
27288,Furniture,151.82,2023-01-19 22:47:00
27289,Electronics,85.33,2023-01-19 22:48:00
27290,Food,431.98,2023-01-19 22:49:00
27291,Books,312.46,2023-01-19 22:50:00
27292,Clothing,576.17,2023-01-19 22:51:00
27293,Furniture,212.91,2023-01-19 22:52:00
27294,Food,64.91,2023-01-19 22:53:00
27295,Food,44.76,2023-01-19 22:54:00
27296,Furniture,437.46,2023-01-19 22:55:00
27297,Books,17.75,2023-01-19 22:56:00
27298,Furniture,65.44,2023-01-19 22:57:00
27299,Books,349.98,2023-01-19 22:58:00
27300,Furniture,941.21,2023-01-19 22:59:00
27301,Food,718.22,2023-01-19 23:00:00
27302,Electronics,742.17,2023-01-19 23:01:00
27303,Electronics,178.95,2023-01-19 23:02:00
27304,Food,574.67,2023-01-19 23:03:00
27305,Electronics,238.68,2023-01-19 23:04:00
27306,Books,523.12,2023-01-19 23:05:00
27307,Food,815.21,2023-01-19 23:06:00
27308,Books,437.33,2023-01-19 23:07:00
27309,Food,236.39,2023-01-19 23:08:00
27310,Books,314.96,2023-01-19 23:09:00
27311,Books,494.86,2023-01-19 23:10:00
27312,Electronics,811.92,2023-01-19 23:11:00
27313,Food,637.44,2023-01-19 23:12:00
27314,Furniture,955.97,2023-01-19 23:13:00
27315,Electronics,976.89,2023-01-19 23:14:00
27316,Books,319.96,2023-01-19 23:15:00
27317,Books,663.58,2023-01-19 23:16:00
27318,Furniture,711.26,2023-01-19 23:17:00
27319,Furniture,564.36,2023-01-19 23:18:00
27320,Books,805.56,2023-01-19 23:19:00
27321,Furniture,283.31,2023-01-19 23:20:00
27322,Clothing,764.11,2023-01-19 23:21:00
27323,Electronics,258.68,2023-01-19 23:22:00
27324,Food,547.54,2023-01-19 23:23:00
27325,Furniture,121.95,2023-01-19 23:24:00
27326,Furniture,688.64,2023-01-19 23:25:00
27327,Clothing,858.13,2023-01-19 23:26:00
27328,Food,743.64,2023-01-19 23:27:00
