loan_id,customer_id,loan_amount,interest_rate,loan_term,loan_status
LOAN_12460,CUST_1654,486921.42,3.8,12,Pending
LOAN_12461,CUST_5700,443184.41,5.61,12,Pending
LOAN_12462,CUST_7509,426746.21,6.85,24,Pending
LOAN_12463,CUST_5907,358783.47,9.92,24,Approved
LOAN_12464,CUST_4732,86584.85,10.38,12,Pending
LOAN_12465,CUST_1132,146764.33,10.06,24,Approved
LOAN_12466,CUST_3407,376761.66,3.6,36,Pending
LOAN_12467,CUST_4811,216322.7,5.68,48,Rejected
LOAN_12468,CUST_7604,152321.0,4.87,60,Rejected
LOAN_12469,CUST_3413,453392.7,9.27,48,Approved
LOAN_12470,CUST_8220,70558.42,4.78,48,Pending
LOAN_12471,CUST_6587,443917.02,7.48,24,Pending
LOAN_12472,CUST_7561,37258.05,3.57,48,Approved
LOAN_12473,CUST_8138,300704.46,4.34,48,Pending
LOAN_12474,CUST_7709,478115.06,6.06,36,Rejected
LOAN_12475,CUST_1811,276266.33,9.69,24,Approved
LOAN_12476,CUST_940,117133.81,9.56,12,Rejected
LOAN_12477,CUST_4109,69574.16,6.78,60,Pending
LOAN_12478,CUST_4744,144979.47,5.88,12,Approved
LOAN_12479,CUST_7894,76907.09,4.99,48,Rejected
LOAN_12480,CUST_2693,191969.56,3.85,12,Pending
LOAN_12481,CUST_6965,46785.65,8.91,48,Rejected
LOAN_12482,CUST_1543,110347.15,3.33,48,Pending
LOAN_12483,CUST_5307,270993.11,3.36,48,Approved
LOAN_12484,CUST_1007,434005.83,9.28,36,Rejected
LOAN_12485,CUST_7885,133758.89,2.71,24,Rejected
LOAN_12486,CUST_50,207979.96,7.13,36,Pending
LOAN_12487,CUST_286,352465.44,5.45,60,Rejected
LOAN_12488,CUST_1159,337743.73,3.12,36,Approved
LOAN_12489,CUST_990,288222.15,4.09,24,Rejected
LOAN_12490,CUST_8773,413785.12,2.97,48,Pending
LOAN_12491,CUST_6642,108703.58,9.4,60,Approved
LOAN_12492,CUST_5337,315971.86,8.76,60,Pending
LOAN_12493,CUST_2106,259212.28,8.3,60,Pending
LOAN_12494,CUST_2043,115060.16,4.57,24,Approved
LOAN_12495,CUST_415,15757.14,9.39,36,Rejected
LOAN_12496,CUST_4560,123730.7,8.85,12,Approved
LOAN_12497,CUST_1783,357585.77,5.01,48,Pending
LOAN_12498,CUST_1404,232188.36,9.59,60,Pending
LOAN_12499,CUST_7141,99312.51,9.74,60,Pending
LOAN_12500,CUST_424,203938.1,3.67,36,Pending
LOAN_12501,CUST_2032,116639.51,8.45,48,Approved
LOAN_12502,CUST_364,235105.7,6.29,36,Approved
LOAN_12503,CUST_4536,42807.2,4.94,60,Approved
LOAN_12504,CUST_2998,465690.46,6.07,12,Pending
LOAN_12505,CUST_8841,264587.53,5.27,12,Approved
LOAN_12506,CUST_325,189609.05,7.29,24,Approved
LOAN_12507,CUST_8478,74530.86,6.36,36,Rejected
LOAN_12508,CUST_5920,269494.85,9.46,12,Approved
LOAN_12509,CUST_4714,430339.99,8.02,24,Approved
LOAN_12510,CUST_222,147727.69,6.34,48,Pending
LOAN_12511,CUST_5727,320421.34,4.38,60,Pending
LOAN_12512,CUST_3494,149771.07,6.23,48,Pending
LOAN_12513,CUST_6173,282743.91,7.3,60,Approved
LOAN_12514,CUST_3429,413063.78,4.53,24,Rejected
LOAN_12515,CUST_7389,261190.54,8.82,48,Pending
LOAN_12516,CUST_3603,119873.7,5.33,60,Approved
LOAN_12517,CUST_7210,482951.2,2.72,48,Rejected
LOAN_12518,CUST_2705,369551.38,6.92,24,Approved
LOAN_12519,CUST_7154,312392.62,7.37,48,Pending
LOAN_12520,CUST_4230,306625.21,4.44,24,Rejected
LOAN_12521,CUST_5939,105719.07,5.15,12,Rejected
LOAN_12522,CUST_5750,360882.64,7.93,24,Approved
LOAN_12523,CUST_6169,300251.52,8.21,24,Pending
LOAN_12524,CUST_3477,6652.33,9.23,60,Rejected
LOAN_12525,CUST_976,55820.93,5.88,60,Pending
LOAN_12526,CUST_3331,13505.11,10.22,24,Approved
LOAN_12527,CUST_8232,236561.07,5.1,24,Pending
LOAN_12528,CUST_1203,457333.15,2.79,24,Pending
LOAN_12529,CUST_6765,419229.48,6.28,60,Approved
LOAN_12530,CUST_1468,274081.88,7.87,60,Approved
LOAN_12531,CUST_3593,171499.5,2.86,60,Approved
LOAN_12532,CUST_4743,423178.53,8.31,12,Rejected
LOAN_12533,CUST_7679,7683.69,6.2,12,Approved
LOAN_12534,CUST_4342,46559.52,7.98,36,Approved
LOAN_12535,CUST_4649,416579.72,3.26,12,Pending
LOAN_12536,CUST_2779,461939.29,3.39,48,Pending
LOAN_12537,CUST_2138,204117.62,8.94,36,Approved
LOAN_12538,CUST_5985,14708.15,8.86,60,Approved
LOAN_12539,CUST_1616,383606.78,8.31,60,Pending
LOAN_12540,CUST_6219,497540.33,2.83,12,Rejected
LOAN_12541,CUST_8078,8147.97,2.89,36,Approved
LOAN_12542,CUST_4560,256244.32,4.5,60,Rejected
LOAN_12543,CUST_4506,130152.88,3.31,12,Pending
LOAN_12544,CUST_4702,396953.49,8.68,60,Approved
LOAN_12545,CUST_7787,49680.9,3.39,60,Pending
LOAN_12546,CUST_4003,387556.3,3.26,60,Rejected
LOAN_12547,CUST_1344,207007.75,5.72,12,Rejected
LOAN_12548,CUST_8562,201606.43,4.11,12,Rejected
LOAN_12549,CUST_9706,369824.91,5.37,12,Rejected
LOAN_12550,CUST_3115,323226.32,5.29,48,Rejected
LOAN_12551,CUST_6608,382373.99,10.32,36,Rejected
LOAN_12552,CUST_1219,365949.11,5.41,48,Pending
LOAN_12553,CUST_950,233006.1,9.51,48,Pending
LOAN_12554,CUST_7300,41272.33,9.55,48,Approved
LOAN_12555,CUST_3867,68166.34,3.79,48,Rejected
LOAN_12556,CUST_7891,488584.61,4.79,24,Rejected
LOAN_12557,CUST_7346,225915.11,4.45,60,Pending
LOAN_12558,CUST_6187,367941.03,10.26,36,Rejected
LOAN_12559,CUST_3654,434002.24,9.42,24,Pending
LOAN_12560,CUST_3577,416550.28,3.14,60,Rejected
LOAN_12561,CUST_2888,497666.76,6.99,24,Pending
LOAN_12562,CUST_3820,150811.47,7.15,12,Pending
LOAN_12563,CUST_3212,225480.11,7.66,48,Pending
LOAN_12564,CUST_1489,377159.89,3.88,12,Pending
LOAN_12565,CUST_7945,480733.54,4.51,60,Pending
LOAN_12566,CUST_889,308769.86,5.06,24,Rejected
LOAN_12567,CUST_5579,336570.92,9.25,12,Pending
LOAN_12568,CUST_5462,323856.98,6.92,24,Pending
LOAN_12569,CUST_5246,338200.41,5.96,60,Approved
LOAN_12570,CUST_112,282987.2,5.3,60,Pending
LOAN_12571,CUST_3078,208021.35,9.55,36,Pending
LOAN_12572,CUST_955,465678.32,3.27,24,Pending
LOAN_12573,CUST_3499,11800.36,5.89,48,Rejected
LOAN_12574,CUST_7258,227887.71,9.51,36,Approved
LOAN_12575,CUST_8954,230826.71,4.12,36,Rejected
LOAN_12576,CUST_8288,365328.69,9.89,60,Rejected
LOAN_12577,CUST_702,367254.45,5.38,60,Pending
LOAN_12578,CUST_3624,274182.52,4.63,12,Approved
LOAN_12579,CUST_4269,146854.19,3.63,36,Pending
LOAN_12580,CUST_967,473200.33,5.64,36,Rejected
LOAN_12581,CUST_927,415514.84,4.52,12,Pending
LOAN_12582,CUST_1571,277806.32,2.99,24,Pending
LOAN_12583,CUST_7004,443272.22,3.49,24,Pending
LOAN_12584,CUST_5589,409894.42,7.39,24,Pending
LOAN_12585,CUST_2207,458108.83,4.16,36,Pending
LOAN_12586,CUST_9360,99611.89,8.17,36,Approved
LOAN_12587,CUST_6051,352065.53,7.36,24,Pending
LOAN_12588,CUST_8645,99852.39,6.92,36,Pending
LOAN_12589,CUST_9747,413638.9,6.06,12,Approved
LOAN_12590,CUST_9765,198680.5,4.9,36,Rejected
LOAN_12591,CUST_5480,177884.47,5.8,60,Rejected
LOAN_12592,CUST_5062,282721.4,5.25,24,Pending
LOAN_12593,CUST_738,298948.08,2.67,60,Pending
LOAN_12594,CUST_225,423095.23,5.78,60,Pending
LOAN_12595,CUST_3449,342243.07,9.23,36,Rejected
LOAN_12596,CUST_6767,227495.51,8.5,60,Pending
LOAN_12597,CUST_5108,156886.09,7.56,36,Rejected
LOAN_12598,CUST_4949,185495.94,10.11,36,Approved
LOAN_12599,CUST_3690,46223.32,9.25,24,Rejected
LOAN_12600,CUST_9854,69704.77,6.72,48,Pending
LOAN_12601,CUST_8091,65384.56,10.05,24,Rejected
LOAN_12602,CUST_3749,143882.53,4.55,24,Rejected
LOAN_12603,CUST_9133,189997.2,6.34,12,Approved
LOAN_12604,CUST_2238,319478.05,8.6,48,Rejected
LOAN_12605,CUST_5293,31344.16,6.08,24,Rejected
LOAN_12606,CUST_9599,343929.8,8.21,24,Approved
LOAN_12607,CUST_375,105852.63,6.31,48,Pending
LOAN_12608,CUST_5022,122472.94,2.91,48,Rejected
LOAN_12609,CUST_5493,272767.23,4.19,12,Rejected
LOAN_12610,CUST_8454,180429.88,7.82,60,Pending
LOAN_12611,CUST_1904,441656.67,10.16,60,Pending
LOAN_12612,CUST_4357,247525.56,10.3,12,Pending
LOAN_12613,CUST_9625,488069.98,8.39,36,Rejected
LOAN_12614,CUST_595,362594.95,4.99,12,Rejected
LOAN_12615,CUST_30,14340.42,8.85,24,Rejected
LOAN_12616,CUST_9995,143384.21,6.91,36,Pending
LOAN_12617,CUST_4015,335861.88,2.68,12,Pending
LOAN_12618,CUST_3970,424371.02,9.65,60,Pending
LOAN_12619,CUST_1027,271940.26,3.26,60,Pending
LOAN_12620,CUST_5432,72686.22,7.32,12,Rejected
LOAN_12621,CUST_2569,176230.82,6.88,36,Rejected
LOAN_12622,CUST_9131,395644.35,9.13,24,Pending
LOAN_12623,CUST_3898,186443.56,7.22,36,Pending
LOAN_12624,CUST_364,52371.88,3.3,24,Rejected
LOAN_12625,CUST_2682,226742.57,6.11,36,Approved
LOAN_12626,CUST_6098,44006.11,8.78,60,Rejected
LOAN_12627,CUST_4632,222098.3,9.63,48,Rejected
LOAN_12628,CUST_1868,175165.68,4.14,24,Rejected
LOAN_12629,CUST_3764,171391.2,6.97,12,Approved
LOAN_12630,CUST_2087,370194.49,7.87,36,Rejected
LOAN_12631,CUST_1500,18631.76,6.49,36,Approved
LOAN_12632,CUST_6480,282130.6,4.91,36,Pending
LOAN_12633,CUST_8793,221434.22,7.97,48,Pending
LOAN_12634,CUST_2992,287927.5,7.07,12,Rejected
LOAN_12635,CUST_937,245217.98,2.58,36,Pending
LOAN_12636,CUST_2106,197726.07,9.48,12,Rejected
LOAN_12637,CUST_8485,341739.71,9.24,60,Approved
LOAN_12638,CUST_7520,169468.82,3.42,24,Rejected
LOAN_12639,CUST_6258,170609.94,7.11,60,Pending
LOAN_12640,CUST_9956,169439.57,6.19,24,Pending
LOAN_12641,CUST_6342,211055.86,6.54,60,Rejected
LOAN_12642,CUST_1413,27069.79,2.94,60,Rejected
LOAN_12643,CUST_7046,79540.77,4.95,12,Approved
LOAN_12644,CUST_4062,155648.48,10.4,36,Approved
LOAN_12645,CUST_4669,316629.5,10.22,48,Approved
LOAN_12646,CUST_534,196732.6,4.2,24,Pending
LOAN_12647,CUST_5987,306226.36,10.37,60,Rejected
LOAN_12648,CUST_4860,313736.72,6.17,24,Pending
LOAN_12649,CUST_5579,367773.63,3.47,48,Rejected
LOAN_12650,CUST_5217,305013.55,5.89,12,Rejected
LOAN_12651,CUST_6,237136.03,9.73,12,Approved
LOAN_12652,CUST_9128,447937.28,7.18,12,Pending
LOAN_12653,CUST_8804,79229.44,4.61,36,Approved
LOAN_12654,CUST_4748,94973.43,5.06,12,Approved
LOAN_12655,CUST_4792,313912.17,9.77,36,Pending
LOAN_12656,CUST_1193,168954.1,7.99,48,Rejected
LOAN_12657,CUST_3129,430243.03,7.94,60,Rejected
LOAN_12658,CUST_7762,246204.79,10.04,24,Rejected
LOAN_12659,CUST_639,98268.85,5.96,48,Rejected
LOAN_12660,CUST_1428,26969.56,7.65,24,Pending
LOAN_12661,CUST_1638,295682.71,7.57,12,Approved
LOAN_12662,CUST_6899,441896.23,4.05,48,Approved
LOAN_12663,CUST_9873,232254.02,9.2,48,Pending
LOAN_12664,CUST_3115,30316.46,4.57,12,Approved
LOAN_12665,CUST_9079,226155.7,9.69,12,Rejected
LOAN_12666,CUST_62,229768.19,5.25,60,Approved
LOAN_12667,CUST_8110,222812.13,4.31,12,Pending
LOAN_12668,CUST_1686,94217.97,4.25,24,Rejected
LOAN_12669,CUST_3210,475016.17,8.4,36,Approved
LOAN_12670,CUST_2061,266148.63,10.35,36,Approved
LOAN_12671,CUST_9481,379540.41,3.07,36,Rejected
LOAN_12672,CUST_7831,237695.44,5.76,36,Rejected
LOAN_12673,CUST_3835,359867.96,10.34,24,Approved
LOAN_12674,CUST_375,297490.96,7.9,12,Approved
LOAN_12675,CUST_5848,122362.68,6.25,36,Approved
LOAN_12676,CUST_9767,201103.68,9.72,48,Approved
LOAN_12677,CUST_2728,22522.65,5.65,36,Approved
LOAN_12678,CUST_3207,161525.33,2.86,24,Rejected
LOAN_12679,CUST_3882,45365.67,4.77,12,Rejected
LOAN_12680,CUST_5523,143886.57,10.07,24,Rejected
LOAN_12681,CUST_9348,324847.82,3.26,12,Rejected
LOAN_12682,CUST_3835,371295.55,5.5,60,Pending
LOAN_12683,CUST_5607,377775.78,8.05,48,Approved
LOAN_12684,CUST_6378,380902.89,7.89,48,Approved
LOAN_12685,CUST_1014,235622.57,6.06,24,Rejected
LOAN_12686,CUST_6958,116207.37,2.76,60,Pending
LOAN_12687,CUST_6977,336744.37,2.63,24,Rejected
LOAN_12688,CUST_6382,310933.91,7.6,48,Approved
LOAN_12689,CUST_3922,495398.75,8.07,36,Rejected
LOAN_12690,CUST_8337,257054.34,6.58,36,Pending
LOAN_12691,CUST_7441,41942.2,9.97,36,Pending
LOAN_12692,CUST_1022,318749.76,5.63,36,Rejected
LOAN_12693,CUST_4799,9521.33,8.93,12,Pending
LOAN_12694,CUST_4638,432218.39,5.49,60,Approved
LOAN_12695,CUST_3369,330830.38,9.83,12,Approved
LOAN_12696,CUST_7362,417268.39,5.59,60,Rejected
LOAN_12697,CUST_3641,478579.75,2.59,24,Rejected
LOAN_12698,CUST_4895,303159.05,5.66,36,Pending
LOAN_12699,CUST_6361,419647.56,7.22,36,Approved
LOAN_12700,CUST_8165,385740.53,3.2,60,Pending
LOAN_12701,CUST_4919,278278.24,5.47,12,Approved
LOAN_12702,CUST_1945,477168.78,8.25,12,Approved
LOAN_12703,CUST_4892,484431.13,10.21,48,Approved
LOAN_12704,CUST_9720,247875.2,9.08,48,Pending
LOAN_12705,CUST_1145,43392.85,3.45,24,Approved
LOAN_12706,CUST_4897,139344.09,9.01,36,Pending
LOAN_12707,CUST_9185,281470.61,10.08,36,Approved
LOAN_12708,CUST_691,358120.08,5.84,12,Rejected
LOAN_12709,CUST_6783,406004.61,6.73,36,Pending
LOAN_12710,CUST_2810,260840.27,4.08,24,Pending
LOAN_12711,CUST_8901,424416.96,7.4,36,Rejected
LOAN_12712,CUST_9715,198745.27,3.45,48,Rejected
LOAN_12713,CUST_6328,273185.39,9.53,60,Pending
LOAN_12714,CUST_4745,67648.9,4.34,36,Pending
LOAN_12715,CUST_1712,414175.93,7.84,60,Rejected
LOAN_12716,CUST_6672,456930.75,6.91,60,Pending
LOAN_12717,CUST_9871,393693.84,6.48,12,Pending
LOAN_12718,CUST_3141,318460.77,3.18,24,Approved
LOAN_12719,CUST_295,96070.42,9.42,60,Approved
LOAN_12720,CUST_9985,143855.84,8.22,12,Pending
LOAN_12721,CUST_1104,320234.7,7.19,48,Pending
LOAN_12722,CUST_8410,272680.53,6.03,48,Approved
LOAN_12723,CUST_3541,482285.13,9.4,36,Pending
LOAN_12724,CUST_5405,396240.53,3.31,36,Rejected
LOAN_12725,CUST_9273,354127.81,5.49,12,Approved
LOAN_12726,CUST_5407,279190.86,3.93,48,Pending
LOAN_12727,CUST_5663,11220.51,7.62,60,Pending
LOAN_12728,CUST_3410,181659.15,6.83,12,Pending
LOAN_12729,CUST_6389,209095.05,4.01,12,Rejected
LOAN_12730,CUST_5079,147112.77,8.95,12,Pending
LOAN_12731,CUST_1432,323198.14,6.91,36,Pending
LOAN_12732,CUST_1732,427234.81,7.23,60,Rejected
LOAN_12733,CUST_3033,23818.12,7.68,60,Pending
LOAN_12734,CUST_3204,32477.97,5.85,12,Rejected
LOAN_12735,CUST_411,39601.66,7.72,36,Rejected
LOAN_12736,CUST_3146,377155.5,4.35,48,Pending
LOAN_12737,CUST_5546,294183.76,6.31,24,Pending
LOAN_12738,CUST_490,210506.12,6.03,48,Pending
LOAN_12739,CUST_226,216287.65,9.39,12,Approved
LOAN_12740,CUST_3456,370587.13,6.32,12,Pending
LOAN_12741,CUST_4655,106264.76,5.84,24,Approved
LOAN_12742,CUST_7050,195914.33,5.4,24,Pending
LOAN_12743,CUST_6086,275016.18,2.58,24,Approved
LOAN_12744,CUST_3310,170605.71,7.55,24,Approved
LOAN_12745,CUST_1904,124413.75,9.29,60,Approved
LOAN_12746,CUST_8518,462504.54,9.96,48,Approved
LOAN_12747,CUST_7983,291156.33,5.46,12,Pending
LOAN_12748,CUST_1682,351450.97,10.5,36,Rejected
LOAN_12749,CUST_6468,393423.6,10.11,24,Approved
LOAN_12750,CUST_6729,253187.91,9.13,36,Rejected
LOAN_12751,CUST_8818,73611.36,9.62,24,Pending
LOAN_12752,CUST_2806,138804.96,9.88,48,Rejected
LOAN_12753,CUST_5370,319008.69,8.63,60,Approved
LOAN_12754,CUST_9282,97473.94,7.19,36,Pending
LOAN_12755,CUST_7849,342512.13,8.44,36,Rejected
LOAN_12756,CUST_6924,216227.72,3.86,12,Rejected
LOAN_12757,CUST_5088,404970.28,6.05,60,Approved
LOAN_12758,CUST_1110,398559.19,5.48,60,Pending
LOAN_12759,CUST_1245,33424.22,3.85,24,Approved
LOAN_12760,CUST_9832,403683.77,5.9,48,Approved
LOAN_12761,CUST_4185,219870.87,6.02,12,Approved
LOAN_12762,CUST_9935,202189.68,6.17,36,Pending
LOAN_12763,CUST_200,456306.64,3.3,12,Pending
LOAN_12764,CUST_4883,400587.42,5.82,12,Approved
LOAN_12765,CUST_5703,352119.73,3.46,48,Pending
LOAN_12766,CUST_8765,135605.35,6.33,60,Pending
LOAN_12767,CUST_8979,177592.32,4.02,12,Rejected
LOAN_12768,CUST_5391,9997.1,10.11,24,Approved
LOAN_12769,CUST_2919,481124.45,3.09,12,Approved
LOAN_12770,CUST_2628,42635.63,5.54,36,Approved
LOAN_12771,CUST_5304,403822.31,6.13,48,Pending
LOAN_12772,CUST_3145,275179.88,3.94,24,Pending
LOAN_12773,CUST_2291,175152.58,3.78,24,Approved
LOAN_12774,CUST_3457,86637.89,3.39,12,Rejected
LOAN_12775,CUST_4516,440191.47,2.7,36,Rejected
LOAN_12776,CUST_4057,111869.13,5.96,36,Pending
LOAN_12777,CUST_7796,131117.98,8.57,12,Rejected
LOAN_12778,CUST_5227,328260.35,6.25,24,Pending
LOAN_12779,CUST_9225,163651.44,9.19,12,Rejected
LOAN_12780,CUST_5414,281581.5,5.76,24,Approved
LOAN_12781,CUST_9718,281034.99,5.47,24,Approved
LOAN_12782,CUST_9190,408692.78,9.86,12,Rejected
LOAN_12783,CUST_1460,454710.61,2.63,24,Rejected
LOAN_12784,CUST_5012,64608.85,4.7,12,Pending
LOAN_12785,CUST_8553,142103.31,6.12,48,Approved
LOAN_12786,CUST_4172,218950.86,9.3,12,Pending
LOAN_12787,CUST_3182,151008.88,3.29,24,Pending
LOAN_12788,CUST_5280,32530.65,9.36,36,Rejected
LOAN_12789,CUST_6882,354539.3,7.52,12,Pending
LOAN_12790,CUST_2570,142277.05,4.94,24,Rejected
LOAN_12791,CUST_3406,453528.46,5.48,60,Rejected
LOAN_12792,CUST_707,470841.26,2.81,48,Rejected
LOAN_12793,CUST_7718,382188.76,9.64,12,Approved
LOAN_12794,CUST_2968,66827.36,8.06,12,Rejected
LOAN_12795,CUST_4243,11800.23,5.4,12,Pending
LOAN_12796,CUST_3208,456671.95,9.91,48,Rejected
LOAN_12797,CUST_1110,182233.22,5.82,48,Approved
LOAN_12798,CUST_6530,325983.88,4.43,60,Approved
LOAN_12799,CUST_7733,302828.99,4.52,12,Approved
LOAN_12800,CUST_6972,135751.35,9.67,48,Pending
LOAN_12801,CUST_2385,90701.8,4.89,24,Approved
LOAN_12802,CUST_1033,455430.07,8.38,60,Rejected
LOAN_12803,CUST_2833,334932.44,8.24,36,Rejected
LOAN_12804,CUST_8854,445695.15,9.28,24,Approved
LOAN_12805,CUST_4209,163749.42,6.26,48,Rejected
LOAN_12806,CUST_7981,11535.92,9.29,60,Approved
LOAN_12807,CUST_7707,336228.48,7.68,24,Rejected
LOAN_12808,CUST_2161,20041.59,8.1,24,Approved
LOAN_12809,CUST_968,130943.03,5.08,48,Rejected
LOAN_12810,CUST_4374,244911.87,8.25,24,Rejected
LOAN_12811,CUST_9528,486344.16,4.68,36,Approved
LOAN_12812,CUST_8970,66298.48,3.54,48,Approved
LOAN_12813,CUST_1934,165411.59,4.05,48,Approved
LOAN_12814,CUST_3481,367803.57,8.42,48,Pending
LOAN_12815,CUST_4069,341304.69,7.77,48,Rejected
LOAN_12816,CUST_8582,373948.72,3.18,48,Approved
LOAN_12817,CUST_8196,86268.02,8.39,12,Pending
LOAN_12818,CUST_1211,462529.43,6.7,48,Approved
LOAN_12819,CUST_9673,429558.52,4.93,24,Pending
LOAN_12820,CUST_296,46203.77,4.71,36,Approved
LOAN_12821,CUST_5914,19264.81,8.37,48,Approved
LOAN_12822,CUST_4938,120657.0,5.05,12,Approved
LOAN_12823,CUST_7114,47460.64,5.0,60,Approved
LOAN_12824,CUST_7833,147101.41,9.72,48,Pending
LOAN_12825,CUST_5419,65473.42,6.48,48,Rejected
LOAN_12826,CUST_5417,481427.08,3.58,60,Approved
LOAN_12827,CUST_7984,232588.39,4.01,48,Pending
LOAN_12828,CUST_6089,374242.75,10.32,60,Rejected
LOAN_12829,CUST_1460,35475.6,7.58,24,Pending
LOAN_12830,CUST_6004,223657.86,6.84,36,Rejected
LOAN_12831,CUST_7253,90719.71,9.74,24,Approved
LOAN_12832,CUST_3237,243560.87,5.75,48,Rejected
LOAN_12833,CUST_1356,98576.86,9.12,48,Rejected
LOAN_12834,CUST_2052,9552.38,10.11,60,Pending
LOAN_12835,CUST_544,306730.55,8.27,24,Rejected
LOAN_12836,CUST_2081,324975.65,6.62,24,Rejected
LOAN_12837,CUST_1352,379433.51,7.92,48,Pending
LOAN_12838,CUST_1629,453139.46,8.87,48,Approved
LOAN_12839,CUST_6529,232580.58,8.75,24,Approved
LOAN_12840,CUST_4555,168623.06,9.66,12,Pending
LOAN_12841,CUST_2240,473929.05,3.26,48,Rejected
LOAN_12842,CUST_4381,234754.01,5.24,48,Rejected
LOAN_12843,CUST_8664,120599.41,3.65,48,Approved
LOAN_12844,CUST_1233,349656.75,7.12,24,Rejected
LOAN_12845,CUST_9290,176983.97,8.04,60,Approved
LOAN_12846,CUST_456,363292.07,3.27,48,Rejected
LOAN_12847,CUST_2584,433789.75,8.12,48,Rejected
LOAN_12848,CUST_1137,155742.09,6.27,24,Approved
LOAN_12849,CUST_6268,55005.86,7.18,12,Pending
LOAN_12850,CUST_9120,298086.52,5.32,12,Rejected
LOAN_12851,CUST_2005,168547.51,9.08,48,Pending
LOAN_12852,CUST_2678,334162.24,5.27,36,Approved
LOAN_12853,CUST_7059,271706.95,2.75,12,Rejected
LOAN_12854,CUST_2389,47882.55,5.77,48,Approved
LOAN_12855,CUST_9635,291436.78,4.91,12,Rejected
LOAN_12856,CUST_636,303337.78,5.22,60,Rejected
LOAN_12857,CUST_657,57598.25,2.56,48,Approved
LOAN_12858,CUST_4025,39768.27,3.41,24,Pending
LOAN_12859,CUST_1266,195287.22,2.94,60,Rejected
LOAN_12860,CUST_1861,419728.98,10.4,36,Pending
LOAN_12861,CUST_2147,295103.18,3.96,60,Approved
LOAN_12862,CUST_1521,49222.66,5.78,60,Rejected
LOAN_12863,CUST_7452,472644.17,4.69,12,Pending
LOAN_12864,CUST_9807,109309.59,4.51,24,Pending
LOAN_12865,CUST_7727,236238.26,6.66,48,Pending
LOAN_12866,CUST_1885,139017.62,4.62,48,Rejected
LOAN_12867,CUST_529,375504.06,7.19,60,Rejected
LOAN_12868,CUST_1806,437660.35,3.86,48,Approved
LOAN_12869,CUST_8693,376097.47,4.8,36,Rejected
LOAN_12870,CUST_7757,324931.07,10.06,60,Pending
LOAN_12871,CUST_5147,156823.7,9.15,12,Pending
LOAN_12872,CUST_8223,221067.65,10.24,60,Approved
LOAN_12873,CUST_29,148005.13,10.14,48,Rejected
LOAN_12874,CUST_714,202351.16,4.84,48,Approved
LOAN_12875,CUST_9453,315387.15,7.53,12,Pending
LOAN_12876,CUST_4251,417904.5,8.81,24,Rejected
LOAN_12877,CUST_2222,423260.25,7.78,36,Approved
LOAN_12878,CUST_8229,61885.55,7.57,48,Rejected
LOAN_12879,CUST_3443,116966.35,5.12,12,Pending
LOAN_12880,CUST_7133,93132.62,7.61,48,Rejected
LOAN_12881,CUST_2560,348996.45,8.78,48,Pending
LOAN_12882,CUST_6512,445823.94,2.66,36,Approved
LOAN_12883,CUST_9245,462468.51,3.79,60,Rejected
LOAN_12884,CUST_9855,396779.59,6.1,48,Pending
LOAN_12885,CUST_6504,424511.06,4.07,60,Rejected
LOAN_12886,CUST_9653,473175.44,3.36,12,Rejected
LOAN_12887,CUST_2215,456479.79,7.03,36,Pending
LOAN_12888,CUST_9615,300808.99,5.69,48,Pending
LOAN_12889,CUST_4160,333315.4,5.7,48,Pending
LOAN_12890,CUST_6469,8499.68,2.79,60,Approved
LOAN_12891,CUST_5310,229347.26,5.14,12,Pending
LOAN_12892,CUST_8145,430055.7,3.11,48,Approved
LOAN_12893,CUST_186,115807.44,8.69,60,Rejected
LOAN_12894,CUST_8886,314770.43,9.28,36,Rejected
LOAN_12895,CUST_3540,317450.27,5.33,48,Rejected
LOAN_12896,CUST_8418,301362.36,6.96,24,Rejected
LOAN_12897,CUST_4121,179428.3,9.92,36,Rejected
LOAN_12898,CUST_2902,37260.34,6.53,12,Approved
LOAN_12899,CUST_2359,392575.74,5.78,12,Approved
LOAN_12900,CUST_4512,119186.67,5.36,24,Pending
LOAN_12901,CUST_7503,358065.78,7.52,48,Pending
LOAN_12902,CUST_667,318192.88,7.17,60,Rejected
LOAN_12903,CUST_1249,175431.68,5.75,60,Rejected
LOAN_12904,CUST_8839,70968.48,6.07,36,Pending
LOAN_12905,CUST_8939,282684.38,2.92,36,Pending
LOAN_12906,CUST_4294,476158.74,7.69,24,Approved
LOAN_12907,CUST_8727,255382.74,7.06,24,Rejected
LOAN_12908,CUST_869,46391.64,2.81,36,Pending
LOAN_12909,CUST_4870,130285.49,6.03,12,Rejected
LOAN_12910,CUST_4845,365409.3,8.83,12,Approved
LOAN_12911,CUST_5269,211347.66,4.13,12,Pending
LOAN_12912,CUST_6094,168864.05,2.7,24,Pending
LOAN_12913,CUST_855,186332.99,8.21,24,Rejected
LOAN_12914,CUST_3167,195786.68,4.12,24,Pending
LOAN_12915,CUST_5972,23404.78,10.09,60,Approved
LOAN_12916,CUST_5727,109882.84,8.99,60,Rejected
LOAN_12917,CUST_1923,108463.55,8.3,60,Rejected
LOAN_12918,CUST_8073,285707.0,8.27,48,Pending
LOAN_12919,CUST_2061,468936.39,4.11,60,Rejected
LOAN_12920,CUST_6456,456243.04,5.58,24,Pending
LOAN_12921,CUST_409,453435.46,6.18,24,Pending
