loan_id,customer_id,loan_amount,interest_rate,loan_term,loan_status
LOAN_5245,CUST_5738,446832.51,9.21,48,Approved
LOAN_5246,CUST_7877,274221.71,9.99,48,Rejected
LOAN_5247,CUST_6014,412702.73,9.16,48,Rejected
LOAN_5248,CUST_6776,217148.62,3.38,24,Approved
LOAN_5249,CUST_3112,352278.22,9.4,48,Rejected
LOAN_5250,CUST_7376,162835.98,6.76,36,Rejected
LOAN_5251,CUST_5459,243627.03,8.09,36,Approved
LOAN_5252,CUST_8661,365463.11,9.13,60,Pending
LOAN_5253,CUST_2797,321047.29,9.1,48,Approved
LOAN_5254,CUST_4971,13556.85,9.64,24,Approved
LOAN_5255,CUST_8226,58302.75,8.29,24,Pending
LOAN_5256,CUST_3260,214697.85,5.3,12,Pending
LOAN_5257,CUST_5047,358396.38,3.79,12,Rejected
LOAN_5258,CUST_5788,486498.78,7.38,24,Pending
LOAN_5259,CUST_9883,70438.91,6.41,24,Pending
LOAN_5260,CUST_853,109374.68,4.18,36,Approved
LOAN_5261,CUST_929,78166.58,9.8,48,Pending
LOAN_5262,CUST_8565,65408.01,3.06,60,Pending
LOAN_5263,CUST_131,56787.87,5.64,12,Approved
LOAN_5264,CUST_6248,432153.59,5.55,60,Approved
LOAN_5265,CUST_2618,367055.55,2.91,36,Rejected
LOAN_5266,CUST_5075,451141.86,7.67,48,Pending
LOAN_5267,CUST_4478,71310.1,3.41,24,Pending
LOAN_5268,CUST_2573,55954.6,7.32,60,Approved
LOAN_5269,CUST_2787,216679.03,5.78,60,Pending
LOAN_5270,CUST_3736,141811.5,3.91,48,Rejected
LOAN_5271,CUST_6227,129805.13,5.38,60,Rejected
LOAN_5272,CUST_8042,66791.3,7.18,12,Rejected
LOAN_5273,CUST_2043,457476.81,9.54,48,Pending
LOAN_5274,CUST_6743,340043.31,7.64,36,Pending
LOAN_5275,CUST_4989,292629.37,2.81,60,Rejected
LOAN_5276,CUST_6056,157816.14,8.46,36,Pending
LOAN_5277,CUST_100,120484.18,4.56,24,Approved
LOAN_5278,CUST_6076,293549.2,4.79,36,Pending
LOAN_5279,CUST_1951,56543.04,5.54,48,Rejected
LOAN_5280,CUST_4550,77528.41,9.56,36,Approved
LOAN_5281,CUST_552,148069.66,4.68,12,Rejected
LOAN_5282,CUST_8492,458896.15,7.46,60,Approved
LOAN_5283,CUST_3818,253320.84,9.03,60,Pending
LOAN_5284,CUST_9815,440803.05,6.86,60,Approved
LOAN_5285,CUST_4505,92333.38,2.87,24,Approved
LOAN_5286,CUST_8550,203845.37,6.57,60,Pending
LOAN_5287,CUST_9462,253674.31,9.65,36,Rejected
LOAN_5288,CUST_392,21905.97,6.14,24,Pending
LOAN_5289,CUST_8103,52600.44,9.35,24,Approved
LOAN_5290,CUST_7393,428735.86,10.12,48,Pending
LOAN_5291,CUST_4630,339052.91,8.91,24,Rejected
LOAN_5292,CUST_6042,403421.9,7.01,24,Rejected
LOAN_5293,CUST_6183,28502.28,9.99,24,Approved
LOAN_5294,CUST_7839,429365.81,7.28,48,Rejected
LOAN_5295,CUST_9265,111532.54,7.43,24,Pending
LOAN_5296,CUST_9155,151219.85,8.25,48,Rejected
LOAN_5297,CUST_3748,127773.74,2.94,48,Approved
LOAN_5298,CUST_9489,75469.57,5.96,24,Rejected
LOAN_5299,CUST_6284,224291.92,7.4,60,Approved
LOAN_5300,CUST_8295,42021.39,3.52,24,Pending
LOAN_5301,CUST_9079,149380.1,7.14,24,Rejected
LOAN_5302,CUST_9174,47930.01,7.75,36,Approved
LOAN_5303,CUST_1290,222502.04,3.32,12,Rejected
LOAN_5304,CUST_7699,153941.08,4.78,60,Rejected
LOAN_5305,CUST_7105,415435.79,3.42,24,Rejected
LOAN_5306,CUST_8061,231560.77,4.02,48,Rejected
LOAN_5307,CUST_3833,276803.24,5.67,60,Rejected
LOAN_5308,CUST_6028,338768.36,6.21,24,Rejected
LOAN_5309,CUST_3936,102312.77,10.48,12,Pending
LOAN_5310,CUST_9010,127273.64,3.28,24,Approved
LOAN_5311,CUST_9592,90228.82,6.99,12,Pending
LOAN_5312,CUST_6776,124245.8,7.92,48,Pending
LOAN_5313,CUST_1791,43202.31,3.3,60,Approved
LOAN_5314,CUST_3715,355807.03,7.75,48,Pending
LOAN_5315,CUST_4468,296895.42,9.67,48,Pending
LOAN_5316,CUST_877,448596.16,7.34,12,Approved
LOAN_5317,CUST_3440,474910.7,8.47,60,Approved
LOAN_5318,CUST_5802,181188.24,5.55,12,Rejected
LOAN_5319,CUST_8363,420547.24,7.82,60,Approved
LOAN_5320,CUST_2788,109699.07,7.71,12,Rejected
LOAN_5321,CUST_2996,222670.37,4.45,24,Approved
LOAN_5322,CUST_2714,327072.79,6.06,12,Pending
LOAN_5323,CUST_6387,453576.77,9.59,48,Pending
LOAN_5324,CUST_1402,164864.5,3.92,60,Pending
LOAN_5325,CUST_7373,123569.97,7.69,48,Pending
LOAN_5326,CUST_2647,325840.11,7.33,48,Approved
LOAN_5327,CUST_5695,5770.63,4.32,24,Rejected
LOAN_5328,CUST_9367,383114.57,5.69,60,Rejected
LOAN_5329,CUST_1502,70756.71,5.51,60,Pending
LOAN_5330,CUST_6340,103252.99,10.48,36,Rejected
LOAN_5331,CUST_7951,46041.64,3.77,48,Rejected
LOAN_5332,CUST_1443,14148.32,5.99,48,Pending
LOAN_5333,CUST_8420,146776.98,6.05,36,Pending
LOAN_5334,CUST_7912,388731.23,3.17,12,Rejected
LOAN_5335,CUST_1349,389195.44,2.8,36,Pending
LOAN_5336,CUST_2272,387492.0,6.46,36,Approved
LOAN_5337,CUST_2956,440175.02,9.25,60,Rejected
LOAN_5338,CUST_7041,404115.61,8.86,60,Approved
LOAN_5339,CUST_8877,61356.14,6.03,48,Pending
LOAN_5340,CUST_373,304503.76,6.34,12,Pending
LOAN_5341,CUST_8337,276573.95,7.46,60,Pending
LOAN_5342,CUST_4655,141547.3,7.68,12,Rejected
LOAN_5343,CUST_5445,349462.23,3.27,24,Approved
LOAN_5344,CUST_4699,58695.53,9.26,12,Rejected
LOAN_5345,CUST_3188,134386.07,6.04,24,Approved
LOAN_5346,CUST_9343,95234.73,4.25,48,Approved
LOAN_5347,CUST_3405,176383.35,4.15,60,Pending
LOAN_5348,CUST_5053,103449.44,7.13,48,Rejected
LOAN_5349,CUST_1765,19480.67,7.97,24,Pending
LOAN_5350,CUST_2584,235761.96,9.03,36,Rejected
LOAN_5351,CUST_9535,58373.21,6.53,60,Approved
LOAN_5352,CUST_5052,381956.3,9.18,36,Approved
LOAN_5353,CUST_1366,465757.32,7.67,48,Rejected
LOAN_5354,CUST_6675,294378.98,5.64,60,Approved
LOAN_5355,CUST_7940,483464.81,4.43,60,Approved
LOAN_5356,CUST_357,133931.76,3.56,48,Pending
LOAN_5357,CUST_4884,179548.55,7.17,60,Rejected
LOAN_5358,CUST_3963,283971.75,8.16,36,Approved
LOAN_5359,CUST_8503,147304.9,3.91,36,Pending
LOAN_5360,CUST_2625,180621.14,9.48,24,Rejected
LOAN_5361,CUST_9190,414028.82,5.6,60,Approved
LOAN_5362,CUST_6443,288465.99,9.21,24,Approved
LOAN_5363,CUST_7101,80204.21,5.49,60,Rejected
LOAN_5364,CUST_3766,489288.3,6.97,36,Approved
LOAN_5365,CUST_2860,177584.1,7.0,48,Rejected
LOAN_5366,CUST_3460,134028.36,6.72,24,Approved
LOAN_5367,CUST_8936,282177.49,6.25,48,Approved
LOAN_5368,CUST_3208,445459.81,3.89,60,Approved
LOAN_5369,CUST_6978,73406.96,9.91,48,Pending
LOAN_5370,CUST_1321,372711.04,7.42,12,Pending
LOAN_5371,CUST_2747,378926.65,5.0,12,Rejected
LOAN_5372,CUST_259,164423.83,3.01,60,Pending
LOAN_5373,CUST_1543,379377.86,4.44,48,Rejected
LOAN_5374,CUST_4373,489153.61,8.09,36,Pending
LOAN_5375,CUST_6962,285203.7,8.92,24,Rejected
LOAN_5376,CUST_9249,167908.71,4.12,48,Pending
LOAN_5377,CUST_9817,95385.76,5.02,60,Rejected
LOAN_5378,CUST_9864,335480.16,9.46,36,Pending
LOAN_5379,CUST_9062,433612.23,3.82,12,Pending
LOAN_5380,CUST_3150,248656.85,2.86,48,Pending
LOAN_5381,CUST_2789,273136.54,2.83,12,Rejected
LOAN_5382,CUST_8114,193472.31,3.94,48,Pending
LOAN_5383,CUST_9089,220889.25,4.82,12,Pending
LOAN_5384,CUST_7478,48230.94,5.19,48,Pending
LOAN_5385,CUST_1861,426873.13,8.96,48,Pending
LOAN_5386,CUST_1483,454341.95,5.63,60,Pending
LOAN_5387,CUST_5198,111702.39,2.61,36,Approved
LOAN_5388,CUST_6886,189435.5,7.46,24,Pending
LOAN_5389,CUST_4397,275756.63,2.55,36,Pending
LOAN_5390,CUST_1220,386497.9,6.33,48,Approved
LOAN_5391,CUST_1849,385854.94,8.36,12,Pending
LOAN_5392,CUST_2841,21235.94,4.04,48,Pending
LOAN_5393,CUST_5202,16113.75,3.09,24,Approved
LOAN_5394,CUST_5383,317786.67,8.82,36,Approved
LOAN_5395,CUST_6151,342073.14,10.34,12,Rejected
LOAN_5396,CUST_4470,86916.44,6.64,36,Approved
LOAN_5397,CUST_5647,189771.32,8.89,12,Rejected
LOAN_5398,CUST_4924,331203.82,5.01,48,Pending
LOAN_5399,CUST_6077,469560.56,10.49,36,Rejected
LOAN_5400,CUST_8680,278739.19,4.29,12,Pending
LOAN_5401,CUST_8441,353373.7,6.36,36,Approved
LOAN_5402,CUST_5182,63629.19,5.84,24,Rejected
LOAN_5403,CUST_8389,69741.13,2.56,60,Rejected
LOAN_5404,CUST_7088,433178.69,3.34,36,Rejected
LOAN_5405,CUST_8052,285859.59,5.3,60,Pending
LOAN_5406,CUST_9992,489680.6,8.38,60,Approved
LOAN_5407,CUST_7784,51700.33,6.69,24,Rejected
LOAN_5408,CUST_1524,193340.21,4.4,12,Approved
LOAN_5409,CUST_5786,104041.56,9.26,48,Pending
LOAN_5410,CUST_5995,286918.71,3.61,48,Pending
LOAN_5411,CUST_2244,157491.57,2.54,48,Rejected
LOAN_5412,CUST_6869,147230.02,8.5,12,Rejected
LOAN_5413,CUST_3612,70984.41,3.0,36,Approved
LOAN_5414,CUST_3584,338454.26,5.67,48,Rejected
LOAN_5415,CUST_8826,249386.72,5.34,24,Rejected
LOAN_5416,CUST_7437,235420.28,4.09,48,Pending
LOAN_5417,CUST_5698,317144.53,8.01,24,Approved
LOAN_5418,CUST_2587,369614.97,6.05,12,Rejected
LOAN_5419,CUST_9450,12747.37,7.99,36,Pending
LOAN_5420,CUST_2500,148567.69,4.35,12,Pending
LOAN_5421,CUST_9025,394477.99,6.07,48,Rejected
LOAN_5422,CUST_6249,369652.49,7.07,24,Approved
LOAN_5423,CUST_5230,259739.5,9.98,48,Approved
LOAN_5424,CUST_5175,311025.64,8.89,48,Approved
LOAN_5425,CUST_3848,441969.34,3.69,12,Rejected
LOAN_5426,CUST_8215,319475.52,4.85,36,Rejected
LOAN_5427,CUST_8793,243867.14,9.29,24,Pending
LOAN_5428,CUST_5044,180218.32,8.9,60,Approved
LOAN_5429,CUST_4988,362551.39,9.54,36,Pending
LOAN_5430,CUST_9101,73262.84,5.49,24,Rejected
LOAN_5431,CUST_6936,272009.42,10.34,12,Rejected
LOAN_5432,CUST_4481,354542.28,6.01,48,Rejected
LOAN_5433,CUST_6342,194022.58,8.7,24,Rejected
LOAN_5434,CUST_2774,182546.76,4.41,24,Rejected
LOAN_5435,CUST_6727,172147.04,10.18,12,Approved
LOAN_5436,CUST_1893,16081.82,8.19,48,Approved
LOAN_5437,CUST_2815,233538.83,6.75,12,Pending
LOAN_5438,CUST_5830,60922.45,3.79,60,Rejected
LOAN_5439,CUST_9697,95720.27,2.81,12,Pending
LOAN_5440,CUST_7011,254625.68,5.26,12,Approved
LOAN_5441,CUST_1234,483584.03,10.12,24,Rejected
LOAN_5442,CUST_7703,44695.4,2.82,60,Pending
LOAN_5443,CUST_1775,207300.72,4.23,24,Approved
LOAN_5444,CUST_7854,322076.77,3.03,48,Approved
LOAN_5445,CUST_269,474752.83,9.61,12,Pending
LOAN_5446,CUST_7961,160154.89,6.82,48,Pending
LOAN_5447,CUST_6711,109738.65,3.71,36,Rejected
LOAN_5448,CUST_7516,192617.83,9.54,12,Rejected
LOAN_5449,CUST_714,482566.35,9.47,12,Rejected
LOAN_5450,CUST_1188,291981.12,5.14,24,Rejected
LOAN_5451,CUST_8537,474128.83,8.39,36,Rejected
LOAN_5452,CUST_3542,241643.87,9.57,60,Pending
LOAN_5453,CUST_4769,366749.12,8.34,36,Pending
LOAN_5454,CUST_8414,284552.09,7.73,48,Pending
LOAN_5455,CUST_4114,236471.82,3.11,60,Pending
LOAN_5456,CUST_305,497509.05,4.57,36,Pending
LOAN_5457,CUST_6190,340027.83,6.3,36,Rejected
LOAN_5458,CUST_8839,366930.59,7.41,24,Rejected
LOAN_5459,CUST_6056,231305.47,8.88,48,Approved
LOAN_5460,CUST_6577,246480.9,7.23,24,Rejected
LOAN_5461,CUST_5370,197925.55,7.44,36,Approved
LOAN_5462,CUST_640,312378.78,10.42,12,Rejected
LOAN_5463,CUST_9332,309566.96,5.67,12,Approved
LOAN_5464,CUST_7896,410945.37,3.86,24,Approved
LOAN_5465,CUST_6308,57461.06,10.23,24,Rejected
LOAN_5466,CUST_7182,458969.13,3.46,60,Rejected
LOAN_5467,CUST_7474,256830.44,4.75,60,Approved
LOAN_5468,CUST_9550,43420.44,9.38,12,Approved
LOAN_5469,CUST_5759,492559.9,2.56,36,Rejected
LOAN_5470,CUST_2980,261117.42,2.86,36,Pending
LOAN_5471,CUST_8221,482097.4,5.15,60,Pending
LOAN_5472,CUST_5660,427034.14,6.71,60,Pending
LOAN_5473,CUST_7469,202112.48,9.48,60,Rejected
LOAN_5474,CUST_8912,492069.14,2.5,48,Pending
LOAN_5475,CUST_5666,474598.07,7.06,60,Rejected
LOAN_5476,CUST_9937,62448.49,8.63,48,Pending
LOAN_5477,CUST_2654,495007.16,8.79,12,Approved
LOAN_5478,CUST_1631,207570.59,5.57,12,Rejected
LOAN_5479,CUST_793,447761.62,4.27,24,Rejected
LOAN_5480,CUST_6427,125411.49,4.08,36,Rejected
LOAN_5481,CUST_9671,345552.47,6.74,36,Pending
LOAN_5482,CUST_4334,44481.43,10.43,24,Pending
LOAN_5483,CUST_9296,307334.24,8.93,12,Rejected
LOAN_5484,CUST_9086,89500.22,7.71,12,Pending
LOAN_5485,CUST_7883,153811.0,3.31,60,Approved
LOAN_5486,CUST_107,224738.32,6.41,60,Pending
LOAN_5487,CUST_2430,358007.02,10.14,48,Approved
LOAN_5488,CUST_9212,399862.43,6.37,60,Approved
LOAN_5489,CUST_8599,146340.12,8.66,48,Pending
LOAN_5490,CUST_5516,158139.21,7.03,60,Rejected
LOAN_5491,CUST_6253,272971.16,5.88,12,Pending
LOAN_5492,CUST_7476,93652.85,10.0,24,Rejected
LOAN_5493,CUST_5745,40888.2,5.48,24,Pending
LOAN_5494,CUST_5004,364573.54,9.79,36,Rejected
LOAN_5495,CUST_2688,403951.1,8.7,48,Rejected
LOAN_5496,CUST_9221,157883.33,10.03,12,Approved
LOAN_5497,CUST_5951,405525.08,3.99,24,Rejected
LOAN_5498,CUST_2551,272107.82,7.66,12,Approved
LOAN_5499,CUST_5447,210236.95,7.6,24,Pending
LOAN_5500,CUST_6893,424357.55,8.58,12,Pending
LOAN_5501,CUST_4319,289637.69,5.39,12,Approved
LOAN_5502,CUST_4614,27373.07,6.03,24,Rejected
LOAN_5503,CUST_2561,207981.51,4.12,24,Pending
LOAN_5504,CUST_1421,216552.14,9.04,24,Approved
LOAN_5505,CUST_9595,344867.54,2.94,48,Pending
LOAN_5506,CUST_5920,253235.61,9.92,12,Rejected
LOAN_5507,CUST_9766,387766.1,3.0,48,Rejected
LOAN_5508,CUST_3946,16510.86,9.3,60,Rejected
LOAN_5509,CUST_7769,292492.96,6.97,36,Rejected
LOAN_5510,CUST_1802,134029.81,8.62,48,Pending
LOAN_5511,CUST_6983,397554.41,10.39,60,Pending
LOAN_5512,CUST_9071,464936.15,2.65,48,Rejected
LOAN_5513,CUST_5329,489995.56,7.89,36,Pending
LOAN_5514,CUST_9735,146607.87,9.38,12,Pending
LOAN_5515,CUST_4338,55652.56,2.61,24,Approved
LOAN_5516,CUST_9042,353446.18,7.56,48,Rejected
LOAN_5517,CUST_9279,236059.73,9.11,12,Rejected
LOAN_5518,CUST_270,146559.76,6.71,60,Pending
LOAN_5519,CUST_7296,52265.7,6.6,60,Rejected
LOAN_5520,CUST_2852,270152.53,9.63,12,Pending
LOAN_5521,CUST_3881,154232.87,8.55,48,Pending
LOAN_5522,CUST_1858,251374.68,4.33,24,Approved
LOAN_5523,CUST_5782,422937.31,8.8,12,Approved
LOAN_5524,CUST_3907,292938.53,6.32,36,Rejected
LOAN_5525,CUST_4739,401445.29,8.6,60,Approved
LOAN_5526,CUST_550,233496.31,8.92,60,Pending
LOAN_5527,CUST_8822,325534.43,8.79,24,Rejected
LOAN_5528,CUST_4515,61952.59,5.79,36,Approved
LOAN_5529,CUST_1533,197750.6,7.37,36,Approved
LOAN_5530,CUST_9165,429294.06,4.45,12,Pending
LOAN_5531,CUST_6736,386879.71,8.42,36,Approved
LOAN_5532,CUST_3651,238324.83,6.21,48,Rejected
LOAN_5533,CUST_586,342039.44,5.36,36,Pending
LOAN_5534,CUST_5761,155351.87,5.36,48,Pending
LOAN_5535,CUST_1215,150898.07,8.5,48,Rejected
LOAN_5536,CUST_8354,41352.56,4.93,36,Approved
LOAN_5537,CUST_6067,422168.08,10.36,60,Pending
LOAN_5538,CUST_5245,424428.5,5.51,48,Rejected
LOAN_5539,CUST_56,42121.98,8.91,36,Rejected
LOAN_5540,CUST_42,492519.01,2.52,36,Approved
LOAN_5541,CUST_1071,463641.58,9.39,24,Approved
LOAN_5542,CUST_5733,105461.83,2.79,60,Pending
LOAN_5543,CUST_6842,249288.46,8.03,24,Approved
LOAN_5544,CUST_797,447338.65,7.06,24,Approved
LOAN_5545,CUST_5802,28965.12,7.22,24,Approved
LOAN_5546,CUST_7861,95600.35,9.72,12,Approved
LOAN_5547,CUST_1741,276789.51,10.26,48,Rejected
LOAN_5548,CUST_7161,489795.58,3.17,36,Approved
LOAN_5549,CUST_3994,205387.91,3.23,60,Pending
LOAN_5550,CUST_8735,91587.24,8.51,12,Approved
LOAN_5551,CUST_8292,189520.8,7.92,24,Pending
LOAN_5552,CUST_6879,130822.61,6.67,24,Pending
LOAN_5553,CUST_8336,363398.56,2.94,12,Rejected
LOAN_5554,CUST_1738,77843.2,10.23,12,Approved
LOAN_5555,CUST_5468,435961.33,8.28,12,Pending
LOAN_5556,CUST_8717,387633.32,3.71,12,Approved
LOAN_5557,CUST_4648,304818.48,6.39,36,Rejected
LOAN_5558,CUST_880,124997.58,6.82,48,Approved
LOAN_5559,CUST_7684,227389.37,10.15,60,Rejected
LOAN_5560,CUST_1717,296234.08,2.76,24,Rejected
LOAN_5561,CUST_7616,482775.47,2.62,12,Approved
LOAN_5562,CUST_9226,29066.29,6.59,12,Rejected
LOAN_5563,CUST_4382,204638.85,7.53,12,Approved
LOAN_5564,CUST_1692,493826.61,5.44,60,Approved
LOAN_5565,CUST_4906,229666.66,4.26,36,Rejected
LOAN_5566,CUST_7180,161450.03,7.45,60,Rejected
LOAN_5567,CUST_6952,183217.68,8.04,36,Pending
LOAN_5568,CUST_3589,40188.24,5.29,36,Pending
LOAN_5569,CUST_8158,85425.23,9.71,36,Approved
LOAN_5570,CUST_5198,131247.26,3.01,12,Pending
LOAN_5571,CUST_8666,266580.69,6.74,24,Rejected
LOAN_5572,CUST_2037,161875.35,9.8,24,Approved
LOAN_5573,CUST_9125,156090.92,7.13,48,Approved
LOAN_5574,CUST_9716,436657.32,3.79,36,Approved
LOAN_5575,CUST_1285,370506.19,4.39,36,Approved
LOAN_5576,CUST_6794,176131.73,7.43,60,Approved
LOAN_5577,CUST_1400,167933.18,4.53,48,Approved
LOAN_5578,CUST_1183,101307.19,6.21,36,Pending
LOAN_5579,CUST_2937,141127.37,9.03,48,Approved
LOAN_5580,CUST_109,451721.97,6.54,60,Rejected
LOAN_5581,CUST_3367,58234.83,3.56,48,Rejected
LOAN_5582,CUST_1669,469806.4,5.32,60,Pending
LOAN_5583,CUST_6651,398242.6,4.25,60,Approved
LOAN_5584,CUST_7985,95603.45,6.93,12,Approved
LOAN_5585,CUST_5820,75828.81,7.67,24,Rejected
LOAN_5586,CUST_1371,10468.71,9.97,36,Approved
LOAN_5587,CUST_3649,487326.68,5.71,36,Pending
LOAN_5588,CUST_6760,445870.77,3.13,36,Pending
LOAN_5589,CUST_7536,414974.17,8.51,48,Pending
LOAN_5590,CUST_6060,65561.45,6.77,36,Pending
LOAN_5591,CUST_9838,288071.87,8.28,24,Approved
LOAN_5592,CUST_38,178141.41,6.65,24,Approved
LOAN_5593,CUST_7707,283363.37,8.49,48,Rejected
LOAN_5594,CUST_1831,24415.48,5.34,12,Approved
LOAN_5595,CUST_9873,67979.42,8.58,36,Pending
LOAN_5596,CUST_567,300593.86,3.54,36,Pending
LOAN_5597,CUST_9931,407995.91,4.41,60,Pending
LOAN_5598,CUST_7474,229051.34,7.44,48,Pending
LOAN_5599,CUST_125,291531.2,7.54,24,Pending
LOAN_5600,CUST_1078,147344.58,6.71,60,Pending
LOAN_5601,CUST_5105,243293.14,7.56,48,Approved
LOAN_5602,CUST_8635,362574.7,4.41,60,Approved
LOAN_5603,CUST_7047,169161.8,5.23,36,Approved
LOAN_5604,CUST_8712,95149.47,7.08,48,Approved
LOAN_5605,CUST_2328,161436.56,8.99,48,Approved
LOAN_5606,CUST_9531,6726.16,8.89,24,Rejected
LOAN_5607,CUST_3511,197642.71,3.46,24,Pending
LOAN_5608,CUST_963,365415.49,7.81,60,Approved
LOAN_5609,CUST_7456,441315.17,2.87,60,Pending
LOAN_5610,CUST_9871,230066.53,3.48,24,Rejected
LOAN_5611,CUST_3625,385500.94,3.81,60,Approved
LOAN_5612,CUST_612,95256.45,6.31,24,Rejected
LOAN_5613,CUST_5501,435986.19,3.69,24,Approved
LOAN_5614,CUST_1167,365358.82,4.17,48,Approved
LOAN_5615,CUST_7963,426118.62,8.4,12,Rejected
LOAN_5616,CUST_994,142452.59,3.14,24,Rejected
LOAN_5617,CUST_2533,251900.39,6.03,36,Pending
LOAN_5618,CUST_3439,381471.67,9.28,36,Pending
LOAN_5619,CUST_5226,301461.05,8.11,60,Approved
LOAN_5620,CUST_3189,379886.68,9.92,48,Pending
LOAN_5621,CUST_2117,432521.78,2.8,60,Pending
LOAN_5622,CUST_9413,212165.92,6.29,60,Rejected
LOAN_5623,CUST_4583,429717.14,9.91,12,Approved
LOAN_5624,CUST_7812,54137.04,6.09,12,Pending
LOAN_5625,CUST_7209,452669.26,9.28,36,Pending
LOAN_5626,CUST_9561,59210.91,9.41,36,Approved
LOAN_5627,CUST_3051,429595.62,7.78,60,Approved
LOAN_5628,CUST_1820,355630.27,6.64,48,Rejected
LOAN_5629,CUST_7584,242557.82,9.85,48,Pending
LOAN_5630,CUST_5416,14556.56,10.17,36,Pending
LOAN_5631,CUST_1373,160301.98,9.65,12,Rejected
LOAN_5632,CUST_4031,177121.34,8.32,24,Pending
LOAN_5633,CUST_4114,62267.46,5.03,36,Rejected
LOAN_5634,CUST_3675,240379.03,7.06,12,Approved
LOAN_5635,CUST_2753,207706.63,6.07,12,Approved
LOAN_5636,CUST_5396,151566.68,8.06,24,Rejected
LOAN_5637,CUST_4536,125158.61,4.96,60,Rejected
LOAN_5638,CUST_7075,57223.31,6.2,36,Rejected
LOAN_5639,CUST_2730,23987.21,10.04,48,Approved
LOAN_5640,CUST_3372,122904.78,8.89,36,Rejected
LOAN_5641,CUST_2283,391225.23,10.1,12,Pending
LOAN_5642,CUST_2157,240990.47,4.73,60,Rejected
LOAN_5643,CUST_239,412119.93,6.09,48,Pending
LOAN_5644,CUST_8272,50833.94,10.38,48,Pending
LOAN_5645,CUST_2835,84048.65,4.17,60,Rejected
LOAN_5646,CUST_6213,437250.76,7.67,60,Pending
LOAN_5647,CUST_7459,251365.25,7.79,12,Rejected
LOAN_5648,CUST_3704,52057.32,10.22,12,Pending
LOAN_5649,CUST_5105,475699.62,5.37,36,Approved
LOAN_5650,CUST_5798,147141.0,8.92,24,Pending
LOAN_5651,CUST_8966,157949.1,6.6,12,Pending
LOAN_5652,CUST_453,407706.78,8.19,48,Approved
LOAN_5653,CUST_8100,53906.65,2.84,60,Rejected
LOAN_5654,CUST_4844,215937.39,5.93,60,Rejected
LOAN_5655,CUST_4955,399228.08,9.7,60,Approved
LOAN_5656,CUST_4856,321043.78,4.62,12,Approved
LOAN_5657,CUST_3639,270698.4,6.29,12,Rejected
LOAN_5658,CUST_9134,234243.57,6.07,24,Rejected
LOAN_5659,CUST_5593,434349.25,3.69,12,Rejected
LOAN_5660,CUST_7542,268810.64,6.04,48,Approved
LOAN_5661,CUST_1118,342353.23,8.81,12,Approved
LOAN_5662,CUST_9447,142534.03,9.71,24,Approved
LOAN_5663,CUST_4571,423128.54,9.41,36,Pending
LOAN_5664,CUST_1643,128793.42,4.37,48,Approved
LOAN_5665,CUST_4853,243181.23,3.78,24,Approved
LOAN_5666,CUST_458,492875.3,4.14,36,Approved
LOAN_5667,CUST_7729,149522.52,7.5,24,Pending
LOAN_5668,CUST_1638,418543.41,4.83,24,Rejected
LOAN_5669,CUST_9025,29645.37,2.96,12,Rejected
LOAN_5670,CUST_9608,424884.4,3.63,48,Rejected
LOAN_5671,CUST_6485,39967.38,7.17,48,Approved
LOAN_5672,CUST_566,72954.46,5.53,48,Approved
LOAN_5673,CUST_101,467385.02,6.35,48,Rejected
LOAN_5674,CUST_5719,349192.24,5.9,24,Rejected
LOAN_5675,CUST_4462,357702.98,5.33,36,Approved
LOAN_5676,CUST_7829,213569.58,4.95,12,Approved
LOAN_5677,CUST_1050,200466.83,5.32,12,Approved
LOAN_5678,CUST_7947,202028.16,3.93,12,Rejected
LOAN_5679,CUST_4008,337075.25,5.48,12,Pending
LOAN_5680,CUST_3355,347753.25,10.07,48,Approved
LOAN_5681,CUST_9153,268343.76,4.42,60,Rejected
LOAN_5682,CUST_4029,160521.68,8.51,60,Pending
LOAN_5683,CUST_8331,212165.74,5.3,60,Rejected
LOAN_5684,CUST_2261,281214.04,7.4,48,Approved
LOAN_5685,CUST_9117,137066.6,8.47,60,Rejected
LOAN_5686,CUST_5696,470374.46,6.69,48,Rejected
LOAN_5687,CUST_6648,98858.0,2.63,12,Pending
LOAN_5688,CUST_2441,42868.33,9.57,12,Rejected
LOAN_5689,CUST_7040,435380.11,7.18,12,Approved
LOAN_5690,CUST_4812,77230.36,9.66,12,Rejected
LOAN_5691,CUST_5347,314271.4,5.21,24,Approved
LOAN_5692,CUST_407,158115.37,2.68,60,Approved
LOAN_5693,CUST_2024,128839.46,5.06,36,Rejected
LOAN_5694,CUST_5605,443202.51,5.03,12,Approved
LOAN_5695,CUST_2349,416590.44,3.39,60,Pending
LOAN_5696,CUST_9217,331502.92,8.9,60,Pending
LOAN_5697,CUST_5611,333565.81,7.33,60,Pending
LOAN_5698,CUST_6711,326840.61,5.47,60,Rejected
LOAN_5699,CUST_4552,122583.07,3.41,48,Pending
LOAN_5700,CUST_6310,274108.12,4.13,12,Pending
LOAN_5701,CUST_9176,419127.45,5.95,60,Approved
LOAN_5702,CUST_2751,426006.6,5.88,36,Approved
LOAN_5703,CUST_1624,307233.84,4.83,24,Rejected
LOAN_5704,CUST_8733,371592.28,3.64,48,Approved
LOAN_5705,CUST_3853,43551.49,9.12,24,Pending
