account_id,account_type,balance,customer_name,is_blacklisted
ACC_2799,Business,55766.37,Customer_2799,0
ACC_2800,Checking,31612.31,Customer_2800,0
ACC_2801,Savings,51297.29,Customer_2801,0
ACC_2802,Checking,4798.38,Customer_2802,0
ACC_2803,Savings,848.78,Customer_2803,0
ACC_2804,Savings,97331.09,Customer_2804,0
ACC_2805,Business,28014.74,Customer_2805,0
ACC_2806,Checking,32962.64,Customer_2806,0
ACC_2807,Business,64235.22,Customer_2807,0
ACC_2808,Business,40754.86,Customer_2808,0
ACC_2809,Checking,45250.89,Customer_2809,0
ACC_2810,Business,75486.42,Customer_2810,0
ACC_2811,Business,66640.27,Customer_2811,0
ACC_2812,Checking,2263.4,Customer_2812,0
ACC_2813,Checking,6929.24,Customer_2813,0
ACC_2814,Savings,43414.07,Customer_2814,0
ACC_2815,Checking,71932.99,Customer_2815,0
ACC_2816,Checking,35779.48,Customer_2816,0
ACC_2817,Savings,90259.09,Customer_2817,0
ACC_2818,Business,24597.12,Customer_2818,0
ACC_2819,Checking,88274.02,Customer_2819,0
ACC_2820,Checking,98032.7,Customer_2820,0
ACC_2821,Savings,50234.61,Customer_2821,0
ACC_2822,Checking,8429.56,Customer_2822,0
ACC_2823,Checking,83636.87,Customer_2823,0
ACC_2824,Savings,89013.49,Customer_2824,0
ACC_2825,Savings,53880.65,Customer_2825,0
ACC_2826,Business,81889.46,Customer_2826,0
ACC_2827,Business,37246.71,Customer_2827,0
ACC_2828,Checking,78216.57,Customer_2828,0
ACC_2829,Checking,33607.88,Customer_2829,0
ACC_2830,Checking,10364.27,Customer_2830,0
ACC_2831,Business,70604.18,Customer_2831,0
ACC_2832,Checking,71909.21,Customer_2832,0
ACC_2833,Savings,93202.87,Customer_2833,0
ACC_2834,Savings,38484.95,Customer_2834,0
ACC_2835,Checking,83853.77,Customer_2835,0
ACC_2836,Business,84760.48,Customer_2836,0
ACC_2837,Savings,49422.88,Customer_2837,0
ACC_2838,Savings,5198.97,Customer_2838,0
ACC_2839,Checking,76452.44,Customer_2839,0
ACC_2840,Business,61757.42,Customer_2840,0
ACC_2841,Checking,83505.76,Customer_2841,0
ACC_2842,Checking,1901.68,Customer_2842,0
ACC_2843,Business,10210.4,Customer_2843,0
ACC_2844,Business,12647.86,Customer_2844,0
ACC_2845,Business,58773.07,Customer_2845,0
ACC_2846,Business,38145.79,Customer_2846,0
ACC_2847,Checking,5601.28,Customer_2847,0
ACC_2848,Checking,28845.53,Customer_2848,0
ACC_2849,Savings,64527.23,Customer_2849,0
ACC_2850,Savings,25195.61,Customer_2850,0
ACC_2851,Checking,23380.86,Customer_2851,0
ACC_2852,Business,77142.25,Customer_2852,0
ACC_2853,Business,97353.98,Customer_2853,0
ACC_2854,Checking,17380.92,Customer_2854,0
ACC_2855,Savings,99965.68,Customer_2855,0
ACC_2856,Business,96669.73,Customer_2856,0
ACC_2857,Checking,64639.86,Customer_2857,0
ACC_2858,Business,6123.92,Customer_2858,0
ACC_2859,Checking,30911.05,Customer_2859,0
ACC_2860,Business,4797.95,Customer_2860,0
ACC_2861,Savings,86191.47,Customer_2861,0
ACC_2862,Business,46564.68,Customer_2862,0
ACC_2863,Savings,13177.31,Customer_2863,0
ACC_2864,Business,26619.82,Customer_2864,0
ACC_2865,Checking,42632.71,Customer_2865,0
ACC_2866,Business,49662.81,Customer_2866,0
ACC_2867,Business,95979.79,Customer_2867,0
ACC_2868,Business,88803.44,Customer_2868,0
ACC_2869,Business,17102.66,Customer_2869,0
ACC_2870,Business,15984.51,Customer_2870,0
ACC_2871,Savings,59615.83,Customer_2871,0
ACC_2872,Savings,49225.83,Customer_2872,0
ACC_2873,Checking,38800.39,Customer_2873,0
ACC_2874,Checking,40796.77,Customer_2874,0
ACC_2875,Business,95548.76,Customer_2875,0
ACC_2876,Business,98951.06,Customer_2876,0
ACC_2877,Checking,10015.9,Customer_2877,0
ACC_2878,Savings,77767.86,Customer_2878,0
ACC_2879,Checking,59561.62,Customer_2879,0
ACC_2880,Checking,72955.8,Customer_2880,0
ACC_2881,Savings,85529.29,Customer_2881,0
ACC_2882,Savings,1794.59,Customer_2882,0
ACC_2883,Business,76529.87,Customer_2883,0
ACC_2884,Checking,5425.47,Customer_2884,0
ACC_2885,Business,63032.62,Customer_2885,0
ACC_2886,Checking,74660.78,Customer_2886,0
ACC_2887,Checking,2767.2,Customer_2887,0
ACC_2888,Checking,32085.1,Customer_2888,0
ACC_2889,Checking,42668.98,Customer_2889,0
ACC_2890,Savings,99001.91,Customer_2890,0
ACC_2891,Checking,33812.8,Customer_2891,0
ACC_2892,Savings,49729.01,Customer_2892,0
ACC_2893,Checking,47087.44,Customer_2893,0
ACC_2894,Checking,62343.84,Customer_2894,0
ACC_2895,Checking,94851.98,Customer_2895,0
ACC_2896,Checking,87062.18,Customer_2896,0
ACC_2897,Checking,15539.77,Customer_2897,0
ACC_2898,Checking,60125.81,Customer_2898,0
ACC_2899,Business,30191.73,Customer_2899,0
ACC_2900,Checking,70482.76,Customer_2900,0
ACC_2901,Checking,1463.88,Customer_2901,0
ACC_2902,Business,46918.6,Customer_2902,0
ACC_2903,Savings,64867.32,Customer_2903,0
ACC_2904,Business,2071.14,Customer_2904,0
ACC_2905,Checking,12555.14,Customer_2905,0
ACC_2906,Checking,32448.7,Customer_2906,0
ACC_2907,Checking,71765.34,Customer_2907,0
ACC_2908,Savings,45616.69,Customer_2908,0
ACC_2909,Checking,59079.2,Customer_2909,0
ACC_2910,Business,92063.58,Customer_2910,0
ACC_2911,Savings,30899.25,Customer_2911,0
ACC_2912,Checking,5963.8,Customer_2912,0
ACC_2913,Business,51209.3,Customer_2913,0
ACC_2914,Checking,79024.9,Customer_2914,0
ACC_2915,Savings,91276.52,Customer_2915,0
ACC_2916,Savings,45749.6,Customer_2916,0
ACC_2917,Checking,42070.47,Customer_2917,0
ACC_2918,Savings,36319.82,Customer_2918,0
ACC_2919,Savings,35430.82,Customer_2919,0
ACC_2920,Business,40551.46,Customer_2920,0
ACC_2921,Business,7288.26,Customer_2921,0
ACC_2922,Checking,57127.47,Customer_2922,0
ACC_2923,Savings,1433.26,Customer_2923,0
ACC_2924,Checking,24137.98,Customer_2924,0
ACC_2925,Savings,12299.77,Customer_2925,0
ACC_2926,Savings,94793.58,Customer_2926,0
ACC_2927,Checking,55072.61,Customer_2927,0
ACC_2928,Checking,2942.07,Customer_2928,0
ACC_2929,Business,19068.03,Customer_2929,0
ACC_2930,Savings,53339.56,Customer_2930,0
ACC_2931,Business,56077.52,Customer_2931,0
ACC_2932,Checking,84423.58,Customer_2932,0
ACC_2933,Business,14112.34,Customer_2933,0
ACC_2934,Checking,61056.9,Customer_2934,0
ACC_2935,Checking,64401.54,Customer_2935,0
ACC_2936,Business,14405.93,Customer_2936,0
ACC_2937,Business,11680.78,Customer_2937,0
ACC_2938,Savings,56627.56,Customer_2938,0
ACC_2939,Checking,6421.5,Customer_2939,0
ACC_2940,Savings,97530.92,Customer_2940,0
ACC_2941,Savings,20687.92,Customer_2941,0
ACC_2942,Checking,30635.97,Customer_2942,0
ACC_2943,Business,2614.29,Customer_2943,0
ACC_2944,Checking,26053.34,Customer_2944,0
ACC_2945,Checking,74979.8,Customer_2945,0
ACC_2946,Checking,76031.71,Customer_2946,0
ACC_2947,Savings,70828.96,Customer_2947,0
ACC_2948,Checking,38040.62,Customer_2948,0
ACC_2949,Savings,30996.62,Customer_2949,0
ACC_2950,Savings,94816.32,Customer_2950,0
ACC_2951,Business,64382.31,Customer_2951,0
ACC_2952,Business,87517.51,Customer_2952,0
ACC_2953,Savings,4165.9,Customer_2953,0
ACC_2954,Savings,74688.3,Customer_2954,0
ACC_2955,Checking,14546.17,Customer_2955,0
ACC_2956,Savings,50562.04,Customer_2956,0
ACC_2957,Business,81137.57,Customer_2957,0
ACC_2958,Business,46464.42,Customer_2958,0
ACC_2959,Checking,47443.64,Customer_2959,0
ACC_2960,Business,38598.22,Customer_2960,0
ACC_2961,Savings,14854.62,Customer_2961,0
ACC_2962,Checking,44689.5,Customer_2962,0
ACC_2963,Savings,3515.14,Customer_2963,0
ACC_2964,Business,28212.38,Customer_2964,0
ACC_2965,Business,89789.74,Customer_2965,0
ACC_2966,Business,10725.71,Customer_2966,0
ACC_2967,Business,68510.21,Customer_2967,0
ACC_2968,Savings,6237.38,Customer_2968,0
ACC_2969,Savings,85655.5,Customer_2969,0
ACC_2970,Savings,94608.65,Customer_2970,0
ACC_2971,Checking,64661.83,Customer_2971,0
ACC_2972,Checking,54372.12,Customer_2972,0
ACC_2973,Checking,42415.34,Customer_2973,0
ACC_2974,Checking,55811.08,Customer_2974,0
ACC_2975,Business,14015.36,Customer_2975,0
ACC_2976,Business,57599.76,Customer_2976,0
ACC_2977,Business,58674.19,Customer_2977,0
ACC_2978,Business,30292.09,Customer_2978,0
ACC_2979,Business,81441.04,Customer_2979,0
ACC_2980,Business,56780.56,Customer_2980,0
ACC_2981,Business,9802.87,Customer_2981,0
ACC_2982,Checking,65090.08,Customer_2982,0
ACC_2983,Business,19498.52,Customer_2983,0
ACC_2984,Savings,7046.96,Customer_2984,0
ACC_2985,Savings,73835.0,Customer_2985,0
ACC_2986,Business,3702.6,Customer_2986,0
ACC_2987,Business,84982.59,Customer_2987,0
ACC_2988,Checking,32791.45,Customer_2988,0
ACC_2989,Checking,99796.94,Customer_2989,0
ACC_2990,Business,50679.49,Customer_2990,0
ACC_2991,Checking,7296.2,Customer_2991,0
ACC_2992,Savings,66490.38,Customer_2992,0
ACC_2993,Checking,81422.08,Customer_2993,0
ACC_2994,Business,21309.52,Customer_2994,0
ACC_2995,Checking,83105.75,Customer_2995,0
ACC_2996,Business,88999.01,Customer_2996,0
ACC_2997,Business,32699.44,Customer_2997,0
ACC_2998,Checking,96480.66,Customer_2998,0
ACC_2999,Checking,22992.28,Customer_2999,0
ACC_3000,Checking,66494.26,Customer_3000,0
ACC_3001,Savings,25485.19,Customer_3001,0
ACC_3002,Checking,6271.64,Customer_3002,0
ACC_3003,Checking,85446.7,Customer_3003,0
ACC_3004,Checking,82746.87,Customer_3004,0
ACC_3005,Business,2856.15,Customer_3005,0
ACC_3006,Savings,74674.9,Customer_3006,0
ACC_3007,Savings,43288.24,Customer_3007,0
ACC_3008,Savings,79974.65,Customer_3008,0
ACC_3009,Savings,95848.84,Customer_3009,0
ACC_3010,Business,1214.33,Customer_3010,0
ACC_3011,Checking,6840.57,Customer_3011,0
ACC_3012,Checking,53035.49,Customer_3012,0
ACC_3013,Business,53254.89,Customer_3013,0
ACC_3014,Savings,18585.45,Customer_3014,0
ACC_3015,Savings,36595.0,Customer_3015,0
ACC_3016,Savings,48014.48,Customer_3016,0
ACC_3017,Business,55816.19,Customer_3017,0
ACC_3018,Checking,77713.02,Customer_3018,0
ACC_3019,Savings,65851.12,Customer_3019,0
ACC_3020,Savings,45462.51,Customer_3020,0
ACC_3021,Business,64332.19,Customer_3021,0
ACC_3022,Checking,56759.91,Customer_3022,0
ACC_3023,Checking,9944.69,Customer_3023,0
ACC_3024,Business,35528.91,Customer_3024,0
ACC_3025,Savings,4076.38,Customer_3025,0
ACC_3026,Savings,30487.04,Customer_3026,0
ACC_3027,Checking,32832.9,Customer_3027,0
ACC_3028,Savings,64442.4,Customer_3028,0
ACC_3029,Checking,38497.46,Customer_3029,0
ACC_3030,Business,16650.05,Customer_3030,0
ACC_3031,Business,66066.4,Customer_3031,0
ACC_3032,Checking,73404.37,Customer_3032,0
ACC_3033,Business,53908.62,Customer_3033,0
ACC_3034,Savings,78399.43,Customer_3034,0
ACC_3035,Business,28797.15,Customer_3035,0
ACC_3036,Savings,75553.16,Customer_3036,0
ACC_3037,Savings,91235.79,Customer_3037,0
ACC_3038,Savings,40643.98,Customer_3038,0
ACC_3039,Savings,13318.93,Customer_3039,0
ACC_3040,Savings,49169.55,Customer_3040,0
ACC_3041,Checking,10748.89,Customer_3041,0
ACC_3042,Checking,88598.84,Customer_3042,0
ACC_3043,Business,66527.58,Customer_3043,0
ACC_3044,Checking,11267.8,Customer_3044,0
ACC_3045,Business,93614.63,Customer_3045,0
ACC_3046,Savings,67287.92,Customer_3046,0
ACC_3047,Business,78205.11,Customer_3047,0
ACC_3048,Savings,64587.56,Customer_3048,0
ACC_3049,Checking,71083.37,Customer_3049,0
ACC_3050,Savings,66747.37,Customer_3050,0
ACC_3051,Checking,27013.79,Customer_3051,0
ACC_3052,Savings,28284.59,Customer_3052,0
ACC_3053,Savings,25279.11,Customer_3053,0
ACC_3054,Savings,43206.19,Customer_3054,0
ACC_3055,Checking,66907.39,Customer_3055,0
ACC_3056,Business,70693.41,Customer_3056,0
ACC_3057,Checking,94612.01,Customer_3057,0
ACC_3058,Savings,8197.59,Customer_3058,0
ACC_3059,Checking,26802.07,Customer_3059,0
ACC_3060,Business,84874.83,Customer_3060,0
ACC_3061,Business,91532.53,Customer_3061,0
ACC_3062,Business,44444.97,Customer_3062,0
ACC_3063,Savings,32251.63,Customer_3063,0
ACC_3064,Savings,99582.14,Customer_3064,0
ACC_3065,Business,68076.22,Customer_3065,0
ACC_3066,Checking,70263.67,Customer_3066,0
ACC_3067,Savings,10916.43,Customer_3067,0
ACC_3068,Checking,40424.39,Customer_3068,0
ACC_3069,Business,49090.12,Customer_3069,0
ACC_3070,Checking,7594.22,Customer_3070,0
ACC_3071,Business,33212.88,Customer_3071,0
ACC_3072,Business,72827.44,Customer_3072,0
ACC_3073,Checking,72548.26,Customer_3073,0
ACC_3074,Savings,65799.18,Customer_3074,0
ACC_3075,Business,6442.37,Customer_3075,0
ACC_3076,Savings,87054.14,Customer_3076,0
ACC_3077,Business,8497.69,Customer_3077,0
ACC_3078,Checking,92988.79,Customer_3078,0
ACC_3079,Business,8623.79,Customer_3079,0
ACC_3080,Savings,17514.26,Customer_3080,0
ACC_3081,Savings,45381.84,Customer_3081,0
ACC_3082,Savings,85771.74,Customer_3082,0
ACC_3083,Savings,11661.82,Customer_3083,0
ACC_3084,Business,44146.89,Customer_3084,0
ACC_3085,Checking,97719.45,Customer_3085,0
ACC_3086,Checking,567.46,Customer_3086,0
ACC_3087,Business,96297.62,Customer_3087,0
ACC_3088,Savings,30419.23,Customer_3088,0
ACC_3089,Business,1433.15,Customer_3089,0
ACC_3090,Savings,91734.28,Customer_3090,0
ACC_3091,Business,19193.8,Customer_3091,0
ACC_3092,Savings,87985.19,Customer_3092,0
ACC_3093,Checking,11406.56,Customer_3093,0
ACC_3094,Savings,24000.3,Customer_3094,0
ACC_3095,Savings,30692.15,Customer_3095,0
ACC_3096,Business,6615.24,Customer_3096,0
ACC_3097,Business,8629.25,Customer_3097,0
ACC_3098,Business,64815.58,Customer_3098,0
ACC_3099,Checking,7547.37,Customer_3099,0
ACC_3100,Checking,35946.08,Customer_3100,0
ACC_3101,Business,24762.84,Customer_3101,0
ACC_3102,Savings,23090.48,Customer_3102,0
ACC_3103,Business,13346.8,Customer_3103,0
ACC_3104,Checking,54329.62,Customer_3104,0
ACC_3105,Checking,29905.63,Customer_3105,0
ACC_3106,Savings,42360.98,Customer_3106,0
ACC_3107,Checking,35263.0,Customer_3107,0
ACC_3108,Business,44599.25,Customer_3108,0
ACC_3109,Business,14741.2,Customer_3109,0
ACC_3110,Savings,97490.7,Customer_3110,0
ACC_3111,Business,40942.98,Customer_3111,0
ACC_3112,Business,82684.42,Customer_3112,0
ACC_3113,Business,76591.76,Customer_3113,0
ACC_3114,Checking,39817.06,Customer_3114,0
ACC_3115,Savings,51391.58,Customer_3115,0
ACC_3116,Checking,74750.66,Customer_3116,0
ACC_3117,Savings,94395.95,Customer_3117,0
ACC_3118,Savings,34465.1,Customer_3118,0
ACC_3119,Checking,9069.94,Customer_3119,0
ACC_3120,Checking,92894.29,Customer_3120,0
ACC_3121,Business,91680.82,Customer_3121,0
ACC_3122,Business,51252.09,Customer_3122,0
ACC_3123,Checking,68985.97,Customer_3123,0
ACC_3124,Business,57008.37,Customer_3124,0
ACC_3125,Savings,29991.9,Customer_3125,0
ACC_3126,Checking,93927.61,Customer_3126,0
ACC_3127,Business,93780.65,Customer_3127,0
ACC_3128,Savings,6914.13,Customer_3128,0
ACC_3129,Checking,27783.19,Customer_3129,0
ACC_3130,Savings,86142.45,Customer_3130,0
ACC_3131,Savings,1269.73,Customer_3131,0
ACC_3132,Business,30574.66,Customer_3132,0
ACC_3133,Savings,8534.88,Customer_3133,0
ACC_3134,Business,43716.41,Customer_3134,0
ACC_3135,Checking,98539.28,Customer_3135,0
ACC_3136,Checking,3771.7,Customer_3136,0
ACC_3137,Business,61319.99,Customer_3137,0
ACC_3138,Business,43848.75,Customer_3138,0
ACC_3139,Business,70111.1,Customer_3139,0
ACC_3140,Savings,7897.65,Customer_3140,0
ACC_3141,Business,52606.43,Customer_3141,0
ACC_3142,Checking,37812.57,Customer_3142,0
ACC_3143,Checking,78022.8,Customer_3143,0
ACC_3144,Business,31517.86,Customer_3144,0
ACC_3145,Checking,70866.76,Customer_3145,0
ACC_3146,Checking,30274.26,Customer_3146,0
ACC_3147,Business,95010.17,Customer_3147,0
ACC_3148,Savings,35344.59,Customer_3148,0
ACC_3149,Business,50265.54,Customer_3149,0
ACC_3150,Business,37705.31,Customer_3150,0
ACC_3151,Business,8800.56,Customer_3151,0
ACC_3152,Savings,13367.37,Customer_3152,0
ACC_3153,Checking,83214.12,Customer_3153,0
ACC_3154,Savings,99854.44,Customer_3154,0
ACC_3155,Savings,11193.36,Customer_3155,0
ACC_3156,Savings,50989.36,Customer_3156,0
ACC_3157,Savings,61726.86,Customer_3157,0
ACC_3158,Savings,6233.68,Customer_3158,0
ACC_3159,Business,34506.3,Customer_3159,0
ACC_3160,Checking,66720.94,Customer_3160,0
ACC_3161,Checking,52399.4,Customer_3161,0
ACC_3162,Business,16467.55,Customer_3162,0
ACC_3163,Checking,38703.1,Customer_3163,0
ACC_3164,Business,14603.06,Customer_3164,0
ACC_3165,Checking,55963.35,Customer_3165,0
ACC_3166,Savings,5235.78,Customer_3166,0
ACC_3167,Savings,73582.4,Customer_3167,0
ACC_3168,Business,16803.2,Customer_3168,0
ACC_3169,Business,7329.9,Customer_3169,0
ACC_3170,Savings,27030.74,Customer_3170,0
ACC_3171,Checking,44771.72,Customer_3171,0
ACC_3172,Checking,15637.41,Customer_3172,0
ACC_3173,Business,6268.66,Customer_3173,0
ACC_3174,Savings,70816.12,Customer_3174,0
ACC_3175,Business,17146.68,Customer_3175,0
ACC_3176,Business,92858.36,Customer_3176,0
ACC_3177,Savings,20629.05,Customer_3177,0
ACC_3178,Savings,79666.44,Customer_3178,0
ACC_3179,Savings,13283.2,Customer_3179,0
ACC_3180,Savings,21239.5,Customer_3180,0
ACC_3181,Savings,76271.73,Customer_3181,0
ACC_3182,Checking,1658.75,Customer_3182,0
ACC_3183,Business,86412.94,Customer_3183,0
ACC_3184,Business,92442.07,Customer_3184,0
ACC_3185,Savings,7195.17,Customer_3185,0
ACC_3186,Checking,81750.2,Customer_3186,0
ACC_3187,Checking,12125.16,Customer_3187,0
ACC_3188,Business,37918.22,Customer_3188,0
ACC_3189,Checking,11585.62,Customer_3189,0
ACC_3190,Savings,32476.08,Customer_3190,0
ACC_3191,Checking,26557.09,Customer_3191,0
ACC_3192,Checking,92782.03,Customer_3192,0
ACC_3193,Savings,12472.78,Customer_3193,0
ACC_3194,Business,56740.71,Customer_3194,0
ACC_3195,Savings,1990.47,Customer_3195,0
ACC_3196,Business,22246.86,Customer_3196,0
ACC_3197,Business,38378.3,Customer_3197,0
ACC_3198,Savings,55106.51,Customer_3198,0
ACC_3199,Business,79172.67,Customer_3199,0
ACC_3200,Business,42716.32,Customer_3200,0
ACC_3201,Business,4083.34,Customer_3201,0
ACC_3202,Savings,79561.94,Customer_3202,0
ACC_3203,Checking,29227.65,Customer_3203,0
ACC_3204,Savings,22300.86,Customer_3204,0
ACC_3205,Checking,38209.65,Customer_3205,0
ACC_3206,Business,95758.46,Customer_3206,0
ACC_3207,Checking,29369.58,Customer_3207,0
ACC_3208,Checking,44663.0,Customer_3208,0
ACC_3209,Checking,76252.67,Customer_3209,0
ACC_3210,Savings,36045.72,Customer_3210,0
ACC_3211,Checking,79126.9,Customer_3211,0
ACC_3212,Savings,13086.12,Customer_3212,0
ACC_3213,Business,62466.88,Customer_3213,0
ACC_3214,Business,83737.75,Customer_3214,0
ACC_3215,Savings,86051.51,Customer_3215,0
ACC_3216,Savings,93825.36,Customer_3216,0
ACC_3217,Checking,57011.57,Customer_3217,0
ACC_3218,Business,37796.85,Customer_3218,0
ACC_3219,Business,89728.35,Customer_3219,0
ACC_3220,Savings,32411.24,Customer_3220,0
ACC_3221,Business,88577.77,Customer_3221,0
ACC_3222,Business,18204.38,Customer_3222,0
ACC_3223,Business,17775.66,Customer_3223,0
ACC_3224,Savings,32845.39,Customer_3224,0
ACC_3225,Business,57070.84,Customer_3225,0
ACC_3226,Business,64345.08,Customer_3226,0
ACC_3227,Checking,52212.72,Customer_3227,0
ACC_3228,Checking,10278.64,Customer_3228,0
ACC_3229,Business,91665.83,Customer_3229,0
ACC_3230,Business,97856.52,Customer_3230,0
ACC_3231,Savings,800.61,Customer_3231,0
ACC_3232,Checking,3801.65,Customer_3232,0
ACC_3233,Savings,19493.73,Customer_3233,0
ACC_3234,Savings,48531.01,Customer_3234,0
ACC_3235,Checking,46436.26,Customer_3235,0
ACC_3236,Business,24665.56,Customer_3236,0
ACC_3237,Business,27881.3,Customer_3237,0
ACC_3238,Business,34075.37,Customer_3238,0
ACC_3239,Savings,52012.88,Customer_3239,0
ACC_3240,Savings,20152.51,Customer_3240,0
ACC_3241,Checking,39559.19,Customer_3241,0
ACC_3242,Checking,23731.06,Customer_3242,0
ACC_3243,Checking,30173.78,Customer_3243,0
ACC_3244,Savings,65546.37,Customer_3244,0
ACC_3245,Savings,779.73,Customer_3245,0
ACC_3246,Business,18276.52,Customer_3246,0
ACC_3247,Checking,76753.43,Customer_3247,0
ACC_3248,Business,29368.04,Customer_3248,0
ACC_3249,Checking,23478.97,Customer_3249,0
ACC_3250,Checking,72468.27,Customer_3250,0
ACC_3251,Business,47794.97,Customer_3251,0
ACC_3252,Checking,3922.44,Customer_3252,0
ACC_3253,Checking,20575.67,Customer_3253,0
ACC_3254,Business,70118.15,Customer_3254,0
ACC_3255,Business,21384.99,Customer_3255,0
ACC_3256,Checking,13799.21,Customer_3256,0
ACC_3257,Business,14972.06,Customer_3257,0
ACC_3258,Business,13766.01,Customer_3258,0
ACC_3259,Savings,84339.15,Customer_3259,0
ACC_3260,Business,48276.74,Customer_3260,0
ACC_3261,Checking,39254.19,Customer_3261,0
ACC_3262,Business,87881.24,Customer_3262,0
ACC_3263,Business,96065.28,Customer_3263,0
ACC_3264,Savings,72328.56,Customer_3264,0
ACC_3265,Savings,52621.0,Customer_3265,0
ACC_3266,Business,63377.79,Customer_3266,0
ACC_3267,Business,35783.45,Customer_3267,0
ACC_3268,Business,83795.76,Customer_3268,0
ACC_3269,Checking,52791.92,Customer_3269,0
ACC_3270,Checking,96984.93,Customer_3270,0
ACC_3271,Business,68796.56,Customer_3271,0
ACC_3272,Checking,42933.54,Customer_3272,0
ACC_3273,Checking,65039.21,Customer_3273,0
ACC_3274,Savings,75713.63,Customer_3274,0
ACC_3275,Savings,31152.42,Customer_3275,0
ACC_3276,Business,59957.21,Customer_3276,0
ACC_3277,Savings,85390.24,Customer_3277,0
ACC_3278,Business,42399.04,Customer_3278,0
ACC_3279,Business,91103.26,Customer_3279,0
ACC_3280,Checking,37290.7,Customer_3280,0
ACC_3281,Business,15640.34,Customer_3281,0
ACC_3282,Savings,35798.97,Customer_3282,0
ACC_3283,Business,51449.03,Customer_3283,0
ACC_3284,Business,36056.69,Customer_3284,0
ACC_3285,Savings,64350.66,Customer_3285,0
ACC_3286,Checking,49849.62,Customer_3286,0
ACC_3287,Business,20144.67,Customer_3287,0
ACC_3288,Business,54866.24,Customer_3288,0
ACC_3289,Savings,20917.43,Customer_3289,0
ACC_3290,Savings,71911.35,Customer_3290,0
ACC_3291,Checking,35362.65,Customer_3291,0
ACC_3292,Business,42657.01,Customer_3292,0
ACC_3293,Savings,9820.82,Customer_3293,0
ACC_3294,Checking,20461.72,Customer_3294,0
ACC_3295,Checking,6722.84,Customer_3295,0
ACC_3296,Business,50428.05,Customer_3296,0
ACC_3297,Business,736.12,Customer_3297,0
ACC_3298,Business,88611.71,Customer_3298,0
ACC_3299,Checking,64990.61,Customer_3299,0
ACC_3300,Checking,1081.61,Customer_3300,0
ACC_3301,Business,42805.67,Customer_3301,0
ACC_3302,Business,58640.56,Customer_3302,0
ACC_3303,Checking,92506.72,Customer_3303,0
ACC_3304,Checking,74622.65,Customer_3304,0
ACC_3305,Checking,91077.07,Customer_3305,0
ACC_3306,Checking,52631.23,Customer_3306,0
ACC_3307,Savings,15663.25,Customer_3307,0
ACC_3308,Checking,35331.38,Customer_3308,0
ACC_3309,Savings,34190.34,Customer_3309,0
ACC_3310,Checking,54724.91,Customer_3310,0
ACC_3311,Checking,92521.56,Customer_3311,0
ACC_3312,Business,81351.8,Customer_3312,0
ACC_3313,Checking,81438.88,Customer_3313,0
ACC_3314,Checking,33948.0,Customer_3314,0
ACC_3315,Checking,3380.27,Customer_3315,0
ACC_3316,Savings,77914.12,Customer_3316,0
ACC_3317,Business,84450.16,Customer_3317,0
ACC_3318,Checking,45299.25,Customer_3318,0
ACC_3319,Business,61185.67,Customer_3319,0
ACC_3320,Checking,23488.84,Customer_3320,0
ACC_3321,Savings,64001.3,Customer_3321,0
ACC_3322,Savings,92872.75,Customer_3322,0
ACC_3323,Business,85597.33,Customer_3323,0
ACC_3324,Business,35389.39,Customer_3324,0
ACC_3325,Checking,23606.76,Customer_3325,0
ACC_3326,Checking,42838.14,Customer_3326,0
ACC_3327,Savings,15428.89,Customer_3327,0
ACC_3328,Savings,32332.77,Customer_3328,0
ACC_3329,Checking,52710.34,Customer_3329,0
ACC_3330,Business,73010.93,Customer_3330,0
ACC_3331,Business,24947.6,Customer_3331,0
ACC_3332,Checking,62633.26,Customer_3332,0
ACC_3333,Business,95166.46,Customer_3333,0
ACC_3334,Checking,49927.78,Customer_3334,0
ACC_3335,Business,76099.21,Customer_3335,0
ACC_3336,Checking,39444.51,Customer_3336,0
ACC_3337,Business,18446.68,Customer_3337,0
ACC_3338,Business,65155.4,Customer_3338,0
ACC_3339,Checking,29597.28,Customer_3339,0
ACC_3340,Savings,75421.98,Customer_3340,0
ACC_3341,Checking,40715.2,Customer_3341,0
ACC_3342,Savings,30660.74,Customer_3342,0
ACC_3343,Checking,52659.94,Customer_3343,0
ACC_3344,Checking,80806.07,Customer_3344,0
ACC_3345,Savings,86274.97,Customer_3345,0
ACC_3346,Business,62170.69,Customer_3346,0
ACC_3347,Checking,86622.8,Customer_3347,0
ACC_3348,Business,8106.47,Customer_3348,0
ACC_3349,Checking,18333.58,Customer_3349,0
ACC_3350,Savings,33131.4,Customer_3350,0
ACC_3351,Savings,67319.76,Customer_3351,0
ACC_3352,Savings,16235.62,Customer_3352,0
ACC_3353,Savings,49998.65,Customer_3353,0
ACC_3354,Business,98239.92,Customer_3354,0
ACC_3355,Business,28447.84,Customer_3355,0
ACC_3356,Checking,71494.29,Customer_3356,0
ACC_3357,Business,57913.65,Customer_3357,0
ACC_3358,Checking,43732.99,Customer_3358,0
ACC_3359,Savings,11889.36,Customer_3359,0
ACC_3360,Savings,88541.13,Customer_3360,0
ACC_3361,Savings,51794.86,Customer_3361,0
ACC_3362,Business,57759.31,Customer_3362,0
ACC_3363,Business,56544.61,Customer_3363,0
ACC_3364,Savings,10350.79,Customer_3364,0
ACC_3365,Checking,54118.68,Customer_3365,0
