ClientID,Name,RiskProfile
3079,Client_3079,Medium
3080,Client_3080,High
3081,Client_3081,Low
3082,Client_3082,Medium
3083,Client_3083,Low
3084,Client_3084,Medium
3085,Client_3085,High
3086,Client_3086,High
3087,Client_3087,Low
3088,Client_3088,Low
3089,Client_3089,Medium
3090,Client_3090,High
3091,Client_3091,Low
3092,Client_3092,Low
3093,Client_3093,High
3094,Client_3094,High
3095,Client_3095,Low
3096,Client_3096,Low
3097,Client_3097,Low
3098,Client_3098,Medium
3099,Client_3099,Medium
3100,Client_3100,High
3101,Client_3101,High
3102,Client_3102,High
3103,Client_3103,Medium
3104,Client_3104,Medium
3105,Client_3105,Low
3106,Client_3106,High
3107,Client_3107,Low
3108,Client_3108,High
3109,Client_3109,High
3110,Client_3110,Medium
3111,Client_3111,Medium
3112,Client_3112,High
3113,Client_3113,Low
3114,Client_3114,Low
3115,Client_3115,Medium
3116,Client_3116,Low
3117,Client_3117,Medium
3118,Client_3118,High
3119,Client_3119,Low
3120,Client_3120,Medium
3121,Client_3121,Medium
3122,Client_3122,Medium
3123,Client_3123,Medium
3124,Client_3124,Low
3125,Client_3125,High
3126,Client_3126,High
3127,Client_3127,Low
3128,Client_3128,Low
3129,Client_3129,Medium
3130,Client_3130,Medium
3131,Client_3131,Low
3132,Client_3132,Low
3133,Client_3133,High
3134,Client_3134,Medium
3135,Client_3135,High
3136,Client_3136,High
3137,Client_3137,High
3138,Client_3138,Medium
3139,Client_3139,Low
3140,Client_3140,Low
3141,Client_3141,High
3142,Client_3142,Low
3143,Client_3143,Low
3144,Client_3144,High
3145,Client_3145,Medium
3146,Client_3146,Medium
3147,Client_3147,High
3148,Client_3148,High
3149,Client_3149,Low
3150,Client_3150,Medium
3151,Client_3151,Medium
3152,Client_3152,Low
3153,Client_3153,High
3154,Client_3154,Medium
3155,Client_3155,High
3156,Client_3156,Medium
3157,Client_3157,High
3158,Client_3158,Low
3159,Client_3159,High
3160,Client_3160,High
3161,Client_3161,High
3162,Client_3162,Medium
3163,Client_3163,Medium
3164,Client_3164,Medium
3165,Client_3165,Low
3166,Client_3166,Low
3167,Client_3167,Medium
3168,Client_3168,Low
3169,Client_3169,High
3170,Client_3170,High
3171,Client_3171,Medium
3172,Client_3172,Medium
3173,Client_3173,Medium
3174,Client_3174,Low
3175,Client_3175,High
3176,Client_3176,Medium
3177,Client_3177,Low
3178,Client_3178,Medium
3179,Client_3179,Low
3180,Client_3180,Medium
3181,Client_3181,Medium
3182,Client_3182,Low
3183,Client_3183,Medium
3184,Client_3184,Low
3185,Client_3185,High
3186,Client_3186,Medium
3187,Client_3187,High
3188,Client_3188,Medium
3189,Client_3189,High
3190,Client_3190,Low
3191,Client_3191,High
3192,Client_3192,Low
3193,Client_3193,Low
3194,Client_3194,Medium
3195,Client_3195,High
3196,Client_3196,High
3197,Client_3197,Medium
3198,Client_3198,Low
3199,Client_3199,High
3200,Client_3200,Low
3201,Client_3201,Medium
3202,Client_3202,Medium
3203,Client_3203,Low
3204,Client_3204,Medium
3205,Client_3205,Low
3206,Client_3206,Low
3207,Client_3207,High
3208,Client_3208,Low
3209,Client_3209,Low
3210,Client_3210,Low
3211,Client_3211,Low
3212,Client_3212,Medium
3213,Client_3213,High
3214,Client_3214,High
3215,Client_3215,Medium
3216,Client_3216,Medium
3217,Client_3217,Low
3218,Client_3218,High
3219,Client_3219,Medium
3220,Client_3220,High
3221,Client_3221,High
3222,Client_3222,High
3223,Client_3223,Low
3224,Client_3224,High
3225,Client_3225,Medium
3226,Client_3226,High
3227,Client_3227,Low
3228,Client_3228,High
3229,Client_3229,High
3230,Client_3230,High
3231,Client_3231,Medium
3232,Client_3232,Medium
3233,Client_3233,High
3234,Client_3234,High
3235,Client_3235,Low
3236,Client_3236,High
3237,Client_3237,High
3238,Client_3238,Medium
3239,Client_3239,High
3240,Client_3240,Medium
3241,Client_3241,Low
3242,Client_3242,Medium
3243,Client_3243,High
3244,Client_3244,Medium
3245,Client_3245,High
3246,Client_3246,High
3247,Client_3247,Low
3248,Client_3248,High
3249,Client_3249,Low
3250,Client_3250,Low
3251,Client_3251,Low
3252,Client_3252,High
3253,Client_3253,High
3254,Client_3254,High
3255,Client_3255,Medium
3256,Client_3256,Low
3257,Client_3257,High
3258,Client_3258,High
3259,Client_3259,Low
3260,Client_3260,Medium
3261,Client_3261,Low
3262,Client_3262,High
3263,Client_3263,High
3264,Client_3264,High
3265,Client_3265,High
3266,Client_3266,Medium
3267,Client_3267,High
3268,Client_3268,High
3269,Client_3269,Medium
3270,Client_3270,Low
3271,Client_3271,Low
3272,Client_3272,High
3273,Client_3273,Low
3274,Client_3274,Low
3275,Client_3275,Medium
3276,Client_3276,High
3277,Client_3277,Medium
3278,Client_3278,Medium
3279,Client_3279,Medium
3280,Client_3280,Low
3281,Client_3281,Medium
3282,Client_3282,Low
3283,Client_3283,High
3284,Client_3284,Medium
3285,Client_3285,Medium
3286,Client_3286,High
3287,Client_3287,High
3288,Client_3288,Low
3289,Client_3289,Low
3290,Client_3290,High
3291,Client_3291,Low
3292,Client_3292,Medium
3293,Client_3293,Low
3294,Client_3294,Low
3295,Client_3295,Low
3296,Client_3296,High
3297,Client_3297,Low
3298,Client_3298,Low
3299,Client_3299,Medium
3300,Client_3300,Medium
3301,Client_3301,Low
3302,Client_3302,High
3303,Client_3303,High
3304,Client_3304,High
3305,Client_3305,Low
3306,Client_3306,Medium
3307,Client_3307,Low
3308,Client_3308,High
3309,Client_3309,Low
3310,Client_3310,Medium
3311,Client_3311,High
3312,Client_3312,Medium
3313,Client_3313,Medium
3314,Client_3314,High
3315,Client_3315,High
3316,Client_3316,Low
3317,Client_3317,Medium
3318,Client_3318,High
3319,Client_3319,Medium
3320,Client_3320,Low
3321,Client_3321,Low
3322,Client_3322,High
3323,Client_3323,High
3324,Client_3324,Low
3325,Client_3325,Low
3326,Client_3326,High
3327,Client_3327,High
3328,Client_3328,High
3329,Client_3329,High
3330,Client_3330,High
3331,Client_3331,Medium
3332,Client_3332,High
3333,Client_3333,Medium
3334,Client_3334,Low
3335,Client_3335,Low
3336,Client_3336,Low
3337,Client_3337,High
3338,Client_3338,High
3339,Client_3339,High
3340,Client_3340,Medium
3341,Client_3341,Low
3342,Client_3342,Low
3343,Client_3343,High
3344,Client_3344,High
3345,Client_3345,Low
3346,Client_3346,Low
3347,Client_3347,High
3348,Client_3348,High
3349,Client_3349,Low
3350,Client_3350,High
3351,Client_3351,Medium
3352,Client_3352,Medium
3353,Client_3353,Medium
3354,Client_3354,Low
3355,Client_3355,Low
3356,Client_3356,Low
3357,Client_3357,Low
3358,Client_3358,Low
3359,Client_3359,Medium
3360,Client_3360,High
3361,Client_3361,Low
3362,Client_3362,High
3363,Client_3363,High
3364,Client_3364,Low
3365,Client_3365,Low
3366,Client_3366,Medium
3367,Client_3367,High
3368,Client_3368,High
3369,Client_3369,Low
3370,Client_3370,High
3371,Client_3371,Low
3372,Client_3372,High
3373,Client_3373,Low
3374,Client_3374,High
3375,Client_3375,High
3376,Client_3376,Medium
3377,Client_3377,Medium
3378,Client_3378,High
3379,Client_3379,Medium
3380,Client_3380,High
3381,Client_3381,Medium
3382,Client_3382,Medium
3383,Client_3383,Medium
3384,Client_3384,Low
3385,Client_3385,Medium
3386,Client_3386,Medium
3387,Client_3387,Medium
3388,Client_3388,Low
3389,Client_3389,Medium
3390,Client_3390,Medium
3391,Client_3391,High
3392,Client_3392,Low
3393,Client_3393,Medium
3394,Client_3394,Medium
3395,Client_3395,Low
3396,Client_3396,High
3397,Client_3397,High
3398,Client_3398,Medium
3399,Client_3399,Medium
3400,Client_3400,Medium
3401,Client_3401,High
3402,Client_3402,High
3403,Client_3403,Low
3404,Client_3404,Low
3405,Client_3405,Low
3406,Client_3406,High
3407,Client_3407,Medium
3408,Client_3408,Medium
3409,Client_3409,Low
3410,Client_3410,High
3411,Client_3411,Medium
3412,Client_3412,Medium
3413,Client_3413,High
3414,Client_3414,Low
3415,Client_3415,Medium
3416,Client_3416,High
3417,Client_3417,Medium
3418,Client_3418,Low
3419,Client_3419,High
3420,Client_3420,Low
3421,Client_3421,Low
3422,Client_3422,Low
3423,Client_3423,Low
3424,Client_3424,High
3425,Client_3425,Low
3426,Client_3426,High
3427,Client_3427,Medium
3428,Client_3428,Low
3429,Client_3429,Low
3430,Client_3430,Low
3431,Client_3431,Low
3432,Client_3432,High
3433,Client_3433,High
3434,Client_3434,High
3435,Client_3435,Medium
3436,Client_3436,Medium
3437,Client_3437,Medium
3438,Client_3438,Low
3439,Client_3439,Medium
3440,Client_3440,Low
3441,Client_3441,Medium
3442,Client_3442,Medium
3443,Client_3443,Medium
3444,Client_3444,Low
3445,Client_3445,Low
3446,Client_3446,Low
3447,Client_3447,Low
3448,Client_3448,Low
3449,Client_3449,High
3450,Client_3450,Medium
3451,Client_3451,High
3452,Client_3452,High
3453,Client_3453,High
3454,Client_3454,High
3455,Client_3455,Medium
3456,Client_3456,High
3457,Client_3457,Medium
3458,Client_3458,Low
3459,Client_3459,Medium
3460,Client_3460,Low
3461,Client_3461,Medium
3462,Client_3462,Low
3463,Client_3463,Medium
3464,Client_3464,Medium
3465,Client_3465,Low
3466,Client_3466,Medium
3467,Client_3467,Low
3468,Client_3468,High
3469,Client_3469,Low
3470,Client_3470,High
3471,Client_3471,Medium
3472,Client_3472,Low
3473,Client_3473,Low
3474,Client_3474,High
3475,Client_3475,High
3476,Client_3476,High
3477,Client_3477,Medium
3478,Client_3478,Medium
3479,Client_3479,Low
3480,Client_3480,Low
3481,Client_3481,Low
3482,Client_3482,Medium
3483,Client_3483,Medium
3484,Client_3484,High
3485,Client_3485,Medium
3486,Client_3486,Low
3487,Client_3487,Low
3488,Client_3488,Medium
3489,Client_3489,Medium
3490,Client_3490,Low
3491,Client_3491,Low
3492,Client_3492,Low
3493,Client_3493,Medium
3494,Client_3494,High
3495,Client_3495,Medium
3496,Client_3496,Medium
3497,Client_3497,Medium
3498,Client_3498,High
3499,Client_3499,High
3500,Client_3500,Medium
3501,Client_3501,Low
3502,Client_3502,Low
3503,Client_3503,Medium
3504,Client_3504,Low
3505,Client_3505,Medium
3506,Client_3506,Medium
3507,Client_3507,High
3508,Client_3508,High
3509,Client_3509,High
3510,Client_3510,Low
3511,Client_3511,High
3512,Client_3512,Low
3513,Client_3513,Low
3514,Client_3514,Medium
3515,Client_3515,Low
3516,Client_3516,Low
3517,Client_3517,Low
3518,Client_3518,High
3519,Client_3519,Medium
3520,Client_3520,Low
3521,Client_3521,High
3522,Client_3522,Medium
3523,Client_3523,Medium
3524,Client_3524,High
3525,Client_3525,Medium
3526,Client_3526,High
3527,Client_3527,Medium
3528,Client_3528,Medium
3529,Client_3529,Medium
3530,Client_3530,Medium
3531,Client_3531,High
3532,Client_3532,Low
3533,Client_3533,Medium
3534,Client_3534,High
3535,Client_3535,High
3536,Client_3536,High
3537,Client_3537,Medium
3538,Client_3538,Medium
3539,Client_3539,Medium
3540,Client_3540,Medium
3541,Client_3541,Medium
3542,Client_3542,Low
3543,Client_3543,High
3544,Client_3544,Medium
3545,Client_3545,High
3546,Client_3546,Medium
3547,Client_3547,High
3548,Client_3548,Medium
3549,Client_3549,High
3550,Client_3550,High
3551,Client_3551,Medium
3552,Client_3552,High
3553,Client_3553,Low
3554,Client_3554,Medium
3555,Client_3555,Medium
3556,Client_3556,Medium
3557,Client_3557,High
3558,Client_3558,Medium
3559,Client_3559,Low
3560,Client_3560,Medium
3561,Client_3561,Medium
3562,Client_3562,Medium
3563,Client_3563,Low
3564,Client_3564,Medium
3565,Client_3565,Low
3566,Client_3566,Medium
3567,Client_3567,Medium
3568,Client_3568,Low
3569,Client_3569,Medium
3570,Client_3570,Low
3571,Client_3571,Medium
3572,Client_3572,High
3573,Client_3573,High
3574,Client_3574,High
3575,Client_3575,Low
3576,Client_3576,High
3577,Client_3577,Medium
3578,Client_3578,High
3579,Client_3579,High
3580,Client_3580,Low
3581,Client_3581,Medium
3582,Client_3582,High
3583,Client_3583,High
3584,Client_3584,Low
3585,Client_3585,Low
3586,Client_3586,Low
3587,Client_3587,Low
3588,Client_3588,Low
3589,Client_3589,High
3590,Client_3590,Medium
3591,Client_3591,High
3592,Client_3592,High
3593,Client_3593,Low
3594,Client_3594,Low
3595,Client_3595,Low
3596,Client_3596,High
3597,Client_3597,Medium
3598,Client_3598,Medium
3599,Client_3599,Medium
3600,Client_3600,High
3601,Client_3601,Low
3602,Client_3602,Medium
3603,Client_3603,Medium
3604,Client_3604,High
3605,Client_3605,Low
3606,Client_3606,High
3607,Client_3607,High
3608,Client_3608,Low
3609,Client_3609,High
3610,Client_3610,High
3611,Client_3611,High
3612,Client_3612,High
3613,Client_3613,Low
3614,Client_3614,Medium
3615,Client_3615,Low
3616,Client_3616,Medium
3617,Client_3617,Low
3618,Client_3618,High
3619,Client_3619,Low
3620,Client_3620,Low
3621,Client_3621,High
3622,Client_3622,High
3623,Client_3623,Medium
3624,Client_3624,Medium
3625,Client_3625,High
3626,Client_3626,Low
3627,Client_3627,High
3628,Client_3628,Low
3629,Client_3629,Low
3630,Client_3630,Low
3631,Client_3631,Medium
3632,Client_3632,High
3633,Client_3633,Low
3634,Client_3634,Medium
3635,Client_3635,High
3636,Client_3636,Low
3637,Client_3637,Low
3638,Client_3638,Low
3639,Client_3639,Low
3640,Client_3640,Low
3641,Client_3641,High
3642,Client_3642,High
3643,Client_3643,High
3644,Client_3644,Low
3645,Client_3645,Medium
3646,Client_3646,Medium
3647,Client_3647,Low
3648,Client_3648,Medium
3649,Client_3649,Medium
3650,Client_3650,Medium
3651,Client_3651,Medium
3652,Client_3652,High
3653,Client_3653,Medium
3654,Client_3654,High
3655,Client_3655,Low
3656,Client_3656,Low
3657,Client_3657,High
3658,Client_3658,Medium
3659,Client_3659,High
3660,Client_3660,Low
3661,Client_3661,High
3662,Client_3662,Low
3663,Client_3663,Medium
3664,Client_3664,Low
3665,Client_3665,High
3666,Client_3666,Low
3667,Client_3667,Low
3668,Client_3668,Low
3669,Client_3669,Low
3670,Client_3670,Low
3671,Client_3671,High
3672,Client_3672,High
3673,Client_3673,High
3674,Client_3674,High
3675,Client_3675,Low
3676,Client_3676,Medium
3677,Client_3677,Medium
3678,Client_3678,High
3679,Client_3679,Low
3680,Client_3680,Medium
3681,Client_3681,High
3682,Client_3682,Medium
3683,Client_3683,Low
3684,Client_3684,Low
3685,Client_3685,High
3686,Client_3686,Medium
3687,Client_3687,High
3688,Client_3688,High
3689,Client_3689,Medium
3690,Client_3690,Low
3691,Client_3691,Low
3692,Client_3692,High
3693,Client_3693,Low
3694,Client_3694,Low
3695,Client_3695,Low
3696,Client_3696,Medium
3697,Client_3697,Medium
3698,Client_3698,Low
3699,Client_3699,Medium
3700,Client_3700,High
3701,Client_3701,Low
3702,Client_3702,High
3703,Client_3703,Medium
3704,Client_3704,High
3705,Client_3705,Medium
3706,Client_3706,Medium
3707,Client_3707,High
3708,Client_3708,High
3709,Client_3709,Medium
3710,Client_3710,Low
3711,Client_3711,High
3712,Client_3712,High
3713,Client_3713,Medium
3714,Client_3714,Medium
3715,Client_3715,Low
3716,Client_3716,Medium
3717,Client_3717,Medium
3718,Client_3718,High
3719,Client_3719,Low
3720,Client_3720,High
3721,Client_3721,Low
3722,Client_3722,High
3723,Client_3723,Low
3724,Client_3724,High
3725,Client_3725,High
3726,Client_3726,Low
3727,Client_3727,Medium
3728,Client_3728,Medium
3729,Client_3729,Medium
3730,Client_3730,Low
3731,Client_3731,Low
3732,Client_3732,High
3733,Client_3733,Low
3734,Client_3734,Low
3735,Client_3735,Medium
3736,Client_3736,Medium
3737,Client_3737,Low
3738,Client_3738,Medium
3739,Client_3739,Medium
3740,Client_3740,Low
3741,Client_3741,High
3742,Client_3742,Low
3743,Client_3743,High
3744,Client_3744,Low
3745,Client_3745,High
3746,Client_3746,Low
3747,Client_3747,Medium
3748,Client_3748,High
3749,Client_3749,High
3750,Client_3750,Low
3751,Client_3751,Medium
3752,Client_3752,Medium
3753,Client_3753,Low
3754,Client_3754,Low
3755,Client_3755,High
3756,Client_3756,Medium
3757,Client_3757,Low
3758,Client_3758,High
3759,Client_3759,Low
3760,Client_3760,High
3761,Client_3761,High
3762,Client_3762,Medium
3763,Client_3763,Low
3764,Client_3764,Low
3765,Client_3765,High
3766,Client_3766,High
3767,Client_3767,Medium
3768,Client_3768,Low
3769,Client_3769,High
3770,Client_3770,Low
3771,Client_3771,Medium
3772,Client_3772,High
3773,Client_3773,Medium
3774,Client_3774,Medium
3775,Client_3775,Medium
3776,Client_3776,High
3777,Client_3777,High
3778,Client_3778,Low
3779,Client_3779,High
3780,Client_3780,High
3781,Client_3781,Low
3782,Client_3782,Medium
3783,Client_3783,Low
3784,Client_3784,Low
3785,Client_3785,Low
3786,Client_3786,Medium
3787,Client_3787,Low
3788,Client_3788,High
3789,Client_3789,Medium
3790,Client_3790,Low
3791,Client_3791,High
3792,Client_3792,Low
3793,Client_3793,Low
3794,Client_3794,Low
3795,Client_3795,High
3796,Client_3796,High
3797,Client_3797,Low
3798,Client_3798,High
3799,Client_3799,Medium
3800,Client_3800,Low
3801,Client_3801,Low
3802,Client_3802,High
3803,Client_3803,Low
3804,Client_3804,Medium
3805,Client_3805,High
3806,Client_3806,Medium
3807,Client_3807,Medium
3808,Client_3808,Medium
3809,Client_3809,Low
3810,Client_3810,Low
3811,Client_3811,High
3812,Client_3812,High
3813,Client_3813,Medium
3814,Client_3814,High
3815,Client_3815,High
3816,Client_3816,Low
3817,Client_3817,High
3818,Client_3818,Medium
3819,Client_3819,Medium
3820,Client_3820,High
3821,Client_3821,Medium
3822,Client_3822,Low
3823,Client_3823,High
3824,Client_3824,Medium
3825,Client_3825,Low
3826,Client_3826,High
3827,Client_3827,Low
3828,Client_3828,Medium
3829,Client_3829,Low
3830,Client_3830,Medium
3831,Client_3831,Medium
3832,Client_3832,Medium
3833,Client_3833,High
3834,Client_3834,Low
3835,Client_3835,Medium
3836,Client_3836,Low
3837,Client_3837,Medium
3838,Client_3838,Medium
3839,Client_3839,Low
3840,Client_3840,Medium
3841,Client_3841,Low
3842,Client_3842,Medium
3843,Client_3843,Medium
3844,Client_3844,High
3845,Client_3845,High
3846,Client_3846,Low
3847,Client_3847,High
3848,Client_3848,High
3849,Client_3849,Medium
3850,Client_3850,High
3851,Client_3851,Low
3852,Client_3852,Medium
3853,Client_3853,Medium
3854,Client_3854,Low
3855,Client_3855,Low
3856,Client_3856,High
3857,Client_3857,High
3858,Client_3858,High
3859,Client_3859,Low
3860,Client_3860,Low
3861,Client_3861,Medium
3862,Client_3862,High
3863,Client_3863,Medium
3864,Client_3864,High
3865,Client_3865,Low
3866,Client_3866,Medium
3867,Client_3867,Medium
3868,Client_3868,High
3869,Client_3869,Medium
3870,Client_3870,High
3871,Client_3871,Medium
3872,Client_3872,Medium
3873,Client_3873,Medium
3874,Client_3874,Medium
3875,Client_3875,High
3876,Client_3876,Medium
3877,Client_3877,Low
3878,Client_3878,Medium
3879,Client_3879,High
3880,Client_3880,Low
3881,Client_3881,High
3882,Client_3882,Medium
3883,Client_3883,Medium
3884,Client_3884,High
3885,Client_3885,High
3886,Client_3886,Low
3887,Client_3887,High
3888,Client_3888,Medium
3889,Client_3889,Low
3890,Client_3890,Low
3891,Client_3891,Medium
3892,Client_3892,High
3893,Client_3893,Medium
3894,Client_3894,Low
3895,Client_3895,High
3896,Client_3896,High
3897,Client_3897,Low
3898,Client_3898,Medium
3899,Client_3899,Low
3900,Client_3900,Low
3901,Client_3901,Low
3902,Client_3902,High
3903,Client_3903,Medium
3904,Client_3904,High
3905,Client_3905,Medium
3906,Client_3906,High
3907,Client_3907,Low
3908,Client_3908,Medium
3909,Client_3909,Low
3910,Client_3910,Medium
3911,Client_3911,Medium
3912,Client_3912,High
3913,Client_3913,Medium
3914,Client_3914,High
3915,Client_3915,High
3916,Client_3916,High
3917,Client_3917,Medium
3918,Client_3918,Medium
3919,Client_3919,Medium
3920,Client_3920,Medium
3921,Client_3921,High
3922,Client_3922,Low
3923,Client_3923,Medium
3924,Client_3924,Low
3925,Client_3925,High
3926,Client_3926,High
3927,Client_3927,Medium
3928,Client_3928,High
3929,Client_3929,Medium
3930,Client_3930,High
3931,Client_3931,High
3932,Client_3932,Medium
3933,Client_3933,Medium
3934,Client_3934,Medium
3935,Client_3935,High
3936,Client_3936,Low
3937,Client_3937,Medium
3938,Client_3938,High
3939,Client_3939,High
3940,Client_3940,Low
3941,Client_3941,High
3942,Client_3942,Medium
3943,Client_3943,Low
3944,Client_3944,Low
3945,Client_3945,Low
3946,Client_3946,Low
3947,Client_3947,Low
3948,Client_3948,Medium
3949,Client_3949,Low
3950,Client_3950,Medium
3951,Client_3951,High
3952,Client_3952,High
3953,Client_3953,High
3954,Client_3954,Medium
3955,Client_3955,High
3956,Client_3956,High
3957,Client_3957,Low
3958,Client_3958,High
3959,Client_3959,Low
3960,Client_3960,Low
3961,Client_3961,High
3962,Client_3962,Medium
3963,Client_3963,High
3964,Client_3964,High
3965,Client_3965,Medium
3966,Client_3966,Medium
3967,Client_3967,High
3968,Client_3968,Low
3969,Client_3969,Low
3970,Client_3970,High
3971,Client_3971,Low
3972,Client_3972,Low
3973,Client_3973,Low
3974,Client_3974,High
3975,Client_3975,Low
3976,Client_3976,Low
3977,Client_3977,High
3978,Client_3978,Low
3979,Client_3979,Low
3980,Client_3980,Medium
3981,Client_3981,Low
3982,Client_3982,Low
3983,Client_3983,Low
3984,Client_3984,High
3985,Client_3985,Medium
3986,Client_3986,High
3987,Client_3987,High
3988,Client_3988,Medium
3989,Client_3989,Low
3990,Client_3990,Low
3991,Client_3991,Low
3992,Client_3992,High
3993,Client_3993,High
3994,Client_3994,Medium
3995,Client_3995,High
3996,Client_3996,High
3997,Client_3997,High
3998,Client_3998,High
3999,Client_3999,Low
4000,Client_4000,High
4001,Client_4001,High
4002,Client_4002,Low
4003,Client_4003,Low
4004,Client_4004,Medium
4005,Client_4005,Medium
4006,Client_4006,Low
4007,Client_4007,Low
4008,Client_4008,Low
4009,Client_4009,High
4010,Client_4010,Medium
4011,Client_4011,Low
4012,Client_4012,Medium
4013,Client_4013,Low
4014,Client_4014,Medium
4015,Client_4015,Low
4016,Client_4016,High
4017,Client_4017,Medium
4018,Client_4018,Medium
4019,Client_4019,Medium
4020,Client_4020,High
4021,Client_4021,Low
4022,Client_4022,Low
4023,Client_4023,Low
4024,Client_4024,High
4025,Client_4025,Medium
4026,Client_4026,Low
4027,Client_4027,Low
4028,Client_4028,Low
4029,Client_4029,Medium
4030,Client_4030,Medium
4031,Client_4031,High
4032,Client_4032,Medium
4033,Client_4033,Low
4034,Client_4034,High
4035,Client_4035,Medium
4036,Client_4036,Low
4037,Client_4037,Low
4038,Client_4038,Medium
4039,Client_4039,Medium
4040,Client_4040,Medium
4041,Client_4041,Low
4042,Client_4042,Medium
4043,Client_4043,Medium
4044,Client_4044,High
4045,Client_4045,High
4046,Client_4046,Low
4047,Client_4047,High
4048,Client_4048,Medium
4049,Client_4049,Low
4050,Client_4050,Low
4051,Client_4051,High
4052,Client_4052,Medium
4053,Client_4053,High
4054,Client_4054,Low
4055,Client_4055,High
4056,Client_4056,Low
4057,Client_4057,High
4058,Client_4058,Low
4059,Client_4059,Low
4060,Client_4060,Medium
4061,Client_4061,High
4062,Client_4062,Low
4063,Client_4063,Low
4064,Client_4064,High
4065,Client_4065,Low
4066,Client_4066,Medium
4067,Client_4067,Medium
4068,Client_4068,Medium
4069,Client_4069,Low
4070,Client_4070,Low
4071,Client_4071,Low
4072,Client_4072,Medium
4073,Client_4073,Medium
4074,Client_4074,Medium
4075,Client_4075,Medium
4076,Client_4076,Medium
4077,Client_4077,Low
4078,Client_4078,Medium
4079,Client_4079,High
4080,Client_4080,Low
4081,Client_4081,Medium
4082,Client_4082,Low
4083,Client_4083,High
4084,Client_4084,Medium
4085,Client_4085,Medium
4086,Client_4086,Medium
4087,Client_4087,Medium
4088,Client_4088,Low
4089,Client_4089,Medium
4090,Client_4090,Low
4091,Client_4091,Low
4092,Client_4092,Low
4093,Client_4093,Medium
4094,Client_4094,High
4095,Client_4095,High
4096,Client_4096,Low
4097,Client_4097,Low
4098,Client_4098,Low
4099,Client_4099,High
4100,Client_4100,Low
4101,Client_4101,Medium
4102,Client_4102,Medium
4103,Client_4103,Medium
4104,Client_4104,Low
4105,Client_4105,Low
4106,Client_4106,Low
4107,Client_4107,High
4108,Client_4108,Medium
4109,Client_4109,High
4110,Client_4110,Low
4111,Client_4111,Low
4112,Client_4112,Low
4113,Client_4113,Low
4114,Client_4114,High
4115,Client_4115,Medium
4116,Client_4116,Medium
4117,Client_4117,Medium
4118,Client_4118,High
4119,Client_4119,High
4120,Client_4120,High
4121,Client_4121,High
4122,Client_4122,High
4123,Client_4123,High
4124,Client_4124,High
4125,Client_4125,High
4126,Client_4126,Low
4127,Client_4127,Low
4128,Client_4128,High
4129,Client_4129,High
4130,Client_4130,Medium
4131,Client_4131,Low
4132,Client_4132,High
4133,Client_4133,Low
4134,Client_4134,High
4135,Client_4135,High
4136,Client_4136,Low
4137,Client_4137,Low
4138,Client_4138,High
4139,Client_4139,High
4140,Client_4140,Medium
4141,Client_4141,Medium
4142,Client_4142,Medium
4143,Client_4143,High
4144,Client_4144,High
4145,Client_4145,Low
4146,Client_4146,Low
4147,Client_4147,High
4148,Client_4148,Low
4149,Client_4149,High
4150,Client_4150,High
4151,Client_4151,High
4152,Client_4152,Low
4153,Client_4153,High
4154,Client_4154,High
4155,Client_4155,Medium
4156,Client_4156,High
4157,Client_4157,Medium
4158,Client_4158,High
4159,Client_4159,Low
4160,Client_4160,Medium
4161,Client_4161,Low
4162,Client_4162,High
4163,Client_4163,Medium
4164,Client_4164,Low
4165,Client_4165,High
4166,Client_4166,Medium
4167,Client_4167,Medium
4168,Client_4168,High
4169,Client_4169,Low
4170,Client_4170,High
4171,Client_4171,Medium
4172,Client_4172,Medium
4173,Client_4173,High
4174,Client_4174,Medium
4175,Client_4175,Medium
4176,Client_4176,High
4177,Client_4177,Low
4178,Client_4178,High
4179,Client_4179,High
4180,Client_4180,Medium
4181,Client_4181,Low
4182,Client_4182,High
4183,Client_4183,High
4184,Client_4184,Medium
4185,Client_4185,Low
4186,Client_4186,High
4187,Client_4187,High
4188,Client_4188,Medium
4189,Client_4189,Medium
4190,Client_4190,Medium
4191,Client_4191,High
4192,Client_4192,Medium
4193,Client_4193,Medium
4194,Client_4194,Medium
4195,Client_4195,Low
4196,Client_4196,High
4197,Client_4197,Medium
4198,Client_4198,Medium
4199,Client_4199,Low
4200,Client_4200,Low
4201,Client_4201,Medium
4202,Client_4202,High
4203,Client_4203,Low
4204,Client_4204,Medium
4205,Client_4205,Low
4206,Client_4206,Low
4207,Client_4207,Low
4208,Client_4208,Medium
4209,Client_4209,Low
4210,Client_4210,High
4211,Client_4211,Low
4212,Client_4212,Medium
4213,Client_4213,Low
4214,Client_4214,High
4215,Client_4215,Low
4216,Client_4216,Medium
4217,Client_4217,Medium
4218,Client_4218,High
4219,Client_4219,Low
4220,Client_4220,High
4221,Client_4221,High
4222,Client_4222,Low
4223,Client_4223,Low
4224,Client_4224,Medium
4225,Client_4225,Low
4226,Client_4226,Low
4227,Client_4227,High
4228,Client_4228,High
4229,Client_4229,Low
4230,Client_4230,High
4231,Client_4231,Low
4232,Client_4232,Low
4233,Client_4233,Medium
4234,Client_4234,Medium
4235,Client_4235,Low
4236,Client_4236,Low
4237,Client_4237,High
4238,Client_4238,High
4239,Client_4239,Low
4240,Client_4240,Low
4241,Client_4241,Low
4242,Client_4242,Low
4243,Client_4243,High
4244,Client_4244,Medium
