CustomerID,TransactionDate,Revenue,Cost,RiskFactor,Assets,Region,Age,ProductCategory,LastTransactionDate,TransactionSize,DeliveryTime,ExpectedSLA,ExchangeRate,Engagement,TransactionFrequency
4294,2024-02-20 08:29:04.772047,4070.29,2945.5,0.6204679732142538,9653,East,61,Electronics,2023-11-23 08:29:04.804050,847.44,9,6,0.8857033049468997,3,36
1633,2024-04-10 08:29:04.772053,4336.81,2754.41,0.7946795684312156,13945,East,64,Automotive,2023-10-14 08:29:04.804059,143.17,2,3,1.0920827885990452,9,7
2156,2024-04-21 08:29:04.772058,902.24,1292.9,0.8895906413668647,15828,North,27,Electronics,2023-02-15 08:29:04.804068,51.9,2,6,1.0580962089319408,5,3
4234,2024-02-12 08:29:04.772063,4260.03,731.9,0.4683069268391463,19846,North,20,Electronics,2024-01-10 08:29:04.804076,804.19,3,6,0.8535462886679325,2,4
2238,2024-08-01 08:29:04.772069,4395.34,436.53,0.8974998774012042,19352,South,47,Automotive,2023-04-30 08:29:04.804085,851.13,4,4,1.052407211814654,8,24
1732,2024-12-24 08:29:04.772075,2769.67,2957.14,0.5078500727175616,15154,South,60,Automotive,2023-07-21 08:29:04.804093,964.07,9,3,0.9625847436947769,8,8
1234,2024-09-15 08:29:04.772080,3298.09,1818.25,0.6882280421776911,15948,South,44,Clothing,2023-12-18 08:29:04.804102,257.46,5,3,1.1827437940211283,1,45
4914,2024-02-27 08:29:04.772086,1942.07,1314.41,0.9790293594251391,4466,East,65,Clothing,2023-10-13 08:29:04.804110,746.49,2,5,1.1420971251293843,9,13
3705,2024-12-05 08:29:04.772091,1444.87,3430.91,0.23595178919452675,9608,East,38,Clothing,2023-07-07 08:29:04.804119,543.11,3,6,0.8292969119071427,2,9
1750,2024-07-27 08:29:04.772096,3623.82,2386.64,0.16852127608247813,1750,South,41,Clothing,2023-06-16 08:29:04.804127,362.06,8,6,0.8359958527679308,4,20
3635,2024-02-24 08:29:04.772101,4316.28,2086.47,0.3420188249778702,5188,East,30,Clothing,2023-08-07 08:29:04.804136,625.98,6,4,0.9668227221377663,6,20
4080,2024-05-17 08:29:04.772107,3287.68,2981.22,0.16439902272030937,4287,North,45,Home & Kitchen,2023-05-27 08:29:04.804144,570.79,5,3,0.8033484665930457,9,5
4145,2024-12-03 08:29:04.772112,2582.37,3267.87,0.2841628057048742,9631,West,23,Home & Kitchen,2023-03-10 08:29:04.804153,327.68,4,3,0.8377547655122631,1,46
1953,2024-02-02 08:29:04.772118,836.68,2753.71,0.742985323370604,10970,East,30,Electronics,2024-01-21 08:29:04.804161,305.04,4,6,1.173038262212421,9,5
3539,2024-09-29 08:29:04.772123,314.62,1776.83,0.4775240359212872,6158,South,31,Electronics,2023-05-25 08:29:04.804170,512.25,8,5,1.1169727328714227,8,35
3960,2024-07-26 08:29:04.772128,2256.17,1535.82,0.37504129449490187,9693,East,43,Clothing,2023-02-22 08:29:04.804178,500.33,6,6,1.0690835920402277,7,1
4324,2024-06-14 08:29:04.772133,294.28,3093.51,0.3687240052757931,2712,North,40,Electronics,2023-06-11 08:29:04.804187,336.95,5,3,1.1320948933288115,2,42
4301,2024-08-15 08:29:04.772139,2868.21,2086.09,0.1945299749000532,7367,South,53,Home & Kitchen,2023-09-18 08:29:04.804196,300.54,5,4,0.9000219421763321,7,15
2542,2024-10-08 08:29:04.772144,1944.51,2826.41,0.44741145428699525,7463,West,21,Home & Kitchen,2023-05-23 08:29:04.804204,956.59,6,4,1.0902267850267362,2,17
2197,2024-05-23 08:29:04.772150,3798.09,3564.88,0.6246355586881762,11829,South,62,Electronics,2023-12-09 08:29:04.804213,869.25,3,4,1.0462268621344428,9,12
2676,2024-10-15 08:29:04.772155,1562.96,3666.09,0.13915483451822375,4491,South,21,Clothing,2023-09-25 08:29:04.804221,825.94,7,3,1.1394589665073793,4,46
2191,2024-12-24 08:29:04.772160,2985.26,1132.53,0.9728128614702146,9795,South,41,Home & Kitchen,2023-06-20 08:29:04.804230,253.57,1,3,0.9130749723607213,2,36
3217,2024-03-01 08:29:04.772165,2711.53,775.92,0.4432811764267336,19071,East,55,Automotive,2024-01-12 08:29:04.804238,229.83,5,4,1.105486319012542,5,43
2416,2024-10-30 08:29:04.772171,73.33,1067.31,0.9479609167513947,15235,West,54,Automotive,2023-10-24 08:29:04.804308,818.86,6,3,1.1410605616245841,9,15
3993,2025-01-12 08:29:04.772176,408.33,3012.95,0.13465892662418522,14743,North,23,Electronics,2023-04-17 08:29:04.804317,225.44,2,5,1.0196027498759523,4,14
3842,2024-02-11 08:29:04.772181,1487.32,1499.13,0.7672159531726802,12917,East,57,Clothing,2023-12-06 08:29:04.804325,528.36,2,4,0.9655140955961989,5,27
3681,2024-11-28 08:29:04.772187,4417.06,718.36,0.6176380505435449,3532,West,56,Electronics,2023-06-20 08:29:04.804333,260.35,9,5,1.1794610305707822,8,22
2217,2024-09-02 08:29:04.772192,777.72,420.59,0.8200641195433708,11505,West,28,Clothing,2023-09-13 08:29:04.804342,409.17,2,5,0.8675878463524884,3,9
2540,2024-09-13 08:29:04.772197,3568.93,1329.43,0.6006779229552052,4403,East,51,Clothing,2023-09-29 08:29:04.804351,860.78,3,3,0.8145092172449296,6,47
3076,2024-07-28 08:29:04.772202,4868.16,570.46,0.9628366332428061,12751,South,23,Automotive,2023-03-29 08:29:04.804359,896.85,1,3,0.871656105515751,1,21
4236,2024-07-29 08:29:04.772207,3963.31,650.8,0.6269318309298576,4170,West,32,Home & Kitchen,2023-12-11 08:29:04.804367,996.85,9,4,1.0733815864805663,3,3
2445,2024-07-09 08:29:04.772213,1252.58,2745.02,0.7846041253444681,19220,North,64,Home & Kitchen,2023-09-20 08:29:04.804381,946.71,1,3,1.11557837561038,8,31
3386,2024-05-15 08:29:04.772218,4546.41,108.34,0.8775817725333673,3823,East,45,Electronics,2023-04-15 08:29:04.804389,687.69,4,5,1.0867310279224465,6,13
4719,2024-06-30 08:29:04.772224,510.88,496.69,0.7145834712104601,7620,West,30,Electronics,2023-09-01 08:29:04.804397,460.14,7,3,0.9679466215822733,4,2
2519,2024-05-19 08:29:04.772230,2367.3,3382.13,0.5242366565631603,8359,North,61,Clothing,2023-02-19 08:29:04.804405,104.81,2,4,1.1870294178613876,8,47
2388,2024-09-17 08:29:04.772235,4443.33,3384.31,0.2728170787634203,599,North,19,Home & Kitchen,2023-07-30 08:29:04.804415,627.76,8,6,0.9777207684190264,3,14
2856,2024-11-30 08:29:04.772241,3224.27,1337.1,0.8544926133956693,4156,North,46,Clothing,2023-06-07 08:29:04.804423,250.15,8,6,1.1925219750884655,2,7
2365,2024-02-02 08:29:04.772246,2097.54,379.17,0.4805782526886784,13209,North,32,Automotive,2023-08-02 08:29:04.804435,857.63,3,3,1.1672465828492906,8,29
1499,2024-03-26 08:29:04.772252,1499.42,2828.73,0.6207082263350591,7286,East,33,Automotive,2023-02-15 08:29:04.804442,571.45,4,6,0.9628577810106863,4,4
2680,2024-11-03 08:29:04.772258,1906.74,1459.72,0.07922653788091982,1193,North,24,Clothing,2024-01-29 08:29:04.804451,746.83,7,5,0.864403455764671,9,4
1510,2024-03-12 08:29:04.772263,2569.26,210.49,0.4973513231268498,8709,East,32,Clothing,2023-04-23 08:29:04.804458,689.82,5,6,0.8359349637911538,3,24
4398,2024-07-07 08:29:04.772269,1629.27,656.57,0.698157644019845,4209,North,37,Clothing,2023-07-20 08:29:04.804466,379.96,5,6,1.0125899808926662,9,42
1216,2024-09-23 08:29:04.772274,4846.39,574.74,0.58407190993377,19654,North,22,Clothing,2023-08-19 08:29:04.804473,771.13,2,5,1.105283184289576,6,21
2324,2024-03-25 08:29:04.772279,4668.73,2368.79,0.448554856045705,17914,East,61,Clothing,2023-04-17 08:29:04.804481,851.21,6,4,0.8704190781708682,5,45
2155,2025-01-27 08:29:04.772285,4359.82,3595.53,0.2234273167496692,15343,South,62,Automotive,2023-02-26 08:29:04.804489,756.92,4,6,0.9272843754110663,2,28
2827,2024-06-02 08:29:04.772290,2138.06,3178.5,0.30967020009015955,4709,West,63,Automotive,2023-09-13 08:29:04.804498,787.97,5,6,1.0522125884540072,6,38
4141,2024-10-01 08:29:04.772296,3471.94,2199.67,0.7006243581623011,15346,West,46,Automotive,2023-10-13 08:29:04.804507,392.01,5,6,0.9843473086128556,4,8
4323,2024-10-20 08:29:04.772301,4519.01,1705.96,0.2241906988393989,18503,East,22,Electronics,2023-05-16 08:29:04.804515,946.5,2,4,1.0415471111662025,5,42
4486,2024-12-23 08:29:04.772307,4259.63,2486.15,0.6217266153088818,10588,North,26,Automotive,2023-07-28 08:29:04.804524,453.34,8,3,1.0705470341746108,6,17
2810,2024-02-24 08:29:04.772312,2100.92,1791.94,0.5897376125562032,19400,East,43,Home & Kitchen,2023-02-22 08:29:04.804532,902.2,1,3,0.952278037594873,7,9
3492,2024-09-19 08:29:04.772317,606.31,1007.01,0.9704174793868637,12880,North,61,Home & Kitchen,2023-02-08 08:29:04.804539,864.92,2,4,1.1143865190780269,4,46
3923,2024-07-12 08:29:04.772323,424.37,2726.41,0.06078184248466989,10207,East,21,Clothing,2023-05-04 08:29:04.804548,168.11,7,5,1.0811460342197718,8,20
2205,2024-02-17 08:29:04.772328,2906.47,3496.78,0.10812260729606149,18009,West,50,Automotive,2023-07-31 08:29:04.804555,967.96,7,3,1.0750212914358854,5,5
3214,2025-01-09 08:29:04.772333,3231.01,1510.3,0.506083465645757,7406,East,43,Clothing,2023-04-20 08:29:04.804564,996.52,2,4,0.8597934090486248,7,35
1090,2024-06-02 08:29:04.772339,4256.72,3370.91,0.5271098253536346,16395,West,48,Clothing,2023-11-01 08:29:04.804571,625.84,1,4,0.9896942388039385,6,41
1713,2024-10-13 08:29:04.772344,1497.95,1741.4,0.03992765880517124,19920,West,21,Home & Kitchen,2023-07-22 08:29:04.804579,793.95,1,5,1.030869166936891,5,29
2881,2024-04-02 08:29:04.772349,878.98,1623.3,0.8258554208594521,19410,West,42,Home & Kitchen,2023-02-06 08:29:04.804588,937.0,1,4,0.8905544872589112,7,12
4602,2024-11-07 08:29:04.772355,1926.08,142.45,0.49472349810289573,15712,East,61,Clothing,2023-02-17 08:29:04.804598,69.02,6,3,1.1034268357044015,4,32
1038,2024-11-08 08:29:04.772361,1800.2,2790.26,0.34664374664052877,14823,South,55,Home & Kitchen,2023-02-28 08:29:04.804606,933.49,7,3,0.8484322774438897,7,31
4197,2024-04-14 08:29:04.772366,705.72,3235.79,0.31885377061487585,666,East,53,Clothing,2023-03-27 08:29:04.804615,646.0,2,4,0.8599429979333845,3,31
4522,2024-11-22 08:29:04.772371,3377.8,2664.32,0.8614071815541813,7848,East,25,Clothing,2023-03-09 08:29:04.804623,837.03,6,4,0.9653277182298222,8,1
1172,2024-09-23 08:29:04.772376,2568.03,630.9,0.19673286642818033,1075,South,47,Clothing,2023-12-16 08:29:04.804631,563.69,4,5,0.8541379204310218,4,43
1652,2024-07-18 08:29:04.772382,3619.56,440.08,0.16041770543260925,7671,South,47,Electronics,2023-09-10 08:29:04.804640,554.02,9,5,0.8046575807620044,4,5
1753,2024-09-12 08:29:04.772387,1795.82,2304.25,0.21317852922328318,16248,West,39,Home & Kitchen,2023-09-05 08:29:04.804647,902.64,8,6,0.9645607718466017,1,36
2243,2024-04-22 08:29:04.772392,1662.23,1624.02,0.6250225476519636,3843,North,49,Home & Kitchen,2023-02-16 08:29:04.804655,532.1,8,4,1.059420855952371,8,12
4709,2024-03-24 08:29:04.772397,2389.25,1733.52,0.8109308556284092,18702,North,49,Automotive,2023-03-15 08:29:04.804662,498.2,2,6,0.9980553198033746,5,16
2081,2024-06-10 08:29:04.772403,4393.17,3872.17,0.33097869378817957,9847,West,35,Home & Kitchen,2023-02-13 08:29:04.804672,627.78,5,6,0.8208718790313019,9,16
2683,2025-01-07 08:29:04.772408,249.39,2903.97,0.1734619981148129,10227,East,23,Automotive,2023-10-04 08:29:04.804682,542.64,2,6,0.8929861348222008,3,21
3523,2024-08-30 08:29:04.772413,4033.92,1664.8,0.20919416762862053,11425,North,37,Clothing,2023-09-20 08:29:04.804690,473.97,3,6,1.009739450608492,5,33
1455,2024-04-28 08:29:04.772418,1876.49,105.82,0.619183778517851,8479,East,47,Electronics,2023-07-19 08:29:04.804715,221.5,8,3,1.0952371090938877,4,26
1828,2024-11-30 08:29:04.772424,4280.36,165.36,0.2460352262142299,9654,South,34,Clothing,2023-12-26 08:29:04.804733,427.53,5,5,1.1175667857216554,7,3
1894,2024-03-17 08:29:04.772429,4020.9,2748.67,0.8772802313513668,5909,South,45,Clothing,2023-07-29 08:29:04.804743,317.94,4,4,1.0077473910420482,5,23
2384,2024-12-09 08:29:04.772435,1776.37,3355.82,0.10389135441431396,5041,West,63,Clothing,2023-07-03 08:29:04.804751,430.44,5,5,1.058450981522672,2,25
2958,2024-02-21 08:29:04.772440,3484.69,2839.58,0.0323685340055202,18398,East,37,Automotive,2023-10-14 08:29:04.804759,613.5,8,5,1.1613669421079422,6,20
4072,2024-08-30 08:29:04.772445,840.18,1641.37,0.08837824596090393,1567,West,60,Electronics,2023-07-29 08:29:04.804767,628.41,7,5,0.8260794962829153,4,47
3434,2024-06-07 08:29:04.772451,4486.59,153.61,0.8456431203863204,17765,North,33,Clothing,2023-11-15 08:29:04.804775,276.73,6,5,0.8396690214214318,6,49
2996,2024-03-25 08:29:04.772456,2052.23,3870.58,0.651229519665661,7409,North,19,Automotive,2023-04-09 08:29:04.804782,130.25,2,5,0.9831440336147859,1,36
3395,2024-04-03 08:29:04.772461,2305.35,3945.75,0.9577446331172503,14736,North,57,Clothing,2023-03-08 08:29:04.804790,757.22,5,5,1.0438938572758023,1,35
1189,2024-12-29 08:29:04.772467,3543.51,2210.98,0.3362965412697576,11429,East,53,Electronics,2023-09-29 08:29:04.804798,552.14,9,3,0.8018536743755453,4,43
1504,2024-12-06 08:29:04.772472,4113.16,310.56,0.21267812800969943,8792,West,33,Clothing,2023-03-22 08:29:04.804806,470.0,9,5,0.9810193322890455,7,33
2214,2024-02-13 08:29:04.772477,1219.9,2177.66,0.5619752393137492,15819,West,49,Clothing,2023-03-18 08:29:04.804814,173.12,9,4,0.8691043555790791,7,5
2531,2024-12-25 08:29:04.772483,3323.68,3572.58,0.5378282791267486,3316,North,47,Home & Kitchen,2023-03-24 08:29:04.804822,443.93,3,4,1.0580418570620613,1,4
4440,2024-10-12 08:29:04.772488,1990.39,2729.54,0.5910239881953218,6911,West,53,Automotive,2024-01-30 08:29:04.804830,827.27,9,6,0.9070942282994693,5,8
4480,2024-08-06 08:29:04.772493,1875.08,2888.36,0.3475338626603488,16221,South,63,Electronics,2023-03-04 08:29:04.804838,602.36,9,6,1.160775251032892,6,11
1823,2024-02-03 08:29:04.772499,3465.63,367.33,0.0058969400367867575,17291,South,51,Automotive,2023-11-22 08:29:04.804846,136.43,5,5,0.8255389762990548,5,43
1928,2024-03-22 08:29:04.772504,1966.56,452.85,0.03503165294061683,7704,South,41,Home & Kitchen,2023-07-04 08:29:04.804854,365.66,6,6,1.1236824211266616,7,27
1933,2024-04-10 08:29:04.772510,1763.24,535.57,0.6638264614225129,19399,South,31,Clothing,2024-01-24 08:29:04.804861,980.81,7,6,0.9569310207795628,6,10
2140,2024-02-29 08:29:04.772516,4187.65,3620.38,0.5232580481554814,2239,West,60,Electronics,2023-08-01 08:29:04.804869,567.28,6,5,1.1428642343356745,5,45
1133,2024-10-25 08:29:04.772521,551.32,2117.62,0.8210112596512735,4552,South,44,Electronics,2023-08-21 08:29:04.804877,322.08,5,6,1.1260490432103123,5,20
3105,2024-07-01 08:29:04.772527,3395.67,3172.55,0.30040985878679693,17142,South,36,Automotive,2023-05-08 08:29:04.804885,917.77,1,4,0.8957170779031202,9,32
4627,2024-03-19 08:29:04.772532,1281.19,487.71,0.8154722372311751,6286,South,35,Clothing,2023-04-12 08:29:04.804894,369.2,4,5,0.8202271053184735,3,48
1684,2024-09-15 08:29:04.772537,126.72,3712.74,0.4254914134515433,12513,South,31,Home & Kitchen,2023-02-08 08:29:04.804902,743.41,8,4,1.0782085645646893,9,27
3719,2025-01-24 08:29:04.772542,875.48,3289.93,0.09669838554633725,13096,South,35,Clothing,2023-11-12 08:29:04.804910,189.86,8,4,0.881757820434114,2,49
3220,2024-10-13 08:29:04.772548,3052.97,922.31,0.9779115625906942,5220,East,27,Automotive,2023-05-15 08:29:04.804918,198.67,6,3,1.1722028418778283,7,18
2852,2024-12-26 08:29:04.772553,3560.18,3500.5,0.5119359291455199,14945,East,52,Electronics,2023-05-02 08:29:04.804925,583.25,3,3,0.8268922448893146,6,26
1814,2024-12-22 08:29:04.772559,154.24,1075.87,0.6294785139623463,4226,South,25,Electronics,2023-10-19 08:29:04.804932,277.83,8,6,0.9295920218595126,8,35
2172,2024-09-02 08:29:04.772564,230.31,845.2,0.6707971864895679,1178,South,56,Clothing,2023-03-29 08:29:04.804940,96.87,7,4,0.8050596030007269,9,28
1079,2024-10-04 08:29:04.772569,4517.58,1079.05,0.36241225222688067,13529,West,22,Clothing,2024-01-04 08:29:04.804948,930.14,9,6,0.9268078423272386,6,1
3933,2024-05-14 08:29:04.772574,412.86,3642.52,0.7475283198621373,9598,South,57,Clothing,2023-12-16 08:29:04.804956,103.19,3,5,1.016503472130036,2,34
4284,2024-11-04 08:29:04.772580,4476.2,3664.9,0.8702664653510171,8959,North,35,Clothing,2023-03-25 08:29:04.804964,731.57,6,4,1.0619450230156215,4,26
1202,2024-11-15 08:29:04.772585,1179.42,1336.11,0.3871869764138588,6626,East,37,Home & Kitchen,2023-12-08 08:29:04.804971,366.34,1,6,1.0905735305548712,3,6
3811,2024-03-23 08:29:04.772590,3713.09,2830.57,0.6570008866315482,13727,South,48,Home & Kitchen,2023-11-14 08:29:04.804980,936.83,8,4,1.1333800765289397,3,49
2252,2024-06-30 08:29:04.772595,1583.18,2712.71,0.7571238239772095,5406,East,22,Home & Kitchen,2024-01-31 08:29:04.804989,986.75,2,6,0.8443136514528558,5,46
2699,2024-04-20 08:29:04.772601,4300.82,3232.05,0.19012589768908128,8398,South,65,Home & Kitchen,2023-08-17 08:29:04.804996,368.66,5,5,1.1047490560978348,1,25
2250,2024-06-05 08:29:04.772606,3517.25,1207.14,0.33259608439596744,18084,North,43,Automotive,2024-01-09 08:29:04.805004,611.55,6,3,0.9113475105529026,9,17
2682,2024-08-18 08:29:04.772611,2038.98,2055.25,0.10879584638095485,14939,South,29,Electronics,2023-06-18 08:29:04.805012,784.34,4,4,0.8552987272487591,4,26
2555,2024-11-04 08:29:04.772616,427.7,2680.67,0.6022084642482034,1616,East,33,Electronics,2023-04-09 08:29:04.805020,167.24,9,6,0.906262057055647,7,21
4512,2024-09-11 08:29:04.772622,3676.87,134.24,0.8009376958208562,6844,East,25,Automotive,2023-05-17 08:29:04.805029,723.99,3,3,1.1431972317427763,7,32
4473,2024-08-23 08:29:04.772627,3103.58,1525.65,0.6108386565849336,9590,East,20,Automotive,2023-05-13 08:29:04.805036,910.89,2,5,1.0509566735596607,7,25
3094,2024-12-15 08:29:04.772632,64.41,2792.68,0.17978383097704398,13712,West,58,Home & Kitchen,2023-08-21 08:29:04.805045,219.58,3,3,1.038952596754385,5,32
2256,2024-10-10 08:29:04.772637,96.63,1032.8,0.5463684910261374,14578,East,57,Clothing,2024-01-22 08:29:04.805053,846.77,5,5,1.033854767100192,4,41
4376,2024-12-16 08:29:04.772642,4053.53,3832.09,0.8349341485264097,11336,South,32,Electronics,2023-10-08 08:29:04.805061,159.82,1,6,0.9634510164621994,4,19
2549,2024-05-28 08:29:04.772647,1334.03,149.74,0.3027247960782191,17942,North,41,Automotive,2023-08-27 08:29:04.805069,589.89,4,5,0.9668018264258592,5,2
2166,2024-10-18 08:29:04.772653,3198.86,3833.61,0.8326515022526404,17571,North,33,Clothing,2023-02-10 08:29:04.805077,372.4,1,3,0.8593297831430726,6,35
4486,2024-11-06 08:29:04.772658,2298.36,890.55,0.784623283769988,8652,South,54,Home & Kitchen,2023-05-05 08:29:04.805085,498.13,9,6,0.9330451981205838,7,16
4584,2024-09-18 08:29:04.772663,4323.98,223.82,0.02174080783667487,9479,West,63,Automotive,2023-08-27 08:29:04.805093,335.6,3,6,1.0048128565599246,5,16
2396,2024-10-14 08:29:04.772668,4588.96,1191.12,0.23945481408550195,13186,South,59,Electronics,2023-03-18 08:29:04.805102,297.51,2,4,1.0424070784237063,9,33
4637,2025-01-12 08:29:04.772674,4984.2,3151.54,0.5429424057977258,11336,East,50,Electronics,2023-02-02 08:29:04.805109,755.98,5,6,0.8286554873953536,9,24
4957,2024-10-28 08:29:04.772680,810.74,3017.19,0.7176173700192593,10856,West,39,Electronics,2023-07-14 08:29:04.805118,261.96,1,6,0.9335240960989767,1,31
4330,2024-09-02 08:29:04.772685,4321.67,859.1,0.8805305256528292,8895,South,27,Automotive,2023-10-03 08:29:04.805126,437.99,7,6,0.9357683090650474,5,42
3703,2024-05-29 08:29:04.772690,1366.81,811.26,0.6410423182678943,2991,West,37,Electronics,2023-09-15 08:29:04.805134,310.83,9,4,1.0060280798212886,2,23
1470,2024-04-16 08:29:04.772695,2974.54,2581.04,0.3803441712495391,14428,North,33,Home & Kitchen,2023-08-23 08:29:04.805142,276.7,1,5,1.0840138024427959,4,17
4018,2024-07-05 08:29:04.772738,2553.58,1848.59,0.18462720673731536,7504,South,30,Electronics,2023-07-08 08:29:04.805150,645.74,8,3,1.0540930603369048,7,33
2035,2024-09-26 08:29:04.772748,139.04,3175.39,0.7600358554624315,12060,South,42,Home & Kitchen,2023-12-08 08:29:04.805158,93.16,8,6,1.0283540815655583,6,37
2353,2024-06-09 08:29:04.772754,4667.22,125.81,0.20678155932412012,7511,North,27,Electronics,2023-02-27 08:29:04.805166,799.45,7,3,0.9165674663521554,7,36
3783,2024-09-30 08:29:04.772759,437.72,2453.34,0.6954305214682498,12250,West,23,Home & Kitchen,2023-05-17 08:29:04.805175,568.92,4,3,1.1356225798557742,3,19
3831,2024-09-14 08:29:04.772764,3456.68,2930.77,0.1812116173712074,5362,North,56,Automotive,2023-12-19 08:29:04.805183,837.02,7,6,1.1141170300282317,5,21
1967,2024-10-07 08:29:04.772770,3935.78,3973.74,0.09105385030946445,5850,West,32,Home & Kitchen,2023-08-26 08:29:04.805191,252.37,2,3,0.87344511686976,6,39
1357,2024-08-21 08:29:04.772775,3986.67,2724.76,0.2511002237065345,13182,South,39,Automotive,2023-04-03 08:29:04.805200,723.94,6,5,1.0620526276511861,6,40
4019,2024-07-13 08:29:04.772780,720.7,950.43,0.28492980552511427,13035,West,20,Clothing,2023-02-11 08:29:04.805208,449.55,5,3,1.1626618328124705,6,19
4479,2024-06-10 08:29:04.772786,2265.47,459.5,0.64720913449491,12203,West,31,Home & Kitchen,2023-10-26 08:29:04.805217,122.96,5,3,0.9742405167142201,9,8
1667,2025-01-02 08:29:04.772791,4155.67,2574.44,0.1608833677420589,10111,East,33,Automotive,2024-01-06 08:29:04.805225,764.85,8,4,1.1699077085274014,6,26
1372,2025-01-19 08:29:04.772796,1548.26,2107.04,0.9303069129868882,15596,East,22,Clothing,2023-02-07 08:29:04.805233,774.08,1,5,0.8087855104570572,2,41
2031,2024-07-08 08:29:04.772802,2365.36,3599.61,0.5543616863422735,14606,East,58,Electronics,2023-07-18 08:29:04.805241,307.37,8,3,1.006495999513672,9,18
2145,2024-08-16 08:29:04.772807,1400.33,2914.63,0.49093173081646546,855,North,24,Clothing,2023-10-27 08:29:04.805249,920.24,4,6,0.90250801171674,4,14
2371,2024-05-28 08:29:04.772812,2344.58,2053.68,0.4346945143083677,8932,North,61,Home & Kitchen,2023-06-07 08:29:04.805257,775.77,6,3,0.9048629587207754,7,18
3723,2024-12-14 08:29:04.772817,4444.8,1632.25,0.566601346950191,16200,East,42,Clothing,2024-01-20 08:29:04.805265,341.42,6,6,1.1510188792622877,6,37
1089,2024-05-29 08:29:04.772823,2302.86,1635.37,0.022446967161782294,14350,South,28,Electronics,2023-12-18 08:29:04.805273,277.15,1,5,0.9245997874111933,9,28
4719,2024-09-25 08:29:04.772828,2801.76,928.43,0.9900863745790824,17738,South,63,Clothing,2024-01-23 08:29:04.805281,468.09,8,5,0.8093324920480133,3,33
3745,2024-09-05 08:29:04.772833,2049.68,98.78,0.557524376194266,12435,South,64,Home & Kitchen,2024-01-31 08:29:04.805302,328.15,4,4,1.015875474844235,8,6
4387,2024-10-04 08:29:04.772838,2327.58,2312.4,0.03519500214017779,7204,North,31,Home & Kitchen,2023-03-11 08:29:04.805310,256.17,9,6,1.1883452171748998,5,7
4249,2024-08-31 08:29:04.772843,125.11,873.29,0.5899776046995998,15879,West,49,Automotive,2023-07-06 08:29:04.805319,429.15,7,6,0.8316381967543346,6,5
1539,2024-11-19 08:29:04.772849,1454.54,857.06,0.4370787582896788,9752,North,52,Electronics,2023-12-09 08:29:04.805326,74.42,4,5,0.9145199594828286,3,27
3779,2024-02-02 08:29:04.772854,2211.08,527.76,0.02403769666640887,9073,East,35,Electronics,2023-10-20 08:29:04.805335,431.34,1,6,0.9878012707739988,3,8
1868,2024-09-15 08:29:04.772859,3187.3,782.69,0.924428752157473,1632,West,63,Clothing,2023-09-02 08:29:04.805343,260.58,9,6,1.1321920441376585,7,38
1040,2024-08-08 08:29:04.772864,2277.76,156.2,0.01056687207381335,19360,South,26,Electronics,2024-01-22 08:29:04.805352,301.12,6,3,0.9075580590803874,6,33
1739,2024-04-16 08:29:04.772870,1722.19,2706.7,0.5778716768778214,16034,North,42,Home & Kitchen,2023-12-23 08:29:04.805359,128.43,6,4,0.9374741007232099,2,12
4775,2025-01-11 08:29:04.772875,1971.09,1623.55,0.961790747626224,11530,North,24,Clothing,2023-12-19 08:29:04.805367,609.49,1,3,0.9537979897472538,8,37
2946,2024-07-19 08:29:04.772880,1249.35,2259.25,0.237604496983026,2579,East,58,Automotive,2023-05-09 08:29:04.805375,498.41,5,5,0.9518536502991696,5,37
3549,2024-03-06 08:29:04.772886,4626.25,2558.72,0.25417907424359665,1444,South,42,Clothing,2023-04-29 08:29:04.805383,763.1,4,6,0.8801380997831538,7,15
4006,2024-08-08 08:29:04.772891,2632.63,3890.76,0.0004231285601523638,6340,North,38,Clothing,2023-08-30 08:29:04.805392,987.74,1,6,1.1662663526525014,3,17
4216,2024-02-11 08:29:04.772896,116.38,301.02,0.0663511719879809,7174,North,22,Automotive,2023-11-11 08:29:04.805399,163.56,7,5,1.117164120272092,5,37
2224,2024-09-11 08:29:04.772902,146.26,1689.13,0.044888411577088116,11221,West,65,Clothing,2023-07-19 08:29:04.805407,308.8,4,6,1.1902571118479934,3,42
1928,2024-05-29 08:29:04.772908,4866.16,1006.21,0.8226562836884255,12993,North,19,Electronics,2023-12-11 08:29:04.805416,698.33,3,5,0.9483974973663356,3,29
3036,2024-10-29 08:29:04.772913,1146.18,1922.55,0.836737569944919,12010,West,32,Clothing,2023-06-23 08:29:04.805425,275.45,2,4,0.8181181193257194,1,3
4795,2024-06-05 08:29:04.772918,4037.76,3684.28,0.7267000841845227,1334,North,55,Clothing,2023-12-04 08:29:04.805432,78.64,8,6,0.8462004343121128,3,11
3508,2024-07-09 08:29:04.772923,338.46,2904.22,0.3527450125170921,4684,South,54,Clothing,2023-04-13 08:29:04.805440,154.32,5,3,0.9429934494839485,7,26
3779,2024-12-13 08:29:04.772929,4609.76,2657.94,0.8212544498888422,7678,East,23,Home & Kitchen,2023-05-01 08:29:04.805449,461.95,9,3,1.1644256408224332,9,40
3799,2024-05-30 08:29:04.772934,4378.36,1781.75,0.539774520242882,5668,South,39,Home & Kitchen,2023-03-04 08:29:04.805457,459.25,5,4,1.192433893707017,1,45
