CustomerID,ProductID,ProductCategory,TransactionDate,Revenue,Cost,Region,ShippingType,PaymentMethod,RiskFlag,OnTimeDelivery,Returns,TaxBracket,CampaignID
2043,326,Automotive,2023-08-05 08:29:47.333153,1378.32,3968.83,South,Standard,Credit Card,High,True,0,Low,64
1281,424,Clothing,2024-11-29 08:29:47.333158,2579.04,3402.4,East,Overnight,Debit Card,High,True,0,Medium,85
3844,109,Clothing,2024-07-18 08:29:47.333163,1710.96,1146.68,East,Overnight,Bank Transfer,Medium,True,0,Medium,68
2058,496,Clothing,2023-08-07 08:29:47.333168,2302.31,3813.23,North,Overnight,Bank Transfer,High,True,0,High,21
5293,483,Electronics,2024-10-16 08:29:47.333173,874.17,3926.4,East,Express,Debit Card,Low,True,0,Medium,31
3532,454,Automotive,2024-04-10 08:29:47.333178,1667.31,947.73,South,Express,Crypto,High,False,0,High,54
4828,387,Home & Kitchen,2023-04-26 08:29:47.333183,398.07,3585.5,East,Standard,Bank Transfer,Low,False,0,Medium,90
2008,211,Home & Kitchen,2023-11-06 08:29:47.333188,4454.07,3536.31,East,Express,Crypto,Medium,True,0,Low,74
2229,123,Clothing,2023-08-15 08:29:47.333193,1033.82,187.82,West,Standard,Debit Card,Medium,True,0,High,8
2035,390,Electronics,2024-08-27 08:29:47.333198,3796.66,2688.67,South,Overnight,Bank Transfer,Medium,True,1,Medium,82
5585,438,Clothing,2023-12-21 08:29:47.333204,1780.28,1241.96,East,Standard,Bank Transfer,High,True,1,Low,18
1275,425,Home & Kitchen,2023-02-04 08:29:47.333208,2398.27,2708.21,North,Overnight,PayPal,Medium,True,0,Medium,58
3740,267,Automotive,2023-03-19 08:29:47.333213,1491.74,3656.83,West,Overnight,Bank Transfer,High,True,0,High,77
3289,208,Home & Kitchen,2023-07-26 08:29:47.333219,3497.38,2010.15,North,Standard,Credit Card,Medium,True,0,Low,66
2239,289,Automotive,2023-07-08 08:29:47.333224,4230.5,1675.22,North,Express,PayPal,Low,True,0,Low,10
1125,454,Automotive,2024-01-21 08:29:47.333229,1467.04,3688.48,West,Express,Debit Card,High,True,0,Medium,49
5065,295,Electronics,2023-06-21 08:29:47.333234,1248.98,3897.24,North,Standard,Credit Card,Low,True,0,High,45
5312,132,Home & Kitchen,2023-11-02 08:29:47.333239,3423.13,277.08,South,Express,Credit Card,Low,True,0,High,64
4868,304,Clothing,2024-07-12 08:29:47.333244,1016.01,3693.71,South,Overnight,Crypto,Low,True,0,High,14
2208,411,Electronics,2023-11-05 08:29:47.333249,3217.21,358.59,North,Overnight,PayPal,Medium,True,0,High,67
4249,281,Automotive,2024-07-27 08:29:47.333254,517.42,1369.03,South,Express,Crypto,Low,True,0,Low,44
1918,246,Home & Kitchen,2023-06-02 08:29:47.333259,3119.68,3057.42,East,Express,PayPal,Low,True,0,High,65
4923,367,Clothing,2023-02-06 08:29:47.333264,2591.36,3114.84,East,Overnight,PayPal,Low,True,0,Medium,79
5403,110,Electronics,2024-01-28 08:29:47.333269,613.83,2911.51,East,Standard,Credit Card,High,True,0,High,45
2969,169,Clothing,2024-02-25 08:29:47.333274,3263.06,185.28,North,Express,Bank Transfer,High,True,1,Low,98
3793,355,Home & Kitchen,2024-05-13 08:29:47.333279,2260.46,557.88,North,Express,Crypto,High,True,0,Medium,36
1891,495,Clothing,2023-06-21 08:29:47.333284,1124.72,3746.78,South,Standard,Crypto,High,True,1,Low,39
5470,318,Electronics,2023-08-06 08:29:47.333289,1799.25,353.4,South,Overnight,Credit Card,High,True,0,High,74
3033,396,Clothing,2023-07-29 08:29:47.333294,2485.91,341.83,South,Standard,Bank Transfer,High,True,0,Low,57
2364,461,Home & Kitchen,2024-03-30 08:29:47.333299,503.19,3347.51,North,Standard,PayPal,High,True,0,High,77
1128,358,Electronics,2023-02-04 08:29:47.333305,4790.17,2575.83,South,Standard,PayPal,Medium,True,0,Medium,31
2014,102,Automotive,2023-05-03 08:29:47.333310,3344.53,1426.07,East,Express,Bank Transfer,High,True,0,Medium,25
2799,183,Electronics,2024-08-18 08:29:47.333315,557.55,687.87,East,Overnight,PayPal,Low,True,1,High,21
5612,255,Home & Kitchen,2023-05-20 08:29:47.333320,4123.17,3540.16,West,Overnight,Crypto,Medium,True,0,High,8
2518,250,Clothing,2024-11-03 08:29:47.333325,1646.65,3954.49,West,Express,Crypto,High,True,1,High,8
5181,275,Automotive,2024-07-14 08:29:47.333330,3004.16,228.39,West,Standard,Crypto,High,True,0,Low,18
2198,294,Automotive,2024-05-04 08:29:47.333335,1421.86,2229.83,East,Express,Credit Card,Low,True,1,Low,17
4873,206,Clothing,2024-12-10 08:29:47.333340,3680.36,1067.38,North,Standard,PayPal,Low,True,0,Medium,39
3474,233,Home & Kitchen,2023-09-29 08:29:47.333345,3628.89,3334.58,South,Standard,Credit Card,Low,True,0,Medium,74
4485,375,Electronics,2024-07-16 08:29:47.333351,2782.62,1403.91,South,Standard,PayPal,Medium,True,0,High,12
5049,494,Home & Kitchen,2025-01-07 08:29:47.333357,1242.58,2867.08,North,Standard,Crypto,Medium,True,1,Medium,54
4719,451,Automotive,2023-04-06 08:29:47.333362,1305.83,2171.91,West,Express,Crypto,Medium,True,0,Medium,69
1302,479,Electronics,2024-06-21 08:29:47.333367,1945.17,2179.85,North,Standard,Bank Transfer,Medium,False,0,High,20
4952,254,Electronics,2024-06-23 08:29:47.333372,767.81,3436.26,East,Express,PayPal,Low,True,1,Low,42
5683,376,Clothing,2023-04-08 08:29:47.333377,1721.4,1897.51,North,Standard,Debit Card,Low,True,0,Low,96
1986,335,Home & Kitchen,2024-05-09 08:29:47.333382,3437.56,3387.03,East,Express,Credit Card,Low,True,0,High,37
2863,339,Electronics,2024-11-18 08:29:47.333387,4162.68,1472.8,East,Overnight,Crypto,Low,True,0,High,98
5440,469,Clothing,2024-11-14 08:29:47.333392,1696.28,723.89,West,Express,Bank Transfer,Low,True,0,Medium,27
5909,112,Home & Kitchen,2023-08-05 08:29:47.333397,1206.27,1838.25,South,Overnight,Bank Transfer,High,True,0,Medium,71
4072,441,Automotive,2023-11-22 08:29:47.333403,4171.58,2008.47,West,Express,Crypto,Low,True,0,Medium,16
4124,134,Automotive,2024-11-26 08:29:47.333407,4458.98,1929.18,East,Overnight,PayPal,Low,True,0,Low,15
2327,146,Home & Kitchen,2024-02-08 08:29:47.333413,2079.61,3239.07,West,Express,Bank Transfer,High,True,0,Low,61
3408,313,Electronics,2025-01-12 08:29:47.333418,183.18,2271.78,South,Standard,PayPal,Medium,True,0,Medium,60
4673,245,Electronics,2023-03-26 08:29:47.333423,3490.06,3557.12,West,Overnight,Bank Transfer,Low,True,0,High,1
4291,258,Automotive,2023-07-14 08:29:47.333428,3930.96,2071.32,East,Standard,Credit Card,High,True,1,High,18
5033,224,Automotive,2023-07-05 08:29:47.333433,139.22,922.12,South,Overnight,PayPal,High,True,0,High,83
1703,209,Electronics,2023-11-21 08:29:47.333438,2995.4,544.1,West,Standard,Bank Transfer,High,True,0,Low,89
1574,136,Home & Kitchen,2023-11-16 08:29:47.333443,2962.43,3477.4,North,Standard,Crypto,High,False,0,Medium,56
4232,376,Automotive,2025-01-21 08:29:47.333448,1924.6,253.01,South,Express,Debit Card,Medium,True,0,High,65
5783,113,Electronics,2023-10-18 08:29:47.333453,3761.35,496.91,West,Standard,Crypto,Medium,True,0,Low,96
3632,446,Home & Kitchen,2023-05-09 08:29:47.333458,2169.49,282.72,North,Overnight,PayPal,Medium,True,0,High,96
4828,331,Clothing,2024-02-17 08:29:47.333463,3400.04,1712.22,South,Overnight,Crypto,Low,True,0,Low,41
4230,415,Home & Kitchen,2023-06-08 08:29:47.333469,2609.73,2144.48,North,Overnight,Crypto,High,True,0,Medium,10
1488,223,Electronics,2024-01-24 08:29:47.333474,1279.9,108.9,West,Express,Debit Card,Low,True,1,High,57
2347,378,Home & Kitchen,2024-08-08 08:29:47.333479,3052.18,2076.88,North,Express,Crypto,High,True,0,Low,31
4681,210,Electronics,2023-09-03 08:29:47.333484,3697.7,1593.23,North,Overnight,Bank Transfer,High,True,0,Medium,21
4173,223,Automotive,2024-09-22 08:29:47.333489,4870.83,3101.37,East,Standard,Credit Card,Medium,False,1,Low,1
5589,129,Clothing,2023-07-14 08:29:47.333494,1931.54,3324.93,North,Express,Debit Card,Medium,True,1,High,88
2667,214,Automotive,2024-04-12 08:29:47.333499,369.14,2749.32,South,Standard,PayPal,Low,True,0,High,33
2637,189,Automotive,2023-03-06 08:29:47.333504,4940.46,1909.78,North,Express,Bank Transfer,High,True,0,High,90
5114,311,Electronics,2024-02-12 08:29:47.333509,3137.84,888.11,North,Express,PayPal,High,True,0,Low,87
4553,137,Electronics,2024-06-20 08:29:47.333514,4734.93,3393.05,South,Express,Debit Card,Low,False,0,High,19
2000,182,Electronics,2023-08-25 08:29:47.333519,563.94,1386.43,West,Express,Debit Card,Medium,True,0,High,18
1850,126,Electronics,2023-02-23 08:29:47.333524,1743.07,1444.48,West,Overnight,Crypto,High,True,0,High,46
2388,316,Automotive,2023-09-09 08:29:47.333529,712.99,3666.57,North,Express,Debit Card,High,True,0,High,97
4712,459,Electronics,2024-01-28 08:29:47.333534,4185.78,3903.12,South,Express,PayPal,High,True,0,High,11
2367,471,Electronics,2023-04-05 08:29:47.333539,4407.7,3595.58,North,Overnight,Debit Card,Medium,True,0,Low,75
1821,314,Automotive,2023-06-20 08:29:47.333544,2531.49,3992.99,South,Overnight,Credit Card,Medium,True,0,High,96
1454,320,Clothing,2023-04-19 08:29:47.333549,973.7,3479.57,South,Overnight,Crypto,Low,True,0,Medium,99
2624,114,Clothing,2023-09-18 08:29:47.333555,679.24,2826.3,West,Overnight,Debit Card,Medium,True,0,High,56
3772,358,Home & Kitchen,2024-11-01 08:29:47.333560,2961.41,1196.46,North,Standard,Credit Card,Medium,True,0,Low,29
4726,365,Automotive,2023-04-15 08:29:47.333565,2556.56,3813.24,North,Overnight,PayPal,Low,True,0,High,3
4147,219,Electronics,2024-11-19 08:29:47.333570,3489.21,3510.21,North,Overnight,PayPal,Low,True,0,High,19
5089,227,Home & Kitchen,2023-11-24 08:29:47.333575,1560.78,985.76,North,Overnight,Credit Card,High,True,1,Low,68
5806,310,Clothing,2023-03-13 08:29:47.333580,2041.72,1971.98,North,Standard,Credit Card,Medium,False,0,Low,99
3190,110,Clothing,2024-02-17 08:29:47.333585,155.74,308.12,North,Overnight,Debit Card,Low,True,0,High,35
1916,275,Automotive,2024-05-12 08:29:47.333590,3070.21,3814.64,East,Standard,Crypto,Low,True,0,High,45
4986,232,Electronics,2024-05-04 08:29:47.333595,2144.56,2303.89,North,Express,Crypto,High,True,0,Low,11
3875,424,Electronics,2023-09-09 08:29:47.333600,4602.83,1003.45,East,Standard,Bank Transfer,Medium,True,0,Low,83
2440,419,Home & Kitchen,2023-09-10 08:29:47.333605,3226.84,1190.83,East,Overnight,Credit Card,High,True,0,High,50
5400,113,Clothing,2023-05-24 08:29:47.333610,2023.54,3923.21,East,Standard,PayPal,Medium,False,0,Low,52
1735,149,Home & Kitchen,2023-12-07 08:29:47.333615,1354.77,2473.99,North,Standard,Bank Transfer,Low,True,0,High,25
4568,171,Home & Kitchen,2024-11-19 08:29:47.333621,4531.16,1700.11,South,Standard,Credit Card,High,True,0,High,84
4338,168,Home & Kitchen,2024-11-17 08:29:47.333626,130.51,2014.39,West,Standard,Credit Card,Medium,True,0,Medium,85
4015,490,Electronics,2023-04-16 08:29:47.333631,1668.22,421.24,South,Standard,Bank Transfer,Low,True,0,Medium,75
3889,482,Clothing,2023-09-15 08:29:47.333638,4720.35,327.84,South,Standard,Crypto,High,True,0,High,16
1961,115,Home & Kitchen,2023-07-06 08:29:47.333643,3287.46,2383.05,North,Standard,Credit Card,High,True,0,Low,26
3989,433,Clothing,2024-09-06 08:29:47.333648,2686.96,2062.66,South,Standard,Bank Transfer,Low,True,0,Low,74
4848,456,Clothing,2024-12-15 08:29:47.333653,1057.5,1455.84,South,Express,Debit Card,Medium,True,0,Medium,71
2026,155,Home & Kitchen,2024-10-17 08:29:47.333658,4175.21,2277.47,North,Express,Debit Card,Medium,True,0,Medium,5
4865,204,Home & Kitchen,2024-10-13 08:29:47.333663,1060.79,318.52,North,Overnight,PayPal,High,True,0,High,1
3863,231,Automotive,2024-03-19 08:29:47.333668,1278.85,3777.64,West,Overnight,Crypto,Low,True,0,High,30
3501,147,Electronics,2024-10-01 08:29:47.333673,999.66,1196.04,West,Overnight,Bank Transfer,Medium,True,0,Low,24
2947,347,Clothing,2023-09-19 08:29:47.333678,832.84,314.96,East,Overnight,Crypto,Medium,True,0,Medium,20
2177,372,Home & Kitchen,2024-12-18 08:29:47.333683,4768.9,702.93,West,Overnight,Crypto,Medium,False,0,Medium,91
5760,210,Home & Kitchen,2024-10-23 08:29:47.333688,3030.06,409.03,North,Overnight,Bank Transfer,High,True,0,Low,49
1011,425,Clothing,2023-02-24 08:29:47.333694,3207.29,739.06,South,Express,Credit Card,High,True,1,Low,15
5399,435,Home & Kitchen,2024-03-25 08:29:47.333708,4773.91,1684.51,North,Express,Debit Card,High,True,0,Medium,89
4364,448,Automotive,2024-06-30 08:29:47.333714,1191.35,2960.06,North,Express,PayPal,Medium,True,0,High,47
4022,137,Clothing,2023-10-25 08:29:47.333719,79.29,1111.22,South,Standard,Credit Card,Low,True,0,High,38
4371,456,Home & Kitchen,2023-12-04 08:29:47.333724,3014.47,1760.63,West,Standard,Crypto,Low,True,1,High,71
3830,339,Clothing,2024-01-07 08:29:47.333729,2563.83,3717.17,South,Overnight,Crypto,Low,True,0,Low,97
1042,417,Home & Kitchen,2023-03-05 08:29:47.333734,2414.37,1204.41,North,Express,Bank Transfer,High,True,0,Low,11
1943,220,Home & Kitchen,2024-10-10 08:29:47.333739,356.31,3185.04,West,Overnight,Debit Card,Medium,True,0,Medium,45
3390,147,Electronics,2024-05-03 08:29:47.333744,2299.45,656.53,North,Express,Debit Card,Medium,True,0,Low,13
3545,109,Clothing,2024-10-20 08:29:47.333749,1473.42,737.94,North,Express,PayPal,Low,True,0,Medium,48
3411,332,Electronics,2024-07-04 08:29:47.333754,1409.1,1840.93,West,Overnight,Credit Card,Medium,True,0,Low,55
5986,135,Home & Kitchen,2025-01-08 08:29:47.333759,1150.79,959.39,South,Overnight,PayPal,Low,True,0,Medium,4
2004,103,Clothing,2024-08-24 08:29:47.333764,1696.02,3615.02,East,Standard,Crypto,High,True,0,High,30
1020,143,Clothing,2024-02-22 08:29:47.333770,1798.01,231.49,West,Express,Crypto,Low,True,0,High,48
1406,155,Automotive,2023-12-27 08:29:47.333782,1578.44,2401.17,North,Standard,Debit Card,High,True,0,High,99
2014,141,Automotive,2023-11-03 08:29:47.333788,4894.83,2428.79,North,Standard,Crypto,Medium,True,0,Medium,85
5431,354,Home & Kitchen,2023-03-03 08:29:47.333793,4667.02,292.12,West,Standard,Credit Card,Medium,True,0,Medium,67
2838,327,Home & Kitchen,2024-09-09 08:29:47.333798,2893.82,2938.28,North,Standard,Credit Card,High,True,0,High,70
4188,213,Home & Kitchen,2023-12-30 08:29:47.333803,4906.22,1891.52,East,Express,PayPal,Medium,True,0,Low,56
1714,336,Home & Kitchen,2023-08-13 08:29:47.333808,4956.43,2900.6,West,Express,Credit Card,High,True,0,Medium,45
5146,496,Automotive,2024-09-11 08:29:47.333813,1811.9,3312.89,North,Standard,Crypto,Low,True,0,Low,3
4854,273,Clothing,2024-06-04 08:29:47.333818,2253.68,1311.91,East,Express,Bank Transfer,High,True,0,High,16
5419,354,Electronics,2024-04-13 08:29:47.333823,4797.36,1953.41,North,Standard,Debit Card,Low,True,0,High,11
5884,376,Clothing,2024-11-09 08:29:47.333829,3062.7,1065.22,West,Overnight,Debit Card,Medium,True,0,Low,52
1140,434,Clothing,2023-07-20 08:29:47.333834,1104.0,830.01,South,Standard,Debit Card,Low,True,0,Medium,72
5565,168,Automotive,2024-08-12 08:29:47.333839,3462.43,32.36,East,Overnight,Bank Transfer,Low,True,0,Low,90
5882,425,Clothing,2023-06-30 08:29:47.333844,1068.44,3855.62,West,Standard,Crypto,Medium,True,0,High,51
1963,329,Clothing,2023-08-23 08:29:47.333849,1729.82,1780.49,West,Standard,Credit Card,Medium,True,0,Low,10
1372,166,Home & Kitchen,2023-08-07 08:29:47.333854,1176.42,81.89,West,Express,Crypto,Low,True,0,Medium,97
4635,403,Electronics,2024-10-12 08:29:47.333859,1262.65,65.49,South,Overnight,PayPal,High,False,0,High,34
3541,135,Clothing,2024-07-02 08:29:47.333864,73.05,1174.76,North,Express,Crypto,Low,True,0,Low,93
4610,258,Clothing,2023-11-19 08:29:47.333869,4409.51,85.33,South,Standard,Crypto,Medium,True,0,Low,83
2692,248,Electronics,2024-03-14 08:29:47.333874,1515.15,1516.82,West,Overnight,Debit Card,High,True,0,Low,25
1105,126,Home & Kitchen,2023-02-16 08:29:47.333879,477.55,279.87,East,Standard,Crypto,Low,True,0,Medium,22
2681,171,Automotive,2024-11-07 08:29:47.333884,480.59,185.83,North,Overnight,Bank Transfer,Medium,True,0,Low,91
5097,347,Automotive,2024-01-20 08:29:47.333889,2802.29,2687.44,South,Overnight,Debit Card,High,True,1,Low,15
5016,200,Clothing,2024-12-08 08:29:47.333895,4964.96,3630.16,East,Standard,PayPal,Medium,True,0,Low,53
3636,289,Home & Kitchen,2023-09-22 08:29:47.333899,767.86,1655.26,West,Standard,Bank Transfer,High,True,0,Medium,91
3137,195,Automotive,2024-05-19 08:29:47.333905,543.13,3351.98,East,Express,Bank Transfer,Low,True,0,Low,17
4416,483,Automotive,2023-06-24 08:29:47.333910,2219.6,146.18,East,Express,PayPal,High,True,0,Medium,1
5445,381,Automotive,2024-06-24 08:29:47.333915,2838.49,3117.43,West,Standard,Credit Card,High,True,0,Medium,7
4530,421,Automotive,2023-04-16 08:29:47.333920,1507.18,279.32,South,Express,Crypto,Low,True,0,High,41
2286,495,Automotive,2024-10-22 08:29:47.333925,1547.48,3358.6,West,Express,Crypto,High,False,0,High,83
4179,377,Clothing,2024-09-23 08:29:47.333930,2151.16,3532.99,East,Standard,Credit Card,Low,True,0,Medium,61
4654,116,Automotive,2024-06-25 08:29:47.333935,1605.02,3150.32,West,Overnight,PayPal,Medium,True,0,Medium,53
3359,362,Clothing,2023-10-11 08:29:47.333940,4580.89,3288.37,North,Standard,Credit Card,Medium,True,0,High,81
1444,206,Electronics,2023-10-30 08:29:47.333945,257.68,2259.09,North,Express,Debit Card,Medium,False,0,Medium,7
1035,167,Electronics,2025-01-08 08:29:47.333950,1211.12,1081.59,East,Standard,Debit Card,Low,True,0,High,32
2475,227,Home & Kitchen,2023-03-12 08:29:47.333955,4052.34,2583.63,West,Standard,Debit Card,Low,True,0,Low,39
4957,392,Clothing,2023-07-20 08:29:47.333960,4178.09,1774.98,East,Overnight,Credit Card,Low,True,0,High,89
2798,393,Home & Kitchen,2023-05-12 08:29:47.333965,602.2,51.19,West,Overnight,Bank Transfer,Low,True,0,Low,25
2845,195,Electronics,2024-03-07 08:29:47.333970,4870.13,1923.0,North,Express,Debit Card,Medium,True,0,Medium,81
2408,494,Electronics,2023-03-11 08:29:47.333975,3482.11,2615.22,North,Express,Credit Card,Low,True,0,Low,11
2708,100,Electronics,2023-10-08 08:29:47.333980,1399.34,85.12,East,Express,Debit Card,Medium,True,0,Medium,20
3938,397,Electronics,2024-02-26 08:29:47.333985,2307.39,2496.8,North,Express,Debit Card,High,True,1,Low,36
2300,279,Automotive,2024-08-04 08:29:47.333990,1520.84,2620.55,East,Express,Crypto,High,False,0,High,61
2243,280,Electronics,2023-12-06 08:29:47.333996,792.61,657.69,South,Standard,Credit Card,Medium,False,0,Low,38
4976,334,Automotive,2023-10-06 08:29:47.334001,1491.33,1741.36,East,Standard,Crypto,High,True,1,Medium,6
4097,418,Automotive,2024-12-12 08:29:47.334006,2921.46,3858.4,West,Express,PayPal,Medium,True,0,High,67
5616,436,Home & Kitchen,2024-12-31 08:29:47.334011,4138.55,3540.23,West,Overnight,Debit Card,Low,True,0,Low,45
1009,107,Automotive,2024-11-06 08:29:47.334016,1849.47,1660.96,West,Overnight,Debit Card,Medium,True,0,High,27
3425,126,Home & Kitchen,2023-09-16 08:29:47.334021,1772.11,1418.89,East,Express,Crypto,Low,True,0,Low,67
2660,407,Automotive,2023-08-03 08:29:47.334026,2366.6,522.6,South,Standard,Credit Card,High,True,0,Medium,10
3631,245,Automotive,2024-03-07 08:29:47.334031,3240.55,169.7,East,Overnight,Bank Transfer,Medium,False,0,Low,10
5815,190,Electronics,2023-05-31 08:29:47.334036,3770.5,1210.93,East,Overnight,Bank Transfer,Low,True,0,Medium,55
2072,441,Clothing,2023-11-23 08:29:47.334041,1667.66,3762.92,South,Overnight,PayPal,Medium,True,0,High,31
4225,371,Automotive,2023-06-22 08:29:47.334046,2952.44,3835.7,North,Overnight,Credit Card,Medium,True,1,High,6
5954,421,Clothing,2023-03-15 08:29:47.334051,1977.34,3255.7,North,Standard,Credit Card,Medium,True,1,Medium,24
2316,104,Clothing,2024-05-26 08:29:47.334056,3596.18,1422.77,North,Standard,Crypto,High,True,0,Medium,79
5145,181,Clothing,2024-09-18 08:29:47.334061,865.14,600.2,North,Overnight,Debit Card,Low,True,0,High,79
4683,486,Automotive,2023-03-12 08:29:47.334066,1321.78,2394.27,North,Standard,Debit Card,High,True,0,Medium,3
4273,318,Clothing,2024-01-31 08:29:47.334071,2159.0,2596.62,South,Standard,Credit Card,Low,True,0,Low,34
1145,217,Automotive,2023-07-05 08:29:47.334076,4452.6,1715.56,South,Express,Bank Transfer,Medium,True,0,High,47
4040,180,Electronics,2023-12-02 08:29:47.334081,2887.96,2775.84,East,Express,PayPal,High,True,0,Medium,19
2462,169,Automotive,2023-12-12 08:29:47.334086,4828.71,2994.33,North,Express,Crypto,Low,True,0,Medium,30
5676,214,Home & Kitchen,2023-04-15 08:29:47.334091,561.22,3138.75,West,Express,Credit Card,Low,True,0,Low,34
2584,362,Electronics,2023-09-06 08:29:47.334096,2327.87,2024.12,South,Overnight,PayPal,High,True,0,Low,52
1482,405,Clothing,2024-01-11 08:29:47.334101,2124.44,3172.81,South,Express,Credit Card,Low,False,0,Low,62
4179,241,Clothing,2024-01-08 08:29:47.334106,3021.02,131.14,North,Express,PayPal,Low,True,0,Low,85
2249,306,Home & Kitchen,2023-11-08 08:29:47.334111,4069.22,2731.21,West,Standard,PayPal,Medium,True,1,Low,67
5768,210,Electronics,2023-07-16 08:29:47.334117,4215.17,965.47,West,Overnight,Debit Card,Low,True,0,Medium,97
1630,402,Home & Kitchen,2024-04-02 08:29:47.334122,3367.46,1103.97,South,Standard,Crypto,Low,True,0,High,81
1661,211,Clothing,2024-10-23 08:29:47.334127,3225.61,392.47,East,Standard,Crypto,High,True,0,High,34
4503,142,Automotive,2024-03-30 08:29:47.334132,4747.7,793.8,West,Standard,Debit Card,Low,True,0,Medium,55
3852,446,Clothing,2023-07-23 08:29:47.334137,1949.25,3968.27,East,Express,Bank Transfer,Medium,True,0,Low,98
3466,384,Home & Kitchen,2024-12-19 08:29:47.334142,4172.28,1679.1,North,Overnight,Crypto,High,True,0,Low,83
1987,227,Automotive,2023-10-20 08:29:47.334147,4611.44,3713.23,North,Express,Debit Card,High,True,0,Medium,1
2546,284,Automotive,2023-11-17 08:29:47.334152,2483.12,676.71,North,Overnight,PayPal,Low,True,0,High,71
1649,328,Clothing,2024-03-09 08:29:47.334157,3659.06,840.11,East,Standard,PayPal,High,True,0,High,59
1968,488,Automotive,2023-07-11 08:29:47.334162,1916.25,2244.52,South,Overnight,Crypto,High,True,1,Medium,86
3637,320,Electronics,2024-12-28 08:29:47.334167,836.45,1417.64,East,Standard,PayPal,High,False,0,Low,33
2100,451,Clothing,2023-12-15 08:29:47.334172,2953.19,2586.34,North,Express,Crypto,Medium,True,0,High,37
1440,216,Clothing,2023-05-15 08:29:47.334177,1022.53,1705.52,West,Standard,Credit Card,Medium,True,0,Low,50
1769,169,Electronics,2024-10-08 08:29:47.334183,2315.12,3252.04,South,Express,Debit Card,Low,False,0,Medium,70
2343,485,Clothing,2023-09-10 08:29:47.334188,4370.75,1743.29,East,Express,Bank Transfer,Medium,True,0,High,3
5358,169,Home & Kitchen,2024-12-05 08:29:47.334192,475.79,2302.23,West,Express,Crypto,Low,True,0,Medium,35
4729,209,Home & Kitchen,2023-07-24 08:29:47.334198,200.62,1304.66,West,Standard,Bank Transfer,High,True,0,Low,16
4906,231,Clothing,2023-02-06 08:29:47.334202,3052.07,2825.04,North,Express,Debit Card,Medium,True,0,Low,47
2577,155,Electronics,2024-02-13 08:29:47.334208,1688.75,2629.29,North,Overnight,Debit Card,Medium,True,0,Low,90
5008,188,Automotive,2024-03-07 08:29:47.334213,2118.79,1606.09,West,Overnight,Credit Card,Medium,True,0,Medium,34
4351,236,Electronics,2023-08-03 08:29:47.334218,2058.27,1125.85,South,Overnight,Debit Card,Medium,True,0,Medium,35
5795,230,Home & Kitchen,2024-05-05 08:29:47.334223,478.77,2467.99,East,Overnight,PayPal,High,True,0,High,64
3349,317,Clothing,2024-07-18 08:29:47.334228,67.65,3774.31,South,Express,Bank Transfer,High,True,0,Low,41
4602,275,Electronics,2023-12-14 08:29:47.334233,4497.2,556.59,South,Overnight,Debit Card,Medium,True,0,Medium,46
2241,270,Automotive,2023-05-04 08:29:47.334238,1128.1,3202.49,East,Standard,Debit Card,High,False,0,Low,5
2125,199,Automotive,2024-11-12 08:29:47.334243,2159.09,2185.68,East,Overnight,Bank Transfer,High,False,0,Low,60
3601,228,Automotive,2023-04-14 08:29:47.334248,4861.03,2116.47,East,Overnight,Bank Transfer,High,True,0,Low,54
2190,156,Automotive,2024-11-08 08:29:47.334253,4142.47,3847.89,South,Standard,Credit Card,Low,False,0,Low,50
5131,280,Electronics,2024-09-15 08:29:47.334258,584.26,2435.32,South,Standard,Debit Card,Medium,True,1,Low,18
5839,345,Automotive,2023-08-10 08:29:47.334263,2567.17,3327.16,East,Overnight,PayPal,Low,True,0,High,49
5448,243,Home & Kitchen,2023-03-13 08:29:47.334268,3663.89,2072.47,West,Express,PayPal,Low,True,0,Low,41
1072,150,Automotive,2023-02-11 08:29:47.334274,3507.04,1021.92,West,Standard,Credit Card,High,True,0,Medium,24
2914,467,Home & Kitchen,2024-03-30 08:29:47.334278,3816.17,2787.13,East,Express,Debit Card,Low,True,0,Medium,30
3472,317,Electronics,2024-03-25 08:29:47.334284,2314.4,3695.01,South,Express,Bank Transfer,High,True,0,Low,15
4046,203,Home & Kitchen,2024-01-08 08:29:47.334289,920.82,3369.68,East,Overnight,PayPal,High,True,0,Low,82
1707,482,Electronics,2023-02-05 08:29:47.334294,2351.12,817.5,North,Express,Debit Card,Low,True,0,High,16
2804,154,Automotive,2023-07-31 08:29:47.334299,3257.04,1288.05,West,Express,Credit Card,Medium,True,0,Medium,18
4713,356,Clothing,2023-09-12 08:29:47.334304,3062.53,2082.02,West,Express,Credit Card,Medium,True,0,High,91
3564,445,Home & Kitchen,2024-01-08 08:29:47.334309,399.08,2299.27,West,Overnight,Bank Transfer,High,True,0,Medium,1
3475,255,Home & Kitchen,2024-04-12 08:29:47.334314,371.51,799.44,East,Standard,Credit Card,Low,True,0,Low,11
4610,152,Clothing,2024-08-04 08:29:47.334319,4828.03,943.15,North,Overnight,Credit Card,Medium,True,0,Low,39
5255,428,Electronics,2023-03-30 08:29:47.334324,801.44,3042.56,West,Standard,Credit Card,Low,True,0,Low,74
3823,286,Electronics,2023-11-28 08:29:47.334329,1507.59,2929.36,North,Express,PayPal,Low,True,0,Low,9
2735,463,Automotive,2023-08-25 08:29:47.334334,3849.79,3361.66,South,Standard,Bank Transfer,Low,False,0,Low,39
