customer_id,transaction_date,amount,transaction_type
2da015ba,2024-10-29,4367.72,Transfer
9b103cd9,2024-04-11,4490.65,Transfer
86ee8185,2020-10-30,3199.4,Transfer
397d3f42,2024-12-16,5741.0,Withdrawal
ac9d9854,2022-11-23,4600.46,Transfer
1a921fd0,2023-09-12,8180.32,Withdrawal
4e09fd9e,2024-01-19,9778.63,Deposit
13282d6f,2024-11-27,2455.44,Deposit
6dc69653,2022-08-29,8165.72,Transfer
c9c9c97c,2023-01-05,2624.78,Withdrawal
f5391198,2024-08-24,4804.19,Withdrawal
a9dfa343,2022-12-10,9872.46,Transfer
ab6270e1,2024-06-26,7697.8,Withdrawal
25e1e2aa,2025-01-19,8702.36,Transfer
46727800,2021-02-24,3911.7,Deposit
a5958b12,2021-01-15,9235.2,Withdrawal
120e0e73,2022-12-27,3050.4,Transfer
2840882e,2022-01-25,6434.57,Transfer
70903c47,2021-09-03,4721.5,Withdrawal
f3e596e6,2024-05-09,7238.6,Deposit
653aa7ec,2021-04-10,7932.11,Transfer
4e01c1cd,2020-09-16,5131.58,Transfer
875334e4,2023-10-20,4893.99,Transfer
8633da57,2020-08-21,6278.74,Transfer
5a0ad430,2021-09-04,4043.39,Withdrawal
987405bb,2023-03-22,3806.81,Deposit
76c896c8,2023-07-01,2033.99,Transfer
fd14fe01,2021-05-24,8577.91,Withdrawal
5bfc9ad7,2023-03-27,1737.03,Transfer
da507675,2020-08-13,9169.56,Transfer
afdf6d26,2023-03-20,285.24,Withdrawal
32062388,2020-08-07,7315.64,Deposit
44bdf358,2020-08-31,829.23,Deposit
c5e43204,2022-08-25,7049.79,Transfer
d42c6a2e,2020-04-09,6827.49,Deposit
600f2958,2023-01-22,4945.47,Deposit
2301bdcb,2023-03-21,6793.16,Transfer
4f122c64,2023-10-07,7790.93,Transfer
36120217,2023-06-29,6995.2,Withdrawal
a75c9108,2024-02-28,7551.97,Withdrawal
3a05a7f7,2023-11-17,3468.71,Transfer
d640baa1,2021-03-30,6444.64,Transfer
0c87e782,2024-01-29,3627.3,Transfer
0a80f1ac,2025-02-03,3860.68,Withdrawal
be509d24,2020-11-30,5666.07,Deposit
910ff1d2,2024-08-18,623.23,Transfer
ef4a526f,2022-12-31,4761.16,Deposit
894eca4f,2022-12-05,2243.24,Transfer
7aea9c65,2023-10-23,6822.93,Deposit
a1192813,2023-07-04,5937.46,Transfer
4d29f0a8,2020-11-04,7392.53,Withdrawal
b5d5ebb8,2023-09-16,5526.53,Transfer
fa182dc5,2021-01-01,9695.63,Transfer
14a23633,2023-04-24,953.84,Transfer
b6c22f7a,2021-01-16,4002.72,Transfer
0f6df2e1,2024-12-13,3780.46,Withdrawal
9f89b285,2024-10-30,3964.44,Deposit
8d13ed39,2022-07-30,2600.38,Withdrawal
a615c25b,2024-01-07,2506.42,Deposit
b3525bd4,2020-12-07,5815.94,Deposit
b9c62957,2022-05-19,1749.42,Deposit
476c3c82,2024-08-30,5985.66,Deposit
569720ce,2020-12-24,6503.52,Withdrawal
faa1e5cc,2020-11-01,9692.84,Withdrawal
7df8dd37,2023-08-21,4030.94,Transfer
b1832df7,2024-02-20,154.7,Withdrawal
7380f18c,2022-10-26,6433.38,Withdrawal
a5a9a52b,2023-04-01,1707.59,Withdrawal
20ed34c2,2024-04-26,2103.47,Withdrawal
053ef4d9,2023-10-19,3620.02,Withdrawal
9ff8d015,2022-04-30,2539.56,Transfer
a3d93f81,2020-06-26,9781.57,Withdrawal
fe1e289f,2023-12-04,6970.5,Transfer
21b51b44,2022-10-27,8469.01,Deposit
705a2c88,2022-12-11,1512.31,Transfer
698f1f08,2021-06-30,9031.21,Withdrawal
415b6665,2021-02-18,8323.54,Transfer
4a3432f5,2023-03-06,3220.41,Transfer
b7309bb0,2022-07-31,5874.93,Withdrawal
aa6d233b,2024-06-21,6633.31,Deposit
0fcd9eef,2023-04-20,1290.72,Deposit
e84f9953,2020-06-06,848.32,Withdrawal
dad4b1d2,2024-02-10,5234.43,Transfer
c0156dbc,2021-12-02,2085.61,Transfer
a8f85974,2022-09-08,2119.19,Deposit
65275671,2024-05-24,5014.14,Deposit
8e564ff8,2020-07-20,7257.67,Deposit
c691c175,2022-09-27,4189.77,Withdrawal
07088e1f,2024-07-01,1121.61,Withdrawal
a176ac7a,2024-10-10,9041.9,Deposit
0020f07a,2023-08-01,5244.75,Withdrawal
a9f04503,2022-12-06,6175.18,Deposit
d3dc98e8,2024-08-08,210.87,Deposit
107f5747,2023-09-23,6023.96,Withdrawal
0f887ecb,2021-03-28,874.11,Withdrawal
c91d3a1a,2022-05-13,9392.28,Transfer
68dbca60,2024-11-13,5722.25,Withdrawal
e292fefa,2024-02-04,910.92,Deposit
a3e70165,2021-07-10,1850.87,Deposit
1c1ffba5,2023-12-10,4853.78,Transfer
ff08cdd6,2021-05-19,3331.37,Withdrawal
ca3a1d4b,2020-07-06,4237.76,Withdrawal
758cece0,2022-02-26,7247.34,Deposit
a92508df,2022-09-25,7583.11,Withdrawal
a8625adf,2021-01-01,8461.05,Deposit
9680bce4,2020-12-08,6055.69,Withdrawal
f74505c0,2020-08-30,6665.22,Withdrawal
c377d023,2024-08-27,9756.1,Withdrawal
5943ecf1,2024-03-15,5454.04,Deposit
57412921,2024-04-02,5895.36,Transfer
751265a9,2021-07-01,965.41,Withdrawal
3c33f27b,2021-07-17,4318.74,Transfer
7164def3,2022-01-30,3529.88,Deposit
3954fd14,2021-10-17,7550.07,Transfer
aea598a4,2023-12-27,6568.81,Deposit
b7998906,2021-09-15,5316.69,Withdrawal
aab483f6,2022-10-30,2119.01,Transfer
caff0b60,2023-09-01,7858.39,Deposit
8756780b,2023-11-23,8724.02,Deposit
2588a0ca,2022-07-16,5766.54,Deposit
800ad5a9,2022-08-29,9293.34,Withdrawal
0e6dfcb9,2022-09-16,270.53,Transfer
d66aab19,2022-01-01,4241.38,Withdrawal
438607c6,2020-06-28,9087.32,Withdrawal
f9edc25f,2023-03-30,9077.11,Withdrawal
b6ae1163,2021-12-11,7082.3,Deposit
13b6b773,2022-09-20,9379.85,Withdrawal
c6f19579,2024-10-06,47.88,Transfer
d96618f5,2024-02-21,6891.97,Deposit
d32a92c5,2022-01-04,3307.24,Withdrawal
8fb8d0e6,2023-02-09,9273.07,Deposit
4d074d17,2020-12-04,5578.3,Withdrawal
2fa5d53f,2022-01-10,9309.95,Deposit
0f7c4136,2021-03-10,8572.36,Deposit
db09235e,2022-03-07,7481.83,Transfer
af8ed4c7,2020-12-22,5929.06,Transfer
f247f0f2,2021-01-10,5921.88,Withdrawal
7c7f6c03,2022-04-22,4760.7,Deposit
30eb045d,2020-04-11,7498.17,Transfer
eb809bfc,2024-06-01,4616.2,Withdrawal
92b6d414,2022-11-06,8617.05,Transfer
09fbb218,2024-12-16,490.38,Transfer
1e4927ba,2023-05-19,5741.85,Withdrawal
c832f75d,2024-09-21,535.04,Deposit
943e5e61,2023-04-12,5478.0,Deposit
464b9a38,2024-11-30,7649.98,Withdrawal
7e3a397a,2021-03-21,3148.84,Withdrawal
4a9b758a,2025-01-18,7045.32,Transfer
5b0054e7,2020-09-09,3144.85,Deposit
1e0b4dae,2020-05-29,4352.59,Withdrawal
5929dca2,2023-10-31,5964.02,Deposit
536289c0,2021-10-28,4627.71,Withdrawal
674fe2dd,2022-04-25,5742.52,Withdrawal
fb6cd26e,2022-09-03,9958.59,Transfer
b0658d4a,2021-10-22,476.38,Deposit
8b301df7,2021-03-15,1552.26,Withdrawal
bc05976a,2024-07-24,1420.23,Deposit
e4d751c4,2023-11-05,4310.28,Deposit
43558883,2023-01-28,1082.61,Deposit
d94ee8d6,2022-07-04,4437.8,Deposit
6802d386,2020-02-23,876.84,Transfer
01f6554a,2020-02-25,7185.33,Deposit
6eb85a86,2020-10-07,3902.18,Deposit
b7a1ea5c,2022-04-20,5871.59,Deposit
eaf256f4,2024-01-31,7404.42,Deposit
ab885425,2020-09-24,3973.69,Withdrawal
19297421,2021-07-24,1059.3,Deposit
16de3299,2022-01-28,8523.34,Deposit
d8167dce,2023-06-09,1043.46,Transfer
16475635,2024-03-11,3118.13,Transfer
d7df0260,2023-10-30,5781.24,Withdrawal
575a958b,2022-01-31,3978.52,Transfer
2bd63488,2023-05-30,5950.61,Transfer
c21990b4,2022-05-29,4903.6,Withdrawal
af92264b,2021-01-17,1811.2,Transfer
4b6664d4,2023-12-07,4757.87,Transfer
37e0ecb1,2025-01-02,3741.57,Withdrawal
696e1581,2021-08-31,5567.07,Transfer
54af98db,2022-01-09,3815.42,Withdrawal
a3563032,2023-10-06,9377.74,Transfer
f79dc175,2024-06-05,5059.7,Withdrawal
9bec47aa,2021-03-23,6308.7,Transfer
8cfd9a9c,2024-04-05,3905.81,Deposit
4c23c76a,2024-01-14,5665.21,Transfer
aa9f7a0d,2022-02-06,9940.63,Withdrawal
bd1d6487,2021-04-10,1371.84,Transfer
4329dbe2,2022-06-30,2163.08,Deposit
09daef8b,2021-06-26,2019.0,Withdrawal
b5fa671a,2020-08-16,4548.6,Transfer
f95bf214,2020-12-11,9895.45,Transfer
afa0cb82,2022-10-31,7550.58,Withdrawal
10dbad8c,2024-03-19,7373.31,Transfer
274e8dd2,2021-08-02,6588.13,Withdrawal
ab986db5,2024-12-18,9491.04,Withdrawal
0abfe156,2024-12-29,5495.41,Transfer
a74a0873,2023-12-08,9013.77,Deposit
7213b61c,2022-10-15,2537.15,Transfer
82138c6f,2020-11-30,7902.37,Withdrawal
a7a4faf5,2023-04-10,8628.49,Withdrawal
cd059082,2020-10-01,5542.99,Deposit
14b58981,2020-12-21,732.94,Deposit
d81ae4f9,2022-09-11,616.47,Withdrawal
90645662,2024-11-12,8686.26,Transfer
dde6b725,2024-06-12,5071.27,Transfer
abe61b65,2024-12-05,9460.91,Deposit
a9f4f16f,2024-09-10,3081.06,Withdrawal
b410c926,2024-02-11,5907.26,Transfer
e6b281bd,2023-05-20,8221.33,Transfer
0c6008ea,2020-03-27,8052.09,Withdrawal
ce822140,2024-09-20,2018.62,Withdrawal
84e85b3a,2021-04-09,885.15,Withdrawal
d405af11,2024-12-30,6293.74,Transfer
72f9af79,2023-01-25,925.5,Transfer
b87af875,2024-11-07,1813.58,Withdrawal
f8e0f132,2023-03-28,4145.19,Withdrawal
b1eac4b9,2021-12-11,3370.55,Deposit
e75238a8,2020-02-13,5794.02,Transfer
531c6553,2024-12-28,5327.9,Deposit
eeb3877e,2023-09-04,8966.68,Withdrawal
96948d25,2022-06-20,9821.97,Transfer
8eca5653,2021-05-08,5612.46,Withdrawal
fcf03e8b,2020-01-14,4544.7,Deposit
3165c83a,2020-12-06,3203.59,Transfer
829f39a2,2024-01-10,7246.34,Deposit
9f6c49ea,2024-04-13,5810.14,Transfer
534edf65,2024-06-05,3883.54,Withdrawal
61f97ee8,2021-04-29,6479.66,Transfer
b0f1a6ab,2023-01-15,7828.4,Transfer
606fd8d0,2024-12-28,2008.41,Transfer
6a5d5fb7,2020-08-18,8379.85,Withdrawal
43fc5357,2022-10-13,3228.46,Deposit
ca935169,2024-11-25,6029.83,Withdrawal
20b9e555,2023-06-19,7537.52,Transfer
8476e5e1,2021-08-02,7441.6,Deposit
0bd17bdb,2024-03-17,8602.38,Withdrawal
dab5d20e,2023-04-16,2123.37,Transfer
59e26dd7,2025-01-29,8941.77,Deposit
bf7baac4,2023-09-17,6481.75,Deposit
8a14578d,2020-03-15,5736.66,Transfer
85aeec0e,2020-09-21,6364.22,Transfer
013d417a,2021-03-08,5137.88,Transfer
cd5742e5,2021-03-06,2130.23,Transfer
c9b354cb,2024-05-04,5763.9,Withdrawal
afa7348c,2024-11-07,4493.83,Withdrawal
3fa064be,2023-03-05,7476.72,Deposit
f75b50b6,2023-07-05,8764.8,Transfer
c2e5306f,2020-07-12,7390.63,Deposit
66fe43c2,2021-09-13,145.49,Withdrawal
3450a03a,2021-12-08,9960.41,Transfer
81f2692f,2021-06-23,3782.98,Transfer
d49ead84,2024-04-06,8885.32,Withdrawal
7758e4b7,2021-08-03,5439.16,Transfer
97df3ce9,2022-09-05,2434.7,Transfer
e15edc40,2020-08-27,2758.26,Withdrawal
3fa8dbab,2021-07-02,1804.18,Deposit
378e01e9,2024-07-30,7359.03,Transfer
56c97192,2024-01-22,1726.14,Transfer
4b542c62,2024-10-02,508.47,Withdrawal
c95916af,2022-11-28,4189.07,Withdrawal
cd7e87b6,2024-01-03,6095.14,Transfer
61ad9a37,2020-08-16,7796.34,Deposit
ac29d8cf,2020-03-17,4464.75,Deposit
c65e995b,2023-05-22,9912.51,Withdrawal
eff11c17,2021-12-10,5267.32,Withdrawal
16d5ebe4,2023-10-29,8030.83,Deposit
c5d2c17d,2021-11-24,205.94,Deposit
c99d499c,2022-03-07,8126.02,Withdrawal
c9bf5456,2022-03-29,2995.7,Withdrawal
0aa5a320,2024-04-22,3561.51,Transfer
a1cb182f,2020-01-19,4736.14,Deposit
01f1f1dc,2024-09-05,3793.21,Withdrawal
dcd64f3f,2021-07-09,2591.29,Deposit
1bcc64da,2024-10-15,1648.07,Transfer
afd19e96,2020-03-30,2658.03,Withdrawal
5de3442a,2022-07-04,9441.89,Deposit
e3b0b8db,2020-12-18,8229.01,Deposit
afdc757c,2023-03-23,1832.42,Transfer
f94499cd,2023-05-20,8820.38,Deposit
edef15af,2025-01-13,2139.18,Deposit
5cf1f0f4,2021-06-30,6155.65,Deposit
43b3fd0e,2020-03-13,2207.0,Withdrawal
ab21aa63,2022-02-26,7290.5,Withdrawal
5a03e921,2023-04-14,8592.29,Withdrawal
057a3887,2025-01-06,8365.6,Withdrawal
ffbe61d0,2024-03-06,3984.56,Transfer
ee1a5d03,2023-03-25,9724.63,Withdrawal
f4672d7a,2022-12-25,1895.97,Withdrawal
72658b4b,2020-11-11,4965.31,Deposit
e5e9d876,2024-07-15,5928.68,Transfer
26053e1a,2021-05-07,3292.39,Transfer
daebf9d0,2024-10-27,687.46,Withdrawal
cc2de2f7,2021-03-19,5653.35,Transfer
71f9d13c,2022-09-20,1773.09,Withdrawal
15c78805,2020-02-02,4670.92,Deposit
bc8c6566,2022-09-16,9642.82,Withdrawal
74082ed3,2023-02-18,373.84,Withdrawal
e2b44c06,2022-02-10,2134.28,Transfer
a58d6de9,2024-01-13,8006.21,Deposit
3339c044,2020-05-11,9289.73,Transfer
ab341401,2023-06-29,6183.85,Transfer
e66ad12b,2024-12-14,1082.99,Deposit
4e822853,2024-07-03,95.84,Transfer
4c53870b,2021-08-07,3414.71,Deposit
0697543d,2020-11-21,3524.71,Withdrawal
09b5c5a9,2022-04-20,3438.44,Withdrawal
91dc48e4,2020-12-10,1576.47,Transfer
dcbaed96,2023-11-15,1188.82,Withdrawal
84344caa,2021-08-15,8400.59,Withdrawal
6e8f0470,2022-05-04,4935.11,Transfer
468a0765,2023-06-15,9988.27,Withdrawal
eb14ac5f,2023-06-15,6963.74,Deposit
05690555,2022-11-18,1828.87,Deposit
f2a67ca3,2022-12-08,3207.23,Transfer
56e12c76,2023-06-06,7251.81,Withdrawal
7583f35e,2021-10-22,5203.1,Withdrawal
280334be,2023-03-10,311.49,Withdrawal
023d31e9,2021-02-25,9532.26,Transfer
e1103429,2023-01-31,1404.7,Deposit
7bbfbbe3,2023-04-23,1852.8,Withdrawal
77c71692,2020-07-03,2929.61,Transfer
3cde322d,2020-06-19,5897.57,Deposit
6cac8fe0,2022-03-01,4669.16,Withdrawal
a317b76f,2024-03-02,4362.94,Deposit
87003d3d,2024-12-15,1540.47,Withdrawal
311cce0f,2024-06-11,3644.21,Deposit
5efbcaa2,2025-02-07,7476.62,Withdrawal
78fe7eef,2023-05-25,7371.19,Transfer
62fe574f,2021-07-11,5374.91,Withdrawal
588986be,2021-10-05,873.67,Withdrawal
a2e67dde,2021-05-25,2827.04,Transfer
6e7b21c1,2020-11-29,2011.22,Deposit
1bc26640,2020-02-23,2757.4,Transfer
8adf242c,2020-07-11,7996.07,Withdrawal
56be6d59,2023-04-01,7368.04,Transfer
f995bbc5,2023-04-08,8759.88,Deposit
777d0555,2022-08-24,1352.62,Deposit
7426fa7f,2021-11-07,1844.91,Withdrawal
e2e696bc,2023-05-10,9494.1,Withdrawal
85656549,2023-04-07,7581.85,Transfer
23209156,2023-04-30,5165.95,Withdrawal
d332c07f,2021-06-10,4826.73,Withdrawal
f5028df1,2024-07-28,7907.9,Withdrawal
a55b6d08,2024-09-19,9839.01,Deposit
e9727184,2022-08-25,5145.52,Withdrawal
9cb75434,2020-10-30,8985.27,Transfer
e5148ea3,2023-01-02,6339.21,Deposit
54d00dee,2024-11-21,9607.53,Deposit
4991e21f,2024-11-11,3713.57,Transfer
9365ef87,2025-01-04,6166.08,Deposit
3c881b38,2024-11-22,3854.02,Transfer
32811ccb,2022-01-11,5560.68,Transfer
c7808bcd,2022-02-23,5197.13,Deposit
a6760a56,2023-05-16,6629.67,Transfer
52ac5fa4,2022-07-20,7116.64,Deposit
f8f045f0,2024-09-06,3818.15,Transfer
e63e7eb2,2021-11-26,6101.15,Withdrawal
dca004b5,2022-11-06,7395.62,Withdrawal
c461cfdd,2021-12-07,9770.95,Transfer
20395f5a,2022-10-07,1919.13,Withdrawal
ac8f61e3,2022-12-29,5720.71,Deposit
b0e2ff3f,2022-11-13,1862.51,Transfer
96f68363,2022-09-30,579.27,Transfer
b3d49bd8,2020-06-16,8019.1,Withdrawal
ec712aa8,2022-07-28,4803.65,Deposit
87f597ed,2022-08-16,8257.82,Transfer
811fb07f,2024-11-18,8853.45,Deposit
53cd7609,2023-11-02,6721.11,Withdrawal
56875291,2022-01-23,6051.25,Deposit
51a96645,2024-10-25,2258.89,Withdrawal
61a83bb5,2024-04-11,9533.27,Deposit
9b30e938,2024-09-15,6915.88,Transfer
fcab7d5f,2023-01-18,1287.9,Deposit
d2df3b66,2023-10-24,6803.78,Withdrawal
2f729e17,2021-03-11,9412.15,Transfer
37683ea8,2023-10-28,3265.11,Withdrawal
c7164a38,2023-02-26,3410.8,Withdrawal
ae89be8b,2020-10-29,6056.39,Transfer
be36646e,2021-01-02,9423.81,Transfer
11dcb1bf,2022-10-20,2943.89,Transfer
8bf21300,2024-05-07,9431.31,Transfer
541db312,2023-04-05,1844.99,Transfer
d6a0ef31,2021-04-25,3235.2,Deposit
a3c09cde,2021-03-25,8156.16,Transfer
4641607a,2024-07-17,1424.88,Deposit
6ee923ee,2021-08-07,3586.69,Deposit
0e7d1881,2024-01-11,187.1,Withdrawal
deb0bc6e,2024-11-29,7822.03,Deposit
1a3fd9b4,2021-11-06,627.57,Withdrawal
c78115f3,2021-07-02,9376.38,Transfer
07db2790,2022-07-11,289.54,Transfer
f16f09c3,2024-07-18,6601.21,Deposit
8f814e8c,2020-08-22,854.24,Withdrawal
089c22c8,2024-10-30,3306.26,Deposit
e17677f8,2020-11-23,3014.15,Deposit
8c738745,2020-01-19,3286.25,Transfer
20cc123d,2021-06-12,4775.4,Transfer
378ff9f2,2024-05-11,4459.48,Deposit
cd4dd947,2023-07-31,6334.3,Transfer
307976b2,2024-06-18,4830.1,Deposit
02c49871,2020-03-22,880.5,Withdrawal
cd400142,2022-09-26,138.77,Transfer
8451d720,2022-06-03,484.9,Withdrawal
c6e14e76,2021-12-06,2093.62,Deposit
aa095fbf,2025-02-02,7635.52,Withdrawal
a229f539,2024-05-16,2938.37,Transfer
ab2a769e,2023-09-15,2378.56,Deposit
6341bbb9,2024-09-26,7966.79,Deposit
750d67db,2024-11-21,1524.59,Transfer
56921f50,2021-05-02,8378.48,Withdrawal
e29d2272,2024-01-19,1625.66,Withdrawal
b08cc233,2020-08-05,1972.72,Transfer
6e212279,2023-08-24,7119.86,Transfer
73774822,2020-08-31,9431.08,Withdrawal
2cca1f8f,2020-10-07,1058.6,Transfer
c32988e2,2020-05-05,879.61,Transfer
d002773c,2020-05-26,1115.2,Withdrawal
cd4d81ae,2020-06-14,1927.53,Withdrawal
7aaaac5d,2024-07-31,1377.67,Withdrawal
8683eb9f,2022-09-21,2739.5,Transfer
2cadf1e9,2020-03-23,9378.9,Withdrawal
2b6108b8,2022-04-11,7748.91,Transfer
1a64d82a,2020-09-23,4968.76,Deposit
80ddcba1,2024-07-28,3693.32,Withdrawal
8e36141a,2024-03-13,6275.83,Deposit
bfea34a8,2024-08-25,2370.27,Deposit
478074dc,2024-06-05,4476.49,Withdrawal
686e55b1,2024-03-18,4358.24,Withdrawal
6b1f6601,2024-07-15,2571.01,Deposit
7f2ef95e,2020-02-09,2980.81,Deposit
95918778,2023-10-07,1444.65,Withdrawal
e6f240e6,2023-06-05,6154.79,Transfer
7a67e597,2020-04-17,6920.06,Deposit
833f92e5,2022-12-12,7809.01,Deposit
5415a972,2021-01-14,3844.58,Deposit
b9cc4f3c,2022-10-06,8246.45,Deposit
b7b08d41,2020-08-13,6494.57,Withdrawal
a18c1f02,2023-05-20,2032.51,Deposit
d43bd3b6,2024-10-09,8767.54,Transfer
edc3d78e,2022-11-26,2634.25,Transfer
bf687e44,2025-01-16,4458.15,Withdrawal
a6cbe85f,2020-03-05,19.87,Withdrawal
b25f9630,2021-08-17,1747.61,Transfer
be82ffe7,2020-08-11,5174.79,Deposit
cb270521,2020-01-03,9914.65,Deposit
7da7a416,2025-01-07,5991.23,Transfer
24f8281d,2023-09-19,1327.63,Deposit
050d1181,2022-01-22,4210.45,Transfer
560fb730,2023-07-24,7487.67,Deposit
925f0c3e,2024-06-23,230.46,Withdrawal
fd3485ca,2020-03-19,9182.71,Withdrawal
2488b7cb,2020-11-14,3459.05,Withdrawal
3f2cf24b,2023-08-07,4413.82,Transfer
4e11177f,2024-04-29,611.96,Deposit
ce7e4069,2021-09-25,160.1,Withdrawal
296ccd20,2023-02-23,4663.75,Transfer
cfe743bb,2023-03-18,1144.68,Deposit
14a8dfd7,2022-12-29,4086.63,Transfer
748c068a,2023-12-10,777.11,Deposit
60a5ddcf,2022-02-27,1142.65,Transfer
d261dcfb,2023-10-09,2432.9,Withdrawal
c33b503c,2025-01-04,2983.42,Deposit
4cdc949d,2024-04-28,1666.99,Deposit
78d3d9fe,2023-11-27,1488.79,Withdrawal
140ab2f0,2021-12-21,6688.27,Withdrawal
8c34894b,2023-05-17,2713.7,Deposit
cc052880,2020-10-29,6587.33,Transfer
b9ba1d40,2020-02-14,3475.89,Deposit
4b63d64e,2022-09-01,3271.17,Deposit
96691c72,2023-06-23,8356.54,Transfer
b2c4ff5f,2024-08-09,8151.69,Withdrawal
c3fcae3f,2021-12-22,5535.01,Deposit
6779eeec,2022-08-10,9392.83,Withdrawal
96c585eb,2020-06-03,9520.93,Deposit
1c6c6285,2020-02-14,3186.27,Deposit
8ba286e6,2023-04-08,8422.16,Deposit
fc06527a,2023-02-04,2970.7,Deposit
db101f06,2021-02-15,77.77,Deposit
8ad43d85,2020-12-03,7464.58,Deposit
8f575bd3,2020-03-27,8634.67,Transfer
03d0a051,2021-12-11,599.92,Deposit
89f380ad,2024-06-28,7157.24,Transfer
e348f952,2023-01-05,3841.27,Deposit
4103b8b0,2024-11-09,9037.88,Transfer
e24d90fa,2022-10-07,2053.34,Deposit
96dd98ea,2020-09-04,2246.35,Transfer
f266de03,2025-01-11,2049.9,Transfer
80c012aa,2024-02-04,9589.24,Deposit
d5cd8c27,2024-02-06,5740.53,Withdrawal
c82063d2,2024-02-29,953.25,Withdrawal
12439858,2020-07-17,6127.6,Deposit
81832c2d,2022-01-17,2190.02,Transfer
49e80cda,2022-12-23,5372.14,Deposit
0ae8e831,2023-06-26,4238.76,Deposit
489a6cfc,2020-10-16,3075.66,Withdrawal
ac9c53d9,2023-04-10,7199.24,Withdrawal
f282dcfd,2021-03-21,554.93,Withdrawal
b5d8ac94,2020-01-24,6278.9,Transfer
ac9f2eca,2020-07-21,7905.57,Withdrawal
b8b1050f,2024-11-09,536.2,Transfer
5a4ceb58,2023-01-11,5549.86,Transfer
f182c66e,2024-01-07,2294.98,Transfer
2d494311,2021-01-16,3360.84,Transfer
4fe03eaa,2022-06-29,6534.51,Transfer
bfd6bd65,2021-07-10,192.96,Transfer
5351f133,2024-06-30,5051.04,Transfer
b2d59712,2022-02-04,5398.38,Deposit
fab75553,2024-01-06,2600.65,Withdrawal
31d8b687,2023-01-27,2204.92,Transfer
42a8a9d2,2020-04-06,4110.4,Withdrawal
24494925,2020-06-03,9478.95,Deposit
7b82ccd8,2021-10-23,219.81,Deposit
cd56ea39,2022-04-17,427.35,Deposit
74502d98,2024-05-11,1341.5,Transfer
132e8b0f,2020-05-04,4019.47,Deposit
b2545d0a,2021-02-13,6868.14,Deposit
4c850430,2020-08-22,8449.06,Deposit
d3874a89,2020-01-09,1676.4,Withdrawal
2185999c,2025-02-02,464.11,Deposit
50da8803,2021-08-08,8110.78,Withdrawal
d608ec64,2023-05-30,8510.56,Transfer
dc9a16b8,2023-03-31,7419.28,Withdrawal
7ff898ef,2024-03-28,4529.46,Deposit
ce64d750,2020-11-11,3225.13,Deposit
ccaa654d,2021-02-16,3971.46,Withdrawal
ffd555c0,2022-11-09,6760.02,Transfer
32f473b1,2021-08-04,1609.93,Transfer
2824f9ed,2022-03-31,4766.66,Transfer
86ea0e4d,2020-07-25,652.88,Withdrawal
ffabb943,2021-12-17,6089.11,Deposit
d3bc63b5,2024-12-05,3983.19,Transfer
a0def545,2020-01-07,6897.66,Transfer
88d8dcef,2022-08-14,9385.52,Deposit
c691d3af,2022-06-24,1072.76,Deposit
d6627d46,2021-02-20,2241.99,Transfer
b9a45f17,2023-08-25,6729.05,Deposit
42875fde,2021-05-31,3360.98,Deposit
18e7e4e6,2022-07-17,6846.23,Deposit
cc58abbe,2023-05-07,2940.58,Deposit
9c8fc319,2023-08-02,927.42,Deposit
1a91e9f3,2020-01-15,8891.64,Transfer
f43512fd,2023-02-09,5083.98,Deposit
d4dc9b4c,2023-09-03,5663.91,Transfer
ed0e95d2,2023-06-18,8558.5,Transfer
9e519f26,2022-11-01,2930.68,Deposit
e693f672,2023-02-07,7572.31,Withdrawal
3be97be1,2020-06-07,8203.16,Withdrawal
5a44e807,2023-01-06,5867.31,Deposit
191fb469,2023-08-19,242.44,Deposit
608caea3,2021-11-19,3421.98,Deposit
808a914c,2021-07-09,1320.72,Deposit
b7676748,2023-11-13,8116.93,Withdrawal
e763a5c1,2024-12-13,9227.35,Transfer
4278ba2c,2024-09-06,1962.83,Withdrawal
ace7b456,2021-11-11,3225.38,Transfer
d734dbf7,2024-07-27,7635.84,Withdrawal
4efaf6cb,2022-02-19,3225.41,Withdrawal
def62750,2022-05-05,7064.1,Deposit
260daac1,2022-01-06,8968.28,Transfer
9e5f6e95,2020-03-15,7377.26,Transfer
1ebd7400,2022-05-27,8299.24,Withdrawal
ed201046,2020-04-28,5035.09,Transfer
800e6793,2024-12-24,2618.69,Transfer
55406c2b,2023-01-22,479.7,Deposit
1f241a29,2024-08-07,1897.47,Deposit
fd2e4caa,2020-04-24,4097.27,Withdrawal
c986c5fa,2023-03-17,9977.73,Deposit
3c01c34b,2021-02-28,3730.8,Withdrawal
bf62e3e9,2020-01-18,5203.8,Withdrawal
dd182452,2020-07-08,7469.9,Transfer
dde9ee14,2024-05-23,6535.56,Deposit
1eb2b10a,2022-02-07,559.25,Deposit
5530728a,2023-09-18,696.73,Withdrawal
31c9d34d,2020-10-25,5437.58,Withdrawal
09493159,2022-03-13,7160.92,Transfer
542e6422,2021-02-23,3486.87,Transfer
001bbb20,2024-02-19,3144.94,Deposit
f8472fad,2022-06-22,9379.96,Withdrawal
7c547416,2024-01-19,4646.19,Transfer
9cc60bcc,2021-04-11,9703.39,Transfer
070e0260,2024-10-17,6445.96,Deposit
36fc354d,2024-04-15,5198.0,Deposit
47a88d9a,2022-01-15,202.45,Transfer
