customer_id,loan_id,loan_amount,loan_status,region
008d420a,395bb0,74216.0,Approved,South
7d61b39e,2e484a,101486.2,Approved,East
3ac4657e,d57699,287743.52,Rejected,South
fac425af,c542dd,410943.78,Pending,South
e1dff8c7,0c1c1f,296344.93,Pending,East
d38e5a41,46b8a3,36299.19,Rejected,South
f78c2b07,0d3cb4,457652.24,Approved,East
a801fe15,964967,252931.45,Approved,East
cd1dd3d0,f69fbf,77119.89,Pending,East
4d348340,54b4d4,93245.42,Rejected,West
8ff5fbce,d18f2e,469534.96,Approved,South
b466d040,c29db9,356933.47,Pending,East
fe3d7b31,43bc7e,201552.21,Rejected,South
fb61db22,2f3ad6,200041.07,Rejected,East
d55a58dd,f3adaa,76010.35,Pending,West
18209047,add329,382488.51,Approved,West
5377df00,2ab7d1,314692.28,Rejected,West
ff6fcfe9,b4dfef,452763.53,Rejected,East
511f15d8,cc2e43,32453.66,Pending,South
349197de,a4c341,310179.69,Approved,North
04d2b004,3591b3,347509.9,Rejected,West
7cb8e206,668547,208200.35,Rejected,South
4cd7e367,cbd3b2,176215.12,Rejected,West
32e6b4bf,1eafb1,189897.58,Approved,North
ea2f8203,95cce3,120086.43,Approved,North
5e7734e8,922db9,347607.15,Approved,South
4d954d21,44e45b,103379.55,Rejected,East
3e225264,3b4732,262171.78,Rejected,East
971d4a9a,35db45,317142.79,Approved,North
8fac71df,84a72e,115730.77,Pending,South
c3cf3ec2,1513c4,71229.85,Rejected,North
e4c202a0,9b7016,93874.75,Approved,East
37e75bf8,3c498c,379230.99,Rejected,South
73f0337b,f6ef08,155933.49,Pending,North
0ea03cd5,7fa587,125087.39,Approved,West
513cd8d4,fb3e92,195882.65,Pending,North
0b537e6d,02e3f8,97991.99,Rejected,West
3d1e6936,1a1a7c,425717.78,Pending,East
4ef86fa7,b678a2,468610.4,Approved,East
495b7a71,b6386b,165311.43,Approved,East
f4b072ea,e33fcd,302007.57,Rejected,East
8e531cbc,4bdfd0,246834.16,Approved,East
b8fe2f90,d1df1f,37091.97,Rejected,West
54963894,eca3ab,100850.18,Approved,North
fed58b5d,8dbb71,351508.37,Rejected,North
728881bb,89aa12,146745.09,Rejected,East
ef9977ac,29f274,455875.29,Approved,South
4908b6fe,47d03a,467107.61,Approved,North
683e72bc,88cc78,289784.65,Rejected,South
16b16e26,ba9639,230224.41,Approved,East
17e121a4,ade145,147715.15,Rejected,West
3e68802c,3c345e,341579.34,Rejected,West
9a7dd19c,b61f16,292326.43,Rejected,West
6a41e06c,7ede8f,123806.54,Pending,West
b14af7ef,2f7522,314347.29,Approved,West
c3a75f0b,37c7b2,126310.99,Approved,West
503f17d1,b46870,258024.34,Rejected,East
7ad1d6c8,fcc57e,183129.21,Approved,North
49cd016a,e93566,177056.2,Rejected,West
911c4178,952f7d,135912.49,Approved,North
0466400c,8925cd,237711.75,Approved,West
869767b7,203172,412372.81,Pending,North
8cf3104d,54fe71,283096.06,Rejected,West
9b78404e,0efd37,261954.24,Approved,North
b73aafe8,f45b4c,139525.19,Pending,East
db6979e7,3d0710,91725.52,Rejected,West
704bd32f,fcb8af,47263.4,Rejected,East
ba49db1d,b4b86a,303570.1,Approved,South
4bcf076d,febe75,41250.4,Rejected,West
5d91e091,9a2d50,462349.87,Rejected,East
d6e32f91,6625ea,106514.77,Rejected,West
a6ca12f4,919f90,431942.75,Pending,East
e1c94b68,444f95,218043.23,Approved,East
f83114ca,c032c3,357656.7,Rejected,North
30e4da2d,8772e1,378103.04,Pending,South
62c74356,bede25,120137.38,Pending,East
f86b1957,5998c9,338695.26,Pending,West
a4ed0b69,29b360,457139.26,Approved,South
93d4f054,99b98f,100760.49,Approved,East
ba59b31b,dd1f21,408505.49,Approved,North
5dfdc9d7,f8c427,142933.45,Rejected,South
80cb5d0b,2a05ca,404167.66,Pending,West
b09bfe5b,cd8c15,198581.3,Pending,East
f4757d21,91acbf,470653.52,Pending,South
f7e37460,a24335,76011.06,Pending,North
a40c68fe,84539d,463450.31,Pending,North
372065da,b20e21,250875.24,Rejected,South
c8e95884,bfdf3d,389850.79,Approved,North
7090c0d5,f11940,258278.27,Approved,East
1ddd035d,e5ba50,56812.08,Rejected,West
8eb03f9b,722004,346862.46,Pending,West
c9763379,08ef99,279264.96,Approved,West
93b4505e,67c88d,286698.3,Approved,West
631b147f,2532db,278626.54,Approved,South
db083d4e,34a7f5,202030.46,Rejected,East
9d1f79b7,fcab72,178302.59,Approved,West
5d092f41,31e022,204029.29,Approved,East
398b74c2,842e15,364033.74,Rejected,West
d9d341ca,2bdebd,133793.14,Approved,West
f944c286,875698,328177.63,Approved,North
9312c277,9bfcce,179815.66,Rejected,North
c8816731,0a3652,93723.83,Approved,South
d5b1baba,b5f57f,428119.82,Approved,East
afb75c63,a83175,496390.1,Pending,North
6fca9428,971a30,302709.25,Approved,South
dda1a99f,15a172,473950.47,Pending,East
e11cb0ed,4ba9c3,473103.08,Rejected,East
aa23f824,6a03b9,265260.05,Pending,South
ab18d528,16b72c,410386.28,Rejected,East
64d11bbf,4560a2,215934.62,Approved,South
22a0bd2d,7a48c1,165011.87,Approved,North
2abfe433,9944dd,118508.8,Pending,West
59f5d0fb,55c9aa,26426.2,Pending,South
cf81c785,87e76a,415965.94,Rejected,East
75bc1684,359c9d,48393.12,Pending,East
94d436f9,3719d4,414936.64,Approved,West
efaf663a,d99254,195200.97,Approved,West
8243bd9a,ad4d4d,195802.81,Pending,West
41871e36,4eaf87,178709.76,Approved,North
890211dc,915ace,100274.99,Pending,West
b8d1920b,4853aa,115370.42,Pending,West
31d62853,6bce44,300422.23,Pending,North
c588dcbf,0b40c5,308777.44,Rejected,West
d147b1a9,6d1301,74188.16,Approved,East
358ff021,7b6f03,363982.0,Approved,North
69a9c2d7,f53c78,302330.59,Rejected,East
fcee5c52,a1c3f2,165063.8,Rejected,East
7c7dbfb6,9d77f7,138475.83,Approved,East
b4dc6c53,3556cf,17648.17,Rejected,South
3d5e678b,ef0924,109048.37,Rejected,South
d8961c24,9b2ceb,182285.61,Approved,West
5e01ec2d,59b5da,214170.86,Approved,North
f64a850d,7494d3,301131.64,Rejected,South
a49f5e35,96e5c8,306356.8,Pending,North
90031cc1,c69ec7,133973.64,Approved,East
01a8fc64,8cff06,185124.88,Pending,West
ed343c53,33b114,114515.97,Rejected,West
cf9353ff,f1576e,474146.6,Approved,West
7d555c61,c1b81b,157860.26,Rejected,North
bafeb079,83969c,360110.59,Pending,North
dd2a9b2f,57a886,141392.19,Approved,South
a8d35303,fa2df5,324214.33,Pending,South
a80cac13,5f88da,361448.58,Rejected,North
94ad7067,3791bf,284597.86,Approved,South
8a839694,dcf4d8,392380.01,Pending,North
2abb7698,d9e8d5,276490.02,Approved,West
079d269f,9376a2,455149.49,Pending,East
04c642b9,db0fb1,404738.9,Approved,East
16a42b98,d52e9a,381549.85,Pending,East
1b881b39,73b70c,355099.88,Approved,North
c69edc9c,63a531,105170.92,Pending,South
eb919ca3,e06ff9,390630.26,Approved,East
6a97f725,0a9c10,19870.55,Approved,North
e0f01831,93b08f,471868.13,Rejected,East
c4b80b31,cbef91,400570.2,Rejected,East
459beaf5,5541a8,163785.84,Pending,East
82ec3f50,533289,87412.27,Pending,East
bd080b89,b23e1a,467021.84,Pending,East
7db84ad7,6c4eb1,447081.85,Pending,East
efbb2f08,988445,319625.45,Rejected,South
6b1c9efc,68f04b,23001.25,Rejected,East
18550fa4,c5ca79,19341.86,Pending,East
094d4a56,4279ad,91756.47,Rejected,South
37f82928,e6afd5,12666.84,Approved,South
c50408c8,b77a50,339105.13,Rejected,East
2ccccfc8,a7b66f,439819.32,Rejected,East
6f4da0db,153d2f,281757.7,Pending,West
93219482,3b6f5e,475072.27,Rejected,North
fb72743a,2e82c1,280267.98,Approved,East
29b5df47,2f716d,212201.06,Pending,South
ee5a8689,a9475e,294074.93,Rejected,South
36511e04,a81e88,155967.47,Rejected,North
3564eae9,3d7865,32408.19,Pending,North
727fb997,269ef6,397088.33,Approved,North
325bf953,c73b3c,376686.66,Approved,East
86009c6f,0200b4,376402.81,Rejected,North
2fce09f2,9f05c5,178339.27,Pending,West
9a51b230,2d1ec8,92360.88,Pending,North
a5fb2655,2fce14,409572.46,Approved,North
9e7d6a86,b99d1b,230885.81,Approved,East
262fbc2a,04009f,233394.46,Approved,East
dc1426e2,c4656f,14296.61,Rejected,East
964a22c9,121eb8,73999.28,Pending,South
2a346a5c,3797d8,312491.41,Pending,East
e874b7ce,8d37be,405092.62,Approved,West
d0710bf7,2d36aa,133248.83,Pending,East
3e2d3aa9,3aa45b,316529.08,Pending,East
89f19ef8,9ebb87,348756.56,Approved,South
8697487d,1a9941,274254.48,Approved,South
b3600cfb,66a4c5,439927.89,Pending,North
59e48838,1699ee,52233.46,Approved,West
3965007a,67b190,338216.1,Approved,North
5e101634,7c4898,167065.66,Approved,North
712e1690,488af0,222828.16,Pending,South
d5a8550d,9983f3,33796.71,Approved,East
fe5278ee,3f8415,398098.33,Approved,North
a5e5398a,0ed3b4,308762.91,Approved,East
1ad60bf6,9d4771,445916.58,Rejected,South
c006fb14,2c9848,172082.52,Rejected,East
9f6809d4,eae413,476208.38,Pending,East
619efc3e,ad993e,444493.95,Rejected,West
af51e58b,59cceb,276690.41,Approved,West
b9a2f1d6,4da324,268708.07,Rejected,East
791e29d9,b219b7,334449.42,Rejected,East
18550fa4,eb5c00,384051.25,Pending,West
d6e6dac0,e40bc1,128198.77,Approved,South
4745cedf,4c5d0f,434466.81,Rejected,South
b8d1920b,b2b9e1,199243.32,Rejected,South
6e28405e,cad9b3,334659.96,Pending,West
7b0f0b66,7c0d97,424556.11,Approved,North
2a8115a7,af5e06,185182.79,Approved,East
1b2d8901,344927,443804.8,Approved,South
1a2e883c,015f42,426218.77,Pending,North
0317773f,d2b3c7,428056.9,Pending,West
a11d5cf2,abf493,179262.67,Rejected,South
f8473f74,f81264,178577.67,Approved,South
fad04911,1c3232,305153.33,Pending,South
61507c2c,8917f5,63325.36,Pending,South
f53898da,47f90a,121553.67,Pending,West
f2aa7213,6502e2,417866.34,Pending,South
f3e5a1e9,6ddd38,487346.29,Pending,East
ddfb3bae,99f6f3,420821.67,Approved,East
a7568c3d,4377b3,19335.32,Rejected,North
2c150bc1,ecc446,112211.0,Pending,West
6c8b793a,89c539,175249.64,Approved,East
65f761f6,1357e0,355486.81,Pending,West
d343e773,f56a72,311367.64,Rejected,South
1b78bbc4,89638b,472335.95,Approved,North
dc4f7647,e6ed40,305102.26,Rejected,West
b09bfe5b,4eaac0,126896.69,Rejected,West
d663fbc1,ea2542,138880.39,Pending,South
e1b3eb15,277cbe,432860.23,Rejected,South
48548814,327003,345659.81,Pending,East
bff29b5c,5b1eff,353642.17,Rejected,North
e4243ba4,0c6e4b,241783.91,Rejected,North
99d098ec,4d2d3a,418013.17,Rejected,West
77f1a821,037c3a,396986.19,Pending,North
6b60e340,9db687,51881.67,Pending,East
a183bf27,70ab4f,64180.81,Approved,South
75a8a277,a51f2b,138922.28,Pending,North
93880f41,dd8e2e,345465.04,Rejected,West
a625cc14,6b40eb,141489.71,Pending,North
a543d8fd,5132aa,199819.86,Rejected,South
44974e88,2c1c20,24081.03,Pending,South
662d271a,19e9e6,45769.51,Pending,South
8e531cbc,186249,108477.45,Pending,West
99c4211e,19ef20,77396.17,Approved,South
ea3e304b,eeae81,146108.83,Approved,West
915ff044,6e3e91,200082.26,Approved,East
40cc41d7,30408b,210881.22,Pending,West
cbfc8010,772158,235207.69,Approved,West
8d54cdfe,2b6c88,176636.27,Approved,West
fc9c47dd,c1f05e,394899.66,Rejected,South
81766fff,25cdd7,170771.28,Pending,East
5ed23f4b,2239ff,36854.17,Pending,East
711fa19e,3d51be,437932.91,Pending,West
23eb2199,894c12,95129.77,Pending,West
7d555c61,42d446,47293.75,Rejected,East
fa65aaef,5c4374,198523.63,Pending,West
95c3ef51,bb839f,48851.73,Pending,East
0c825f97,5af1f5,6423.91,Approved,North
44363183,ae9906,434035.23,Rejected,North
99b93c21,e2555a,348567.09,Pending,West
8328634c,e7a32f,258004.87,Pending,West
68c58a45,91896c,415726.51,Rejected,West
b19bb033,a9ad7c,334888.26,Approved,West
5ea3ad7b,9991da,295593.83,Approved,East
a913170e,4741c7,242252.53,Pending,West
43ca8664,366306,336804.03,Approved,West
6d4cf1e6,9d2dda,419885.53,Approved,West
869e83bf,de2adf,388801.18,Rejected,East
cf10a13f,e64efe,131076.59,Rejected,North
ec025e6f,311672,207097.14,Rejected,East
d5c63d22,9914a1,465144.23,Approved,West
185a91e1,9e8f3e,269220.39,Approved,East
6f82df1d,6a566a,462391.94,Approved,North
08894074,8369b3,320082.05,Pending,West
f3c03e16,387558,223954.85,Pending,West
b1348f95,caea80,40284.74,Pending,South
848e9417,88c2ce,279017.7,Rejected,West
059e692b,fbf425,409714.96,Approved,North
1b895c15,08389f,249781.29,Rejected,West
b8f08e4d,e4d61d,328116.11,Rejected,North
69f87efc,25e365,273285.45,Approved,West
311dd35c,a863c7,423998.92,Approved,North
f4f5c593,015c18,445006.14,Pending,South
7d792fd2,b2a978,308705.83,Rejected,East
9139a911,51b4a5,391055.43,Pending,South
8d75c1b1,52f37d,319174.12,Approved,South
61eee05e,e83022,236957.34,Pending,East
f29d9980,58df6f,171425.41,Pending,North
5a008a56,7d7fc1,162285.92,Rejected,North
ad9b391e,7094e6,21213.92,Approved,West
acfa997c,9b290e,283900.22,Rejected,West
1996577e,1648d5,437627.87,Rejected,West
fea043c0,317e34,457860.04,Approved,West
06aa1e8e,4eedc0,444377.31,Rejected,West
d742fc9c,d34611,457131.15,Pending,West
48f94483,809ab5,463365.43,Approved,West
5a518f6d,379e1f,280202.23,Rejected,North
59f5d0fb,81d221,79307.78,Pending,North
798f2332,daa64a,487342.08,Rejected,West
22c5d795,c6baa8,293362.58,Approved,East
253628a5,f07273,427267.6,Approved,East
8b071c81,3222fb,290048.75,Rejected,North
37424a34,13fdc7,47364.53,Rejected,South
b0a70139,e53c09,353056.84,Approved,South
bef8fd94,b0384d,107049.24,Rejected,East
e39b38ac,dc8018,117050.27,Pending,West
6051bc19,da903f,64734.99,Approved,South
e121e5fa,82e5b7,403616.38,Pending,West
b8f166b6,d02f8b,225563.1,Rejected,West
651e185b,91d3eb,268299.32,Pending,South
cee8e26a,2a8895,470644.63,Approved,East
80b86c33,ca981e,340655.17,Pending,West
7384f9b0,6f38dc,369860.34,Approved,North
46fec85d,62abc2,272263.12,Pending,North
235d3422,13bb97,63789.42,Rejected,East
42893781,757448,88811.32,Rejected,East
6f033196,9eb92d,400638.45,Rejected,North
24496db5,bca3a5,162178.58,Pending,East
d9b2d641,d9c4e6,173590.37,Pending,South
c50cf9d4,86ab5c,444581.76,Rejected,North
c1d2b2e8,7b926d,237730.61,Rejected,North
a6028911,2a11d6,191817.26,Pending,South
0eb30fa7,f0a13c,32222.64,Pending,West
517d9e3d,2c9467,368978.85,Rejected,North
e48e5b33,742cb9,145662.7,Rejected,East
30c66151,1fdb74,249282.43,Approved,South
e877c4c4,0b4d69,485352.43,Rejected,East
8ab1b2df,4454e8,408465.67,Pending,East
5e26eb3f,12b867,458648.81,Approved,South
683e72bc,3048ec,458538.44,Pending,West
a284b389,4e9462,322817.58,Pending,West
52dd583c,a2263e,211266.3,Approved,North
61b2b6bb,3a894c,219205.49,Pending,West
4981380a,946385,263329.62,Pending,East
cf536c2a,391a6a,218512.92,Pending,West
b846c1b1,bd0b2a,302656.67,Rejected,South
7689055a,3291f6,112392.33,Approved,East
6a516122,37144e,222661.3,Approved,West
419f9177,ccbf30,254216.05,Approved,West
6c80f35a,ca32d8,108148.93,Pending,North
119f284e,a74244,33640.38,Pending,East
28d4f862,99ba9e,158976.52,Pending,South
e0432b3b,124ffe,487625.76,Approved,South
5533ae72,bb5bc8,38899.37,Pending,West
53318835,0cc7bc,465576.91,Pending,South
b869da91,8b852d,72731.64,Approved,West
16c18b6a,579324,29413.76,Approved,South
04f12c64,a56696,224380.13,Approved,South
e93f6199,7d07bf,40820.19,Rejected,West
043a5155,af73ff,376217.91,Approved,North
ebdd81a6,83850e,324221.95,Pending,East
808b8afa,c3fca9,193567.73,Pending,West
cbaa4484,245ca5,235351.03,Pending,East
f1ce358c,30c8c0,81632.7,Pending,North
9ac1afb7,13e125,409599.87,Approved,North
6995b101,7b4516,17692.31,Approved,North
26fcabb1,3efce7,247117.07,Approved,South
131a4793,172153,207782.21,Approved,East
451ad80f,e1aadd,54271.56,Pending,North
77c4af79,f1cf96,495541.34,Pending,North
911c4178,945dd9,391882.17,Pending,North
9761bb21,3b09ae,367353.35,Approved,North
b31f17fa,162381,195316.8,Pending,North
31b22836,6b1d33,247875.44,Rejected,North
7c34cadb,adcf76,422470.24,Pending,West
48f94483,8483e2,83742.06,Approved,East
2a4cdf68,e687a0,60967.58,Rejected,North
93c52947,ee8293,242843.7,Pending,South
35c5b6c9,59e50b,417054.85,Rejected,West
236f1879,4eed7c,255971.46,Approved,North
f0adbfbc,792015,430234.99,Approved,South
c9c5db27,23cf35,274997.77,Approved,East
bf7576b2,4e0d1e,83788.42,Rejected,East
2e342d8d,53ba83,271852.3,Approved,East
bc9750db,d9ae54,41607.14,Rejected,West
e17f9a69,2c41a3,439587.01,Rejected,West
54749c17,76a953,468879.85,Approved,East
e215e440,f288ef,273641.33,Rejected,East
529797ff,027c81,69179.03,Approved,South
fbfeeffa,5c9133,129118.66,Pending,East
e897acd7,36c6ae,356066.64,Approved,West
a0114771,8c3572,390275.29,Approved,South
36ff1418,25a84f,361235.52,Rejected,South
e28f816e,fa3c03,464373.47,Approved,South
27fb5c87,336d1e,333117.15,Rejected,North
84c12e01,165d89,402737.22,Pending,North
32df9209,8f9ce7,160272.94,Rejected,East
9592b7f1,70f7ca,13735.04,Approved,East
b551015f,a3c1e3,476245.51,Rejected,North
fe5278ee,7b88a7,195026.43,Approved,South
08441535,341aea,475668.16,Approved,East
46a44b5e,1e4cb2,437735.25,Pending,South
57e5346c,d882d2,90032.33,Pending,North
32d2ce3d,727a75,42825.46,Rejected,West
ebfb6274,e9099f,184582.76,Rejected,West
1bd01abe,f40bb2,499693.31,Approved,North
b3af16be,07f329,10784.5,Pending,East
696c0cfe,5b96d4,499658.64,Pending,South
97caa799,49439b,394415.31,Approved,South
a94d0e8d,96257b,221585.71,Rejected,East
2944785d,e61e44,102430.71,Approved,West
2540cd78,29c74a,293683.64,Approved,North
aad1269f,f6ee50,317176.45,Pending,East
f687d616,987813,35320.58,Rejected,North
be7c82d0,64e410,279164.09,Pending,West
838a873b,5a0940,137225.8,Pending,West
436e146d,01f211,467218.38,Pending,East
aacc7bf7,6a474e,149079.27,Pending,North
711cb8ea,cf05b9,131038.39,Approved,West
ff028a26,292cc7,458223.1,Rejected,South
0ad1443a,4f8fc6,324995.13,Rejected,West
2acd9035,d103be,455740.87,Rejected,South
02a50c42,76ba5a,373712.79,Pending,East
84f55d8b,fccb21,400308.49,Pending,East
dead216a,4d0c94,485805.91,Rejected,North
e5b509a3,c89c15,156270.55,Approved,East
1bf41a8c,049925,83959.31,Rejected,West
8a9223cf,b040f1,262454.37,Approved,North
71b2a966,e78f10,82129.8,Approved,South
aaa8ee26,290538,371029.64,Approved,East
5f5ed186,930117,210120.62,Rejected,East
8ab7f673,31d88d,361368.91,Pending,East
794322fa,baa3ca,469779.46,Rejected,West
bc2ee2a7,8cc8d4,341276.41,Rejected,West
01829149,1c23ea,297589.05,Approved,South
0b5e5c9f,994090,427392.02,Rejected,North
d77e949e,10f00c,243323.91,Rejected,North
4bcf076d,188585,299850.1,Rejected,West
8eb03f9b,15e20e,116143.79,Approved,South
fcb8af94,3982f5,419456.46,Approved,South
f3400b2b,0d107e,380554.35,Pending,North
691f184a,8c5d88,358418.82,Pending,North
832896b7,054a00,211076.63,Pending,South
150f3c70,4cffd3,472490.42,Pending,West
c924c95a,bad3c7,392035.63,Approved,West
59fd209f,6a974b,115041.43,Rejected,South
344c4476,c8fc8b,96277.45,Pending,East
4e05553b,3a186c,419710.84,Pending,South
c7394e6b,51103b,346337.79,Rejected,North
bff1b475,5d62ae,436202.92,Approved,North
59d4f63e,f928c8,173957.79,Rejected,East
f2aa7213,22aeb9,11666.9,Rejected,South
aa3caeac,79ed9e,464490.78,Pending,East
d062d837,62d9fd,128949.55,Pending,East
bd080b89,0843d4,309556.83,Pending,North
93d4f054,86ba8c,135966.72,Rejected,South
29e7676a,710b4d,443226.02,Pending,East
3efe4401,3f623d,285860.71,Rejected,East
6ed47696,ff4002,244011.8,Approved,South
43d68858,f8dea9,398556.82,Pending,North
e0aa4f77,62fbc1,269435.33,Pending,West
cedd7a1d,7e2d03,341942.73,Rejected,South
aee9c7ef,7b4b2f,298167.1,Pending,South
3abdcae9,121c26,247225.47,Approved,North
5ce2be19,7be518,409713.88,Approved,North
5a7e0b9b,51329f,372586.49,Rejected,South
0fa38574,06cd4c,285371.7,Approved,South
4cc9c7b5,e9200b,271030.5,Pending,West
fba94f1d,7290f6,131209.32,Rejected,East
1cb26413,ccd3fe,278423.65,Approved,North
6b13c5e2,8eb627,371728.28,Pending,South
2c8fa6b4,6a7521,47898.14,Pending,South
18e2f066,d06935,257309.96,Pending,West
80ad06e4,edc6fd,186738.22,Approved,North
e0dc1465,0f38e9,184178.43,Rejected,West
1d50a18a,f091e4,153881.09,Approved,South
c791fd15,57f873,25891.97,Rejected,North
c5a0a8af,56973b,358730.44,Approved,West
6f0b6775,a7237f,55121.24,Rejected,East
545154f1,543c63,352903.7,Approved,West
a094d76a,6e20af,467312.91,Pending,West
dedc01e1,045ea3,315055.8,Approved,West
186897c2,c2b7bc,411394.14,Approved,West
9592b7f1,cffaba,101593.53,Approved,North
2a4dcacf,7fd525,75413.45,Approved,North
5b8231fc,bf0736,340002.78,Rejected,East
c7363773,58b634,70417.52,Approved,North
949a5600,a0c52b,341368.69,Pending,East
1bee27c8,3f328c,168238.31,Pending,West
4f84c8db,2616c8,166326.46,Approved,North
26cd598d,a99bc7,195584.55,Pending,North
bef17fc2,b130a6,324045.93,Rejected,South
0cfe7f1a,b7a701,357908.11,Rejected,East
8697487d,f59807,199199.42,Pending,North
f02232b1,236ac3,186836.91,Pending,East
ed25e927,ac6680,316051.5,Rejected,North
63c8acb9,1bf9a0,19244.53,Pending,West
8ef7d22f,6804c8,397587.61,Approved,West
1162025d,ed026a,228077.34,Approved,West
947ccf9b,d698a1,483213.25,Pending,East
5eefb8cb,837b49,208410.47,Approved,North
e7ebb44d,33e612,479050.81,Pending,North
28172a82,b8b992,418470.61,Rejected,East
f310ccc7,a0a7a9,382794.2,Pending,South
4385d29d,caa78f,100018.28,Pending,South
35929324,761b9a,327732.05,Pending,South
64f654fd,11013d,339003.68,Pending,West
34670f7e,bf5426,319373.32,Pending,East
3a3d8a95,5fbdfa,263303.4,Pending,East
ff476025,454ab1,157486.94,Pending,North
499767d6,7fe32c,243106.86,Pending,East
52bdf4d3,6d5274,5422.63,Rejected,West
b6a6e1c0,6d1c27,139435.0,Pending,South
84300706,023de5,72386.28,Approved,West
05e7d7be,f578fb,94045.47,Approved,East
4e3a61ac,92ea54,221729.24,Rejected,East
06527fde,7c691d,89465.11,Rejected,West
3deadd41,fe2868,491112.31,Pending,South
da9c7c09,2224fa,381013.07,Pending,West
1f4844fa,40c6a4,69536.17,Approved,West
d01f9322,52be1a,294110.13,Rejected,East
522689a3,c8280e,410494.8,Approved,South
47c9f335,7ac963,408209.76,Pending,South
e9f34793,9d78bf,492621.29,Pending,West
ddba41f6,8c2019,123146.31,Approved,East
909ba1b1,5454ed,109330.81,Rejected,North
c603fc27,012fc6,25201.41,Approved,East
43853bad,c7c25e,476769.52,Rejected,South
fe028bd6,85751d,432053.41,Approved,West
af09466d,f35d30,230706.19,Approved,East
d9ecbede,cb06d2,195361.73,Approved,South
c554f80c,af4332,118694.08,Rejected,West
f46c4344,e2cc33,489297.82,Approved,North
a0334d25,4520c8,386122.11,Pending,West
472d32b9,b76729,281568.33,Rejected,South
679177c1,77bd73,390686.13,Pending,West
c73019a3,d8b0b7,213168.01,Rejected,South
e7de349e,ea88e7,381697.07,Rejected,South
ad554b61,eb172a,334504.93,Rejected,West
c1cf4524,ffaf4b,242732.77,Rejected,South
1d94bf8d,db25be,18365.21,Approved,South
4bd88a36,2a1b9e,74541.71,Approved,South
1040bc0a,2fef8c,388387.33,Rejected,East
c31d0143,222f2e,491813.99,Rejected,North
6d4b92ab,679cab,244446.59,Rejected,West
bafca22b,295e4d,416964.06,Pending,North
1fd7c83f,c45c18,345492.21,Approved,South
1d06be9f,8ac489,370004.95,Approved,West
b7ad698f,99eaa8,6405.79,Pending,South
5ce2b04a,ab3660,366346.63,Pending,West
183bbb90,1349b7,206367.05,Pending,West
398b74c2,f6978e,398955.35,Approved,South
090502ee,1c2bb5,439486.06,Approved,East
4a253c24,a49bf1,379770.73,Pending,West
d41fd7b9,e46160,383276.93,Approved,West
ea67a4cc,53a569,60339.88,Pending,West
99c70f2c,003e4a,291402.69,Approved,West
71285329,3e207e,340357.18,Approved,South
c5b6f043,193ad4,7002.21,Pending,North
f12f7d0b,0d235b,163023.34,Pending,North
6a5ee655,3f69fc,153919.81,Approved,South
6dd2a548,c29c31,375217.73,Rejected,North
d3b38979,d03c14,110057.6,Pending,East
b0744df5,cbb407,12375.12,Rejected,West
c23cf322,5cf0eb,487150.51,Approved,South
52d073b6,9db6c6,237761.36,Pending,West
a64f28ff,779d47,280898.84,Pending,East
b836299c,4c0f32,471712.25,Approved,West
1a157c60,f8b4d5,495474.89,Rejected,East
6e22eadf,245672,141983.89,Pending,North
01fb4514,f6075a,290485.21,Pending,East
bee24b5b,8eac38,207561.91,Pending,North
28539329,4bd02f,430943.71,Rejected,South
a49f5e35,e342c6,449625.25,Pending,North
c6b172df,8a3134,87818.76,Rejected,North
b635f3c0,3e475d,480521.01,Rejected,East
fa64a447,3f8bd4,276260.88,Pending,South
92740ec6,46d535,266202.02,Approved,East
bf34e473,d9ce6f,178395.1,Rejected,North
500bf48c,b61c92,71081.02,Approved,East
673d2c47,c1dbf7,120359.08,Pending,South
dfdf573c,bcf07d,215046.03,Rejected,West
92d8076d,8c4a45,234502.28,Approved,North
4e0d73f5,6b85aa,497288.82,Rejected,South
b932a175,7847b5,178107.41,Approved,East
775ba49b,a894e4,302331.05,Approved,West
436bdadd,cc2f60,121885.78,Pending,East
e7c450a9,e0c9a5,108839.17,Pending,East
c021341c,c01c18,208430.91,Pending,North
e81e4c80,49bffc,294960.9,Pending,South
058a928a,92de51,457892.71,Pending,South
f032fac8,493389,166694.33,Approved,East
98abd315,f53fd7,435804.33,Rejected,East
dc4f7647,49889c,363098.05,Rejected,West
96c2477a,7f8822,107311.55,Pending,East
0695f214,d02a4b,90016.83,Rejected,South
69041df3,d6fcaf,388784.78,Pending,West
7384f9b0,211f61,208477.86,Approved,East
e9a58330,4e69ad,101113.86,Pending,East
8f1975aa,1a84ab,81836.07,Approved,West
fa89ab23,9cd4ac,220596.58,Pending,North
81f0cb0f,a09f61,470558.53,Rejected,West
6a4b0ae3,1e16ae,29246.64,Approved,East
cb794d3c,18e67b,280695.8,Pending,West
84e0dcca,0e59d7,172065.59,Approved,West
96619ecf,b4b689,245913.08,Rejected,North
67973613,ff4907,387540.05,Pending,West
5472675c,6b5383,211168.01,Pending,West
42263310,b78039,70057.8,Pending,West
6807a7b7,6d27b3,349150.81,Pending,East
be269bf4,36416f,322847.96,Approved,West
079d269f,39ad08,202440.5,Rejected,South
66a121d8,70b131,80500.39,Rejected,West
4d01a613,dedf89,92498.79,Approved,North
975755eb,647c02,128659.92,Pending,South
4c0c391f,8cda29,162227.77,Pending,North
