OrderID,ItemID,StockLevel,OrderStatus,OrderDate,Warehouse,Price,ReorderLevel,Category,SupplierName,Quantity,CustomerID,PaymentMethod,DispatchDate
11382,,-5.0,Shipped,2024-07-05 09:21:06.793254,,282.357,Not Required,CLOTHING,Supplier_A,,CUST_2175,PayPal,2025-02-03 09:21:06.832853
11383,Item_1383,700.0,Delivered,2024-06-20 09:21:06.793256,WH2,48.232,,FURNITURE,Supplier_C,,,Bank Transfer,2025-02-02 09:21:06.832855
11384,Item_1384,-1.0,Delivered,2025-01-09 09:21:06.793259,WH1,778.457,26,APPLIANCES,,,,PayPal,2025-02-06 09:21:06.832858
11385,Item_1385,-5.0,Pending,2024-07-09 09:21:06.793261,WH3,566.757,,CLOTHING,,14.0,,Debit Card,
11386,,11665.0,Shipped,2024-11-28 09:21:06.793264,WH3,970.609,,CLOTHING,,,CUST_2691,PayPal,
11387,Item_1387,,Cancelled,,,129.536,,CLOTHING,Supplier_A,,,Cash,2025-02-01 09:21:06.832865
11388,Item_1388,-5.0,,,WH1,472.335,,FURNITURE,Supplier_A,13.0,,Debit Card,2025-02-02 09:21:06.832868
11389,,,Delivered,,WH2,38.739,,ELECTRONICS,Supplier_B,,CUST_4277,Cash,2025-02-05 09:21:06.832870
11390,Item_1390,-1.0,Pending,2024-09-05 09:21:06.793274,,349.289,Not Required,ELECTRONICS,Supplier_C,,CUST_4521,Credit Card,2025-02-02 09:21:06.832872
11391,,-5.0,,2024-04-12 09:21:06.793277,WH3,5.832,,APPLIANCES,Supplier_A,,CUST_1378,Cash,
11392,Item_1392,700.0,,2024-12-06 09:21:06.793279,WH3,912.846,18,CLOTHING,Supplier_B,10.0,CUST_2916,Debit Card,2025-02-04 09:21:06.832877
11393,Item_1393,500.0,Cancelled,,WH1,621.748,42,CLOTHING,Supplier_A,14.0,,Bank Transfer,2025-01-31 09:21:06.832880
11394,,-1.0,Cancelled,,WH3,115.845,Not Required,ELECTRONICS,Supplier_C,,CUST_1048,PayPal,
11395,,,Cancelled,2024-07-09 09:21:06.793287,,393.647,19,APPLIANCES,Supplier_B,,CUST_3215,Bank Transfer,
11396,Item_1396,-1.0,,,WH2,956.141,Not Required,APPLIANCES,Supplier_D,,CUST_3681,Credit Card,
11397,Item_1397,,,,,685.132,Not Required,TOYS,Supplier_A,19.0,CUST_2924,Debit Card,2025-02-04 09:21:06.832889
11398,Item_1398,-1.0,Delivered,2024-03-28 09:21:06.793295,WH3,870.2,Not Required,TOYS,Supplier_A,,,Bank Transfer,
11399,,,Cancelled,2024-03-29 09:21:06.793298,WH2,961.812,Not Required,ELECTRONICS,Supplier_A,,,PayPal,
11400,Item_1400,-5.0,,,,329.909,41,APPLIANCES,,,,Bank Transfer,
11401,Item_1401,,,2024-03-30 09:21:06.793303,WH3,467.696,11,TOYS,Supplier_A,,CUST_3777,PayPal,2025-02-06 09:21:06.832899
11402,,500.0,Delivered,2024-03-27 09:21:06.793306,WH3,964.176,,APPLIANCES,Supplier_C,,CUST_1346,Bank Transfer,2025-01-31 09:21:06.832901
11403,Item_1403,-1.0,Cancelled,,WH1,677.784,43,TOYS,Supplier_B,,,Debit Card,
11404,,500.0,Delivered,2025-01-02 09:21:06.793311,WH2,664.948,5,CLOTHING,Supplier_C,1.0,CUST_4766,PayPal,
11405,Item_1405,700.0,,,,600.815,Not Required,APPLIANCES,Supplier_D,,,Debit Card,2025-02-05 09:21:06.832909
11406,,-5.0,Delivered,,WH2,595.651,41,CLOTHING,Supplier_D,20.0,CUST_1754,PayPal,
11407,,-5.0,,,WH1,357.323,,FURNITURE,Supplier_C,2.0,CUST_2742,PayPal,2025-02-03 09:21:06.832915
11408,Item_1408,7683.0,Pending,2024-08-24 09:21:06.793322,,913.054,,FURNITURE,,1.0,,Cash,
11409,,-1.0,,2024-11-18 09:21:06.793324,WH3,938.302,17,ELECTRONICS,Supplier_B,,,Debit Card,
11410,Item_1410,500.0,,,WH3,453.537,Not Required,APPLIANCES,,,,Bank Transfer,2025-02-06 09:21:06.832922
11411,,500.0,Cancelled,2024-03-01 09:21:06.793330,WH3,129.381,Not Required,ELECTRONICS,Supplier_B,9.0,,Debit Card,2025-02-06 09:21:06.832925
11412,Item_1412,,,,WH1,647.89,Not Required,FURNITURE,Supplier_B,,,Bank Transfer,
11413,Item_1413,,Pending,2024-03-03 09:21:06.793335,WH1,410.362,,APPLIANCES,Supplier_A,,,PayPal,2025-02-01 09:21:06.832930
11414,Item_1414,-5.0,Cancelled,2024-05-06 09:21:06.793338,WH3,594.211,,APPLIANCES,Supplier_B,,CUST_3379,Bank Transfer,
11415,,,Delivered,,WH2,330.632,50,APPLIANCES,,,,Credit Card,2025-01-31 09:21:06.832934
11416,,500.0,Shipped,,,252.973,13,ELECTRONICS,Supplier_B,,CUST_2822,Cash,
11417,,3841.0,,,,825.21,28,TOYS,Supplier_C,0.0,,Debit Card,2025-02-03 09:21:06.832940
11418,,3772.0,Delivered,,WH3,196.497,48,APPLIANCES,Supplier_A,-3.0,,Cash,
11419,Item_1419,,Cancelled,,,551.346,,APPLIANCES,Supplier_C,,CUST_1681,PayPal,
11420,,-1.0,Delivered,,WH1,490.723,Not Required,FURNITURE,,,,Cash,2025-01-31 09:21:06.832947
11421,,10508.0,Pending,,WH3,237.258,1,CLOTHING,,,CUST_3338,Debit Card,2025-02-01 09:21:06.832949
11422,,-5.0,Cancelled,2024-11-19 09:21:06.793359,WH1,793.248,,APPLIANCES,,9.0,CUST_2659,Credit Card,
11423,Item_1423,-5.0,Shipped,,WH1,949.564,Not Required,FURNITURE,Supplier_D,0.0,,Cash,
11424,,-1.0,Cancelled,2024-03-28 09:21:06.793364,,976.724,,ELECTRONICS,,14.0,CUST_4741,Credit Card,
11425,Item_1425,-1.0,Delivered,,WH3,352.936,33,ELECTRONICS,,,CUST_2670,Cash,
11426,,4675.0,Shipped,,WH3,41.907,,FURNITURE,,6.0,,Credit Card,
11427,Item_1427,10736.0,Pending,2024-04-15 09:21:06.793372,,982.927,,TOYS,Supplier_D,18.0,,Bank Transfer,
11428,Item_1428,1012.0,Pending,,,276.921,4,APPLIANCES,Supplier_A,-1.0,CUST_1044,Debit Card,2025-02-06 09:21:06.832966
11429,,500.0,Cancelled,2025-01-29 09:21:06.793378,WH3,215.724,Not Required,APPLIANCES,Supplier_D,,,Bank Transfer,
11430,,-5.0,Cancelled,2024-07-18 09:21:06.793380,WH2,144.997,,TOYS,Supplier_A,15.0,CUST_2655,Bank Transfer,
11431,,500.0,Shipped,,WH3,24.602,22,ELECTRONICS,Supplier_A,,CUST_2680,Debit Card,
11432,Item_1432,,Cancelled,2024-12-30 09:21:06.793385,WH3,365.637,Not Required,FURNITURE,Supplier_B,,,PayPal,2025-02-06 09:21:06.832976
11433,Item_1433,,Delivered,,WH3,328.175,19,APPLIANCES,Supplier_C,,,Cash,
11434,Item_1434,,Pending,,WH1,854.702,,CLOTHING,,17.0,,PayPal,
11435,Item_1435,,Delivered,2024-11-05 09:21:06.793393,WH1,808.113,16,FURNITURE,Supplier_B,18.0,,Credit Card,
11436,Item_1436,500.0,Pending,2025-01-14 09:21:06.793396,WH2,569.557,Not Required,APPLIANCES,Supplier_B,17.0,CUST_4960,PayPal,
11437,,,,,,84.256,22,FURNITURE,Supplier_C,,CUST_2838,Debit Card,2025-01-31 09:21:06.832989
11438,,-1.0,Pending,2024-05-12 09:21:06.793401,,184.189,Not Required,APPLIANCES,Supplier_B,1.0,CUST_2680,PayPal,
11439,,-5.0,Shipped,2024-10-21 09:21:06.793403,WH1,249.644,18,ELECTRONICS,Supplier_B,,,PayPal,
11440,Item_1440,700.0,Shipped,,WH3,727.298,Not Required,CLOTHING,Supplier_B,-5.0,,PayPal,2025-02-05 09:21:06.832996
11441,Item_1441,500.0,Cancelled,2024-02-17 09:21:06.793408,WH1,13.008,9,TOYS,Supplier_A,,CUST_2747,Bank Transfer,
11442,,,Pending,,,928.938,19,FURNITURE,Supplier_B,14.0,CUST_2291,PayPal,2025-02-05 09:21:06.833000
11443,Item_1443,700.0,Cancelled,2024-05-27 09:21:06.793414,,453.517,39,TOYS,Supplier_C,,CUST_4714,Credit Card,
11444,Item_1444,500.0,,2024-09-09 09:21:06.793417,WH3,371.023,Not Required,ELECTRONICS,Supplier_A,,CUST_4382,Cash,2025-02-01 09:21:06.833005
11445,Item_1445,,Pending,,WH2,174.437,12,TOYS,Supplier_D,,,Credit Card,
11446,,700.0,,,WH1,578.427,,FURNITURE,Supplier_C,,CUST_2158,PayPal,2025-02-03 09:21:06.833010
11447,,-5.0,Cancelled,2025-01-15 09:21:06.793424,WH1,668.526,25,TOYS,Supplier_B,,,Cash,
11448,,500.0,Pending,2025-01-08 09:21:06.793427,WH1,19.663,Not Required,APPLIANCES,Supplier_B,,,PayPal,
11449,Item_1449,,,2025-01-07 09:21:06.793429,WH3,736.635,,TOYS,,,CUST_2710,Credit Card,
11450,Item_1450,-5.0,Cancelled,,WH1,502.763,12,TOYS,Supplier_C,,CUST_1139,Credit Card,
11451,Item_1451,500.0,Delivered,,WH3,664.05,42,FURNITURE,Supplier_C,,,Credit Card,2025-02-06 09:21:06.833022
11452,Item_1452,500.0,Cancelled,,,815.137,23,CLOTHING,,8.0,CUST_2164,PayPal,2025-02-02 09:21:06.833025
11453,Item_1453,-1.0,Delivered,,,293.617,,APPLIANCES,Supplier_C,-1.0,CUST_1178,Debit Card,
11454,,700.0,Delivered,,WH2,288.032,Not Required,APPLIANCES,,2.0,,Cash,2025-02-03 09:21:06.833029
11455,,-1.0,Pending,2025-01-17 09:21:06.793445,WH1,585.804,,APPLIANCES,Supplier_B,9.0,,PayPal,
11456,Item_1456,8099.0,Pending,2024-12-13 09:21:06.793448,WH3,973.948,,FURNITURE,,,CUST_1513,Cash,2025-02-03 09:21:06.833035
11457,Item_1457,,Pending,2024-08-22 09:21:06.793451,WH1,631.615,40,CLOTHING,Supplier_B,,,Cash,2025-01-31 09:21:06.833037
11458,,700.0,Pending,2025-01-18 09:21:06.793453,WH2,153.635,,FURNITURE,Supplier_B,13.0,,Bank Transfer,2025-02-05 09:21:06.833039
11459,,700.0,Pending,2024-09-13 09:21:06.793456,WH2,836.942,Not Required,APPLIANCES,Supplier_B,,,Debit Card,
11460,Item_1460,500.0,Pending,,WH3,351.929,,FURNITURE,Supplier_D,1.0,CUST_2238,Credit Card,2025-02-04 09:21:06.833044
11461,,500.0,Cancelled,2024-10-29 09:21:06.793461,WH2,580.644,,TOYS,,11.0,CUST_4874,Cash,2025-02-02 09:21:06.833047
11462,,700.0,Pending,,WH1,264.671,,APPLIANCES,Supplier_C,,CUST_1481,Debit Card,2025-02-02 09:21:06.833049
11463,,700.0,Pending,,WH3,110.928,,ELECTRONICS,,-5.0,CUST_2521,Cash,2025-02-05 09:21:06.833051
11464,Item_1464,5527.0,Pending,,WH1,893.993,Not Required,TOYS,Supplier_D,3.0,CUST_3975,Bank Transfer,
11465,Item_1465,10882.0,Cancelled,,WH2,563.907,,TOYS,Supplier_C,11.0,,Bank Transfer,
11466,Item_1466,500.0,Shipped,2024-03-16 09:21:06.793474,WH3,17.154,Not Required,CLOTHING,Supplier_A,,CUST_3228,Credit Card,
11467,,,Cancelled,,WH2,435.086,6,APPLIANCES,Supplier_C,-5.0,,Credit Card,
11468,Item_1468,700.0,Delivered,2024-04-15 09:21:06.793479,,674.298,32,CLOTHING,Supplier_B,1.0,,Credit Card,
11469,,,Pending,,,465.727,Not Required,CLOTHING,Supplier_C,-2.0,,Debit Card,
11470,Item_1470,-5.0,Pending,,WH1,951.059,,FURNITURE,Supplier_C,,,Debit Card,2025-02-01 09:21:06.833069
11471,,1810.0,Delivered,,,669.227,8,FURNITURE,Supplier_C,,,Bank Transfer,
11472,,500.0,Delivered,2024-09-01 09:21:06.793489,WH3,446.112,,FURNITURE,Supplier_B,,CUST_2587,PayPal,2025-02-06 09:21:06.833074
11473,Item_1473,602.0,Delivered,,,838.894,47,CLOTHING,Supplier_C,11.0,,Bank Transfer,2025-02-01 09:21:06.833076
11474,Item_1474,,Cancelled,,WH2,777.047,Not Required,APPLIANCES,Supplier_A,,CUST_2445,Credit Card,
11475,Item_1475,500.0,,,WH3,622.703,,TOYS,Supplier_D,5.0,CUST_3743,Bank Transfer,2025-02-04 09:21:06.833081
11476,,500.0,,2024-10-11 09:21:06.793500,WH1,201.901,,ELECTRONICS,Supplier_D,,,Bank Transfer,2025-02-02 09:21:06.833084
11477,,500.0,Delivered,2024-07-07 09:21:06.793503,WH3,948.049,14,ELECTRONICS,Supplier_D,,,Bank Transfer,2025-02-03 09:21:06.833086
11478,Item_1478,,,2024-05-28 09:21:06.793505,WH1,828.191,Not Required,CLOTHING,Supplier_D,-2.0,,Bank Transfer,2025-01-31 09:21:06.833088
11479,Item_1479,700.0,Pending,2024-01-31 09:21:06.793508,WH1,833.488,Not Required,ELECTRONICS,Supplier_C,,CUST_4228,Credit Card,2025-01-31 09:21:06.833091
11480,Item_1480,-5.0,Pending,,,770.082,Not Required,CLOTHING,Supplier_D,-1.0,CUST_2174,Credit Card,
11481,,,,,WH3,78.354,,CLOTHING,,,CUST_3169,Cash,
11482,Item_1482,-1.0,Pending,,WH2,265.048,,CLOTHING,,19.0,CUST_2954,Debit Card,2025-02-03 09:21:06.833098
11483,,,Cancelled,,WH3,304.85,35,TOYS,Supplier_A,-4.0,,Bank Transfer,
11484,,2443.0,Delivered,2024-04-27 09:21:06.793520,,602.65,,ELECTRONICS,,17.0,CUST_3781,Credit Card,
11485,,10759.0,Delivered,,WH2,846.432,10,FURNITURE,Supplier_D,,CUST_4588,PayPal,2025-02-05 09:21:06.833106
11486,,700.0,Cancelled,,WH2,419.331,,TOYS,Supplier_D,,CUST_3445,Cash,
11487,,700.0,Shipped,,WH2,405.796,Not Required,FURNITURE,,2.0,,Bank Transfer,2025-02-03 09:21:06.833111
11488,Item_1488,-5.0,,2024-07-15 09:21:06.793531,,56.347,Not Required,FURNITURE,Supplier_A,,CUST_1031,PayPal,
11489,,-1.0,Delivered,2024-02-15 09:21:06.793534,WH1,450.096,,ELECTRONICS,Supplier_A,12.0,,Debit Card,2025-01-31 09:21:06.833115
11490,,-5.0,Cancelled,2024-05-26 09:21:06.793536,WH2,354.405,18,APPLIANCES,,8.0,CUST_1888,PayPal,2025-02-04 09:21:06.833118
11491,Item_1491,700.0,Cancelled,2024-03-28 09:21:06.793539,WH1,344.334,Not Required,CLOTHING,,14.0,CUST_4355,Debit Card,2025-01-31 09:21:06.833120
11492,Item_1492,2645.0,Cancelled,2024-06-09 09:21:06.793542,WH1,897.588,26,CLOTHING,Supplier_A,,,Credit Card,2025-02-06 09:21:06.833122
11493,,700.0,Pending,,WH3,765.361,Not Required,ELECTRONICS,Supplier_A,,,Bank Transfer,2025-01-31 09:21:06.833125
11494,Item_1494,500.0,Pending,2024-11-06 09:21:06.793547,WH1,879.594,Not Required,TOYS,Supplier_B,2.0,CUST_4902,Debit Card,
11495,,-5.0,Cancelled,2024-12-03 09:21:06.793550,WH1,276.928,26,CLOTHING,Supplier_D,6.0,CUST_1998,Credit Card,2025-02-03 09:21:06.833129
11496,,-5.0,Cancelled,,WH1,901.454,Not Required,TOYS,Supplier_C,2.0,,Bank Transfer,2025-02-05 09:21:06.833132
11497,,-5.0,Delivered,2024-05-03 09:21:06.793555,,225.106,,TOYS,Supplier_C,-2.0,CUST_4632,Debit Card,
11498,Item_1498,700.0,Shipped,2024-10-05 09:21:06.793557,WH1,524.795,Not Required,ELECTRONICS,Supplier_C,,CUST_4716,Credit Card,2025-01-31 09:21:06.833137
11499,,12435.0,Delivered,2024-09-06 09:21:06.793560,,134.753,,CLOTHING,Supplier_A,3.0,,Credit Card,
11500,,700.0,Pending,,WH3,348.932,,TOYS,Supplier_A,,,Cash,
11501,,500.0,,,,769.899,,APPLIANCES,,-3.0,CUST_1607,PayPal,2025-02-05 09:21:06.833144
11502,Item_1502,-5.0,Cancelled,2024-09-11 09:21:06.793574,,544.49,,APPLIANCES,Supplier_B,9.0,,PayPal,
11503,Item_1503,,Delivered,,WH3,683.065,41,APPLIANCES,Supplier_A,,,Credit Card,2025-02-04 09:21:06.833149
11504,,,,2024-05-06 09:21:06.793579,WH3,103.821,37,TOYS,Supplier_C,,CUST_2848,Bank Transfer,2025-02-03 09:21:06.833152
11505,Item_1505,700.0,,,,128.152,,ELECTRONICS,,,CUST_4867,Bank Transfer,2025-01-31 09:21:06.833154
11506,Item_1506,700.0,,,WH2,943.952,40,FURNITURE,Supplier_B,-4.0,CUST_3140,Credit Card,2025-02-01 09:21:06.833156
11507,,-1.0,Cancelled,2024-02-12 09:21:06.793587,WH3,694.074,Not Required,CLOTHING,Supplier_A,,CUST_4711,PayPal,2025-02-02 09:21:06.833159
11508,Item_1508,500.0,Pending,2024-02-08 09:21:06.793590,WH3,485.596,33,FURNITURE,Supplier_B,,CUST_3134,Bank Transfer,2025-02-02 09:21:06.833163
11509,Item_1509,-5.0,Pending,,,810.554,13,TOYS,Supplier_B,7.0,CUST_1205,Cash,
11510,Item_1510,-1.0,,,WH3,995.239,Not Required,APPLIANCES,Supplier_D,,CUST_4880,Debit Card,
11511,,-1.0,,2024-03-22 09:21:06.793598,WH1,286.714,Not Required,FURNITURE,,,,Cash,
11512,Item_1512,-1.0,Delivered,2024-07-24 09:21:06.793601,WH3,155.177,,ELECTRONICS,,6.0,CUST_4958,PayPal,2025-02-06 09:21:06.833174
11513,Item_1513,-1.0,,2024-11-05 09:21:06.793603,WH1,748.914,,CLOTHING,,15.0,,PayPal,2025-02-05 09:21:06.833176
11514,,-1.0,Shipped,,WH1,171.968,,TOYS,Supplier_C,-4.0,,Credit Card,
11515,,8628.0,Pending,,,513.912,,CLOTHING,Supplier_B,9.0,CUST_4965,PayPal,2025-02-01 09:21:06.833181
11516,,700.0,,2024-06-22 09:21:06.793611,WH1,490.088,Not Required,CLOTHING,Supplier_D,,,Credit Card,2025-02-04 09:21:06.833184
11517,Item_1517,-1.0,Shipped,2024-04-04 09:21:06.793613,WH1,19.28,24,TOYS,Supplier_D,13.0,CUST_1677,Debit Card,2025-02-04 09:21:06.833186
11518,,700.0,,2024-04-30 09:21:06.793616,WH2,693.049,Not Required,FURNITURE,Supplier_D,,CUST_4308,Credit Card,2025-02-05 09:21:06.833188
11519,,4115.0,Cancelled,,WH3,558.614,50,ELECTRONICS,Supplier_C,,CUST_2861,Debit Card,2025-02-04 09:21:06.833191
11520,Item_1520,10042.0,,2025-01-21 09:21:06.793621,WH2,162.559,,APPLIANCES,Supplier_C,,,Cash,2025-02-01 09:21:06.833193
11521,Item_1521,500.0,Shipped,,WH3,655.291,Not Required,CLOTHING,Supplier_D,9.0,CUST_4951,Bank Transfer,
11522,,-1.0,Shipped,,WH2,611.856,14,APPLIANCES,Supplier_A,2.0,,Bank Transfer,2025-02-02 09:21:06.833198
11523,,,Shipped,2024-12-21 09:21:06.793629,WH3,803.833,21,FURNITURE,Supplier_B,,,PayPal,2025-02-04 09:21:06.833201
11524,Item_1524,3864.0,Shipped,,WH2,62.76,47,TOYS,Supplier_A,-5.0,,PayPal,
11525,Item_1525,-1.0,Delivered,2025-01-06 09:21:06.793634,WH3,429.733,1,CLOTHING,Supplier_B,,CUST_3790,Bank Transfer,
11526,,-1.0,Cancelled,,,932.289,,ELECTRONICS,Supplier_C,19.0,,Debit Card,2025-01-31 09:21:06.833208
11527,,-1.0,Cancelled,2024-07-19 09:21:06.793639,,478.037,,CLOTHING,,13.0,,Cash,
11528,Item_1528,,Delivered,2024-05-09 09:21:06.793642,WH3,650.826,Not Required,CLOTHING,Supplier_D,,,PayPal,2025-01-31 09:21:06.833213
11529,,700.0,Pending,2024-11-10 09:21:06.793644,,91.448,25,APPLIANCES,Supplier_D,,,Debit Card,
11530,,-5.0,,2024-12-04 09:21:06.793647,WH1,298.74,Not Required,FURNITURE,,1.0,CUST_1319,Bank Transfer,
11531,,-1.0,Delivered,,WH1,11.529,33,ELECTRONICS,Supplier_A,2.0,,Bank Transfer,2025-02-06 09:21:06.833220
11532,,,Cancelled,,,578.039,Not Required,FURNITURE,Supplier_A,,,Cash,2025-02-03 09:21:06.833222
11533,,13416.0,Shipped,,,120.555,,TOYS,,,,Credit Card,
11534,,500.0,Delivered,2024-09-13 09:21:06.793658,WH2,715.784,Not Required,ELECTRONICS,,-4.0,,Debit Card,2025-02-03 09:21:06.833228
11535,,-5.0,Pending,,WH2,711.438,,APPLIANCES,Supplier_B,,,Credit Card,2025-02-01 09:21:06.833230
11536,Item_1536,-5.0,Delivered,,WH2,614.065,,ELECTRONICS,Supplier_D,,CUST_4299,Cash,2025-02-06 09:21:06.833232
11537,,,Delivered,,WH1,882.005,,APPLIANCES,Supplier_B,8.0,CUST_4771,PayPal,
11538,Item_1538,-5.0,Pending,,WH3,355.17,,ELECTRONICS,Supplier_D,2.0,CUST_3431,Debit Card,2025-02-03 09:21:06.833237
11539,,,Shipped,2025-01-11 09:21:06.793671,WH3,759.943,Not Required,APPLIANCES,Supplier_B,16.0,CUST_3536,Bank Transfer,
11540,,700.0,Cancelled,,WH1,117.635,Not Required,ELECTRONICS,Supplier_B,,CUST_1674,Credit Card,
11541,,500.0,Cancelled,2024-07-08 09:21:06.793677,,294.314,31,APPLIANCES,Supplier_A,10.0,,Debit Card,
11542,,700.0,Pending,2024-06-19 09:21:06.793679,WH3,938.595,,ELECTRONICS,Supplier_A,,,Credit Card,2025-02-06 09:21:06.833247
11543,Item_1543,500.0,Cancelled,2024-03-09 09:21:06.793682,WH1,772.609,,APPLIANCES,Supplier_C,16.0,CUST_1800,Debit Card,2025-02-01 09:21:06.833250
11544,,700.0,Pending,,,958.285,Not Required,TOYS,Supplier_A,,,PayPal,
11545,,,Cancelled,,,592.551,Not Required,ELECTRONICS,Supplier_B,3.0,CUST_4839,Credit Card,
11546,,700.0,Pending,2024-04-21 09:21:06.793689,WH3,134.919,Not Required,APPLIANCES,Supplier_A,12.0,CUST_1868,Debit Card,
11547,,1071.0,Cancelled,,WH3,476.396,,CLOTHING,Supplier_B,20.0,CUST_4878,Bank Transfer,
11548,Item_1548,8837.0,,,WH3,405.657,Not Required,APPLIANCES,,13.0,CUST_3234,Credit Card,
11549,Item_1549,4268.0,Shipped,,WH1,23.46,Not Required,TOYS,,,CUST_2273,Debit Card,
11550,Item_1550,500.0,Delivered,2024-05-13 09:21:06.793708,WH2,421.543,16,APPLIANCES,Supplier_B,12.0,CUST_1690,PayPal,
11551,,12593.0,Delivered,2025-01-29 09:21:06.793711,WH3,524.912,34,CLOTHING,,8.0,,Debit Card,
11552,Item_1552,,Delivered,2025-01-23 09:21:06.793713,,96.696,,APPLIANCES,Supplier_B,5.0,,Credit Card,2025-02-01 09:21:06.833272
11553,Item_1553,10046.0,Pending,,WH1,237.306,Not Required,CLOTHING,,18.0,CUST_2471,Cash,
11554,,11463.0,Cancelled,,WH1,63.125,,CLOTHING,Supplier_B,5.0,,Bank Transfer,2025-02-03 09:21:06.833277
11555,,11784.0,Delivered,2024-08-30 09:21:06.793721,WH2,550.476,21,FURNITURE,Supplier_A,0.0,CUST_2028,PayPal,
11556,,14915.0,Cancelled,,WH1,864.658,,ELECTRONICS,,4.0,CUST_2146,Debit Card,2025-02-06 09:21:06.833282
11557,,500.0,Cancelled,,WH2,404.742,,CLOTHING,Supplier_A,-2.0,,Credit Card,
11558,Item_1558,,Delivered,2024-10-31 09:21:06.793729,WH1,787.155,19,APPLIANCES,Supplier_A,,CUST_3018,Bank Transfer,2025-02-01 09:21:06.833286
11559,Item_1559,,Cancelled,,WH2,960.306,,APPLIANCES,Supplier_D,,,Credit Card,2025-02-01 09:21:06.833289
11560,,500.0,Pending,,WH1,137.637,40,ELECTRONICS,Supplier_B,8.0,CUST_4508,Bank Transfer,2025-02-06 09:21:06.833291
11561,Item_1561,700.0,Cancelled,,WH1,476.757,18,ELECTRONICS,Supplier_A,,,Bank Transfer,
11562,,-1.0,,2024-02-01 09:21:06.793739,WH2,765.309,40,CLOTHING,Supplier_C,,,PayPal,
11563,Item_1563,700.0,Shipped,,WH1,24.126,Not Required,TOYS,Supplier_A,16.0,,Credit Card,2025-02-06 09:21:06.833299
11564,Item_1564,-1.0,Cancelled,,WH2,317.977,,APPLIANCES,Supplier_D,,CUST_4501,PayPal,
11565,Item_1565,500.0,Delivered,,WH2,792.809,Not Required,TOYS,Supplier_B,,CUST_1471,Debit Card,
11566,,-5.0,Pending,,WH2,775.981,Not Required,CLOTHING,Supplier_A,,CUST_4638,Debit Card,2025-01-31 09:21:06.833306
11567,Item_1567,-1.0,Cancelled,2024-10-21 09:21:06.793752,WH3,100.902,,FURNITURE,Supplier_D,,,Bank Transfer,2025-02-05 09:21:06.833308
11568,,-1.0,,2024-02-01 09:21:06.793755,WH3,222.138,,FURNITURE,Supplier_D,,,PayPal,2025-02-03 09:21:06.833311
11569,,700.0,Delivered,,,365.478,2,ELECTRONICS,Supplier_C,3.0,,Debit Card,2025-02-02 09:21:06.833313
11570,Item_1570,-1.0,Shipped,2024-06-03 09:21:06.793760,WH1,655.495,Not Required,ELECTRONICS,Supplier_A,,CUST_2553,PayPal,2025-02-05 09:21:06.833316
11571,Item_1571,700.0,,2024-02-26 09:21:06.793763,WH1,636.615,,TOYS,Supplier_D,16.0,CUST_1492,Cash,
11572,,-1.0,Shipped,2024-10-07 09:21:06.793766,,800.09,,TOYS,,,,PayPal,2025-02-02 09:21:06.833320
11573,,700.0,Delivered,2024-06-15 09:21:06.793768,WH1,414.995,5,APPLIANCES,Supplier_A,,,Debit Card,2025-02-05 09:21:06.833323
11574,,-5.0,Shipped,2024-08-27 09:21:06.793771,WH2,296.372,,ELECTRONICS,Supplier_D,,CUST_3757,Cash,
11575,Item_1575,-1.0,Pending,,WH3,18.463,,APPLIANCES,Supplier_B,,,Bank Transfer,
11576,Item_1576,-1.0,Shipped,2024-04-14 09:21:06.793776,WH2,937.007,,FURNITURE,Supplier_A,,CUST_2368,Bank Transfer,
11577,Item_1577,,Pending,2024-04-15 09:21:06.793779,WH1,41.183,,ELECTRONICS,Supplier_C,,,Cash,2025-02-01 09:21:06.833333
11578,Item_1578,700.0,Shipped,2024-03-16 09:21:06.793782,,519.785,Not Required,ELECTRONICS,Supplier_A,-4.0,CUST_3083,Cash,2025-02-04 09:21:06.833336
11579,Item_1579,,Shipped,,WH1,182.437,34,CLOTHING,,,CUST_4314,Bank Transfer,2025-02-05 09:21:06.833338
11580,,700.0,,2024-05-31 09:21:06.793787,,399.405,Not Required,ELECTRONICS,Supplier_B,,,Cash,
11581,,-1.0,Shipped,,WH1,858.079,Not Required,TOYS,Supplier_B,-1.0,,Bank Transfer,
11582,,-1.0,,2024-08-30 09:21:06.793792,WH2,566.764,,FURNITURE,,,,PayPal,
11583,,-1.0,Shipped,2024-04-24 09:21:06.793795,WH1,694.088,Not Required,ELECTRONICS,Supplier_A,,,Bank Transfer,2025-02-04 09:21:06.833348
11584,Item_1584,-1.0,Shipped,,WH3,836.092,,CLOTHING,Supplier_C,,CUST_2223,PayPal,
11585,,-5.0,Shipped,,WH3,202.184,,APPLIANCES,,,,Credit Card,
11586,Item_1586,-1.0,,2025-01-12 09:21:06.793807,,763.534,Not Required,ELECTRONICS,Supplier_A,16.0,,Credit Card,
11587,,4893.0,Pending,2024-09-29 09:21:06.793809,WH2,134.83,,TOYS,,,,Bank Transfer,2025-02-04 09:21:06.833358
11588,Item_1588,500.0,Shipped,2024-12-29 09:21:06.793812,WH2,352.846,Not Required,TOYS,Supplier_B,,CUST_3633,Debit Card,2025-02-05 09:21:06.833360
