store_id,sku_id,date,sales_quantity,price,region
452,292,2024-04-02,378,181.18,East
310,806,2024-02-07,374,346.73,East
275,471,2024-03-25,184,29.92,South
13,559,2024-06-06,369,248.53,East
574,4108,2024-07-17,470,253.37,South
455,557,2024-03-26,374,80.85,East
860,972,2024-05-07,8,168.43,North
905,959,2024-07-07,373,183.0,West
612,1609,2024-12-27,459,231.97,East
281,507,2024-10-05,169,122.24,South
207,189,2024-06-18,9,308.1,North
314,219,2024-04-03,448,209.44,North
733,3646,2024-11-17,392,330.4,West
826,2344,2024-09-09,294,354.66,North
628,4794,2024-12-24,448,144.29,North
865,3835,2024-06-07,450,136.74,East
235,2830,2024-07-27,483,353.28,East
778,4718,2024-03-18,126,342.3,West
277,3212,2024-02-02,342,351.94,North
906,3562,2024-04-12,94,34.72,East
60,4739,2024-11-05,356,51.23,West
822,919,2024-07-31,125,98.78,West
11,1183,2024-06-03,210,161.01,South
225,4936,2024-08-29,283,158.38,West
589,4575,2024-08-17,180,99.61,North
808,4513,2024-02-04,315,151.23,West
353,3135,2024-03-14,77,89.64,North
537,4991,2024-02-17,458,216.34,North
859,19,2024-02-11,399,452.33,South
825,3277,2024-11-21,230,154.89,West
978,4054,2024-06-02,71,346.49,East
173,2351,2024-03-21,261,497.77,West
1000,3118,2024-03-21,333,381.63,North
947,1218,2024-08-18,26,440.15,East
620,3747,2024-12-12,233,391.16,East
291,2470,2024-09-08,377,118.3,West
529,1391,2024-02-17,463,410.9,South
770,1172,2024-07-25,428,117.6,West
40,1469,2024-09-12,279,184.19,West
78,2280,2024-11-25,145,215.12,North
834,2971,2024-12-05,76,152.4,South
622,3799,2024-01-24,15,50.04,West
834,3721,2024-03-06,129,336.02,East
992,121,2024-02-11,106,61.5,East
839,2996,2024-12-21,433,158.51,North
417,2184,2024-10-18,245,213.85,East
54,1410,2024-09-18,286,478.49,North
435,1861,2024-03-11,470,436.92,South
355,490,2024-11-12,426,71.86,South
450,206,2024-06-11,120,460.65,North
589,400,2024-05-17,20,121.0,North
86,13,2024-04-15,147,54.76,East
182,1723,2024-04-12,137,102.22,East
659,1172,2024-10-22,237,463.27,East
853,4171,2024-08-18,466,233.75,East
31,1411,2024-07-31,285,360.47,South
496,1919,2024-10-30,349,319.19,West
634,2973,2024-06-26,415,81.3,South
731,3301,2024-02-04,146,331.6,South
504,3882,2024-06-18,470,288.3,North
994,4843,2024-02-09,14,118.74,East
743,3514,2024-02-14,197,190.48,South
848,2137,2024-08-23,317,175.88,North
906,4198,2024-02-13,246,223.17,North
940,538,2024-01-17,96,269.59,North
803,4209,2024-07-08,337,253.71,South
502,1075,2024-10-12,331,44.65,North
575,3088,2024-07-28,78,387.24,West
601,4604,2024-12-27,302,34.18,North
254,2215,2024-08-06,363,95.83,South
52,2802,2024-09-09,103,438.23,West
428,3479,2024-01-03,140,495.91,West
834,4435,2024-05-27,425,231.25,West
604,1689,2024-11-10,302,126.33,South
28,1876,2024-07-06,99,292.32,West
611,2114,2024-08-30,250,80.18,West
141,862,2024-02-24,219,353.71,West
317,2198,2024-07-25,269,124.23,North
387,2970,2024-12-01,251,337.79,East
812,4233,2024-04-08,434,91.21,East
573,2769,2024-03-16,301,311.22,North
159,2726,2024-03-12,214,426.59,South
174,4727,2024-03-19,105,332.72,West
144,1805,2024-03-20,418,164.17,North
701,3360,2024-06-17,247,111.32,North
492,3360,2024-01-08,165,52.32,East
397,4779,2024-12-23,55,299.97,North
247,2016,2024-07-18,311,176.07,North
238,1298,2024-01-06,73,171.59,West
850,3709,2024-01-12,312,356.85,East
961,364,2024-02-01,142,458.38,South
976,2204,2024-08-28,311,186.11,North
363,525,2024-03-23,305,334.75,East
643,502,2024-03-09,473,488.72,East
672,2841,2024-11-01,95,380.7,West
850,1747,2024-11-05,157,322.17,North
911,2084,2024-07-12,114,28.53,South
199,80,2024-01-11,388,380.38,North
805,2162,2024-12-15,445,271.52,East
557,1530,2024-02-27,345,461.39,West
197,4144,2024-02-06,446,203.45,South
141,926,2024-04-25,196,53.79,South
56,1111,2024-04-10,481,231.2,West
640,268,2024-03-18,90,323.63,South
954,4824,2024-12-21,119,166.58,West
724,3672,2024-06-18,442,487.11,East
50,2892,2024-07-11,173,467.73,East
731,4043,2024-07-28,212,156.42,East
920,4017,2024-08-06,300,199.87,South
223,4051,2024-09-08,205,305.9,West
861,4099,2024-07-16,341,372.54,West
212,1708,2024-06-29,278,356.74,South
847,4018,2024-11-14,158,355.21,South
19,4006,2024-10-01,294,476.17,West
366,1465,2024-08-21,339,44.16,South
374,4248,2024-03-28,286,21.7,North
226,2195,2024-06-08,498,203.96,East
728,2932,2024-12-08,180,108.67,North
717,1286,2024-04-19,1,35.22,North
662,3598,2024-01-07,368,160.32,South
857,4207,2024-07-01,95,204.98,South
311,4797,2024-05-07,80,348.9,West
553,55,2024-12-16,389,382.01,North
596,3289,2024-09-10,86,8.86,North
999,1466,2024-12-03,50,87.62,East
720,2005,2024-03-13,492,405.59,West
966,2320,2024-02-18,467,280.96,West
804,447,2024-09-25,290,405.36,East
255,3967,2024-03-16,351,411.86,West
563,2972,2024-02-28,443,136.85,South
319,1657,2024-08-23,54,154.66,West
399,1109,2024-01-02,225,382.92,East
612,1675,2024-06-24,165,334.9,East
593,2050,2024-02-25,263,474.79,West
381,1721,2024-02-03,261,373.1,North
539,262,2024-07-13,492,194.49,West
811,4354,2024-01-25,168,335.95,West
46,4565,2024-11-12,332,340.48,North
171,2403,2024-09-17,423,133.2,South
561,3729,2024-07-14,34,239.75,East
319,4052,2024-01-31,361,86.34,West
2,1414,2024-06-04,324,245.22,West
491,4396,2024-08-01,9,199.25,South
161,372,2024-10-16,232,197.58,North
253,2921,2024-04-13,203,237.23,North
465,1040,2024-02-07,446,286.13,North
634,2181,2024-03-12,78,260.71,East
838,4618,2024-02-02,295,137.98,South
109,3419,2024-02-13,21,333.84,West
262,3876,2024-03-16,199,225.63,South
517,1988,2024-10-01,81,156.18,South
385,826,2024-05-01,434,122.21,West
490,795,2024-09-20,61,496.89,North
181,3395,2024-02-20,473,467.09,West
971,681,2024-02-03,425,306.2,South
968,2449,2024-12-25,235,452.22,East
852,2831,2024-06-03,250,144.38,North
9,1098,2024-04-09,58,254.39,North
357,173,2024-11-01,186,377.5,South
574,2735,2024-01-25,220,62.69,East
50,174,2024-07-27,450,278.23,East
889,775,2024-08-01,3,378.29,West
533,4494,2024-10-17,261,250.59,East
550,793,2024-06-10,392,10.22,North
456,2790,2024-12-27,143,320.2,South
236,1480,2024-09-11,323,306.72,North
273,2649,2024-05-08,2,325.52,South
713,3701,2024-08-16,347,55.64,West
10,3998,2024-08-06,14,287.62,East
211,4279,2024-11-16,84,158.23,West
626,2416,2024-02-05,423,145.57,South
738,2614,2024-07-10,32,483.06,North
311,4116,2024-06-28,497,404.99,North
463,4626,2024-05-01,9,279.43,South
866,3135,2024-02-09,158,486.52,North
515,983,2024-10-17,362,50.75,South
736,99,2024-08-24,225,106.81,South
912,1990,2024-10-01,420,194.17,North
886,2608,2024-03-03,70,360.02,North
593,2642,2024-04-19,436,266.47,West
948,872,2024-05-01,52,474.08,South
795,3721,2024-03-01,102,209.52,West
94,1000,2024-12-10,323,421.91,North
230,4223,2024-02-02,133,167.73,West
222,1108,2024-09-10,328,173.0,North
301,1525,2024-06-01,131,58.7,North
894,1313,2024-06-15,226,418.7,South
266,3457,2024-03-30,365,22.07,South
847,4311,2024-06-10,32,437.59,West
473,4564,2024-01-06,206,426.13,East
690,4179,2024-09-27,343,52.78,North
986,3315,2024-10-05,24,159.76,East
628,931,2024-04-02,255,163.22,North
766,3483,2024-11-21,118,37.45,South
562,1616,2024-02-13,206,415.96,North
350,3305,2024-02-07,35,488.43,West
265,1684,2024-02-17,45,170.7,North
14,3709,2024-09-19,480,142.11,East
925,2419,2024-11-14,499,129.82,East
620,2012,2024-04-19,380,177.11,West
438,2500,2024-06-03,402,276.3,West
149,2007,2024-04-06,425,301.54,East
47,1145,2024-06-23,218,181.33,North
524,4679,2024-10-02,481,448.96,East
123,2561,2024-01-04,455,55.41,West
717,4294,2024-05-28,310,380.14,East
892,229,2024-04-20,139,45.19,West
784,3317,2024-09-30,201,101.08,East
274,1954,2024-11-17,377,498.04,South
121,1987,2024-09-29,133,363.98,South
592,3751,2024-06-24,45,450.98,South
734,1000,2024-11-05,355,207.55,North
222,2388,2024-04-07,6,333.53,North
710,3529,2024-08-30,482,444.09,East
821,790,2024-06-05,88,483.36,South
620,3464,2024-05-09,40,9.3,East
625,674,2024-04-15,163,378.48,North
469,2385,2024-06-16,202,210.69,North
668,4380,2024-08-09,429,277.95,North
682,652,2024-12-20,474,29.73,North
481,4320,2024-11-01,446,316.72,South
751,3812,2024-01-17,224,45.49,South
593,451,2024-09-13,393,355.86,West
869,2590,2024-08-21,438,181.12,East
749,179,2024-12-28,364,302.12,North
689,149,2024-04-03,34,404.26,South
169,385,2024-01-31,474,261.41,South
395,3212,2024-11-25,166,463.49,East
733,13,2024-03-20,223,471.69,East
961,4377,2024-07-28,33,155.4,West
845,2193,2024-12-30,91,477.36,South
634,1171,2024-01-19,389,301.24,East
123,4036,2024-12-19,284,35.74,East
226,1852,2024-10-21,227,272.51,West
608,3482,2024-01-23,348,469.19,South
498,3084,2024-07-25,497,352.47,East
361,4685,2024-07-29,443,51.42,East
297,763,2024-02-15,426,74.05,East
76,3330,2024-10-29,363,430.64,East
103,1876,2024-07-10,182,225.53,North
152,1591,2024-12-27,61,279.9,South
355,4217,2024-10-17,279,120.35,South
183,2240,2024-12-21,349,290.52,South
485,4973,2024-10-11,360,432.56,West
456,759,2024-02-29,59,430.05,East
172,4935,2024-03-06,135,41.49,North
393,3234,2024-02-15,354,340.72,South
623,2837,2024-11-08,209,72.64,West
665,3538,2024-01-04,485,18.61,North
563,2709,2024-07-23,341,254.35,North
165,3225,2024-05-06,326,30.59,East
729,4477,2024-01-11,286,263.03,West
778,2451,2024-09-27,176,434.44,South
974,769,2024-08-26,156,27.87,West
851,2428,2024-07-22,347,99.78,South
849,3409,2024-06-18,282,424.27,North
764,3995,2024-04-29,138,157.51,West
887,971,2024-10-11,463,378.73,West
503,2094,2024-12-18,95,266.27,North
610,3675,2024-05-29,70,98.04,East
132,1722,2024-05-01,446,158.74,South
459,383,2024-03-13,123,8.15,South
756,314,2024-04-28,318,256.36,North
432,1101,2024-10-22,283,172.47,North
545,3760,2024-03-13,469,107.26,North
735,951,2024-04-26,102,372.57,South
995,3751,2024-06-23,393,210.95,North
137,3486,2024-09-27,241,80.7,South
813,310,2024-09-12,266,433.31,East
925,206,2024-07-03,50,479.09,West
996,2586,2024-09-27,134,360.77,South
261,4214,2024-03-14,201,24.51,West
957,3929,2024-01-21,449,54.39,North
678,2894,2024-03-27,285,399.92,North
292,4729,2024-02-12,341,425.79,North
594,1162,2024-04-06,165,435.15,West
109,2122,2024-02-04,387,467.65,West
105,2136,2024-05-21,55,282.09,North
443,89,2024-07-27,191,244.67,West
751,2234,2024-06-25,155,261.56,West
994,3013,2024-09-16,375,135.71,North
201,3593,2024-10-07,82,345.92,North
640,2331,2024-10-20,494,356.31,East
933,3250,2024-05-11,450,257.93,West
688,4530,2024-10-04,232,281.34,South
805,417,2024-01-25,33,220.04,South
504,889,2024-07-02,229,220.02,East
345,4387,2024-03-04,279,27.12,North
443,294,2024-09-17,453,247.82,South
492,798,2024-02-22,126,33.7,North
787,1198,2024-01-09,423,475.83,West
62,4891,2024-10-28,273,13.38,North
554,1548,2024-08-11,186,468.37,South
264,1249,2024-06-15,187,398.56,West
994,4992,2024-01-26,289,424.16,North
755,951,2024-01-23,122,264.99,West
632,1245,2024-05-14,61,461.35,North
771,2241,2024-03-03,413,479.28,South
824,870,2024-06-04,109,61.45,South
960,2622,2024-09-08,336,357.21,West
515,3478,2024-10-09,230,437.71,South
504,438,2024-10-07,109,27.74,South
832,4523,2024-08-31,76,255.59,North
756,4693,2024-12-11,349,64.39,South
927,3708,2024-03-12,71,398.55,South
820,2034,2024-12-23,28,463.42,West
719,892,2024-06-30,100,154.68,West
607,4683,2024-01-09,89,387.8,West
95,2428,2024-01-20,47,152.25,East
548,856,2024-11-03,372,175.16,North
782,2650,2024-04-10,147,104.66,West
282,3726,2024-07-22,447,129.05,South
795,2520,2024-10-05,359,108.42,East
658,3454,2024-07-22,89,148.42,North
904,1890,2024-10-18,208,155.57,North
182,3805,2024-09-24,4,260.94,East
156,4157,2024-07-09,179,83.71,West
571,275,2024-06-12,284,483.64,South
87,1388,2024-06-04,83,276.32,East
523,2372,2024-10-12,358,6.16,South
771,647,2024-08-09,294,257.84,South
214,3654,2024-06-23,108,477.7,West
939,801,2024-09-10,165,93.57,West
506,1053,2024-10-04,10,251.25,South
848,2933,2024-04-19,8,497.13,North
302,1765,2024-03-07,203,148.56,West
614,3548,2024-06-09,374,254.35,West
893,475,2024-05-03,329,51.28,West
831,3837,2024-07-05,432,39.64,South
145,2947,2024-12-26,308,241.64,South
746,3511,2024-12-29,353,486.22,East
670,4296,2024-09-26,335,257.04,North
379,2484,2024-06-09,290,495.62,North
184,390,2024-02-22,53,148.9,West
18,2325,2024-04-27,118,417.19,South
842,1922,2024-06-11,369,302.47,East
336,1216,2024-03-25,18,372.96,West
816,932,2024-01-11,162,219.72,West
549,700,2024-05-17,441,156.49,North
330,3497,2024-03-04,468,144.65,East
628,978,2024-10-23,109,465.12,East
814,1368,2024-01-06,351,50.61,South
379,4587,2024-09-11,74,303.58,North
326,2053,2024-01-28,425,420.3,South
807,2702,2024-07-20,269,159.84,South
64,1842,2024-12-26,491,241.55,North
319,3874,2024-01-14,208,243.67,North
814,1670,2024-11-11,280,448.92,North
801,2265,2024-11-15,197,50.93,South
6,965,2024-06-07,232,439.3,East
233,2936,2024-11-17,154,456.21,South
518,1066,2024-12-15,170,15.15,South
60,4448,2024-03-01,208,130.77,North
942,742,2024-10-04,216,382.75,East
286,3430,2024-03-09,124,445.46,North
10,3580,2024-11-28,247,99.02,North
735,3628,2024-04-02,442,399.49,East
845,4433,2024-07-22,242,25.68,North
912,2407,2024-10-22,26,317.11,South
905,3834,2024-06-19,439,338.33,North
743,2364,2024-03-08,106,487.39,East
529,2192,2024-03-12,494,173.7,North
920,609,2024-12-09,18,199.23,East
959,1229,2024-11-12,85,236.79,South
81,4458,2024-10-27,84,223.56,East
997,699,2024-12-25,227,404.21,East
723,10,2024-01-09,63,341.49,West
723,1371,2024-03-22,204,369.94,West
641,2304,2024-04-13,398,256.81,South
976,4640,2024-11-04,107,482.14,South
774,2753,2024-11-30,369,230.33,North
486,3515,2024-01-30,245,284.9,South
169,1178,2024-05-22,317,298.19,North
173,2488,2024-03-03,352,66.07,South
752,3316,2024-02-23,232,148.7,North
780,4208,2024-03-17,204,281.72,West
648,883,2024-08-29,135,45.2,North
605,1302,2024-07-07,393,360.36,East
143,721,2024-06-01,225,274.3,East
528,1016,2024-12-29,446,239.95,East
634,2751,2024-04-10,340,143.17,South
30,2517,2024-02-08,241,357.84,West
561,4893,2024-03-22,323,330.87,South
296,3283,2024-03-20,227,294.52,North
246,2664,2024-02-24,177,238.27,South
117,4116,2024-05-26,51,188.65,East
903,103,2024-03-10,239,52.88,North
250,3187,2024-03-12,233,459.8,South
963,4802,2024-05-02,31,209.53,North
537,2864,2024-01-08,153,477.95,North
816,3060,2024-07-14,278,441.55,West
575,642,2024-05-23,439,149.35,South
216,689,2024-02-12,387,75.79,South
977,2961,2024-09-12,418,196.46,North
693,3598,2024-07-08,347,306.72,South
643,3921,2024-10-25,310,61.84,South
773,2813,2024-01-01,494,203.66,North
211,1876,2024-05-10,435,442.49,West
52,4090,2024-12-20,16,44.47,South
649,932,2024-12-22,37,8.49,South
247,3812,2024-01-25,318,441.29,East
755,268,2024-11-13,290,337.97,West
875,295,2024-09-09,384,40.32,North
906,3519,2024-01-24,461,417.89,South
813,3901,2024-11-30,436,186.33,West
105,349,2024-06-10,401,215.22,South
994,1622,2024-10-09,321,466.51,North
230,409,2024-05-13,77,25.78,West
911,1722,2024-10-21,189,232.29,South
255,2676,2024-12-28,263,164.69,East
924,244,2024-05-30,200,336.69,West
674,4039,2024-07-21,179,107.88,South
301,2452,2024-03-17,94,31.56,North
734,4032,2024-09-26,97,451.97,East
632,866,2024-09-15,376,106.88,South
216,4600,2024-03-09,459,287.45,South
823,1234,2024-08-21,253,225.03,South
606,1549,2024-04-19,21,195.57,North
99,4293,2024-05-12,125,320.15,East
293,3822,2024-09-21,218,211.31,South
39,1199,2024-12-22,161,131.51,East
670,1224,2024-12-30,306,38.01,East
767,3331,2024-01-05,56,458.78,North
915,2218,2024-08-22,245,101.95,East
976,3646,2024-03-12,19,425.54,North
543,67,2024-03-04,91,382.28,North
927,489,2024-04-08,387,240.31,East
303,381,2024-04-02,178,271.29,North
584,2687,2024-03-13,345,175.88,South
236,702,2024-04-28,499,91.63,South
404,878,2024-01-17,390,134.79,East
62,899,2024-12-17,347,164.3,North
866,4576,2024-12-26,268,484.17,West
217,2320,2024-12-16,152,469.19,North
673,1556,2024-11-08,224,288.28,South
416,3218,2024-06-25,49,371.85,North
853,381,2024-12-06,490,157.19,South
147,3103,2024-05-10,128,274.67,West
498,1089,2024-03-02,488,47.74,West
148,3485,2024-08-08,280,313.12,North
895,1007,2024-03-14,206,255.7,West
685,2101,2024-06-29,63,60.26,West
583,2739,2024-03-10,464,386.98,South
547,4609,2024-03-01,345,481.87,South
422,2390,2024-05-30,344,12.05,North
305,154,2024-03-25,263,6.78,North
27,361,2024-03-16,440,250.12,East
285,1835,2024-04-23,289,164.22,South
70,3033,2024-11-22,470,101.63,West
98,2169,2024-08-23,116,482.26,North
830,2246,2024-05-12,149,451.95,West
823,4734,2024-07-19,426,29.27,East
762,1413,2024-07-19,62,356.42,North
820,2019,2024-08-31,205,276.81,North
55,624,2024-08-20,432,150.94,North
510,3224,2024-12-22,477,38.24,South
908,2776,2024-01-02,136,233.48,North
654,4186,2024-05-12,13,14.19,South
219,2568,2024-10-18,148,197.81,South
92,3795,2024-01-28,457,200.82,West
827,40,2024-02-08,232,314.44,South
118,3562,2024-01-18,447,287.73,North
953,864,2024-02-01,435,383.74,North
934,4209,2024-04-27,258,119.65,North
658,4054,2024-09-20,110,325.94,West
730,650,2024-11-29,223,450.63,North
535,3764,2024-10-19,41,278.53,West
683,4803,2024-12-16,118,332.7,East
71,1332,2024-12-04,35,136.46,East
332,345,2024-04-14,250,55.59,West
248,3477,2024-11-01,411,146.53,South
377,3708,2024-12-09,1,399.85,North
970,4378,2024-01-27,332,474.58,East
467,3585,2024-06-22,141,430.96,East
568,4210,2024-12-28,317,203.09,East
621,2760,2024-10-04,31,438.98,South
801,3300,2024-03-08,104,50.93,North
980,621,2024-03-31,88,236.89,North
3,4392,2024-02-15,162,202.49,East
679,727,2024-09-28,130,302.93,West
62,2257,2024-12-27,92,40.88,South
230,483,2024-07-08,22,385.67,North
203,2179,2024-06-28,474,163.12,South
984,1462,2024-12-21,182,366.72,West
257,3374,2024-11-17,87,335.68,South
800,310,2024-12-17,470,273.38,East
336,4116,2024-03-08,191,336.92,East
295,807,2024-11-10,210,463.34,West
949,22,2024-04-23,212,187.12,West
483,4528,2024-01-13,300,108.77,North
126,4542,2024-09-10,482,342.59,South
635,1357,2024-01-27,119,302.78,East
115,993,2024-08-29,193,15.84,East
949,4328,2024-07-22,61,319.24,South
932,2235,2024-09-04,443,286.42,North
19,3594,2024-02-22,179,426.41,West
52,2401,2024-04-09,333,86.56,East
285,483,2024-04-18,436,463.84,North
783,3426,2024-07-27,150,317.62,North
302,4858,2024-11-05,9,57.99,East
982,1593,2024-06-28,374,146.12,East
631,1936,2024-09-10,166,183.64,South
499,2733,2024-10-04,48,30.72,West
98,3318,2024-11-18,453,23.47,South
512,2197,2024-11-26,78,285.47,North
374,998,2024-08-06,125,6.39,East
884,1722,2024-08-28,303,364.94,East
527,4462,2024-07-24,325,333.38,South
437,3381,2024-12-06,65,59.19,West
367,796,2024-02-20,48,186.38,North
835,3167,2024-02-14,15,466.12,North
993,4315,2024-03-07,173,345.43,East
188,289,2024-05-09,325,423.68,East
534,1518,2024-06-09,24,257.6,South
65,2974,2024-12-14,205,116.21,East
222,3544,2024-04-02,440,441.19,East
412,4987,2024-09-15,206,290.51,East
18,448,2024-03-10,65,252.29,South
598,4816,2024-01-04,187,170.08,South
914,383,2024-06-11,164,312.77,West
923,2802,2024-10-09,304,274.35,East
357,1745,2024-07-18,104,223.49,West
592,1282,2024-04-25,34,232.26,West
917,2990,2024-05-16,70,258.62,East
251,4202,2024-07-19,73,491.55,West
676,931,2024-12-27,341,496.25,West
794,2722,2024-05-20,372,498.02,South
398,3207,2024-02-13,37,486.65,North
878,4618,2024-05-18,387,253.26,East
819,2681,2024-02-26,471,404.32,North
94,4813,2024-03-27,455,465.61,South
601,4832,2024-08-15,138,229.41,North
356,2902,2024-02-24,279,170.19,East
770,3744,2024-11-17,102,16.39,South
163,1782,2024-08-08,244,196.14,North
692,149,2024-05-24,172,216.19,East
408,1666,2024-08-19,13,142.72,East
446,2908,2024-08-27,281,119.92,North
515,4700,2024-05-27,147,376.59,North
884,1437,2024-09-03,366,463.43,North
763,1103,2024-07-30,267,162.15,East
404,3828,2024-09-12,0,300.76,East
308,3232,2024-04-30,9,390.68,South
844,825,2024-07-25,406,81.57,West
169,3509,2024-02-17,128,268.35,East
652,2901,2024-02-27,492,476.71,West
592,1700,2024-04-21,20,488.78,East
761,1123,2024-10-15,20,40.44,East
188,4973,2024-04-30,356,388.31,South
143,1170,2024-09-27,477,382.27,East
171,1060,2024-11-17,64,186.21,East
585,3074,2024-07-16,454,54.56,East
199,3297,2024-01-14,365,432.52,West
478,917,2024-08-04,317,322.51,South
34,4942,2024-02-05,308,483.89,South
696,2491,2024-04-22,139,176.63,East
420,1307,2024-12-20,89,139.82,West
870,4871,2024-08-29,174,144.36,South
928,1558,2024-06-27,390,138.11,West
690,2455,2024-01-24,232,247.43,North
799,3912,2024-11-27,159,353.23,North
688,3910,2024-07-30,464,482.89,North
255,3570,2024-02-04,111,116.6,North
638,1839,2024-03-17,465,89.59,West
507,882,2024-02-01,492,142.41,North
788,4813,2024-03-10,72,277.57,East
676,959,2024-05-21,339,155.65,West
487,1208,2024-12-26,101,433.37,East
966,98,2024-01-23,473,123.48,North
18,348,2024-04-23,324,446.38,North
804,427,2024-08-29,252,496.7,North
304,933,2024-02-12,421,6.7,North
921,1098,2024-01-27,215,303.3,South
608,494,2024-05-01,12,226.83,West
927,4247,2024-12-24,146,96.64,South
69,3046,2024-10-18,244,496.12,South
659,2425,2024-05-20,408,386.56,North
216,1956,2024-02-01,145,437.25,West
30,588,2024-12-27,211,163.63,East
396,857,2024-09-12,398,288.82,South
737,860,2024-08-28,415,395.72,North
974,4210,2024-03-02,271,133.89,West
844,1654,2024-02-19,383,461.69,West
305,4379,2024-07-28,384,455.18,South
234,4462,2024-06-27,485,106.75,South
554,1608,2024-05-26,467,319.26,South
947,2139,2024-03-05,394,354.1,West
399,3927,2024-06-22,241,362.75,West
78,1737,2024-07-15,299,237.11,West
692,2774,2024-07-14,50,335.58,West
882,1063,2024-02-28,164,121.73,South
842,1916,2024-07-07,476,392.02,North
907,1344,2024-09-17,137,90.47,East
563,453,2024-10-19,418,37.98,South
272,3125,2024-08-19,461,441.79,North
185,476,2024-02-13,251,38.46,South
50,132,2024-10-07,36,311.25,West
396,2869,2024-06-17,479,12.03,East
628,1158,2024-01-10,278,332.63,North
340,1158,2024-11-13,57,272.94,South
499,4422,2024-09-24,61,352.1,South
999,4626,2024-05-19,155,282.23,South
990,1518,2024-09-22,344,87.71,North
102,1336,2024-02-18,48,186.3,East
628,4764,2024-09-29,285,397.11,North
334,3158,2024-09-21,51,482.64,West
803,1517,2024-11-21,194,21.06,South
852,3380,2024-04-25,239,9.74,East
874,4965,2024-09-27,347,249.57,East
494,4190,2024-02-23,385,249.64,West
576,2317,2024-01-15,174,427.25,South
691,3534,2024-04-16,92,9.96,North
93,4010,2024-10-09,425,440.61,East
701,1600,2024-04-21,300,65.5,South
607,1448,2024-07-22,271,248.39,North
916,3556,2024-01-02,152,275.15,East
808,776,2024-01-10,244,325.89,East
242,4223,2024-12-01,455,16.58,West
104,4744,2024-11-10,327,460.41,East
175,4948,2024-03-14,390,339.37,West
148,1651,2024-02-01,266,462.17,North
374,4955,2024-07-27,93,142.95,North
927,1675,2024-09-20,138,426.67,East
613,1640,2024-11-22,169,158.32,North
774,3401,2024-10-20,58,109.32,East
124,2682,2024-06-09,214,356.78,West
161,1979,2024-08-03,24,137.91,North
390,4558,2024-08-18,379,254.21,South
481,1113,2024-02-16,313,83.85,South
781,473,2024-12-19,155,355.78,North
353,3087,2024-09-23,122,316.43,West
813,889,2024-01-09,118,207.28,North
335,3624,2024-06-21,86,103.51,West
838,174,2024-07-04,373,102.54,South
861,4678,2024-03-15,148,22.65,South
537,4055,2024-02-23,235,293.97,North
419,2021,2024-03-10,339,76.6,West
906,3055,2024-06-23,404,23.72,East
919,4901,2024-10-26,3,232.62,South
784,2190,2024-05-13,187,393.03,West
16,3107,2024-10-25,45,314.18,North
753,712,2024-09-11,206,94.17,West
710,3888,2024-10-25,99,267.63,North
24,2064,2024-06-01,373,146.15,West
989,4792,2024-03-03,496,206.69,West
527,2299,2024-05-02,398,196.16,East
23,1732,2024-11-10,357,447.84,North
572,880,2024-09-18,210,358.12,West
782,2301,2024-03-21,229,37.1,West
493,2144,2024-04-09,9,197.88,South
382,3545,2024-01-12,314,354.91,South
455,2319,2024-12-04,73,384.36,East
954,4882,2024-10-18,453,335.28,North
313,3021,2024-01-06,356,392.23,West
301,2085,2024-04-28,159,41.15,East
579,633,2024-10-05,6,286.15,East
377,2855,2024-04-21,447,62.66,East
719,2509,2024-12-26,301,487.55,West
398,3400,2024-01-01,90,230.94,North
205,1335,2024-06-30,453,432.53,North
562,1288,2024-07-06,323,425.78,East
662,1152,2024-03-22,297,180.84,South
939,4436,2024-05-09,399,341.48,West
94,805,2024-01-31,108,154.6,South
910,1211,2024-11-29,267,197.88,East
362,3938,2024-08-13,265,493.12,South
218,185,2024-03-04,192,214.74,East
791,3525,2024-05-30,413,221.21,South
725,1398,2024-06-16,58,460.14,North
987,3168,2024-10-21,57,445.79,West
288,943,2024-06-17,127,156.25,West
57,367,2024-07-03,367,333.77,North
969,1193,2024-06-02,200,477.71,North
264,1972,2024-09-05,491,201.82,North
679,3506,2024-10-31,127,102.1,East
61,1392,2024-01-28,159,495.08,South
257,4012,2024-11-18,494,255.74,South
822,2185,2024-07-27,161,191.48,South
457,267,2024-12-24,301,32.78,South
301,944,2024-11-05,206,493.94,North
493,1860,2024-01-13,77,260.71,South
846,4643,2024-01-10,467,404.88,South
753,4161,2024-03-19,61,271.46,East
220,2809,2024-01-22,245,349.08,West
299,1266,2024-02-11,322,36.19,East
478,3225,2024-04-15,323,282.03,South
537,3000,2024-01-09,40,232.34,South
123,4367,2024-05-15,123,360.06,West
689,2471,2024-10-13,156,431.69,West
417,677,2024-04-28,177,113.88,South
831,2673,2024-08-30,223,175.19,West
940,2603,2024-12-14,151,439.09,East
8,1612,2024-02-28,28,65.4,North
236,6,2024-07-25,207,323.51,North
684,843,2024-09-19,401,259.03,West
164,2659,2024-04-29,176,301.47,East
897,1258,2024-05-20,103,440.61,South
738,1459,2024-01-12,451,269.07,East
138,1446,2024-10-09,154,86.73,North
841,1209,2024-03-19,308,12.06,South
377,2484,2024-06-04,326,271.0,South
160,4841,2024-09-02,455,25.02,North
655,4962,2024-11-19,91,372.6,East
739,62,2024-03-05,477,126.05,West
617,4921,2024-02-04,393,177.22,North
755,294,2024-03-07,35,322.78,South
