transaction_id,customer_id,transaction_amount,transaction_date,status
TRANS00853,CUST0106,3840.97,2025-01-03 12:45:01.749587,successful
TRANS00854,CUST0232,4660.36,2024-02-09 13:13:38.749587,successful
TRANS00855,CUST0853,8096.09,2024-06-13 17:29:44.749587,successful
TRANS00856,CUST0594,7380.08,2024-08-09 20:28:26.749587,successful
TRANS00857,CUST0949,6610.32,2024-05-22 08:58:38.749587,successful
TRANS00858,CUST0123,4327.17,2024-10-24 08:33:50.749587,successful
TRANS00859,CUST0365,3819.83,2024-12-22 09:58:16.749587,successful
TRANS00860,CUST0514,3774.64,2025-01-21 01:10:36.749587,successful
TRANS00861,CUST0548,3538.28,2024-06-22 04:35:19.749587,successful
TRANS00862,CUST0611,4281.66,2025-01-12 23:48:02.749587,successful
TRANS00863,CUST0491,4792.58,2024-08-30 10:08:09.749587,successful
TRANS00864,CUST0304,9784.44,2024-05-01 07:00:31.749587,successful
TRANS00865,CUST0372,9469.83,2025-02-05 01:59:35.749587,successful
TRANS00866,CUST0050,3259.28,2024-03-27 07:54:40.749587,fraudulent
TRANS00867,CUST0471,3924.77,2025-01-22 02:22:23.749587,successful
TRANS00868,CUST0813,2577.11,2024-03-01 22:00:16.749587,successful
TRANS00869,CUST0691,879.66,2025-01-11 06:41:59.749587,successful
TRANS00870,CUST0426,4867.21,2025-01-17 05:42:27.749587,successful
TRANS00871,CUST0718,9980.52,2024-04-20 01:11:57.749587,successful
TRANS00872,CUST0477,9872.58,2024-10-09 04:59:21.749587,failed
TRANS00873,CUST0532,8267.27,2024-04-17 01:44:41.749587,failed
TRANS00874,CUST0212,3254.28,2024-09-28 06:32:34.749587,successful
TRANS00875,CUST0566,4210.81,2024-11-15 06:49:47.749587,successful
TRANS00876,CUST0853,6304.74,2024-06-21 15:33:09.749587,successful
TRANS00877,CUST0946,2111.18,2024-10-31 20:15:34.749587,successful
TRANS00878,CUST0440,2732.75,2024-02-23 07:35:13.749587,failed
TRANS00879,CUST0480,9641.86,2024-10-05 17:15:52.749587,fraudulent
TRANS00880,CUST0744,1839.67,2024-03-04 12:16:33.749587,failed
TRANS00881,CUST0856,701.16,2024-06-24 01:07:30.749587,successful
TRANS00882,CUST0171,3678.34,2024-08-30 02:04:20.749587,successful
TRANS00883,CUST0079,6421.95,2024-06-11 13:05:34.749587,successful
TRANS00884,CUST0306,5568.82,2024-09-23 12:27:49.749587,successful
TRANS00885,CUST0145,1302.02,2024-07-11 09:33:44.749587,successful
TRANS00886,CUST0937,6091.96,2024-06-28 09:33:08.749587,successful
TRANS00887,CUST0385,9141.71,2024-06-08 10:53:13.749587,successful
TRANS00888,CUST0748,5708.44,2024-05-03 18:03:47.749587,successful
TRANS00889,CUST0136,1562.46,2024-11-07 01:01:42.749587,successful
TRANS00890,CUST0755,1965.7,2024-06-09 18:39:15.749587,successful
TRANS00891,CUST0541,5507.4,2024-08-14 22:34:41.749587,successful
TRANS00892,CUST0039,4124.46,2024-03-08 03:04:24.749587,successful
TRANS00893,CUST0913,3365.45,2024-07-19 19:49:57.749587,successful
TRANS00894,CUST0958,1718.91,2024-12-19 19:25:20.749587,successful
TRANS00895,CUST0579,8646.05,2024-12-08 06:25:35.749587,successful
TRANS00896,CUST0534,3573.17,2024-09-07 20:49:02.749587,successful
TRANS00897,CUST0820,6358.11,2024-09-11 02:58:31.749587,successful
TRANS00898,CUST0898,4275.27,2024-09-11 00:10:43.749587,failed
TRANS00899,CUST0901,9273.96,2024-05-09 13:02:24.749587,successful
TRANS00900,CUST0075,7506.59,2024-11-22 18:49:32.749587,successful
TRANS00901,CUST0527,2529.38,2024-02-08 23:45:22.749587,successful
TRANS00902,CUST0486,5656.39,2024-10-19 12:57:07.749587,successful
TRANS00903,CUST0021,1481.67,2024-09-05 15:51:16.749587,successful
TRANS00904,CUST0361,810.59,2024-09-26 12:54:23.749587,successful
TRANS00905,CUST0472,5621.34,2024-09-06 23:03:00.749587,failed
TRANS00906,CUST0873,8334.91,2024-11-26 10:01:17.749587,failed
TRANS00907,CUST0695,5140.33,2024-10-02 09:40:12.749587,successful
TRANS00908,CUST0687,8742.17,2024-05-08 08:33:27.749587,failed
TRANS00909,CUST0073,7687.75,2024-07-22 13:39:44.749587,successful
TRANS00910,CUST0065,6103.58,2025-01-22 17:39:51.749587,successful
TRANS00911,CUST0916,4322.18,2024-07-11 17:16:24.749587,successful
TRANS00912,CUST0172,6944.75,2024-08-06 02:12:11.749587,successful
TRANS00913,CUST0243,4092.09,2024-10-31 02:10:00.749587,failed
TRANS00914,CUST0547,7909.94,2024-08-21 05:10:23.749587,successful
TRANS00915,CUST0630,9668.46,2024-12-15 10:25:25.749587,successful
TRANS00916,CUST0675,6618.81,2024-07-27 00:32:19.749587,successful
TRANS00917,CUST0797,361.51,2024-10-09 11:57:15.749587,successful
TRANS00918,CUST0186,7064.28,2024-05-23 04:08:18.749587,successful
TRANS00919,CUST0540,3313.83,2024-04-21 01:33:53.749587,successful
TRANS00920,CUST0413,1944.51,2024-04-03 20:55:08.749587,successful
TRANS00921,CUST0750,2759.72,2024-10-12 10:27:24.749587,successful
TRANS00922,CUST0295,7431.94,2024-12-25 00:02:39.749587,successful
TRANS00923,CUST0058,5107.93,2025-01-31 15:00:34.749587,successful
TRANS00924,CUST0186,3787.06,2024-03-16 18:17:33.749587,successful
TRANS00925,CUST0286,4964.19,2024-05-02 22:12:02.749587,successful
TRANS00926,CUST0794,5856.1,2024-02-18 00:11:08.749587,fraudulent
TRANS00927,CUST0281,8779.99,2024-05-16 12:04:39.749587,successful
TRANS00928,CUST0654,8170.88,2024-08-03 07:27:09.749587,successful
TRANS00929,CUST0658,2355.69,2024-04-26 12:36:59.749587,successful
TRANS00930,CUST0650,7979.5,2024-11-11 02:32:11.749587,successful
TRANS00931,CUST0262,3121.45,2024-06-04 13:50:27.749587,successful
TRANS00932,CUST0575,4883.06,2024-03-31 22:38:45.749587,successful
TRANS00933,CUST0063,9643.31,2024-08-22 19:42:20.749587,successful
TRANS00934,CUST0493,6606.6,2025-01-12 00:00:08.749587,successful
TRANS00935,CUST0565,8223.47,2024-08-25 07:13:53.749587,successful
TRANS00936,CUST0271,7661.54,2024-08-08 02:23:44.749587,failed
TRANS00937,CUST0472,3929.26,2024-03-19 14:12:46.749587,successful
TRANS00938,CUST0902,3389.62,2024-07-10 04:18:13.749587,successful
TRANS00939,CUST0413,9097.29,2024-05-23 20:05:56.749587,fraudulent
TRANS00940,CUST0904,197.3,2024-10-29 05:59:06.749587,successful
TRANS00941,CUST0435,3607.88,2024-06-29 02:06:08.749587,successful
TRANS00942,CUST0238,6565.7,2024-10-05 23:03:37.749587,successful
TRANS00943,CUST0535,6611.36,2024-04-21 07:10:04.749587,successful
TRANS00944,CUST0775,9931.86,2024-08-11 17:40:09.749587,successful
TRANS00945,CUST0332,7909.19,2024-02-29 12:28:35.749587,successful
TRANS00946,CUST0528,4595.7,2024-12-06 08:02:44.749587,successful
TRANS00947,CUST0861,2135.35,2024-10-18 01:15:07.749587,successful
TRANS00948,CUST0985,2249.95,2024-06-05 16:03:02.749587,successful
TRANS00949,CUST0469,5978.32,2024-07-18 22:48:59.749587,successful
TRANS00950,CUST0217,4986.95,2024-02-28 01:08:30.749587,successful
TRANS00951,CUST0574,2860.06,2024-05-15 02:51:52.749587,failed
TRANS00952,CUST0754,6282.17,2024-05-25 15:18:31.749587,successful
TRANS00953,CUST0177,7434.57,2025-01-10 14:04:56.749587,failed
TRANS00954,CUST0509,2167.79,2024-08-26 17:52:01.749587,successful
TRANS00955,CUST0090,151.51,2024-07-12 16:00:14.749587,successful
TRANS00956,CUST0176,1172.82,2024-05-11 18:09:55.749587,successful
TRANS00957,CUST0119,9467.5,2024-03-04 11:47:57.749587,successful
TRANS00958,CUST0191,8718.66,2024-05-04 17:31:30.749587,successful
TRANS00959,CUST0400,6522.61,2025-01-11 14:58:40.749587,successful
TRANS00960,CUST0244,3517.58,2024-02-18 14:30:00.749587,successful
TRANS00961,CUST0076,4860.3,2024-03-27 12:11:47.749587,successful
TRANS00962,CUST0022,7838.26,2024-07-25 17:00:20.749587,successful
TRANS00963,CUST0802,6038.0,2024-04-26 02:15:47.749587,failed
TRANS00964,CUST0580,2569.02,2024-03-11 05:20:03.749587,failed
TRANS00965,CUST0196,4380.5,2025-01-09 23:22:59.749587,successful
TRANS00966,CUST0434,7018.32,2024-06-29 17:08:25.749587,successful
TRANS00967,CUST0304,2748.64,2024-09-13 21:45:42.749587,successful
TRANS00968,CUST0894,7257.22,2025-01-26 10:22:37.749587,successful
TRANS00969,CUST0826,8704.13,2025-01-11 19:28:11.749587,successful
TRANS00970,CUST0536,9419.06,2024-07-30 02:52:40.749587,successful
TRANS00971,CUST0745,831.84,2024-06-13 11:49:55.749587,successful
TRANS00972,CUST0082,6344.05,2024-07-15 16:45:28.749587,fraudulent
TRANS00973,CUST0314,1120.02,2024-12-12 23:06:43.749587,successful
TRANS00974,CUST0463,1225.53,2024-04-07 16:36:37.749587,successful
TRANS00975,CUST0866,2617.36,2025-01-24 04:46:02.749587,successful
TRANS00976,CUST0568,1471.16,2024-11-24 16:20:06.749587,successful
TRANS00977,CUST0888,1588.94,2024-07-17 13:02:31.749587,successful
TRANS00978,CUST0367,9215.66,2024-06-11 00:38:45.749587,successful
TRANS00979,CUST0284,109.99,2024-08-06 22:43:14.749587,successful
TRANS00980,CUST0131,8089.14,2024-11-12 21:19:32.749587,successful
TRANS00981,CUST0833,9961.08,2024-03-29 21:47:54.749587,successful
TRANS00982,CUST0878,7775.12,2024-10-28 23:35:35.749587,successful
TRANS00983,CUST0723,5941.01,2024-09-19 23:30:07.749587,successful
TRANS00984,CUST0814,5843.31,2024-06-26 21:48:49.749587,fraudulent
TRANS00985,CUST0747,7507.22,2024-04-30 07:30:10.749587,successful
TRANS00986,CUST0289,1414.74,2024-05-11 00:15:40.749587,failed
TRANS00987,CUST0858,6858.97,2024-08-24 15:44:13.749587,successful
TRANS00988,CUST0784,7084.05,2024-08-21 12:36:42.749587,successful
TRANS00989,CUST0814,8213.03,2024-09-02 08:56:19.749587,successful
TRANS00990,CUST0456,3089.28,2024-02-16 20:57:54.749587,failed
TRANS00991,CUST0585,6869.63,2024-06-20 20:49:50.749587,successful
TRANS00992,CUST0685,9726.96,2024-12-17 01:39:38.749587,successful
TRANS00993,CUST0542,1399.79,2024-09-09 05:33:41.749587,successful
TRANS00994,CUST0687,6958.9,2025-01-04 02:40:59.749587,successful
TRANS00995,CUST0308,2754.55,2024-09-08 20:30:47.749587,successful
TRANS00996,CUST0917,8427.39,2024-03-05 14:00:23.749587,successful
TRANS00997,CUST0604,7620.48,2024-09-20 15:52:48.749587,successful
TRANS00998,CUST0393,1846.78,2025-02-02 23:45:33.749587,successful
TRANS00999,CUST0321,1187.64,2025-01-15 22:55:56.749587,successful
TRANS01000,CUST0041,764.07,2024-11-26 12:15:05.749587,successful
TRANS01001,CUST0159,150.29,2024-04-28 08:51:47.749587,successful
TRANS01002,CUST0429,3720.85,2024-08-16 03:45:11.749587,successful
TRANS01003,CUST0988,5718.6,2024-11-29 03:19:53.749587,failed
TRANS01004,CUST0049,7832.81,2024-12-13 05:07:04.749587,successful
TRANS01005,CUST0118,1483.79,2024-11-11 09:49:59.749587,fraudulent
TRANS01006,CUST0385,2356.1,2024-09-08 00:17:27.749587,failed
TRANS01007,CUST0066,4830.15,2024-02-28 12:03:40.749587,successful
TRANS01008,CUST0456,3958.14,2025-01-04 06:22:15.749587,failed
TRANS01009,CUST0132,9396.21,2024-03-24 03:14:31.749587,successful
TRANS01010,CUST0556,3786.11,2024-02-07 10:34:55.749587,successful
TRANS01011,CUST0572,2853.0,2024-07-11 02:01:48.749587,successful
TRANS01012,CUST0262,2652.56,2024-11-08 01:59:00.749587,failed
TRANS01013,CUST0876,642.14,2024-03-17 20:11:35.749587,successful
TRANS01014,CUST0056,1568.92,2025-01-13 09:45:36.749587,successful
TRANS01015,CUST0933,9966.63,2024-12-07 15:08:42.749587,successful
TRANS01016,CUST0534,1010.42,2025-01-04 09:28:58.749587,successful
TRANS01017,CUST0343,2794.76,2024-08-22 14:46:41.749587,successful
TRANS01018,CUST0984,3162.15,2024-11-21 00:00:08.749587,successful
TRANS01019,CUST0096,840.62,2024-10-09 01:10:46.749587,successful
TRANS01020,CUST0188,1339.72,2024-07-13 10:39:21.749587,successful
TRANS01021,CUST0454,6493.43,2024-12-16 19:04:27.749587,successful
TRANS01022,CUST0068,2714.23,2024-03-27 14:13:05.749587,successful
TRANS01023,CUST0466,8457.53,2024-10-08 07:54:59.749587,successful
TRANS01024,CUST0002,8460.04,2024-12-12 13:53:09.749587,successful
TRANS01025,CUST0653,1026.98,2025-01-20 19:52:00.749587,successful
TRANS01026,CUST0822,2968.87,2024-08-17 13:46:49.749587,successful
TRANS01027,CUST0194,9472.19,2024-10-02 00:54:43.749587,successful
TRANS01028,CUST0608,1623.76,2024-03-13 00:17:22.749587,failed
TRANS01029,CUST0970,2290.38,2024-11-28 05:48:33.749587,successful
TRANS01030,CUST0274,9265.23,2024-12-11 19:00:52.749587,successful
TRANS01031,CUST0491,8343.67,2024-09-25 22:27:22.749587,successful
TRANS01032,CUST0903,3968.67,2025-01-05 13:22:08.749587,failed
TRANS01033,CUST0403,7193.22,2024-03-18 04:05:53.749587,successful
TRANS01034,CUST0432,2419.21,2024-05-22 15:11:04.749587,successful
TRANS01035,CUST0248,8522.12,2024-07-20 19:25:46.749587,fraudulent
TRANS01036,CUST0990,7416.72,2024-11-25 17:28:05.749587,failed
TRANS01037,CUST0420,9636.35,2024-10-24 06:08:50.749587,failed
TRANS01038,CUST0408,837.34,2024-09-21 11:18:54.749587,successful
TRANS01039,CUST0171,4314.21,2024-03-08 04:27:12.749587,successful
TRANS01040,CUST0571,7817.86,2024-05-26 22:53:30.749587,fraudulent
TRANS01041,CUST0310,3074.17,2024-03-28 07:08:31.749587,fraudulent
TRANS01042,CUST0966,5402.15,2024-03-12 14:47:26.749587,successful
TRANS01043,CUST0616,3758.24,2024-02-19 19:46:43.749587,successful
TRANS01044,CUST0591,1952.78,2024-12-15 15:21:25.749587,successful
TRANS01045,CUST0192,5469.81,2024-09-13 16:33:08.749587,successful
TRANS01046,CUST0235,917.99,2025-01-28 09:59:58.749587,successful
TRANS01047,CUST0758,5043.68,2024-11-08 14:30:00.749587,successful
TRANS01048,CUST0039,5928.08,2024-09-07 10:15:19.749587,successful
TRANS01049,CUST0682,6649.97,2024-04-30 05:15:09.749587,successful
TRANS01050,CUST0977,6552.14,2024-04-20 19:02:29.749587,successful
TRANS01051,CUST0961,3514.72,2024-10-23 05:15:07.749587,successful
TRANS01052,CUST0944,119.81,2024-02-29 09:55:38.749587,successful
TRANS01053,CUST0115,3643.25,2025-01-10 04:11:12.749587,successful
TRANS01054,CUST0252,8883.46,2025-01-14 08:40:58.749587,failed
TRANS01055,CUST0423,7407.09,2024-09-06 20:28:30.749587,successful
TRANS01056,CUST0076,3509.79,2024-12-25 22:58:37.749587,failed
TRANS01057,CUST0258,6602.59,2024-08-06 22:48:20.749587,successful
TRANS01058,CUST0977,3595.13,2024-05-03 16:40:43.749587,successful
TRANS01059,CUST0120,7443.6,2024-11-29 02:35:15.749587,successful
TRANS01060,CUST0229,9218.84,2024-11-18 19:44:47.749587,fraudulent
TRANS01061,CUST0630,6659.2,2024-06-29 08:01:56.749587,successful
TRANS01062,CUST0948,9166.22,2025-01-24 17:39:00.749587,successful
TRANS01063,CUST0165,5708.88,2024-09-15 14:20:32.749587,successful
TRANS01064,CUST0867,1542.01,2025-01-17 21:46:35.749587,successful
TRANS01065,CUST0586,3055.45,2024-10-06 23:11:45.749587,successful
TRANS01066,CUST0498,1921.45,2024-04-11 10:05:48.749587,successful
TRANS01067,CUST0244,1440.9,2024-06-06 16:19:05.749587,successful
TRANS01068,CUST0725,3742.34,2024-03-08 01:30:14.749587,successful
TRANS01069,CUST0021,999.45,2024-07-22 23:15:50.749587,successful
TRANS01070,CUST0441,661.27,2024-09-20 22:35:59.749587,successful
TRANS01071,CUST0900,4836.37,2024-04-13 09:10:07.749587,successful
TRANS01072,CUST0886,6330.52,2024-07-01 10:02:59.749587,failed
TRANS01073,CUST0634,3050.83,2025-01-17 16:45:47.749587,successful
TRANS01074,CUST0123,5142.47,2024-08-03 20:01:32.749587,successful
TRANS01075,CUST0335,1756.1,2024-11-20 22:33:21.749587,successful
TRANS01076,CUST0923,6851.26,2024-05-20 21:33:28.749587,successful
TRANS01077,CUST0461,7826.65,2024-05-29 10:10:42.749587,successful
TRANS01078,CUST0322,435.76,2024-11-07 17:26:49.749587,successful
TRANS01079,CUST0879,6066.95,2024-06-24 19:12:05.749587,successful
TRANS01080,CUST0905,4991.75,2024-03-20 05:54:45.749587,successful
TRANS01081,CUST0276,83.82,2024-11-11 20:59:58.749587,successful
TRANS01082,CUST0163,9606.65,2024-12-26 03:02:16.749587,successful
TRANS01083,CUST0518,9254.1,2024-07-01 12:06:53.749587,successful
TRANS01084,CUST0247,3849.75,2025-01-12 21:26:44.749587,successful
TRANS01085,CUST0816,2190.55,2025-01-21 06:00:05.749587,successful
TRANS01086,CUST0539,1079.46,2024-12-09 10:50:54.749587,successful
TRANS01087,CUST0125,9592.69,2024-08-23 09:54:27.749587,successful
TRANS01088,CUST0396,737.74,2024-07-23 11:44:36.749587,fraudulent
TRANS01089,CUST0554,8230.75,2024-07-31 21:49:47.749587,failed
TRANS01090,CUST0696,7851.62,2024-11-12 00:08:18.749587,successful
TRANS01091,CUST0364,6178.04,2024-10-07 12:22:23.749587,successful
TRANS01092,CUST0303,5127.75,2024-05-29 00:27:52.749587,successful
TRANS01093,CUST0906,1854.85,2024-05-12 02:44:06.749587,successful
TRANS01094,CUST0632,3973.16,2024-11-04 11:05:19.749587,successful
TRANS01095,CUST0998,807.15,2025-01-03 22:32:13.749587,successful
TRANS01096,CUST0427,4349.99,2025-01-04 05:02:17.749587,successful
TRANS01097,CUST0517,4165.45,2024-12-22 05:20:58.749587,successful
TRANS01098,CUST0877,7469.64,2024-04-04 01:26:15.749587,successful
TRANS01099,CUST0938,9161.73,2024-04-16 04:55:41.749587,successful
TRANS01100,CUST0960,6535.41,2024-08-03 15:59:17.749587,successful
TRANS01101,CUST0981,9686.67,2025-01-13 19:21:38.749587,successful
TRANS01102,CUST0749,9982.77,2024-05-03 11:16:35.749587,successful
TRANS01103,CUST0259,3304.48,2024-02-18 15:02:09.749587,successful
TRANS01104,CUST0401,2220.63,2024-10-10 16:44:03.749587,failed
TRANS01105,CUST0330,4901.42,2024-12-22 02:07:17.749587,successful
TRANS01106,CUST0589,8011.33,2024-03-12 18:25:22.749587,failed
TRANS01107,CUST0756,8643.68,2025-01-15 19:26:47.749587,successful
TRANS01108,CUST0313,8389.61,2024-06-25 19:58:30.749587,successful
TRANS01109,CUST0529,7921.29,2024-03-07 10:42:39.749587,failed
TRANS01110,CUST0168,2868.45,2024-11-07 02:51:07.749587,successful
TRANS01111,CUST0479,2626.58,2024-06-21 01:59:06.749587,successful
TRANS01112,CUST0743,1095.4,2024-02-18 01:47:30.749587,successful
TRANS01113,CUST0176,3581.87,2024-03-28 09:09:05.749587,successful
TRANS01114,CUST0700,1876.38,2024-03-10 02:12:34.749587,successful
TRANS01115,CUST0299,3345.91,2024-09-28 10:53:27.749587,successful
TRANS01116,CUST0397,3239.16,2024-08-09 19:56:39.749587,successful
TRANS01117,CUST0449,6803.08,2024-03-18 03:10:51.749587,successful
TRANS01118,CUST0167,138.03,2024-03-18 09:19:36.749587,successful
TRANS01119,CUST0935,3499.07,2024-12-17 22:39:57.749587,successful
TRANS01120,CUST0631,2955.86,2024-11-18 09:45:21.749587,successful
TRANS01121,CUST0425,8589.09,2024-10-10 03:06:45.749587,successful
TRANS01122,CUST0655,7565.54,2024-11-30 14:53:47.749587,successful
TRANS01123,CUST0421,1623.26,2024-05-07 01:22:44.749587,successful
TRANS01124,CUST0222,2434.99,2024-03-02 08:10:19.749587,fraudulent
TRANS01125,CUST0341,5664.16,2024-10-07 19:30:28.749587,successful
TRANS01126,CUST0804,7582.46,2024-04-15 23:20:24.749587,successful
TRANS01127,CUST0058,1348.22,2024-12-19 12:24:55.749587,successful
TRANS01128,CUST0634,4599.17,2024-02-14 13:25:00.749587,successful
TRANS01129,CUST0610,3312.62,2024-09-02 20:53:44.749587,fraudulent
TRANS01130,CUST0052,8670.91,2025-01-09 01:49:28.749587,successful
TRANS01131,CUST0389,5039.69,2024-09-07 23:07:17.749587,successful
TRANS01132,CUST0527,345.38,2024-12-20 20:13:45.749587,successful
TRANS01133,CUST0584,5906.61,2024-12-14 00:35:46.749587,successful
TRANS01134,CUST0740,7392.6,2025-01-02 05:42:17.749587,successful
TRANS01135,CUST0017,2641.24,2024-08-23 07:56:10.749587,successful
TRANS01136,CUST0882,8034.66,2024-11-06 09:05:04.749587,successful
TRANS01137,CUST0469,8296.29,2024-06-03 01:40:36.749587,successful
TRANS01138,CUST0288,6575.07,2024-09-24 17:31:19.749587,successful
TRANS01139,CUST0900,8574.09,2024-12-22 23:23:43.749587,successful
TRANS01140,CUST0109,5953.61,2024-09-01 19:33:14.749587,failed
TRANS01141,CUST0715,5246.82,2024-06-16 23:17:52.749587,successful
TRANS01142,CUST0756,7073.88,2024-06-09 05:08:03.749587,successful
TRANS01143,CUST0922,8351.5,2024-11-28 09:37:48.749587,fraudulent
TRANS01144,CUST0714,4297.66,2024-07-24 22:59:43.749587,successful
TRANS01145,CUST0847,4771.6,2024-12-06 02:59:06.749587,successful
TRANS01146,CUST0551,1794.85,2024-07-31 21:55:20.749587,successful
TRANS01147,CUST0526,636.55,2024-11-25 07:40:29.749587,successful
TRANS01148,CUST0858,4260.42,2024-05-21 07:46:42.749587,successful
TRANS01149,CUST0089,2065.12,2025-01-26 08:56:42.749587,successful
TRANS01150,CUST0395,5407.89,2024-05-17 13:06:11.749587,successful
TRANS01151,CUST0359,9714.54,2024-04-20 04:59:40.749587,successful
TRANS01152,CUST0774,2552.96,2024-03-15 14:01:09.749587,successful
TRANS01153,CUST0535,9396.42,2024-10-02 06:38:22.749587,successful
TRANS01154,CUST0908,4891.06,2024-12-29 13:02:06.749587,successful
TRANS01155,CUST0315,1202.08,2024-04-16 18:39:08.749587,successful
TRANS01156,CUST0110,8514.5,2024-02-29 15:03:42.749587,successful
TRANS01157,CUST0794,6134.62,2024-10-31 10:33:22.749587,successful
TRANS01158,CUST0463,5832.53,2024-12-02 08:40:00.749587,successful
TRANS01159,CUST0328,8508.54,2024-08-23 00:45:23.749587,successful
TRANS01160,CUST0950,5353.04,2024-07-14 00:49:13.749587,successful
TRANS01161,CUST0948,3927.96,2024-12-01 09:40:38.749587,successful
TRANS01162,CUST0557,8257.89,2024-08-06 22:24:44.749587,successful
TRANS01163,CUST0641,6109.76,2025-01-26 20:21:48.749587,successful
TRANS01164,CUST0829,5095.04,2025-01-25 19:37:11.749587,successful
TRANS01165,CUST0319,2200.81,2024-10-22 09:57:00.749587,successful
TRANS01166,CUST0466,5257.29,2024-04-27 12:19:08.749587,successful
TRANS01167,CUST0370,834.74,2024-05-03 05:14:22.749587,successful
TRANS01168,CUST0962,4038.98,2024-08-14 02:35:20.749587,successful
TRANS01169,CUST0767,1540.04,2024-05-10 15:40:05.749587,successful
TRANS01170,CUST0603,9778.81,2024-09-04 16:56:09.749587,successful
TRANS01171,CUST0220,9439.0,2024-07-17 17:36:57.749587,successful
TRANS01172,CUST0537,4704.52,2024-11-05 01:04:21.749587,successful
TRANS01173,CUST0412,8014.23,2024-09-04 13:36:44.749587,successful
TRANS01174,CUST0651,2820.1,2024-11-09 13:49:22.749587,successful
TRANS01175,CUST0050,8900.11,2024-08-04 03:46:20.749587,successful
TRANS01176,CUST0439,6066.57,2024-10-19 19:17:55.749587,successful
TRANS01177,CUST0621,8232.04,2024-07-08 15:52:28.749587,failed
TRANS01178,CUST0584,2773.52,2024-05-07 04:49:06.749587,fraudulent
TRANS01179,CUST0283,9083.82,2024-09-12 17:16:47.749587,successful
TRANS01180,CUST0175,2871.26,2024-09-03 11:16:00.749587,successful
TRANS01181,CUST0645,4209.01,2024-02-15 06:00:58.749587,successful
TRANS01182,CUST0801,9756.99,2025-01-26 05:52:43.749587,successful
TRANS01183,CUST0981,5348.66,2024-08-02 00:05:45.749587,successful
TRANS01184,CUST0102,635.27,2024-06-19 15:23:16.749587,fraudulent
TRANS01185,CUST0364,8687.17,2024-04-12 12:05:08.749587,successful
TRANS01186,CUST0152,926.43,2024-10-03 04:38:13.749587,successful
TRANS01187,CUST0442,7591.53,2024-03-01 02:13:23.749587,successful
TRANS01188,CUST0682,9200.46,2024-03-22 09:03:54.749587,successful
TRANS01189,CUST0454,2650.0,2024-03-29 07:31:37.749587,successful
TRANS01190,CUST0544,4153.17,2024-02-12 20:09:44.749587,successful
TRANS01191,CUST0634,6133.05,2024-03-13 13:34:37.749587,successful
TRANS01192,CUST0763,2561.71,2024-12-17 23:47:05.749587,successful
TRANS01193,CUST0722,3239.76,2024-09-08 05:44:29.749587,successful
TRANS01194,CUST0978,6132.26,2024-09-01 04:58:35.749587,fraudulent
TRANS01195,CUST0154,836.98,2024-12-27 21:18:24.749587,successful
TRANS01196,CUST0559,6980.64,2024-07-10 21:41:07.749587,successful
TRANS01197,CUST0026,6040.59,2024-04-25 03:42:37.749587,successful
TRANS01198,CUST0369,3988.98,2024-10-06 19:14:17.749587,successful
TRANS01199,CUST0459,9828.43,2024-04-19 15:15:04.749587,failed
TRANS01200,CUST0474,9703.12,2024-03-21 19:19:47.749587,successful
TRANS01201,CUST0758,806.14,2024-11-04 00:43:43.749587,successful
TRANS01202,CUST0734,2895.21,2024-08-22 02:16:22.749587,successful
TRANS01203,CUST0514,8012.48,2024-04-08 21:16:14.749587,successful
TRANS01204,CUST0992,8348.68,2024-08-21 11:05:56.749587,successful
TRANS01205,CUST0422,4413.59,2024-03-03 06:55:53.749587,successful
TRANS01206,CUST0177,3403.77,2024-05-20 20:42:46.749587,successful
TRANS01207,CUST0454,1473.56,2024-04-21 20:31:56.749587,successful
TRANS01208,CUST0646,4398.09,2025-01-22 11:40:19.749587,successful
TRANS01209,CUST0723,3793.08,2024-06-08 14:38:04.749587,successful
TRANS01210,CUST0816,1841.28,2024-12-02 09:03:55.749587,successful
TRANS01211,CUST0966,2586.65,2024-07-18 21:58:35.749587,failed
TRANS01212,CUST0799,9259.75,2024-10-25 06:16:08.749587,successful
TRANS01213,CUST0859,3062.69,2024-11-18 01:48:52.749587,successful
TRANS01214,CUST0939,7092.96,2024-12-04 04:28:59.749587,successful
TRANS01215,CUST0751,3779.29,2025-01-08 09:02:47.749587,successful
TRANS01216,CUST0330,5529.27,2024-11-02 12:29:53.749587,successful
TRANS01217,CUST0027,8819.75,2025-01-24 13:51:18.749587,successful
TRANS01218,CUST0753,4811.48,2024-03-25 09:16:08.749587,failed
TRANS01219,CUST0497,4090.79,2024-10-03 18:37:56.749587,failed
TRANS01220,CUST0187,4234.25,2025-01-22 03:13:49.749587,successful
TRANS01221,CUST0868,4076.6,2024-10-14 05:00:13.749587,failed
TRANS01222,CUST0831,651.4,2024-04-14 21:35:30.749587,successful
TRANS01223,CUST0928,3278.44,2024-04-27 20:06:39.749587,successful
TRANS01224,CUST0814,262.33,2024-05-17 02:56:09.749587,successful
TRANS01225,CUST0981,2298.72,2024-07-22 02:03:27.749587,successful
TRANS01226,CUST0928,5866.66,2024-12-15 07:00:31.749587,successful
TRANS01227,CUST0273,6561.97,2024-03-12 20:46:06.749587,fraudulent
TRANS01228,CUST0733,476.68,2024-02-18 16:12:25.749587,successful
TRANS01229,CUST0505,3006.62,2024-07-06 19:25:08.749587,successful
